Wavelength (nm),Sum,Li I (4.0e-02),Li II (9.6e-01),Li III (5.9e-34)
832.02,9.628e-90,,,9.628e-90
832.07,5.534e-90,,,5.534e-90
832.12,3.158e-90,,,3.158e-90
832.17,1.789e-90,,,1.789e-90
832.22,1.006e-90,,,1.006e-90
832.27,5.616e-91,,,5.616e-91
832.32,3.113e-91,,,3.113e-91
832.37,1.713e-91,,,1.713e-91
832.42,9.355e-92,,,9.355e-92
832.47,5.073e-92,,,5.073e-92
832.52,2.731e-92,,,2.731e-92
832.57,1.459e-92,,,1.459e-92
832.62,7.742e-93,,,7.742e-93
832.67,4.078e-93,,,4.078e-93
832.72,2.132e-93,,,2.132e-93
832.77,1.107e-93,,,1.107e-93
832.82,5.703e-94,,,5.703e-94
832.87,2.918e-94,,,2.918e-94
832.92,1.482e-94,,,1.482e-94
832.97,7.470e-95,,,7.470e-95
833.02,3.739e-95,,,3.739e-95
833.07,1.858e-95,,,1.858e-95
833.12,9.140e-96,,,9.140e-96
833.17,4.476e-96,,,4.476e-96
833.22,2.066e-96,,,2.066e-96
