Wavelength (nm),Sum,Li I (4.0e-02),Li II (9.6e-01),Li III (5.9e-34)
451.05,5.212e-82,,,5.212e-82
451.1,2.915e-82,,,2.915e-82
451.15,1.591e-82,,,1.591e-82
451.2,8.470e-83,,,8.470e-83
451.25,4.400e-83,,,4.400e-83
451.3,2.230e-83,,,2.230e-83
451.35,1.103e-83,,,1.103e-83
451.4,5.320e-84,,,5.320e-84
451.45,2.504e-84,,,2.504e-84
451.5,1.150e-84,,,1.150e-84
451.55,5.153e-85,,,5.153e-85
451.6,2.252e-85,,,2.252e-85
451.65,9.607e-86,,,9.607e-86
451.7,3.998e-86,,,3.998e-86
451.75,1.623e-86,,,1.623e-86
451.8,6.428e-87,,,6.428e-87
451.85,2.484e-87,,,2.484e-87
451.9,9.367e-88,,,9.367e-88
451.95,3.446e-88,,,3.446e-88
452,1.237e-88,,,1.237e-88
452.05,4.330e-89,,,4.330e-89
452.1,1.479e-89,,,1.479e-89
452.15,4.931e-90,,,4.931e-90
452.2,1.603e-90,,,1.603e-90
452.25,5.087e-91,,,5.087e-91
452.3,1.575e-91,,,1.575e-91
452.35,4.755e-92,,,4.755e-92
452.4,1.401e-92,,,1.401e-92
452.45,4.027e-93,,,4.027e-93
452.5,1.129e-93,,,1.129e-93
452.55,3.091e-94,,,3.091e-94
452.6,8.142e-95,,,8.142e-95
457.5,4.027e-8,4.027e-8,,
457.55,1.482e-7,1.482e-7,,
457.6,5.329e-7,5.329e-7,,
457.65,1.871e-6,1.871e-6,,
457.7,6.418e-6,6.418e-6,,
457.75,2.150e-5,2.150e-5,,
457.8,7.033e-5,7.033e-5,,
457.85,2.247e-4,2.247e-4,,
457.9,7.013e-4,7.013e-4,,
457.95,2.137e-3,2.137e-3,,
458,6.363e-3,6.363e-3,,
458.05,1.850e-2,1.850e-2,,
458.1,5.253e-2,5.253e-2,,
458.15,1.457e-1,1.457e-1,,
458.2,3.947e-1,3.947e-1,,
458.25,1.044e+0,1.044e+0,,
458.3,2.698e+0,2.698e+0,,
458.35,6.809e+0,6.809e+0,,
458.4,1.678e+1,1.678e+1,,
458.45,4.040e+1,4.040e+1,,
458.5,9.499e+1,9.499e+1,,
458.55,2.181e+2,2.181e+2,,
458.6,4.892e+2,4.892e+2,,
458.65,1.072e+3,1.072e+3,,
458.7,2.293e+3,2.293e+3,,
458.75,4.791e+3,4.791e+3,,
458.8,9.778e+3,9.778e+3,,
458.85,1.949e+4,1.949e+4,,
458.9,3.794e+4,3.794e+4,,
458.95,7.214e+4,7.214e+4,,
459,1.340e+5,1.340e+5,,
459.05,2.430e+5,2.430e+5,,
459.1,4.304e+5,4.304e+5,,
459.15,7.447e+5,7.447e+5,,
459.2,1.258e+6,1.258e+6,,
459.25,2.077e+6,2.077e+6,,
459.3,3.347e+6,3.347e+6,,
459.35,5.270e+6,5.270e+6,,
459.4,8.103e+6,8.103e+6,,
459.45,1.217e+7,1.217e+7,,
459.5,1.785e+7,1.785e+7,,
459.55,2.557e+7,2.557e+7,,
459.6,3.577e+7,3.577e+7,,
459.65,4.888e+7,4.888e+7,,
459.7,6.524e+7,6.524e+7,,
459.75,8.504e+7,8.504e+7,,
459.8,1.083e+8,1.083e+8,,
459.85,1.346e+8,1.346e+8,,
459.9,1.635e+8,1.635e+8,,
459.95,1.939e+8,1.939e+8,,
460,2.246e+8,2.246e+8,,
460.05,2.541e+8,2.541e+8,,
460.1,2.808e+8,2.808e+8,,
460.15,3.031e+8,3.031e+8,,
460.2,3.195e+8,3.195e+8,,
460.25,3.289e+8,3.289e+8,,
460.3,3.308e+8,3.308e+8,,
460.35,3.248e+8,3.248e+8,,
460.4,3.116e+8,3.116e+8,,
460.45,2.919e+8,2.919e+8,,
460.5,2.671e+8,2.671e+8,,
460.55,2.386e+8,2.386e+8,,
460.6,2.083e+8,2.083e+8,,
460.65,1.775e+8,1.775e+8,,
460.7,1.478e+8,1.478e+8,,
460.75,1.202e+8,1.202e+8,,
460.8,9.546e+7,9.546e+7,,
460.85,7.404e+7,7.404e+7,,
460.9,5.609e+7,5.609e+7,,
460.95,4.150e+7,4.150e+7,,
461,2.999e+7,2.999e+7,,
461.05,2.117e+7,2.117e+7,,
461.1,1.459e+7,1.459e+7,,
461.15,9.825e+6,9.825e+6,,
461.2,6.460e+6,6.460e+6,,
461.25,4.149e+6,4.149e+6,,
461.3,2.603e+6,2.603e+6,,
461.35,1.594e+6,1.594e+6,,
461.4,9.540e+5,9.540e+5,,
461.45,5.575e+5,5.575e+5,,
461.5,3.182e+5,3.182e+5,,
461.55,1.774e+5,1.774e+5,,
461.6,9.658e+4,9.658e+4,,
461.65,5.136e+4,5.136e+4,,
461.7,2.667e+4,2.667e+4,,
461.75,1.353e+4,1.353e+4,,
461.8,6.703e+3,6.703e+3,,
461.85,3.243e+3,3.243e+3,,
461.9,1.533e+3,1.533e+3,,
461.95,7.075e+2,7.075e+2,,
462,3.189e+2,3.189e+2,,
462.05,1.404e+2,1.404e+2,,
462.1,6.038e+1,6.038e+1,,
462.15,2.536e+1,2.536e+1,,
462.2,1.040e+1,1.040e+1,,
462.25,4.168e+0,4.168e+0,,
462.3,1.631e+0,1.631e+0,,
462.35,6.232e-1,6.232e-1,,
462.4,2.326e-1,2.326e-1,,
462.45,8.480e-2,8.480e-2,,
462.5,3.019e-2,3.019e-2,,
462.55,1.050e-2,1.050e-2,,
462.6,3.566e-3,3.566e-3,,
462.65,1.183e-3,1.183e-3,,
462.7,3.833e-4,3.833e-4,,
462.75,1.213e-4,1.213e-4,,
462.8,3.748e-5,3.748e-5,,
462.85,1.131e-5,1.131e-5,,
462.9,3.335e-6,3.335e-6,,
462.95,9.602e-7,9.602e-7,,
463,2.700e-7,2.700e-7,,
463.05,7.417e-8,7.417e-8,,
464.35,4.980e-39,,4.980e-39,
464.4,2.035e-38,,2.035e-38,
464.45,7.149e-38,,7.149e-38,
464.5,2.455e-37,,2.455e-37,
464.55,8.238e-37,,8.238e-37,
464.6,2.702e-36,,2.702e-36,
464.65,8.663e-36,,8.663e-36,
464.7,2.715e-35,,2.715e-35,
464.75,8.315e-35,,8.315e-35,
464.8,2.489e-34,,2.489e-34,
464.85,7.283e-34,,7.283e-34,
464.9,2.083e-33,,2.083e-33,
464.95,5.822e-33,,5.822e-33,
465,1.591e-32,,1.591e-32,
465.05,4.247e-32,,4.247e-32,
465.1,1.109e-31,,1.109e-31,
465.15,2.828e-31,,2.828e-31,
465.2,7.051e-31,,7.051e-31,
465.25,1.718e-30,,1.718e-30,
465.3,4.093e-30,,4.093e-30,
465.35,9.529e-30,,9.529e-30,
465.4,2.168e-29,,2.168e-29,
465.45,4.823e-29,,4.823e-29,
465.5,1.048e-28,,1.048e-28,
465.55,2.227e-28,,2.227e-28,
465.6,4.626e-28,,4.626e-28,
465.65,9.389e-28,,9.389e-28,
465.7,1.863e-27,,1.863e-27,
465.75,3.612e-27,,3.612e-27,
465.8,6.846e-27,,6.846e-27,
465.85,1.268e-26,,1.268e-26,
465.9,2.296e-26,,2.296e-26,
465.95,4.063e-26,,4.063e-26,
466,7.028e-26,,7.028e-26,
466.05,1.188e-25,,1.188e-25,
466.1,1.963e-25,,1.963e-25,
466.15,3.171e-25,,3.171e-25,
466.2,5.006e-25,,5.006e-25,
466.25,7.723e-25,,7.723e-25,
466.3,1.165e-24,,1.165e-24,
466.35,1.717e-24,,1.717e-24,
466.4,2.474e-24,,2.474e-24,
466.45,3.484e-24,,3.484e-24,
466.5,4.795e-24,,4.795e-24,
466.55,6.452e-24,,6.452e-24,
466.6,8.487e-24,,8.487e-24,
466.65,1.091e-23,,1.091e-23,
466.7,1.372e-23,,1.372e-23,
466.75,1.685e-23,,1.685e-23,
466.8,2.025e-23,,2.025e-23,
466.85,2.379e-23,,2.379e-23,
466.9,2.734e-23,,2.734e-23,
466.95,3.073e-23,,3.073e-23,
467,3.381e-23,,3.381e-23,
467.05,3.640e-23,,3.640e-23,
467.1,3.839e-23,,3.839e-23,
467.15,3.967e-23,,3.967e-23,
467.2,4.021e-23,,4.021e-23,
467.25,4.002e-23,,4.002e-23,
467.3,3.916e-23,,3.916e-23,
467.35,3.773e-23,,3.773e-23,
467.4,3.587e-23,,3.587e-23,
467.45,3.372e-23,,3.372e-23,
467.5,3.142e-23,,3.142e-23,
467.55,2.909e-23,,2.909e-23,
467.6,2.681e-23,,2.681e-23,
467.65,2.465e-23,,2.465e-23,
467.7,2.263e-23,,2.263e-23,
467.75,2.075e-23,,2.075e-23,
467.8,1.897e-23,,1.897e-23,
467.85,1.729e-23,,1.729e-23,
467.9,1.567e-23,,1.567e-23,
467.95,1.408e-23,,1.408e-23,
468,1.252e-23,,1.252e-23,
468.05,1.099e-23,,1.099e-23,
468.1,9.505e-24,,9.505e-24,
468.15,8.086e-24,,8.086e-24,
468.2,6.758e-24,,6.758e-24,
468.25,5.540e-24,,5.540e-24,
468.3,4.453e-24,,4.453e-24,
468.35,3.506e-24,,3.506e-24,
468.4,2.702e-24,,2.702e-24,
468.45,2.038e-24,,2.038e-24,
468.5,1.504e-24,,1.504e-24,
468.55,1.086e-24,,1.086e-24,
468.6,7.664e-25,,7.664e-25,
468.65,5.290e-25,,5.290e-25,
468.7,3.570e-25,,3.570e-25,
468.75,2.355e-25,,2.355e-25,
468.8,1.519e-25,,1.519e-25,
468.85,9.578e-26,,9.578e-26,
468.9,5.903e-26,,5.903e-26,
468.95,3.556e-26,,3.556e-26,
469,2.094e-26,,2.094e-26,
469.05,1.206e-26,,1.206e-26,
469.1,6.783e-27,,6.783e-27,
469.15,3.730e-27,,3.730e-27,
469.2,2.005e-27,,2.005e-27,
469.25,1.054e-27,,1.054e-27,
469.3,5.411e-28,,5.411e-28,
469.35,2.716e-28,,2.716e-28,
469.4,1.333e-28,,1.333e-28,
469.45,6.392e-29,,6.392e-29,
469.5,2.996e-29,,2.996e-29,
469.55,1.373e-29,,1.373e-29,
469.6,6.148e-30,,6.148e-30,
469.65,2.691e-30,,2.691e-30,
469.7,1.151e-30,,1.151e-30,
469.75,4.815e-31,,4.815e-31,
469.8,1.968e-31,,1.968e-31,
469.85,7.864e-32,,7.864e-32,
469.9,3.071e-32,,3.071e-32,
469.95,1.172e-32,,1.172e-32,
470,4.374e-33,,4.374e-33,
470.05,1.595e-33,,1.595e-33,
470.1,5.685e-34,,5.685e-34,
470.15,1.981e-34,,1.981e-34,
470.2,6.745e-35,,6.745e-35,
470.25,2.245e-35,,2.245e-35,
470.3,7.305e-36,,7.305e-36,
470.35,2.323e-36,,2.323e-36,
470.4,7.220e-37,,7.220e-37,
470.45,2.193e-37,,2.193e-37,
470.5,6.514e-38,,6.514e-38,
470.55,1.891e-38,,1.891e-38,
470.6,5.363e-39,,5.363e-39,
470.65,5.871e-40,,5.871e-40,
475.95,6.737e-40,,6.737e-40,
476,2.350e-39,,2.350e-39,
476.05,8.023e-39,,8.023e-39,
476.1,2.679e-38,,2.679e-38,
476.15,8.756e-38,,8.756e-38,
476.2,2.800e-37,,2.800e-37,
476.25,8.758e-37,,8.758e-37,
476.3,2.681e-36,,2.681e-36,
476.35,8.028e-36,,8.028e-36,
476.4,2.353e-35,,2.353e-35,
476.45,6.745e-35,,6.745e-35,
476.5,1.892e-34,,1.892e-34,
476.55,5.193e-34,,5.193e-34,
476.6,1.395e-33,,1.395e-33,
476.65,3.664e-33,,3.664e-33,
476.7,9.421e-33,,9.421e-33,
476.75,2.370e-32,,2.370e-32,
476.8,5.832e-32,,5.832e-32,
476.85,1.404e-31,,1.404e-31,
476.9,3.309e-31,,3.309e-31,
476.95,7.628e-31,,7.628e-31,
477,1.721e-30,,1.721e-30,
477.05,3.797e-30,,3.797e-30,
477.1,8.199e-30,,8.199e-30,
477.15,1.732e-29,,1.732e-29,
477.2,3.581e-29,,3.581e-29,
477.25,7.243e-29,,7.243e-29,
477.3,1.433e-28,,1.433e-28,
477.35,2.775e-28,,2.775e-28,
477.4,5.257e-28,,5.257e-28,
477.45,9.745e-28,,9.745e-28,
477.5,1.767e-27,,1.767e-27,
477.55,3.136e-27,,3.136e-27,
477.6,5.445e-27,,5.445e-27,
477.65,9.251e-27,,9.251e-27,
477.7,1.538e-26,,1.538e-26,
477.75,2.501e-26,,2.501e-26,
477.8,3.979e-26,,3.979e-26,
477.85,6.195e-26,,6.195e-26,
477.9,9.436e-26,,9.436e-26,
477.95,1.406e-25,,1.406e-25,
478,2.051e-25,,2.051e-25,
478.05,2.926e-25,,2.926e-25,
478.1,4.085e-25,,4.085e-25,
478.15,5.580e-25,,5.580e-25,
478.2,7.458e-25,,7.458e-25,
478.25,9.752e-25,,9.752e-25,
478.3,1.248e-24,,1.248e-24,
478.35,1.562e-24,,1.562e-24,
478.4,1.913e-24,,1.913e-24,
478.45,2.293e-24,,2.293e-24,
478.5,2.688e-24,,2.688e-24,
478.56,3.162e-24,,3.162e-24,
478.61,3.534e-24,,3.534e-24,
478.66,3.864e-24,,3.864e-24,
478.71,4.135e-24,,4.135e-24,
478.76,4.328e-24,,4.328e-24,
478.81,4.433e-24,,4.433e-24,
478.86,4.443e-24,,4.443e-24,
478.91,4.357e-24,,4.357e-24,
478.96,4.180e-24,,4.180e-24,
479.01,3.924e-24,,3.924e-24,
479.06,3.604e-24,,3.604e-24,
479.11,3.239e-24,,3.239e-24,
479.16,2.848e-24,,2.848e-24,
479.21,2.450e-24,,2.450e-24,
479.26,2.062e-24,,2.062e-24,
479.31,1.698e-24,,1.698e-24,
479.36,1.369e-24,,1.369e-24,
479.41,1.079e-24,,1.079e-24,
479.46,8.324e-25,,8.324e-25,
479.51,6.283e-25,,6.283e-25,
479.56,4.640e-25,,4.640e-25,
479.61,3.353e-25,,3.353e-25,
479.66,2.370e-25,,2.370e-25,
479.71,1.640e-25,,1.640e-25,
479.76,1.110e-25,,1.110e-25,
479.81,7.350e-26,,7.350e-26,
479.86,4.762e-26,,4.762e-26,
479.91,3.019e-26,,3.019e-26,
479.96,1.873e-26,,1.873e-26,
480.01,1.137e-26,,1.137e-26,
480.06,6.749e-27,,6.749e-27,
480.11,3.921e-27,,3.921e-27,
480.16,2.229e-27,,2.229e-27,
480.21,1.240e-27,,1.240e-27,
480.26,6.747e-28,,6.747e-28,
480.31,3.593e-28,,3.593e-28,
480.36,1.872e-28,,1.872e-28,
480.41,9.541e-29,,9.541e-29,
480.46,4.759e-29,,4.759e-29,
480.51,2.322e-29,,2.322e-29,
480.56,1.109e-29,,1.109e-29,
480.61,5.180e-30,,5.180e-30,
480.66,2.368e-30,,2.368e-30,
480.71,1.059e-30,,1.059e-30,
480.76,4.634e-31,,4.634e-31,
480.81,1.984e-31,,1.984e-31,
480.86,8.310e-32,,8.310e-32,
480.91,3.406e-32,,3.406e-32,
480.96,1.366e-32,,1.366e-32,
481.01,5.360e-33,,5.360e-33,
481.06,2.058e-33,,2.058e-33,
481.11,7.730e-34,,7.730e-34,
481.16,2.841e-34,,2.841e-34,
481.21,1.022e-34,,1.022e-34,
481.26,3.595e-35,,3.595e-35,
481.31,1.237e-35,,1.237e-35,
481.36,4.168e-36,,4.168e-36,
481.41,1.374e-36,,1.374e-36,
481.46,4.437e-37,,4.437e-37,
481.51,1.423e-37,,1.423e-37,
481.56,5.125e-38,,5.125e-38,
481.61,3.873e-38,,3.873e-38,
481.66,8.356e-38,,8.356e-38,
481.71,2.431e-37,,2.431e-37,
481.76,7.194e-37,,7.194e-37,
481.81,2.093e-36,,2.093e-36,
481.86,5.962e-36,,5.962e-36,
481.91,1.662e-35,,1.662e-35,
481.96,4.538e-35,,4.538e-35,
482.01,1.212e-34,,1.212e-34,
482.06,3.171e-34,,3.171e-34,
482.11,8.119e-34,,8.119e-34,
482.16,2.035e-33,,2.035e-33,
482.21,4.993e-33,,4.993e-33,
482.26,1.199e-32,,1.199e-32,
482.31,2.819e-32,,2.819e-32,
482.36,6.488e-32,,6.488e-32,
482.41,1.462e-31,,1.462e-31,
482.46,3.224e-31,,3.224e-31,
482.51,6.959e-31,,6.959e-31,
482.56,1.471e-30,,1.471e-30,
482.61,3.043e-30,,3.043e-30,
482.66,6.162e-30,,6.162e-30,
482.71,1.222e-29,,1.222e-29,
482.76,2.371e-29,,2.371e-29,
482.81,4.503e-29,,4.503e-29,
482.86,8.374e-29,,8.374e-29,
482.91,1.524e-28,,1.524e-28,
482.96,2.717e-28,,2.717e-28,
483.01,4.739e-28,,4.739e-28,
483.06,8.092e-28,,8.092e-28,
483.11,1.353e-27,,1.353e-27,
483.16,2.213e-27,,2.213e-27,
483.21,3.545e-27,,3.545e-27,
483.26,5.559e-27,,5.559e-27,
483.31,8.533e-27,,8.533e-27,
483.36,1.282e-26,,1.282e-26,
483.41,1.886e-26,,1.886e-26,
483.46,2.715e-26,,2.715e-26,
483.51,3.827e-26,,3.827e-26,
483.56,5.281e-26,,5.281e-26,
483.61,7.133e-26,,7.133e-26,
483.66,9.431e-26,,9.431e-26,
483.71,1.221e-25,,1.221e-25,
483.76,1.546e-25,,1.546e-25,
483.81,1.918e-25,,1.918e-25,
483.86,2.329e-25,,2.329e-25,
483.91,2.768e-25,,2.768e-25,
483.96,3.220e-25,,3.220e-25,
484.01,3.667e-25,,3.667e-25,
484.06,4.088e-25,,4.088e-25,
484.11,4.461e-25,,4.461e-25,
484.16,4.766e-25,,4.766e-25,
484.21,4.985e-25,,4.985e-25,
484.26,5.103e-25,,5.103e-25,
484.31,5.114e-25,,5.114e-25,
484.36,5.017e-25,,5.017e-25,
484.41,4.817e-25,,4.817e-25,
484.46,4.529e-25,,4.529e-25,
484.51,4.167e-25,,4.167e-25,
484.56,3.754e-25,,3.754e-25,
484.61,3.310e-25,,3.310e-25,
484.66,2.857e-25,,2.857e-25,
484.71,2.415e-25,,2.415e-25,
484.76,1.997e-25,,1.997e-25,
484.81,1.617e-25,,1.617e-25,
484.86,1.282e-25,,1.282e-25,
484.91,9.947e-26,,9.947e-26,
484.96,7.555e-26,,7.555e-26,
485.01,5.618e-26,,5.618e-26,
485.06,4.089e-26,,4.089e-26,
485.11,2.913e-26,,2.913e-26,
485.16,2.032e-26,,2.032e-26,
485.21,1.387e-26,,1.387e-26,
485.26,9.273e-27,,9.273e-27,
485.31,6.067e-27,,6.067e-27,
485.36,3.886e-27,,3.886e-27,
485.41,2.436e-27,,2.436e-27,
485.46,1.495e-27,,1.495e-27,
485.51,8.983e-28,,8.983e-28,
485.56,5.283e-28,,5.283e-28,
485.61,3.042e-28,,3.042e-28,
485.66,1.714e-28,,1.714e-28,
485.71,9.456e-29,,9.456e-29,
485.76,5.107e-29,,5.107e-29,
485.81,2.700e-29,,2.700e-29,
485.86,1.397e-29,,1.397e-29,
485.91,7.080e-30,,7.080e-30,
485.96,3.515e-30,,3.515e-30,
486.01,1.717e-30,,1.717e-30,
486.06,8.406e-31,,8.406e-31,
486.11,4.497e-31,,4.497e-31,
486.16,3.408e-31,,3.408e-31,
486.21,4.606e-31,,4.606e-31,
486.26,8.871e-31,,8.871e-31,
486.31,1.872e-30,,1.872e-30,
486.36,3.965e-30,,3.965e-30,
486.41,8.265e-30,,8.265e-30,
486.46,1.689e-29,,1.689e-29,
486.51,3.380e-29,,3.380e-29,
486.56,6.624e-29,,6.624e-29,
486.61,1.271e-28,,1.271e-28,
486.66,2.390e-28,,2.390e-28,
486.71,4.398e-28,,4.398e-28,
486.76,7.928e-28,,7.928e-28,
486.81,1.399e-27,,1.399e-27,
486.86,2.419e-27,,2.419e-27,
486.91,4.094e-27,,4.094e-27,
486.96,6.787e-27,,6.787e-27,
487.01,1.102e-26,,1.102e-26,
487.06,1.752e-26,,1.752e-26,
487.11,2.727e-26,,2.727e-26,
487.16,4.157e-26,,4.157e-26,
487.21,6.207e-26,,6.207e-26,
487.26,9.074e-26,,9.074e-26,
487.31,1.299e-25,,1.299e-25,
487.36,1.822e-25,,1.822e-25,
487.41,2.501e-25,,2.501e-25,
487.46,3.363e-25,,3.363e-25,
487.51,4.428e-25,,4.428e-25,
487.56,5.710e-25,,5.710e-25,
487.61,7.210e-25,,7.210e-25,
487.66,8.916e-25,,8.916e-25,
487.71,1.080e-24,,1.080e-24,
487.76,1.280e-24,,1.280e-24,
487.81,1.487e-24,,1.487e-24,
487.86,1.691e-24,,1.691e-24,
487.91,1.883e-24,,1.883e-24,
487.96,2.054e-24,,2.054e-24,
488.01,2.194e-24,,2.194e-24,
488.06,2.295e-24,,2.295e-24,
488.11,2.350e-24,,2.350e-24,
488.16,2.357e-24,,2.357e-24,
488.21,2.316e-24,,2.316e-24,
488.26,2.227e-24,,2.227e-24,
488.31,2.098e-24,,2.098e-24,
488.36,1.935e-24,,1.935e-24,
488.41,1.748e-24,,1.748e-24,
488.46,1.547e-24,,1.547e-24,
488.51,1.340e-24,,1.340e-24,
488.56,1.137e-24,,1.137e-24,
488.61,9.444e-25,,9.444e-25,
488.66,7.683e-25,,7.683e-25,
488.71,6.121e-25,,6.121e-25,
488.76,4.776e-25,,4.776e-25,
488.81,3.649e-25,,3.649e-25,
488.86,2.730e-25,,2.730e-25,
488.91,2.001e-25,,2.001e-25,
488.96,1.435e-25,,1.435e-25,
489.01,1.009e-25,,1.009e-25,
489.06,6.941e-26,,6.941e-26,
489.11,4.677e-26,,4.677e-26,
489.16,3.087e-26,,3.087e-26,
489.21,1.995e-26,,1.995e-26,
489.26,1.262e-26,,1.262e-26,
489.31,7.823e-27,,7.823e-27,
489.36,4.748e-27,,4.748e-27,
489.41,2.822e-27,,2.822e-27,
489.46,1.642e-27,,1.642e-27,
489.51,9.360e-28,,9.360e-28,
489.56,5.224e-28,,5.224e-28,
489.61,2.855e-28,,2.855e-28,
489.66,1.528e-28,,1.528e-28,
489.71,8.011e-29,,8.011e-29,
489.76,4.112e-29,,4.112e-29,
489.81,2.067e-29,,2.067e-29,
489.86,1.017e-29,,1.017e-29,
489.91,4.905e-30,,4.905e-30,
489.96,2.315e-30,,2.315e-30,
490.01,1.070e-30,,1.070e-30,
490.06,4.846e-31,,4.846e-31,
490.11,2.148e-31,,2.148e-31,
490.16,9.326e-32,,9.326e-32,
490.21,3.965e-32,,3.965e-32,
490.26,1.651e-32,,1.651e-32,
490.31,6.730e-33,,6.730e-33,
490.36,2.687e-33,,2.687e-33,
490.41,1.051e-33,,1.051e-33,
490.46,4.023e-34,,4.023e-34,
490.51,1.508e-34,,1.508e-34,
490.56,5.539e-35,,5.539e-35,
490.61,1.992e-35,,1.992e-35,
490.66,7.013e-36,,7.013e-36,
490.71,2.418e-36,,2.418e-36,
490.76,8.166e-37,,8.166e-37,
490.81,2.700e-37,,2.700e-37,
490.86,8.745e-38,,8.745e-38,
490.91,2.773e-38,,2.773e-38,
490.96,8.612e-39,,8.612e-39,
491.01,2.619e-39,,2.619e-39,
491.06,7.800e-40,,7.800e-40,
491.11,4.647e-41,,4.647e-41,
494.16,1.286e-9,1.286e-9,,
494.21,1.291e-8,1.291e-8,,
494.26,4.233e-8,4.233e-8,,
494.31,1.360e-7,1.360e-7,,
494.36,4.283e-7,4.283e-7,,
494.41,1.321e-6,1.321e-6,,
494.46,3.995e-6,3.995e-6,,
494.51,1.184e-5,1.184e-5,,
494.56,3.438e-5,3.438e-5,,
494.61,9.783e-5,9.783e-5,,
494.66,2.728e-4,2.728e-4,,
494.71,7.456e-4,7.456e-4,,
494.76,1.997e-3,1.997e-3,,
494.81,5.240e-3,5.240e-3,,
494.86,1.348e-2,1.348e-2,,
494.91,3.397e-2,3.397e-2,,
494.96,8.391e-2,8.391e-2,,
495.01,2.031e-1,2.031e-1,,
495.06,4.817e-1,4.817e-1,,
495.11,1.120e+0,1.120e+0,,
495.16,2.551e+0,2.551e+0,,
495.21,5.695e+0,5.695e+0,,
495.26,1.246e+1,1.246e+1,,
495.31,2.671e+1,2.671e+1,,
495.36,5.611e+1,5.611e+1,,
495.41,1.155e+2,1.155e+2,,
495.46,2.331e+2,2.331e+2,,
495.51,4.609e+2,4.609e+2,,
495.56,8.930e+2,8.930e+2,,
495.61,1.696e+3,1.696e+3,,
495.66,3.155e+3,3.155e+3,,
495.71,5.754e+3,5.754e+3,,
495.76,1.028e+4,1.028e+4,,
495.81,1.801e+4,1.801e+4,,
495.86,3.090e+4,3.090e+4,,
495.91,5.197e+4,5.197e+4,,
495.96,8.565e+4,8.565e+4,,
496.01,1.383e+5,1.383e+5,,
496.06,2.190e+5,2.190e+5,,
496.11,3.396e+5,3.396e+5,,
496.16,5.162e+5,5.162e+5,,
496.21,7.690e+5,7.690e+5,,
496.26,1.123e+6,1.123e+6,,
496.31,1.606e+6,1.606e+6,,
496.36,2.251e+6,2.251e+6,,
496.41,3.093e+6,3.093e+6,,
496.46,4.163e+6,4.163e+6,,
496.51,5.493e+6,5.493e+6,,
496.56,7.102e+6,7.102e+6,,
496.61,8.998e+6,8.998e+6,,
496.66,1.117e+7,1.117e+7,,
496.71,1.359e+7,1.359e+7,,
496.76,1.621e+7,1.621e+7,,
496.81,1.894e+7,1.894e+7,,
496.86,2.169e+7,2.169e+7,,
496.91,2.434e+7,2.434e+7,,
496.96,2.677e+7,2.677e+7,,
497.01,2.885e+7,2.885e+7,,
497.06,3.047e+7,3.047e+7,,
497.11,3.154e+7,3.154e+7,,
497.16,3.199e+7,3.199e+7,,
497.21,3.179e+7,3.179e+7,,
497.26,3.097e+7,3.097e+7,,
497.31,2.956e+7,2.956e+7,,
497.36,2.765e+7,2.765e+7,,
497.41,2.535e+7,2.535e+7,,
497.46,2.277e+7,2.277e+7,,
497.51,2.005e+7,2.005e+7,,
497.56,1.729e+7,1.729e+7,,
497.61,1.462e+7,1.462e+7,,
497.66,1.211e+7,1.211e+7,,
497.71,9.836e+6,9.836e+6,,
497.76,7.826e+6,7.826e+6,,
497.81,6.102e+6,6.102e+6,,
497.86,4.663e+6,4.663e+6,,
497.91,3.492e+6,3.492e+6,,
497.96,2.562e+6,2.562e+6,,
498.01,1.843e+6,1.843e+6,,
498.06,1.298e+6,1.298e+6,,
498.11,8.968e+5,8.968e+5,,
498.16,6.069e+5,6.069e+5,,
498.21,4.025e+5,4.025e+5,,
498.26,2.616e+5,2.616e+5,,
498.31,1.666e+5,1.666e+5,,
498.36,1.040e+5,1.040e+5,,
498.41,6.362e+4,6.362e+4,,
498.46,3.814e+4,3.814e+4,,
498.51,2.240e+4,2.240e+4,,
498.56,1.290e+4,1.290e+4,,
498.61,7.275e+3,7.275e+3,,
498.66,4.022e+3,4.022e+3,,
498.71,2.179e+3,2.179e+3,,
498.76,1.157e+3,1.157e+3,,
498.81,6.019e+2,6.019e+2,,
498.86,3.069e+2,3.069e+2,,
498.91,1.533e+2,1.533e+2,,
498.96,7.508e+1,7.508e+1,,
499.01,3.603e+1,3.603e+1,,
499.06,1.694e+1,1.694e+1,,
499.11,7.807e+0,7.807e+0,,
499.16,3.526e+0,3.526e+0,,
499.21,1.560e+0,1.560e+0,,
499.26,6.767e-1,6.767e-1,,
499.31,2.876e-1,2.876e-1,,
499.36,1.198e-1,1.198e-1,,
499.41,4.889e-2,4.889e-2,,
499.46,1.956e-2,1.956e-2,,
499.51,7.665e-3,7.665e-3,,
499.56,2.944e-3,2.944e-3,,
499.61,1.108e-3,1.108e-3,,
499.66,4.089e-4,4.089e-4,,
499.71,1.478e-4,1.478e-4,,
499.76,5.236e-5,5.236e-5,,
499.81,1.818e-5,1.818e-5,,
499.86,6.185e-6,6.185e-6,,
499.91,2.062e-6,2.062e-6,,
499.96,6.737e-7,6.737e-7,,
500.01,2.157e-7,2.157e-7,,
500.06,6.769e-8,6.769e-8,,
500.11,2.081e-8,2.081e-8,,
500.16,6.272e-9,6.272e-9,,
500.76,8.641e-41,,8.641e-41,
500.81,2.823e-40,,2.823e-40,
500.86,9.045e-40,,9.045e-40,
