Wavelength (nm),Sum,Al I (6.4e-02),Al II (4.4e-01),Al III (1.3e-05),Cr I (4.5e-02),Cr II (4.6e-01)
300,2.287e+8,,1.970e+3,,2.287e+8,6.133e+2
300.05,2.283e+8,,1.521e+3,,2.283e+8,1.781e+2
300.1,2.251e+8,,1.116e+3,,2.251e+8,4.889e+1
300.15,2.191e+8,,7.769e+2,,2.191e+8,1.269e+1
300.2,2.109e+8,,5.132e+2,,2.109e+8,3.116e+0
300.25,2.018e+8,,3.214e+2,,2.018e+8,7.232e-1
300.3,1.931e+8,,1.906e+2,,1.931e+8,1.587e-1
300.35,1.854e+8,,1.071e+2,,1.854e+8,3.294e-2
300.4,1.784e+8,,5.697e+1,,1.784e+8,6.465e-3
300.45,1.709e+8,,2.868e+1,,1.709e+8,1.200e-3
300.5,1.614e+8,,1.367e+1,,1.614e+8,2.105e-4
300.55,1.488e+8,,6.162e+0,,1.488e+8,3.493e-5
300.6,1.328e+8,,2.629e+0,,1.328e+8,5.480e-6
300.65,1.139e+8,,1.061e+0,,1.139e+8,8.129e-7
300.7,9.371e+7,,4.051e-1,,9.371e+7,1.140e-7
300.75,7.398e+7,,1.463e-1,,7.398e+7,
300.8,5.665e+7,,5.000e-2,,5.665e+7,
300.85,4.326e+7,,1.616e-2,,4.326e+7,
300.9,3.496e+7,,4.942e-3,,3.496e+7,
300.95,3.241e+7,,1.429e-3,,3.241e+7,
301,3.594e+7,,3.915e-4,,3.594e+7,
301.05,4.558e+7,,1.034e-4,,4.558e+7,
301.1,6.098e+7,,3.414e-5,,6.098e+7,
301.15,8.134e+7,,4.394e-5,,8.134e+7,
301.2,1.053e+8,,1.487e-4,,1.053e+8,
301.25,1.307e+8,,5.392e-4,,1.307e+8,
301.3,1.551e+8,,1.865e-3,,1.551e+8,
301.35,1.757e+8,,6.111e-3,,1.757e+8,
301.4,1.903e+8,,1.896e-2,,1.903e+8,
301.45,1.976e+8,,5.571e-2,,1.976e+8,
301.5,1.979e+8,,1.550e-1,,1.979e+8,
301.55,1.932e+8,,4.085e-1,,1.932e+8,
301.6,1.876e+8,,1.020e+0,,1.876e+8,
301.65,1.867e+8,,2.411e+0,,1.867e+8,
301.7,1.967e+8,,5.401e+0,,1.967e+8,
301.75,2.235e+8,,1.147e+1,,2.235e+8,
301.8,2.716e+8,,2.308e+1,,2.716e+8,
301.85,3.420e+8,,4.406e+1,,3.420e+8,
301.9,4.321e+8,,7.981e+1,,4.321e+8,
301.95,5.348e+8,,1.373e+2,,5.348e+8,
302,6.390e+8,,2.245e+2,,6.390e+8,
302.05,7.318e+8,,3.494e+2,,7.318e+8,
302.1,8.006e+8,,5.181e+2,,8.006e+8,
302.15,8.359e+8,,7.336e+2,,8.359e+8,
302.2,8.332e+8,,9.937e+2,,8.332e+8,
302.25,7.940e+8,,1.291e+3,,7.940e+8,
302.3,7.249e+8,,1.611e+3,,7.249e+8,
302.35,6.357e+8,,1.939e+3,,6.357e+8,
302.4,5.376e+8,,2.252e+3,,5.376e+8,
302.45,4.407e+8,,2.529e+3,,4.407e+8,
302.5,3.530e+8,,2.748e+3,,3.530e+8,
302.55,2.800e+8,,2.888e+3,,2.800e+8,
302.6,2.244e+8,,2.933e+3,,2.244e+8,
302.65,1.870e+8,,2.873e+3,,1.870e+8,
302.7,1.670e+8,,2.707e+3,,1.670e+8,
302.75,1.621e+8,,2.449e+3,,1.621e+8,
302.8,1.689e+8,,2.122e+3,,1.689e+8,
302.85,1.829e+8,,1.756e+3,,1.829e+8,
302.9,1.994e+8,,1.387e+3,,1.994e+8,
302.95,2.139e+8,,1.043e+3,,2.139e+8,
303,2.229e+8,,7.454e+2,,2.229e+8,
303.05,2.243e+8,,5.063e+2,,2.243e+8,
303.1,2.181e+8,,3.265e+2,,2.181e+8,
303.15,2.057e+8,,1.997e+2,,2.057e+8,
303.2,1.897e+8,,1.159e+2,,1.897e+8,
303.25,1.731e+8,,6.371e+1,,1.731e+8,
303.3,1.585e+8,,3.320e+1,,1.585e+8,
303.35,1.477e+8,,1.639e+1,,1.477e+8,
303.4,1.413e+8,,7.665e+0,,1.413e+8,
303.45,1.391e+8,,3.396e+0,,1.391e+8,
303.5,1.401e+8,,1.425e+0,,1.401e+8,
303.55,1.427e+8,,5.661e-1,,1.427e+8,
303.6,1.454e+8,,2.130e-1,,1.454e+8,
303.65,1.470e+8,,7.592e-2,,1.470e+8,
303.7,1.468e+8,,2.562e-2,,1.468e+8,
303.75,1.446e+8,,8.187e-3,,1.446e+8,
303.8,1.408e+8,,2.477e-3,,1.408e+8,
303.85,1.358e+8,,7.098e-4,,1.358e+8,
303.9,1.303e+8,,1.926e-4,,1.303e+8,
303.95,1.243e+8,,4.948e-5,,1.243e+8,
304,1.177e+8,,1.204e-5,,1.177e+8,
304.05,1.100e+8,,2.773e-6,,1.100e+8,
304.1,1.008e+8,,6.047e-7,,1.008e+8,
304.15,8.990e+7,,1.249e-7,,8.990e+7,
304.2,7.750e+7,,2.443e-8,,7.750e+7,
304.25,6.421e+7,,4.523e-9,,6.421e+7,
304.3,5.091e+7,,7.930e-10,,5.091e+7,
304.35,3.851e+7,,1.317e-10,,3.851e+7,
304.4,2.773e+7,,2.070e-11,,2.773e+7,
304.45,1.898e+7,,3.081e-12,,1.898e+7,
304.5,1.235e+7,,4.343e-13,,1.235e+7,
304.55,7.658e+6,,,,7.658e+6,
304.6,4.590e+6,,,,4.590e+6,
304.65,2.802e+6,,,,2.802e+6,
304.7,2.030e+6,,,,2.030e+6,
304.75,2.150e+6,,,,2.150e+6,
304.8,3.219e+6,,,,3.219e+6,
304.85,5.479e+6,,,,5.479e+6,
304.9,9.340e+6,,,,9.340e+6,
304.95,1.531e+7,,,,1.531e+7,
305,2.386e+7,,,,2.386e+7,
305.05,3.528e+7,,,,3.528e+7,
305.1,4.945e+7,,,,4.945e+7,
305.15,6.570e+7,,,,6.570e+7,
305.2,8.273e+7,,,,8.273e+7,
305.25,9.874e+7,,,,9.874e+7,
305.3,1.117e+8,,,,1.117e+8,
305.35,1.198e+8,,,,1.198e+8,
305.4,1.217e+8,,,,1.217e+8,
305.45,1.172e+8,,,,1.172e+8,
305.5,1.070e+8,,,,1.070e+8,
305.55,9.259e+7,,,,9.259e+7,
305.6,7.593e+7,,1.602e-13,,7.593e+7,
305.65,5.902e+7,,1.128e-12,,5.902e+7,
305.7,4.348e+7,,7.530e-12,,4.348e+7,
305.75,3.036e+7,,4.769e-11,,3.036e+7,
305.8,2.009e+7,,2.865e-10,,2.009e+7,
305.85,1.260e+7,,1.632e-9,,1.260e+7,
305.9,7.491e+6,,8.821e-9,,7.491e+6,
305.95,4.221e+6,,4.521e-8,,4.221e+6,
306,2.254e+6,,2.198e-7,,2.254e+6,
306.05,1.141e+6,,1.014e-6,,1.141e+6,
306.1,5.474e+5,,4.433e-6,,5.474e+5,
306.15,2.489e+5,,1.839e-5,,2.489e+5,
306.2,1.073e+5,,7.237e-5,,1.073e+5,
306.25,4.382e+4,,2.701e-4,,4.382e+4,
306.3,1.696e+4,,9.560e-4,,1.696e+4,
306.35,6.225e+3,1.225e-7,3.210e-3,,6.225e+3,
306.4,2.165e+3,8.544e-7,1.022e-2,,2.165e+3,
306.45,7.137e+2,5.653e-6,3.087e-2,,7.136e+2,
306.5,2.230e+2,3.548e-5,8.844e-2,,2.230e+2,
306.55,6.626e+1,2.113e-4,2.403e-1,,6.602e+1,
306.6,1.915e+1,1.194e-3,6.193e-1,,1.853e+1,
306.65,6.449e+0,6.400e-3,1.514e+0,,4.929e+0,
306.7,4.785e+0,3.255e-2,3.510e+0,,1.243e+0,
306.75,8.173e+0,1.570e-1,7.719e+0,,2.969e-1,
306.8,1.689e+1,7.187e-1,1.610e+1,,6.725e-2,
306.85,3.499e+1,3.121e+0,3.185e+1,,1.444e-2,
306.9,7.263e+1,1.286e+1,5.977e+1,,2.937e-3,
306.95,1.566e+2,5.026e+1,1.064e+2,,5.664e-4,
307,3.660e+2,1.864e+2,1.796e+2,,1.035e-4,
307.05,9.433e+2,6.557e+2,2.875e+2,,1.793e-5,
307.1,2.625e+3,2.189e+3,4.367e+2,,2.944e-6,
307.15,7.560e+3,6.931e+3,6.290e+2,,4.582e-7,
307.2,2.168e+4,2.082e+4,8.594e+2,,6.758e-8,
307.25,6.046e+4,5.935e+4,1.114e+3,,,
307.3,1.619e+5,1.605e+5,1.369e+3,,,
307.35,4.133e+5,4.117e+5,1.596e+3,,,
307.4,1.004e+6,1.002e+6,1.764e+3,,,
307.45,2.316e+6,2.314e+6,1.850e+3,,,
307.5,5.071e+6,5.069e+6,1.840e+3,,,
307.55,1.054e+7,1.054e+7,1.736e+3,,,
307.6,2.078e+7,2.078e+7,1.554e+3,,,
307.65,3.887e+7,3.887e+7,1.319e+3,,,
307.7,6.898e+7,6.898e+7,1.062e+3,,,
307.75,1.162e+8,1.162e+8,8.108e+2,,,
307.8,1.856e+8,1.856e+8,5.872e+2,,,
307.85,2.812e+8,2.812e+8,4.034e+2,,,
307.9,4.044e+8,4.044e+8,2.630e+2,,,
307.95,5.516e+8,5.516e+8,1.629e+2,,,
308,7.139e+8,7.139e+8,9.650e+1,,,
308.05,8.766e+8,8.766e+8,5.602e+1,,,
308.1,1.021e+9,1.021e+9,3.489e+1,,,
308.15,1.129e+9,1.129e+9,2.888e+1,,,
308.2,1.183e+9,1.183e+9,3.691e+1,,,
308.25,1.177e+9,1.177e+9,6.129e+1,,,
308.3,1.111e+9,1.111e+9,1.078e+2,,,
308.35,9.950e+8,9.950e+8,1.853e+2,,,
308.4,8.458e+8,8.458e+8,3.042e+2,,,
308.45,6.830e+8,6.830e+8,4.747e+2,,,
308.5,5.255e+8,5.255e+8,7.032e+2,,,
308.55,3.882e+8,3.882e+8,9.887e+2,,,
308.6,2.819e+8,2.819e+8,1.319e+3,,,
308.65,2.129e+8,2.129e+8,1.670e+3,,,
308.7,1.856e+8,1.856e+8,2.006e+3,,,
308.75,2.042e+8,2.042e+8,2.287e+3,,,
308.8,2.737e+8,2.737e+8,2.474e+3,,,
308.85,3.996e+8,3.996e+8,2.540e+3,,,
308.9,5.860e+8,5.860e+8,2.474e+3,,,
308.95,8.326e+8,8.326e+8,2.287e+3,,,
309,1.130e+9,1.130e+9,2.006e+3,,,
309.05,1.460e+9,1.460e+9,1.670e+3,,,
309.1,1.791e+9,1.791e+9,1.319e+3,,,
309.15,2.086e+9,2.086e+9,9.887e+2,,,
309.2,2.306e+9,2.306e+9,7.032e+2,,,
309.25,2.420e+9,2.420e+9,4.746e+2,,,
309.3,2.410e+9,2.410e+9,3.040e+2,,,
309.35,2.277e+9,2.277e+9,1.848e+2,,,
309.4,2.043e+9,2.043e+9,1.066e+2,,,
309.45,1.739e+9,1.739e+9,5.831e+1,,,
309.5,1.405e+9,1.405e+9,3.028e+1,,,
309.55,1.077e+9,1.077e+9,1.492e+1,,,
309.6,7.840e+8,7.840e+8,6.980e+0,,,
309.65,5.415e+8,5.415e+8,3.097e+0,,,
309.7,3.549e+8,3.549e+8,1.304e+0,,,
309.75,2.208e+8,2.208e+8,5.212e-1,,,
309.8,1.304e+8,1.304e+8,1.976e-1,,,
309.85,7.306e+7,7.306e+7,7.111e-2,,,
309.9,3.886e+7,3.886e+7,2.428e-2,,,
309.95,1.961e+7,1.961e+7,7.868e-3,,,
310,9.397e+6,9.397e+6,2.419e-3,,,2.048e-7
310.05,4.272e+6,4.272e+6,7.058e-4,,,1.351e-6
310.1,1.844e+6,1.844e+6,1.954e-4,,,8.467e-6
310.15,7.550e+5,7.550e+5,5.134e-5,,,5.049e-5
310.2,2.935e+5,2.935e+5,1.280e-5,,,2.856e-4
310.25,1.083e+5,1.083e+5,3.028e-6,,,1.535e-3
310.3,3.790e+4,3.790e+4,6.799e-7,,,7.835e-3
310.35,1.259e+4,1.259e+4,1.448e-7,,,3.799e-2
310.4,3.972e+3,3.972e+3,2.928e-8,,,1.750e-1
310.45,1.190e+3,1.189e+3,5.617e-9,,,7.661e-1
310.5,3.409e+2,3.377e+2,1.022e-9,,,3.185e+0
310.55,1.036e+2,9.104e+1,1.766e-10,,,1.258e+1
310.6,7.053e+1,2.330e+1,2.895e-11,,,4.724e+1
310.65,1.741e+2,5.657e+0,4.503e-12,,,1.685e+2
310.7,5.723e+2,1.304e+0,6.647e-13,,,5.710e+2
310.75,1.839e+3,2.852e-1,,,,1.839e+3
310.8,5.628e+3,5.921e-2,,,,5.628e+3
310.85,1.637e+4,1.167e-2,,,,1.637e+4
310.9,4.528e+4,2.182e-3,,,,4.528e+4
310.95,1.191e+5,3.872e-4,,,,1.191e+5
311,2.976e+5,6.522e-5,,,,2.976e+5
311.05,7.077e+5,1.043e-5,,,,7.077e+5
311.1,1.601e+6,1.582e-6,,,,1.601e+6
311.15,3.445e+6,2.278e-7,,,,3.445e+6
311.2,7.058e+6,,,,,7.058e+6
311.25,1.377e+7,,,,,1.377e+7
311.3,2.558e+7,,,,,2.558e+7
311.35,4.529e+7,,,,,4.529e+7
311.4,7.647e+7,,,,,7.647e+7
311.45,1.232e+8,,,,,1.232e+8
311.5,1.893e+8,,,,,1.893e+8
311.55,2.781e+8,,,,,2.781e+8
311.6,3.903e+8,,,,,3.903e+8
311.65,5.239e+8,,,,,5.239e+8
311.7,6.731e+8,,,,,6.731e+8
311.75,8.280e+8,,,,,8.280e+8
311.8,9.759e+8,,,,,9.759e+8
311.85,1.103e+9,,,,,1.103e+9
311.9,1.195e+9,,,,,1.195e+9
311.95,1.241e+9,,,,,1.241e+9
312,1.237e+9,,,,,1.237e+9
312.05,1.184e+9,,,,,1.184e+9
312.1,1.087e+9,,,,,1.087e+9
312.15,9.576e+8,,,,,9.576e+8
312.2,8.109e+8,,,,,8.109e+8
312.25,6.609e+8,,,,,6.609e+8
312.3,5.204e+8,,,,,5.204e+8
312.35,3.991e+8,,,,,3.991e+8
312.4,3.030e+8,,,,,3.030e+8
312.45,2.346e+8,,,,,2.346e+8
312.5,1.933e+8,,,,,1.933e+8
312.55,1.763e+8,,,,,1.763e+8
312.6,1.790e+8,,,,,1.790e+8
312.65,1.955e+8,,,,,1.955e+8
312.7,2.195e+8,,,,,2.195e+8
312.75,2.443e+8,,,,,2.443e+8
312.8,2.639e+8,,,,,2.639e+8
312.85,2.739e+8,,,,,2.739e+8
312.9,2.716e+8,,,,,2.716e+8
312.95,2.571e+8,,,,3.432e-9,2.571e+8
313,2.325e+8,,,,2.252e-8,2.325e+8
313.05,2.019e+8,,,,1.405e-7,2.019e+8
313.1,1.702e+8,,,,8.338e-7,1.702e+8
313.15,1.425e+8,,,,4.703e-6,1.425e+8
313.2,1.230e+8,,,,2.523e-5,1.230e+8
313.25,1.150e+8,,,,1.287e-4,1.150e+8
313.3,1.200e+8,,,,6.239e-4,1.200e+8
313.35,1.378e+8,,,,2.876e-3,1.378e+8
313.4,1.665e+8,,,,1.261e-2,1.665e+8
313.45,2.025e+8,,,,5.256e-2,2.025e+8
313.5,2.410e+8,,,,2.083e-1,2.410e+8
313.55,2.762e+8,,,,7.848e-1,2.762e+8
313.6,3.027e+8,,,,2.812e+0,3.027e+8
313.65,3.162e+8,,,,9.579e+0,3.162e+8
313.7,3.143e+8,,,,3.103e+1,3.143e+8
313.75,2.971e+8,,,,9.555e+1,2.971e+8
313.8,2.669e+8,,,,2.798e+2,2.669e+8
313.85,2.280e+8,,,,7.789e+2,2.280e+8
313.9,1.851e+8,,,,2.062e+3,1.851e+8
313.95,1.429e+8,,,,5.190e+3,1.429e+8
314,1.048e+8,,,,1.242e+4,1.048e+8
314.05,7.307e+7,,,,2.826e+4,7.304e+7
314.1,4.846e+7,,,,6.115e+4,4.839e+7
314.15,3.060e+7,,,,1.258e+5,3.048e+7
314.2,1.849e+7,,,,2.460e+5,1.824e+7
314.25,1.083e+7,,,,4.575e+5,1.038e+7
314.3,6.420e+6,,,,8.090e+5,5.611e+6
314.35,4.243e+6,,,,1.360e+6,2.883e+6
314.4,3.583e+6,,,,2.174e+6,1.408e+6
314.45,3.959e+6,,,,3.305e+6,6.538e+5
314.5,5.065e+6,,,,4.776e+6,2.885e+5
314.55,6.684e+6,,,,6.564e+6,1.210e+5
314.6,8.625e+6,,,,8.577e+6,4.822e+4
314.65,1.068e+7,,,,1.066e+7,1.827e+4
314.7,1.261e+7,,,,1.260e+7,6.577e+3
314.75,1.418e+7,,,,1.417e+7,2.251e+3
314.8,1.518e+7,,,,1.518e+7,7.321e+2
314.85,1.551e+7,,,,1.551e+7,2.263e+2
314.9,1.517e+7,,,,1.517e+7,6.651e+1
314.95,1.426e+7,,,,1.426e+7,1.857e+1
315,1.304e+7,,,,1.304e+7,4.930e+0
315.05,1.180e+7,,,,1.180e+7,1.244e+0
315.1,1.085e+7,,,,1.085e+7,2.982e-1
315.15,1.042e+7,,,,1.042e+7,6.797e-2
315.2,1.066e+7,,,,1.066e+7,1.472e-2
315.25,1.157e+7,,,,1.157e+7,3.031e-3
315.3,1.302e+7,,,,1.302e+7,5.931e-4
315.35,1.474e+7,,,,1.474e+7,1.103e-4
315.4,1.641e+7,,,,1.641e+7,1.950e-5
315.45,1.770e+7,,,,1.770e+7,3.276e-6
315.5,1.834e+7,,,,1.834e+7,5.231e-7
315.55,1.817e+7,,,,1.817e+7,7.939e-8
315.6,1.718e+7,,,,1.718e+7,
315.65,1.550e+7,,,,1.550e+7,
315.7,1.338e+7,,,,1.338e+7,
315.75,1.112e+7,,,,1.112e+7,
315.8,9.047e+6,,,,9.047e+6,
315.85,7.420e+6,,,,7.420e+6,
315.9,6.455e+6,,,,6.455e+6,
315.95,6.284e+6,,,,6.284e+6,
316,6.957e+6,,,,6.957e+6,
316.05,8.436e+6,,,,8.436e+6,
316.1,1.059e+7,,,1.133e-22,1.059e+7,
316.15,1.320e+7,,,7.307e-22,1.320e+7,
316.2,1.596e+7,,,4.485e-21,1.596e+7,
316.25,1.852e+7,,,2.620e-20,1.852e+7,
316.3,2.051e+7,,,1.457e-19,2.051e+7,
316.35,2.164e+7,,,7.709e-19,2.164e+7,
316.4,2.174e+7,,,3.883e-18,2.174e+7,
316.45,2.078e+7,,,1.861e-17,2.078e+7,
316.5,1.890e+7,,,8.492e-17,1.890e+7,
316.55,1.635e+7,,,3.687e-16,1.635e+7,
316.6,1.346e+7,,,1.524e-15,1.346e+7,
316.65,1.053e+7,,,5.994e-15,1.053e+7,
316.7,7.845e+6,,,2.244e-14,7.845e+6,
316.75,5.558e+6,,,7.996e-14,5.558e+6,
316.8,3.746e+6,,,2.712e-13,3.746e+6,
316.85,2.401e+6,,,8.753e-13,2.401e+6,
316.9,1.464e+6,,,2.689e-12,1.464e+6,
316.95,8.496e+5,,,7.863e-12,8.496e+5,
317,4.688e+5,,,2.188e-11,4.688e+5,
317.05,2.461e+5,,,5.796e-11,2.461e+5,
317.1,1.229e+5,,,1.461e-10,1.229e+5,
317.15,5.839e+4,,,3.507e-10,5.839e+4,
317.2,2.639e+4,,,8.011e-10,2.639e+4,
317.25,1.134e+4,,,1.742e-9,1.134e+4,
317.3,4.639e+3,,,3.607e-9,4.639e+3,
317.35,1.805e+3,,,7.110e-9,1.805e+3,
317.4,6.679e+2,,,1.335e-8,6.679e+2,
317.45,2.351e+2,,,2.386e-8,2.351e+2,
317.5,7.874e+1,,,4.065e-8,7.874e+1,
317.55,2.508e+1,,,6.603e-8,2.508e+1,
317.6,7.602e+0,,,1.023e-7,7.602e+0,
317.65,2.191e+0,,,1.514e-7,2.191e+0,
317.7,6.009e-1,,,2.142e-7,6.009e-1,
317.75,1.568e-1,,,2.903e-7,1.568e-1,
317.8,3.890e-2,,,3.778e-7,3.890e-2,
317.85,9.184e-3,,,4.737e-7,9.184e-3,
317.9,2.063e-3,,,5.744e-7,2.062e-3,
317.95,4.412e-4,,,6.764e-7,4.405e-4,
318,9.030e-5,,,7.774e-7,8.952e-5,
318.05,1.818e-5,,,8.755e-7,1.731e-5,
318.1,4.151e-6,,,9.691e-7,3.182e-6,
318.15,1.612e-6,,,1.055e-6,5.567e-7,
318.2,1.222e-6,,,1.130e-6,9.264e-8,
318.25,1.200e-6,,,1.185e-6,1.466e-8,
318.3,1.216e-6,,,1.213e-6,2.208e-9,
318.35,1.207e-6,,,1.207e-6,,
318.4,1.161e-6,,,1.161e-6,,
318.45,1.077e-6,,,1.077e-6,,
318.5,9.588e-7,,,9.588e-7,,
318.55,8.180e-7,,,8.180e-7,,
318.6,6.674e-7,,,6.674e-7,,
318.65,5.201e-7,,,5.201e-7,,
318.7,3.866e-7,,,3.866e-7,,
318.75,2.741e-7,,,2.741e-7,,
318.8,1.851e-7,,,1.851e-7,,
318.85,1.191e-7,,,1.191e-7,,
318.9,7.302e-8,,,7.302e-8,,
318.95,4.261e-8,,,4.261e-8,,
319,2.368e-8,,,2.368e-8,,
319.05,1.253e-8,,,1.253e-8,,
319.1,6.309e-9,,,6.309e-9,,
319.15,3.025e-9,,,3.025e-9,,
319.2,1.380e-9,,,1.380e-9,,
319.25,5.997e-10,,,5.997e-10,,
319.3,2.480e-10,,,2.480e-10,,
319.35,9.763e-11,,,9.763e-11,,
319.4,3.658e-11,,,3.658e-11,,
319.45,1.305e-11,,,1.305e-11,,
319.5,4.430e-12,,,4.430e-12,,
319.55,1.432e-12,,,1.432e-12,,
319.6,4.404e-13,,,4.404e-13,,
319.65,1.290e-13,,,1.290e-13,,
319.7,3.595e-14,,,3.595e-14,,
319.75,9.537e-15,,,9.537e-15,,
319.8,2.408e-15,,,2.408e-15,,
319.85,5.790e-16,,,5.790e-16,,
319.9,1.325e-16,,,1.325e-16,,
319.95,2.885e-17,,,2.885e-17,,
320,5.982e-18,,,5.982e-18,,
320.05,1.181e-18,,,1.181e-18,,
320.1,2.218e-19,,,2.218e-19,,
320.15,3.965e-20,,,3.965e-20,,
320.2,6.749e-21,,,6.749e-21,,
320.25,1.093e-21,,,1.093e-21,,
320.3,1.686e-22,,,1.686e-22,,
321.8,2.609e-9,,,,2.609e-9,
321.85,1.739e-8,,,,1.739e-8,
321.9,1.062e-7,,,,1.062e-7,
321.95,6.181e-7,,,,6.181e-7,
322,3.431e-6,,,,3.431e-6,
322.05,1.816e-5,,,,1.816e-5,
322.1,9.166e-5,,,,9.166e-5,
322.15,4.411e-4,,,,4.411e-4,
322.2,2.024e-3,,,,2.024e-3,
322.25,8.853e-3,,,,8.853e-3,
322.3,3.693e-2,,,,3.693e-2,
322.35,1.469e-1,,,,1.469e-1,
322.4,5.570e-1,,,,5.570e-1,
322.45,2.014e+0,,,,2.014e+0,
322.5,6.944e+0,,,,6.944e+0,
322.55,2.283e+1,,,,2.283e+1,
322.6,7.157e+1,,,,7.157e+1,
322.65,2.139e+2,,,,2.139e+2,
322.7,6.097e+2,,,,6.097e+2,
322.75,1.657e+3,,,,1.657e+3,
322.8,4.293e+3,,,,4.293e+3,
322.85,1.061e+4,,,,1.061e+4,
322.9,2.499e+4,,,,2.499e+4,
322.95,5.615e+4,,,,5.615e+4,
323,1.203e+5,,,,1.203e+5,
323.05,2.457e+5,,,,2.457e+5,
323.1,4.785e+5,,,,4.785e+5,
323.15,8.888e+5,,,,8.888e+5,
323.2,1.574e+6,,,,1.574e+6,
323.25,2.658e+6,,,,2.658e+6,
323.3,4.280e+6,,,,4.280e+6,
323.35,6.572e+6,,,,6.572e+6,
323.4,9.624e+6,,,,9.624e+6,
323.45,1.344e+7,,,,1.344e+7,
323.5,1.789e+7,,,,1.789e+7,
323.55,2.271e+7,,,,2.271e+7,
323.6,2.750e+7,,,,2.750e+7,
323.65,3.175e+7,,,,3.175e+7,
323.7,3.495e+7,,,,3.495e+7,
323.75,3.669e+7,,,,3.669e+7,
323.8,3.673e+7,,,,3.673e+7,
323.85,3.507e+7,,,,3.507e+7,
323.9,3.193e+7,,,,3.193e+7,
323.95,2.772e+7,,,,2.772e+7,
324,2.295e+7,,,,2.295e+7,
324.05,1.812e+7,,,,1.812e+7,
324.1,1.364e+7,,,,1.364e+7,
324.15,9.794e+6,,,,9.794e+6,
324.21,6.182e+6,,,,6.182e+6,
324.26,3.998e+6,,,,3.998e+6,
324.31,2.466e+6,,,,2.466e+6,
324.36,1.451e+6,,,,1.451e+6,
324.41,8.139e+5,,,,8.139e+5,
324.46,4.355e+5,,,,4.355e+5,
324.51,2.222e+5,,,,2.222e+5,
324.56,1.081e+5,,,,1.081e+5,
324.61,5.017e+4,,,,5.017e+4,
324.66,2.220e+4,,,,2.220e+4,
324.71,9.371e+3,,,,9.371e+3,
324.76,3.772e+3,,,,3.772e+3,
324.81,1.448e+3,,,,1.448e+3,
324.86,5.302e+2,,,,5.302e+2,
324.91,1.851e+2,,,,1.851e+2,
324.96,6.166e+1,,,,6.166e+1,
325.01,1.958e+1,,,,1.958e+1,
325.06,5.932e+0,,,,5.932e+0,
325.11,1.714e+0,,,,1.714e+0,
325.16,4.723e-1,,,,4.723e-1,
325.21,1.241e-1,,,,1.241e-1,
325.26,3.111e-2,,,,3.111e-2,
325.31,7.436e-3,,,,7.436e-3,
325.36,1.695e-3,,,,1.695e-3,
325.41,3.687e-4,,,,3.687e-4,
325.46,7.646e-5,,,,7.646e-5,
325.51,1.512e-5,,,,1.512e-5,
325.56,2.853e-6,,,,2.853e-6,
325.61,5.135e-7,,1.263e-12,,5.135e-7,
325.66,8.813e-8,,7.740e-12,,8.812e-8,
325.71,1.447e-8,,4.526e-11,,1.442e-8,
325.76,1.279e-9,,2.526e-10,,1.027e-9,
325.81,1.346e-9,,1.346e-9,,,
325.86,6.841e-9,,6.841e-9,,,
325.91,3.320e-8,,3.320e-8,,,
325.96,1.538e-7,,1.538e-7,,,
326.01,6.799e-7,,6.799e-7,,,
326.06,2.869e-6,,2.869e-6,,,
326.11,1.156e-5,,1.156e-5,,,
326.16,4.443e-5,,4.443e-5,,,
326.21,1.630e-4,,1.630e-4,,,
326.26,5.709e-4,,5.709e-4,,,
326.31,1.908e-3,,1.908e-3,,,
326.36,6.089e-3,,6.089e-3,,,
326.41,1.854e-2,,1.854e-2,,,
326.46,5.390e-2,,5.390e-2,,,
326.51,1.496e-1,,1.496e-1,,,
326.56,3.960e-1,,3.960e-1,,,
326.61,1.001e+0,,1.001e+0,,,
326.66,2.415e+0,,2.415e+0,,,
326.71,5.561e+0,,5.561e+0,,,
326.76,1.222e+1,,1.222e+1,,,
326.81,2.564e+1,,2.564e+1,,,
326.86,5.133e+1,,5.133e+1,,,
326.91,9.810e+1,,9.810e+1,,,
326.96,1.789e+2,,1.789e+2,,,
327.01,3.116e+2,,3.116e+2,,,
327.06,5.177e+2,,5.177e+2,,,
327.11,8.212e+2,,8.212e+2,,,
327.16,1.243e+3,,1.243e+3,,,
327.21,1.796e+3,,1.796e+3,,,
327.26,2.478e+3,,2.478e+3,,,
327.31,3.262e+3,,3.262e+3,,,
327.36,4.098e+3,,4.098e+3,,,
327.41,4.915e+3,,4.915e+3,,,
327.46,5.626e+3,,5.626e+3,,,
327.51,6.147e+3,,6.147e+3,,,
327.56,6.410e+3,,6.410e+3,,,
327.61,6.380e+3,,6.380e+3,,,
327.66,6.061e+3,,6.061e+3,,,
327.71,5.496e+3,,5.496e+3,,,
327.76,4.757e+3,,4.757e+3,,,
327.81,3.930e+3,,3.930e+3,,,
327.86,3.099e+3,,3.099e+3,,,
327.91,2.332e+3,,2.332e+3,,,
327.96,1.675e+3,,1.675e+3,,,
328.01,1.149e+3,,1.149e+3,,,
328.06,7.516e+2,,7.516e+2,,,
328.11,4.695e+2,,4.695e+2,,,
328.16,2.799e+2,,2.799e+2,,,
328.21,1.593e+2,,1.593e+2,,,
328.26,8.650e+1,,8.650e+1,,,
328.31,4.484e+1,,4.484e+1,,,
328.36,2.219e+1,,2.219e+1,,,
