Wavelength (nm),Sum,Ca I (3.8e-02),Ca II (9.5e-01),Ca III (1.3e-02)
506.66,7.656e-4,7.656e-4,,1.164e-12
506.71,2.835e-4,2.835e-4,,1.029e-12
506.76,1.030e-4,1.030e-4,,8.928e-13
506.81,3.665e-5,3.665e-5,,7.594e-13
506.86,1.280e-5,1.280e-5,,6.334e-13
506.91,4.380e-6,4.380e-6,,5.182e-13
506.96,1.470e-6,1.470e-6,,4.157e-13
507.01,4.838e-7,4.838e-7,,3.270e-13
507.06,1.561e-7,1.561e-7,,2.523e-13
507.11,4.939e-8,4.939e-8,,1.909e-13
507.16,1.532e-8,1.532e-8,,1.417e-13
507.21,4.661e-9,4.661e-9,,1.031e-13
507.26,7.358e-14,,,7.358e-14
507.31,5.150e-14,,,5.150e-14
507.36,3.534e-14,,,3.534e-14
507.41,2.379e-14,,,2.379e-14
507.46,1.570e-14,,,1.570e-14
507.51,1.017e-14,,,1.017e-14
507.56,6.454e-15,,,6.454e-15
507.61,4.019e-15,,,4.019e-15
507.66,2.454e-15,,,2.454e-15
507.71,1.469e-15,,,1.469e-15
507.76,8.628e-16,,,8.628e-16
507.81,4.969e-16,,,4.969e-16
507.86,2.806e-16,,,2.806e-16
507.91,1.554e-16,,,1.554e-16
507.96,8.442e-17,,,8.442e-17
508.01,4.497e-17,,,4.497e-17
508.06,2.349e-17,,,2.349e-17
508.11,1.203e-17,,,1.203e-17
508.16,6.046e-18,,,6.046e-18
508.21,2.979e-18,,,2.979e-18
508.26,1.439e-18,,,1.439e-18
508.31,6.821e-19,,,6.821e-19
508.36,3.170e-19,,,3.170e-19
508.41,1.444e-19,,,1.444e-19
508.46,6.456e-20,,,6.456e-20
508.51,2.830e-20,,,2.830e-20
508.56,1.216e-20,,,1.216e-20
508.61,5.128e-21,,,5.128e-21
508.66,2.122e-21,,,2.122e-21
508.71,8.672e-22,,,8.672e-22
508.76,3.627e-22,,,3.627e-22
508.81,1.882e-22,,,1.882e-22
508.86,1.921e-22,,,1.921e-22
508.91,3.747e-22,,,3.747e-22
508.96,8.857e-22,,,8.857e-22
509.01,2.133e-21,,,2.133e-21
509.06,5.067e-21,,,5.067e-21
509.11,1.182e-20,,,1.182e-20
509.16,2.706e-20,,,2.706e-20
509.21,6.077e-20,,,6.077e-20
509.26,1.339e-19,,,1.339e-19
509.31,2.894e-19,,,2.894e-19
509.36,6.136e-19,,,6.136e-19
509.42,1.475e-18,,,1.475e-18
509.47,2.998e-18,,,2.998e-18
509.52,5.980e-18,,,5.980e-18
509.57,1.170e-17,,,1.170e-17
509.62,2.246e-17,,,2.246e-17
509.67,4.231e-17,,,4.231e-17
509.72,7.817e-17,,,7.817e-17
509.77,1.417e-16,,,1.417e-16
509.82,2.520e-16,,,2.520e-16
509.87,4.396e-16,,,4.396e-16
509.92,7.525e-16,,,7.525e-16
509.97,1.264e-15,,,1.264e-15
510.02,2.082e-15,,,2.082e-15
510.07,3.364e-15,,,3.364e-15
510.12,5.334e-15,,,5.334e-15
510.17,8.297e-15,,,8.297e-15
510.22,1.266e-14,,,1.266e-14
510.27,1.896e-14,,,1.896e-14
510.32,2.784e-14,,,2.784e-14
510.37,4.012e-14,,,4.012e-14
510.42,5.672e-14,,,5.672e-14
510.47,7.866e-14,,,7.866e-14
510.52,1.070e-13,,,1.070e-13
510.57,1.429e-13,,,1.429e-13
510.62,1.871e-13,,,1.871e-13
510.67,2.403e-13,,,2.403e-13
510.72,3.029e-13,,,3.029e-13
510.77,3.746e-13,,,3.746e-13
510.82,4.544e-13,,,4.544e-13
510.87,5.408e-13,,,5.408e-13
510.92,6.314e-13,,,6.314e-13
510.97,7.232e-13,,,7.232e-13
511.02,8.127e-13,,,8.127e-13
511.07,8.960e-13,,,8.960e-13
511.12,9.691e-13,,,9.691e-13
511.17,1.028e-12,,,1.028e-12
511.22,1.070e-12,,,1.070e-12
511.27,1.093e-12,,,1.093e-12
511.32,1.095e-12,,,1.095e-12
511.37,1.077e-12,,,1.077e-12
511.42,1.038e-12,,,1.038e-12
511.47,9.821e-13,,,9.821e-13
511.52,9.115e-13,,,9.115e-13
511.57,8.300e-13,,,8.300e-13
511.62,7.414e-13,,,7.414e-13
511.67,6.498e-13,,,6.498e-13
511.72,5.586e-13,,,5.586e-13
511.77,4.712e-13,,,4.712e-13
511.82,3.899e-13,,,3.899e-13
511.87,3.166e-13,,,3.166e-13
511.92,2.521e-13,,,2.521e-13
511.97,1.970e-13,,,1.970e-13
512.02,1.510e-13,,,1.510e-13
512.07,1.136e-13,,,1.136e-13
512.12,8.387e-14,,,8.387e-14
512.17,6.081e-14,,,6.081e-14
512.22,4.337e-14,,,4.337e-14
512.27,3.055e-14,,,3.055e-14
512.32,2.146e-14,,,2.146e-14
512.37,1.539e-14,,,1.539e-14
512.42,1.182e-14,,,1.182e-14
512.47,1.042e-14,,,1.042e-14
512.52,1.112e-14,,,1.112e-14
512.57,1.410e-14,,,1.410e-14
512.62,1.983e-14,,,1.983e-14
512.67,2.906e-14,,,2.906e-14
512.72,4.290e-14,,,4.290e-14
512.77,6.281e-14,,,6.281e-14
512.82,9.063e-14,,,9.063e-14
512.87,1.285e-13,,,1.285e-13
512.92,1.790e-13,,,1.790e-13
512.97,2.446e-13,,,2.446e-13
513.02,3.280e-13,,,3.280e-13
513.07,4.317e-13,,,4.317e-13
513.12,5.575e-13,,,5.575e-13
513.17,7.065e-13,,,7.065e-13
513.22,8.784e-13,,,8.784e-13
513.27,1.072e-12,,,1.072e-12
513.32,1.283e-12,,,1.283e-12
513.37,1.507e-12,,,1.507e-12
513.42,1.737e-12,,,1.737e-12
513.47,1.965e-12,,,1.965e-12
513.52,2.180e-12,,,2.180e-12
513.57,2.375e-12,,,2.375e-12
513.62,2.537e-12,,,2.537e-12
513.67,2.660e-12,,,2.660e-12
513.72,2.737e-12,,,2.737e-12
513.77,2.763e-12,,,2.763e-12
513.82,2.737e-12,,,2.737e-12
513.87,2.660e-12,,,2.660e-12
513.92,2.537e-12,,,2.537e-12
513.97,2.375e-12,,,2.375e-12
514.02,2.180e-12,,,2.180e-12
514.07,1.965e-12,,,1.965e-12
514.12,1.737e-12,,,1.737e-12
514.17,1.507e-12,,,1.507e-12
514.22,1.283e-12,,,1.283e-12
514.27,1.072e-12,,,1.072e-12
514.32,8.784e-13,,,8.784e-13
514.37,7.065e-13,,,7.065e-13
514.42,5.575e-13,,,5.575e-13
514.47,4.317e-13,,,4.317e-13
514.52,3.280e-13,,,3.280e-13
514.57,2.446e-13,,,2.446e-13
514.62,1.789e-13,,,1.789e-13
514.67,1.284e-13,,,1.284e-13
514.72,9.047e-14,,,9.047e-14
514.77,6.253e-14,,,6.253e-14
514.82,4.241e-14,,,4.241e-14
514.87,2.822e-14,,,2.822e-14
514.92,1.843e-14,,,1.843e-14
514.97,1.181e-14,,,1.181e-14
515.02,7.424e-15,,,7.424e-15
515.07,4.580e-15,,,4.580e-15
515.12,2.772e-15,,,2.772e-15
515.17,1.647e-15,,,1.647e-15
515.22,9.598e-16,,,9.598e-16
515.27,5.489e-16,,,5.489e-16
515.32,3.080e-16,,,3.080e-16
515.37,1.696e-16,,,1.696e-16
515.42,9.164e-17,,,9.164e-17
515.47,4.858e-17,,,4.858e-17
515.52,2.527e-17,,,2.527e-17
515.57,1.290e-17,,,1.290e-17
515.62,6.462e-18,,,6.462e-18
515.67,3.176e-18,,,3.176e-18
515.72,1.532e-18,,,1.532e-18
515.77,1.460e-8,1.460e-8,,7.248e-19
515.82,4.590e-8,4.590e-8,,3.366e-19
515.87,1.417e-7,1.417e-7,,1.533e-19
515.92,4.294e-7,4.294e-7,,6.855e-20
515.97,1.277e-6,1.277e-6,,3.007e-20
516.02,3.730e-6,3.730e-6,,1.295e-20
516.07,1.069e-5,1.069e-5,,5.468e-21
516.12,3.007e-5,3.007e-5,,2.266e-21
516.17,8.305e-5,8.305e-5,,9.216e-22
516.22,2.251e-4,2.251e-4,,3.677e-22
516.27,5.991e-4,5.991e-4,,1.440e-22
516.32,1.565e-3,1.565e-3,,5.532e-23
516.37,4.012e-3,4.012e-3,,2.086e-23
516.42,1.010e-2,1.010e-2,,7.715e-24
516.47,2.494e-2,2.494e-2,,2.800e-24
516.52,6.049e-2,6.049e-2,,9.974e-25
516.57,1.440e-1,1.440e-1,,3.486e-25
516.62,3.364e-1,3.364e-1,,1.195e-25
516.67,7.716e-1,7.716e-1,,4.023e-26
516.72,1.737e+0,1.737e+0,,1.328e-26
516.77,3.839e+0,3.839e+0,,4.303e-27
516.82,8.328e+0,8.328e+0,,1.368e-27
516.87,1.773e+1,1.773e+1,,4.267e-28
516.92,3.707e+1,3.707e+1,,
516.97,7.605e+1,7.605e+1,,
517.02,1.532e+2,1.532e+2,,3.863e-28
517.07,3.028e+2,3.028e+2,,1.213e-27
517.12,5.876e+2,5.876e+2,,3.738e-27
517.17,1.119e+3,1.119e+3,,1.131e-26
517.22,2.093e+3,2.093e+3,,3.358e-26
517.27,3.841e+3,3.841e+3,,9.792e-26
517.32,6.921e+3,6.921e+3,,2.803e-25
517.37,1.224e+4,1.224e+4,,7.875e-25
517.42,2.125e+4,2.125e+4,,2.172e-24
517.47,3.620e+4,3.620e+4,,5.882e-24
517.52,6.056e+4,6.056e+4,,1.564e-23
517.57,9.943e+4,9.943e+4,,4.080e-23
517.62,1.602e+5,1.602e+5,,1.045e-22
517.67,2.535e+5,2.535e+5,,2.629e-22
517.72,3.937e+5,3.937e+5,,6.490e-22
517.77,6.001e+5,6.001e+5,,1.573e-21
517.82,8.979e+5,8.979e+5,,3.742e-21
517.87,1.319e+6,1.319e+6,,8.741e-21
517.92,1.901e+6,1.901e+6,,2.004e-20
517.97,2.691e+6,2.691e+6,,4.511e-20
518.02,3.738e+6,3.738e+6,,9.969e-20
518.07,5.097e+6,5.097e+6,,2.162e-19
518.12,6.822e+6,6.822e+6,,4.605e-19
518.17,8.964e+6,8.964e+6,,9.627e-19
518.22,1.156e+7,1.156e+7,,1.976e-18
518.27,1.464e+7,1.464e+7,,3.980e-18
518.32,1.819e+7,1.819e+7,,7.872e-18
518.37,2.219e+7,2.219e+7,,1.528e-17
518.42,2.657e+7,2.657e+7,,2.913e-17
518.47,3.122e+7,3.122e+7,,5.451e-17
518.52,3.602e+7,3.602e+7,,1.001e-16
518.57,4.080e+7,4.080e+7,,1.805e-16
518.62,4.535e+7,4.535e+7,,3.196e-16
518.67,4.949e+7,4.949e+7,,5.553e-16
518.72,5.301e+7,5.301e+7,,9.474e-16
518.77,5.573e+7,5.573e+7,,1.587e-15
518.82,5.752e+7,5.752e+7,,2.608e-15
518.87,5.827e+7,5.827e+7,,4.210e-15
518.92,5.795e+7,5.795e+7,,6.670e-15
518.97,5.657e+7,5.657e+7,,1.037e-14
519.02,5.420e+7,5.420e+7,,1.584e-14
519.07,5.098e+7,5.098e+7,,2.374e-14
519.12,4.707e+7,4.707e+7,,3.494e-14
519.17,4.266e+7,4.266e+7,,5.047e-14
519.22,3.795e+7,3.795e+7,,7.157e-14
519.27,3.314e+7,3.314e+7,,9.963e-14
519.32,2.840e+7,2.840e+7,,1.362e-13
519.37,2.390e+7,2.390e+7,,1.827e-13
519.42,1.974e+7,1.974e+7,,2.406e-13
519.47,1.600e+7,1.600e+7,,3.110e-13
519.52,1.273e+7,1.273e+7,,3.948e-13
519.57,9.946e+6,9.946e+6,,4.919e-13
519.62,7.627e+6,7.627e+6,,6.017e-13
519.67,5.740e+6,5.740e+6,,7.225e-13
519.72,4.241e+6,4.241e+6,,8.516e-13
519.77,3.076e+6,3.076e+6,,9.855e-13
519.82,2.190e+6,2.190e+6,,1.120e-12
519.87,1.530e+6,1.530e+6,,1.249e-12
519.92,1.049e+6,1.049e+6,,1.367e-12
519.97,7.066e+5,7.066e+5,,1.469e-12
520.02,4.670e+5,4.670e+5,,1.550e-12
520.07,3.030e+5,3.030e+5,,1.605e-12
520.12,1.929e+5,1.929e+5,,1.632e-12
520.17,1.206e+5,1.206e+5,,1.629e-12
520.22,7.401e+4,7.401e+4,,1.596e-12
520.27,4.457e+4,4.457e+4,,1.536e-12
520.32,2.635e+4,2.635e+4,,1.450e-12
520.37,1.529e+4,1.529e+4,,1.344e-12
520.42,8.713e+3,8.713e+3,,1.223e-12
520.47,4.872e+3,4.872e+3,,1.093e-12
520.52,2.674e+3,2.674e+3,,9.586e-13
520.57,1.441e+3,1.441e+3,,8.253e-13
520.62,7.621e+2,7.621e+2,,6.975e-13
520.67,3.957e+2,3.957e+2,,5.788e-13
520.72,2.016e+2,2.016e+2,,4.714e-13
520.77,1.009e+2,1.009e+2,,3.769e-13
520.82,4.952e+1,4.952e+1,,2.959e-13
520.87,2.387e+1,2.387e+1,,2.280e-13
520.92,1.129e+1,1.129e+1,,1.725e-13
520.97,5.245e+0,5.245e+0,,1.281e-13
521.02,2.391e+0,2.391e+0,,9.339e-14
521.07,1.070e+0,1.070e+0,,6.684e-14
521.12,4.700e-1,4.700e-1,,4.696e-14
521.17,2.026e-1,2.026e-1,,3.239e-14
521.22,8.577e-2,8.577e-2,,2.193e-14
521.27,3.563e-2,3.563e-2,,1.458e-14
521.32,1.453e-2,1.453e-2,,9.526e-15
521.37,5.817e-3,5.817e-3,,6.122e-15
521.42,2.286e-3,2.286e-3,,3.888e-15
521.47,8.816e-4,8.816e-4,,2.471e-15
521.52,3.338e-4,3.338e-4,,1.630e-15
521.57,1.240e-4,1.240e-4,,1.210e-15
521.62,4.525e-5,4.525e-5,,1.136e-15
521.67,1.620e-5,1.620e-5,,1.404e-15
521.72,5.696e-6,5.696e-6,,2.084e-15
521.77,1.965e-6,1.965e-6,,3.338e-15
521.82,6.656e-7,6.656e-7,,5.438e-15
521.87,2.213e-7,2.213e-7,,8.804e-15
521.92,7.222e-8,7.222e-8,,1.405e-14
521.97,2.313e-8,2.313e-8,,2.205e-14
522.02,7.274e-9,7.274e-9,,3.399e-14
522.07,5.145e-14,,,5.145e-14
522.12,7.647e-14,,,7.647e-14
522.17,1.116e-13,,,1.116e-13
522.22,1.600e-13,,,1.600e-13
522.27,2.251e-13,,,2.251e-13
522.32,3.110e-13,,,3.110e-13
522.37,4.219e-13,,,4.219e-13
522.42,5.621e-13,,,5.621e-13
522.47,7.352e-13,,,7.352e-13
522.52,9.443e-13,,,9.443e-13
522.57,1.191e-12,,,1.191e-12
522.62,1.475e-12,,,1.475e-12
522.67,1.793e-12,,,1.793e-12
522.72,2.140e-12,,,2.140e-12
522.77,2.509e-12,,,2.509e-12
522.82,2.888e-12,,,2.888e-12
522.87,3.264e-12,,,3.264e-12
522.92,3.622e-12,,,3.622e-12
522.97,3.947e-12,,,3.947e-12
523.02,5.825e-9,5.820e-9,,4.223e-12
523.07,2.582e-8,2.581e-8,,4.437e-12
523.12,7.881e-8,7.881e-8,,4.577e-12
523.17,2.363e-7,2.363e-7,,4.637e-12
523.22,6.960e-7,6.960e-7,,4.612e-12
523.27,2.019e-6,2.019e-6,,4.506e-12
523.32,5.738e-6,5.738e-6,,4.323e-12
523.37,1.602e-5,1.602e-5,,4.075e-12
523.42,4.393e-5,4.393e-5,,3.775e-12
523.47,1.183e-4,1.183e-4,,3.439e-12
523.52,3.129e-4,3.129e-4,,3.084e-12
523.57,8.129e-4,8.129e-4,,2.729e-12
523.62,2.074e-3,2.074e-3,,2.390e-12
523.67,5.199e-3,5.199e-3,,2.084e-12
523.72,1.280e-2,1.280e-2,,1.825e-12
523.77,3.095e-2,3.095e-2,,1.625e-12
523.82,7.351e-2,7.351e-2,,1.497e-12
523.87,1.715e-1,1.715e-1,,1.449e-12
523.92,3.930e-1,3.930e-1,,1.490e-12
523.97,8.846e-1,8.846e-1,,1.625e-12
524.02,1.956e+0,1.956e+0,,1.861e-12
524.07,4.248e+0,4.248e+0,,2.198e-12
524.12,9.064e+0,9.064e+0,,2.638e-12
524.17,1.900e+1,1.900e+1,,3.175e-12
524.22,3.911e+1,3.911e+1,,3.802e-12
524.27,7.909e+1,7.909e+1,,4.505e-12
524.32,1.571e+2,1.571e+2,,5.264e-12
524.37,3.067e+2,3.067e+2,,6.056e-12
524.42,5.880e+2,5.880e+2,,6.851e-12
524.47,1.108e+3,1.108e+3,,7.618e-12
524.52,2.050e+3,2.050e+3,,8.322e-12
524.57,3.727e+3,3.727e+3,,8.930e-12
524.62,6.657e+3,6.657e+3,,9.411e-12
524.67,1.168e+4,1.168e+4,,9.740e-12
524.72,2.015e+4,2.015e+4,,9.900e-12
524.77,3.415e+4,3.415e+4,,9.882e-12
524.82,5.688e+4,5.688e+4,,9.686e-12
524.87,9.309e+4,9.309e+4,,9.323e-12
524.92,1.497e+5,1.497e+5,,8.813e-12
524.97,2.367e+5,2.367e+5,,8.181e-12
525.02,3.678e+5,3.678e+5,,7.457e-12
525.07,5.618e+5,5.618e+5,,6.675e-12
525.12,8.437e+5,8.437e+5,,5.868e-12
525.17,1.246e+6,1.246e+6,,5.065e-12
525.22,1.808e+6,1.808e+6,,4.294e-12
525.27,2.582e+6,2.582e+6,,3.574e-12
525.32,3.625e+6,3.625e+6,,2.922e-12
525.37,5.006e+6,5.006e+6,,2.345e-12
525.42,6.803e+6,6.803e+6,,1.849e-12
525.47,9.095e+6,9.095e+6,,1.432e-12
525.52,1.197e+7,1.197e+7,,1.089e-12
525.57,1.550e+7,1.550e+7,,8.132e-13
525.62,1.976e+7,1.976e+7,,5.973e-13
525.67,2.482e+7,2.482e+7,,4.319e-13
525.72,3.069e+7,3.069e+7,,3.086e-13
525.77,3.741e+7,3.741e+7,,2.198e-13
525.82,4.492e+7,4.492e+7,,1.591e-13
525.87,5.319e+7,5.319e+7,,1.216e-13
525.92,6.212e+7,6.212e+7,,1.040e-13
525.97,7.157e+7,7.157e+7,,1.050e-13
526.02,8.140e+7,8.140e+7,,1.250e-13
526.07,9.142e+7,9.142e+7,,1.663e-13
526.12,1.015e+8,1.015e+8,,2.334e-13
526.17,1.113e+8,1.113e+8,,3.328e-13
526.22,1.208e+8,1.208e+8,,4.727e-13
526.27,1.298e+8,1.298e+8,,6.636e-13
526.32,1.382e+8,1.382e+8,,9.174e-13
526.37,1.458e+8,1.458e+8,,1.247e-12
526.42,1.527e+8,1.527e+8,,1.665e-12
526.47,1.587e+8,1.587e+8,,2.185e-12
526.52,1.638e+8,1.638e+8,,2.816e-12
526.57,1.681e+8,1.681e+8,,3.564e-12
526.62,1.714e+8,1.714e+8,,4.430e-12
526.67,1.738e+8,1.738e+8,,5.409e-12
526.72,1.752e+8,1.752e+8,,6.487e-12
526.77,1.755e+8,1.755e+8,,7.641e-12
526.82,1.746e+8,1.746e+8,,8.840e-12
526.87,1.724e+8,1.724e+8,,1.004e-11
526.92,1.690e+8,1.690e+8,,1.121e-11
526.97,1.641e+8,1.641e+8,,1.229e-11
527.02,1.578e+8,1.578e+8,,1.323e-11
527.07,1.501e+8,1.501e+8,,1.398e-11
527.12,1.412e+8,1.412e+8,,1.452e-11
527.17,1.311e+8,1.311e+8,,1.481e-11
527.22,1.202e+8,1.202e+8,,1.484e-11
527.27,1.087e+8,1.087e+8,,1.460e-11
527.32,9.692e+7,9.692e+7,,1.411e-11
527.37,8.511e+7,8.511e+7,,1.339e-11
527.42,7.360e+7,7.360e+7,,1.249e-11
527.47,6.265e+7,6.265e+7,,1.143e-11
527.52,5.248e+7,5.248e+7,2.767e-10,1.028e-11
527.57,4.324e+7,4.324e+7,8.543e-10,9.081e-12
527.62,3.504e+7,3.504e+7,2.591e-9,7.878e-12
527.67,2.791e+7,2.791e+7,7.719e-9,6.713e-12
527.72,2.186e+7,2.186e+7,2.259e-8,5.618e-12
527.77,1.683e+7,1.683e+7,6.497e-8,4.617e-12
527.82,1.274e+7,1.274e+7,1.835e-7,3.728e-12
527.87,9.471e+6,9.471e+6,5.093e-7,2.956e-12
527.92,6.920e+6,6.920e+6,1.389e-6,2.302e-12
527.97,4.968e+6,4.968e+6,3.719e-6,1.760e-12
528.02,3.504e+6,3.504e+6,9.786e-6,1.323e-12
528.07,2.428e+6,2.428e+6,2.530e-5,9.758e-13
528.12,1.653e+6,1.653e+6,6.424e-5,7.072e-13
528.17,1.105e+6,1.105e+6,1.603e-4,5.034e-13
528.22,7.259e+5,7.259e+5,3.928e-4,3.520e-13
528.27,4.684e+5,4.684e+5,9.457e-4,2.419e-13
528.32,2.968e+5,2.968e+5,2.237e-3,1.634e-13
528.37,1.848e+5,1.848e+5,5.198e-3,1.086e-13
528.42,1.130e+5,1.130e+5,1.187e-2,7.139e-14
528.47,6.787e+4,6.787e+4,2.662e-2,4.677e-14
528.52,4.004e+4,4.004e+4,5.864e-2,3.121e-14
528.57,2.320e+4,2.320e+4,1.269e-1,2.215e-14
528.62,1.320e+4,1.320e+4,2.699e-1,1.793e-14
528.67,7.382e+3,7.381e+3,5.638e-1,1.757e-14
528.72,4.054e+3,4.052e+3,1.157e+0,2.064e-14
528.77,2.188e+3,2.185e+3,2.333e+0,2.723e-14
528.82,1.162e+3,1.157e+3,4.621e+0,3.784e-14
528.87,6.111e+2,6.021e+2,8.991e+0,5.338e-14
528.92,3.248e+2,3.076e+2,1.719e+1,7.514e-14
528.97,1.867e+2,1.544e+2,3.228e+1,1.048e-13
529.02,1.356e+2,7.609e+1,5.955e+1,1.445e-13
529.07,1.448e+2,3.683e+1,1.079e+2,1.967e-13
529.12,2.097e+2,1.751e+1,1.922e+2,2.642e-13
529.17,3.443e+2,8.178e+0,3.361e+2,3.504e-13
529.22,5.814e+2,3.751e+0,5.776e+2,4.585e-13
529.27,9.769e+2,1.690e+0,9.752e+2,5.920e-13
529.32,1.618e+3,7.475e-1,1.617e+3,7.544e-13
529.37,2.636e+3,3.248e-1,2.635e+3,9.483e-13
529.42,4.218e+3,1.386e-1,4.218e+3,1.176e-12
529.47,6.633e+3,5.811e-2,6.633e+3,1.438e-12
529.52,1.025e+4,2.392e-2,1.025e+4,1.735e-12
529.57,1.555e+4,9.673e-3,1.555e+4,2.063e-12
529.62,2.319e+4,3.842e-3,2.319e+4,2.418e-12
529.67,3.396e+4,1.498e-3,3.396e+4,2.794e-12
529.72,4.887e+4,5.740e-4,4.887e+4,3.179e-12
529.77,6.908e+4,2.160e-4,6.908e+4,3.564e-12
529.82,9.593e+4,7.981e-5,9.593e+4,3.934e-12
529.87,1.309e+5,2.897e-5,1.309e+5,4.276e-12
529.92,1.754e+5,1.033e-5,1.754e+5,4.574e-12
529.97,2.310e+5,3.616e-6,2.310e+5,4.816e-12
530.02,2.988e+5,1.243e-6,2.988e+5,4.990e-12
530.07,3.797e+5,4.199e-7,3.797e+5,5.086e-12
530.12,4.740e+5,1.393e-7,4.740e+5,5.099e-12
530.17,5.814e+5,4.538e-8,5.814e+5,5.028e-12
530.22,7.005e+5,,7.005e+5,4.875e-12
530.27,8.292e+5,,8.292e+5,4.648e-12
530.32,9.642e+5,,9.642e+5,4.358e-12
530.37,1.102e+6,,1.102e+6,4.016e-12
530.42,1.236e+6,,1.236e+6,3.638e-12
530.47,1.363e+6,,1.363e+6,3.239e-12
530.52,1.476e+6,,1.476e+6,2.835e-12
530.57,1.571e+6,,1.571e+6,2.439e-12
530.62,1.642e+6,,1.642e+6,2.063e-12
530.67,1.687e+6,,1.687e+6,1.716e-12
530.72,1.702e+6,,1.702e+6,1.404e-12
530.77,1.687e+6,,1.687e+6,1.132e-12
530.82,1.642e+6,,1.642e+6,9.008e-13
530.87,1.571e+6,,1.571e+6,7.119e-13
530.92,1.476e+6,,1.476e+6,5.639e-13
530.97,1.363e+6,,1.363e+6,4.554e-13
531.02,1.236e+6,,1.236e+6,3.850e-13
531.07,1.102e+6,,1.102e+6,3.520e-13
531.12,9.642e+5,,9.642e+5,3.565e-13
531.17,8.292e+5,,8.292e+5,3.999e-13
531.22,7.005e+5,,7.005e+5,4.845e-13
531.27,5.814e+5,,5.814e+5,6.141e-13
531.32,4.740e+5,,4.740e+5,7.932e-13
531.37,3.797e+5,,3.797e+5,1.026e-12
531.42,2.988e+5,,2.988e+5,1.318e-12
531.47,2.310e+5,,2.310e+5,1.672e-12
531.52,1.754e+5,,1.754e+5,2.090e-12
531.57,1.309e+5,,1.309e+5,2.570e-12
531.62,9.593e+4,,9.593e+4,3.109e-12
531.67,6.908e+4,,6.908e+4,3.697e-12
531.72,4.887e+4,,4.887e+4,4.323e-12
531.77,3.396e+4,,3.396e+4,4.970e-12
531.82,2.319e+4,,2.319e+4,5.620e-12
531.87,1.555e+4,,1.555e+4,6.252e-12
531.92,1.025e+4,,1.025e+4,6.844e-12
531.97,6.633e+3,,6.633e+3,7.375e-12
532.02,4.218e+3,,4.218e+3,7.827e-12
532.07,2.635e+3,,2.635e+3,8.186e-12
532.12,1.617e+3,,1.617e+3,8.444e-12
532.17,9.752e+2,,9.752e+2,8.596e-12
532.22,5.776e+2,,5.776e+2,8.645e-12
532.27,3.361e+2,,3.361e+2,8.600e-12
532.32,1.922e+2,,1.922e+2,8.472e-12
532.37,1.079e+2,,1.079e+2,8.277e-12
532.42,5.955e+1,,5.955e+1,8.030e-12
532.47,3.228e+1,,3.228e+1,7.746e-12
532.52,1.719e+1,,1.719e+1,7.440e-12
532.57,8.991e+0,,8.991e+0,7.122e-12
532.62,4.621e+0,,4.621e+0,6.799e-12
532.67,2.333e+0,,2.333e+0,6.475e-12
532.72,1.157e+0,,1.157e+0,6.152e-12
532.77,5.638e-1,,5.638e-1,5.828e-12
532.82,2.699e-1,,2.699e-1,5.502e-12
532.87,1.269e-1,,1.269e-1,5.171e-12
532.92,5.864e-2,,5.864e-2,4.834e-12
532.97,2.662e-2,,2.662e-2,4.490e-12
533.02,1.187e-2,,1.187e-2,4.141e-12
533.07,5.198e-3,,5.198e-3,3.789e-12
533.12,2.237e-3,,2.237e-3,3.437e-12
533.17,9.457e-4,,9.457e-4,3.091e-12
533.22,3.928e-4,,3.928e-4,2.756e-12
533.27,1.603e-4,,1.603e-4,2.435e-12
533.32,6.424e-5,,6.424e-5,2.133e-12
533.37,2.530e-5,,2.530e-5,1.852e-12
533.42,9.786e-6,,9.786e-6,1.596e-12
533.47,3.719e-6,,3.719e-6,1.364e-12
533.52,1.389e-6,,1.389e-6,1.158e-12
533.57,5.093e-7,,5.093e-7,9.753e-13
533.62,1.835e-7,,1.835e-7,8.157e-13
533.67,6.497e-8,,6.497e-8,6.774e-13
533.72,2.259e-8,,2.259e-8,5.586e-13
533.77,7.720e-9,,7.719e-9,4.575e-13
533.82,2.591e-9,,2.591e-9,3.724e-13
533.87,8.546e-10,,8.543e-10,3.017e-13
533.92,2.770e-10,,2.767e-10,2.441e-13
533.97,1.985e-13,,,1.985e-13
534.02,1.640e-13,,,1.640e-13
534.07,1.399e-13,,,1.399e-13
534.12,1.258e-13,,,1.258e-13
534.17,1.215e-13,,,1.215e-13
534.22,1.270e-13,,,1.270e-13
534.27,1.425e-13,,,1.425e-13
534.32,1.683e-13,,,1.683e-13
534.37,2.048e-13,,,2.048e-13
534.42,2.523e-13,,,2.523e-13
534.47,3.109e-13,,,3.109e-13
534.52,3.807e-13,,,3.807e-13
534.57,4.613e-13,,,4.613e-13
534.62,5.517e-13,,,5.517e-13
534.67,6.507e-13,,,6.507e-13
534.72,7.564e-13,,,7.564e-13
534.77,8.664e-13,,,8.664e-13
534.82,9.778e-13,,,9.778e-13
534.87,1.088e-12,,,1.088e-12
534.92,1.192e-12,,,1.192e-12
534.97,1.288e-12,,,1.288e-12
535.02,1.372e-12,,,1.372e-12
535.07,1.440e-12,,,1.440e-12
535.12,1.492e-12,,,1.492e-12
535.17,1.524e-12,,,1.524e-12
535.22,1.535e-12,,,1.535e-12
535.27,1.526e-12,,,1.526e-12
535.32,1.496e-12,,,1.496e-12
