Wavelength (nm),Sum,Ca I (3.8e-02),Ca II (9.5e-01),Ca III (1.3e-02)
323,1.262e+7,1.262e+7,,
323.05,8.351e+6,8.351e+6,,
323.1,5.269e+6,5.269e+6,,
323.15,3.169e+6,3.169e+6,,
323.2,1.817e+6,1.817e+6,,
323.25,9.926e+5,9.926e+5,,
323.3,5.171e+5,5.171e+5,,
323.35,2.567e+5,2.567e+5,,
323.4,1.215e+5,1.215e+5,,
323.45,5.482e+4,5.482e+4,,
323.5,2.358e+4,2.358e+4,,
323.55,9.665e+3,9.665e+3,,
323.6,3.777e+3,3.777e+3,,
323.65,1.407e+3,1.407e+3,,
323.7,4.995e+2,4.995e+2,,
323.75,1.691e+2,1.691e+2,,
323.8,5.456e+1,5.456e+1,,
323.85,1.678e+1,1.678e+1,,
323.9,4.920e+0,4.920e+0,,
323.95,1.375e+0,1.375e+0,,
324,3.663e-1,3.663e-1,,
324.05,9.303e-2,9.303e-2,,
324.1,2.252e-2,2.252e-2,,
324.15,5.198e-3,5.198e-3,,
324.21,8.398e-4,8.398e-4,,
324.26,1.744e-4,1.744e-4,,
324.31,3.454e-5,3.454e-5,,
324.36,6.519e-6,6.519e-6,,
324.41,1.173e-6,1.173e-6,,
324.46,2.012e-7,2.012e-7,,
324.51,3.290e-8,3.290e-8,,
324.56,1.829e-9,1.829e-9,,
325.51,1.213e-9,1.213e-9,,
325.56,7.371e-9,7.371e-9,,
325.61,4.275e-8,4.275e-8,,
325.66,2.366e-7,2.366e-7,,
325.71,1.250e-6,1.250e-6,,
325.76,6.305e-6,6.305e-6,,
325.81,3.034e-5,3.034e-5,,
325.86,1.394e-4,1.394e-4,,
325.91,6.112e-4,6.112e-4,,
325.96,2.558e-3,2.558e-3,,
326.01,1.022e-2,1.022e-2,,
326.06,3.894e-2,3.894e-2,,
326.11,1.417e-1,1.417e-1,,
326.16,4.920e-1,4.920e-1,,
326.21,1.631e+0,1.631e+0,,
326.26,5.159e+0,5.159e+0,,
326.31,1.558e+1,1.558e+1,,
326.36,4.489e+1,4.489e+1,,
326.41,1.235e+2,1.235e+2,,
326.46,3.242e+2,3.242e+2,,
326.51,8.122e+2,8.122e+2,,
326.56,1.942e+3,1.942e+3,,
326.61,4.434e+3,4.434e+3,,
326.66,9.659e+3,9.659e+3,,
326.71,2.008e+4,2.008e+4,,
326.76,3.986e+4,3.986e+4,,
326.81,7.550e+4,7.550e+4,,
326.86,1.365e+5,1.365e+5,,
326.91,2.355e+5,2.355e+5,,
326.96,3.879e+5,3.879e+5,,
327.01,6.097e+5,6.097e+5,,
327.06,9.148e+5,9.148e+5,,
327.11,1.310e+6,1.310e+6,,
327.16,1.790e+6,1.790e+6,,
327.21,2.335e+6,2.335e+6,,
327.26,2.907e+6,2.907e+6,,
327.31,3.455e+6,3.455e+6,,
327.36,3.918e+6,3.918e+6,,
327.41,4.242e+6,4.242e+6,,
327.46,4.382e+6,4.382e+6,,
327.51,4.322e+6,4.322e+6,,
327.56,4.068e+6,4.068e+6,,
327.61,3.654e+6,3.654e+6,,
327.66,3.134e+6,3.134e+6,,
327.71,2.568e+6,2.568e+6,,
327.76,2.012e+6,2.012e+6,,
327.81,1.513e+6,1.513e+6,,
327.86,1.104e+6,1.104e+6,,
327.91,8.035e+5,8.035e+5,,
327.96,6.212e+5,6.212e+5,,
328.01,5.635e+5,5.635e+5,,
328.06,6.381e+5,6.381e+5,,
328.11,8.561e+5,8.561e+5,,
328.16,1.232e+6,1.232e+6,,
328.21,1.775e+6,1.775e+6,,
328.26,2.488e+6,2.488e+6,,
328.31,3.350e+6,3.350e+6,,
328.36,4.317e+6,4.317e+6,,
328.41,5.314e+6,5.314e+6,,
328.46,6.249e+6,6.249e+6,,
328.51,7.015e+6,7.015e+6,,
328.56,7.520e+6,7.520e+6,,
328.61,7.696e+6,7.696e+6,,
328.66,7.519e+6,7.519e+6,,
328.71,7.015e+6,7.015e+6,,
328.76,6.248e+6,6.248e+6,,
328.81,5.313e+6,5.313e+6,,
328.86,4.314e+6,4.314e+6,,
328.91,3.344e+6,3.344e+6,,
328.96,2.475e+6,2.475e+6,,
329.01,1.749e+6,1.749e+6,,
329.06,1.180e+6,1.180e+6,,
329.11,7.599e+5,7.599e+5,,
329.16,4.673e+5,4.673e+5,,
329.21,2.744e+5,2.744e+5,,
329.26,1.538e+5,1.538e+5,,
329.31,8.232e+4,8.232e+4,,
329.36,4.207e+4,4.207e+4,,
329.41,2.052e+4,2.052e+4,,
329.46,9.559e+3,9.559e+3,,
329.51,4.251e+3,4.251e+3,,
329.56,1.805e+3,1.805e+3,,
329.61,7.317e+2,7.317e+2,,
329.66,2.832e+2,2.832e+2,,
329.71,1.047e+2,1.047e+2,,
329.76,3.692e+1,3.692e+1,,
329.81,1.244e+1,1.244e+1,,
329.86,4.000e+0,4.000e+0,,
329.91,1.228e+0,1.228e+0,,
329.96,3.600e-1,3.600e-1,,
330.01,1.008e-1,1.008e-1,,
330.06,2.693e-2,2.693e-2,,
330.11,6.870e-3,6.870e-3,,
330.16,1.674e-3,1.674e-3,,
330.21,3.892e-4,3.892e-4,,
330.26,8.642e-5,8.642e-5,,
330.31,1.832e-5,1.832e-5,,
330.36,3.708e-6,3.708e-6,,
330.41,7.166e-7,7.166e-7,,
330.46,1.322e-7,1.322e-7,,
330.51,2.329e-8,2.329e-8,,
330.56,3.917e-9,3.917e-9,,
332.46,9.850e-9,9.850e-9,,
332.51,5.706e-8,5.706e-8,,
332.56,3.161e-7,3.161e-7,,
332.61,1.675e-6,1.675e-6,,
332.66,8.485e-6,8.485e-6,,
332.71,4.111e-5,4.111e-5,,
332.76,1.905e-4,1.905e-4,,
332.81,8.438e-4,8.438e-4,,
332.86,3.575e-3,3.575e-3,,
332.91,1.448e-2,1.448e-2,,
332.96,5.612e-2,5.612e-2,,
333.01,2.079e-1,2.079e-1,,
333.06,7.367e-1,7.367e-1,,
333.11,2.496e+0,2.496e+0,,
333.16,8.088e+0,8.088e+0,,
333.21,2.506e+1,2.506e+1,,
333.26,7.425e+1,7.425e+1,,
333.31,2.104e+2,2.104e+2,,
333.36,5.701e+2,5.701e+2,,
333.41,1.477e+3,1.477e+3,,
333.46,3.660e+3,3.660e+3,,
333.51,8.673e+3,8.673e+3,,
333.56,1.965e+4,1.965e+4,,
333.61,4.259e+4,4.259e+4,,
333.66,8.825e+4,8.825e+4,,
333.71,1.749e+5,1.749e+5,,
333.76,3.314e+5,3.314e+5,,
333.81,6.006e+5,6.006e+5,,
333.86,1.041e+6,1.041e+6,,
333.91,1.725e+6,1.725e+6,,
333.96,2.735e+6,2.735e+6,,
334.01,4.148e+6,4.148e+6,,
334.06,6.017e+6,6.017e+6,,
334.11,8.354e+6,8.354e+6,,
334.16,1.110e+7,1.110e+7,,
334.21,1.414e+7,1.414e+7,,
334.26,1.727e+7,1.727e+7,,
334.31,2.028e+7,2.028e+7,,
334.36,2.297e+7,2.297e+7,,
334.41,2.521e+7,2.521e+7,,
334.46,2.701e+7,2.701e+7,,
334.51,2.855e+7,2.855e+7,,
334.56,3.013e+7,3.013e+7,,
334.61,3.213e+7,3.213e+7,,
334.66,3.492e+7,3.492e+7,,
334.71,3.871e+7,3.871e+7,,
334.76,4.348e+7,4.348e+7,,
334.81,4.892e+7,4.892e+7,,
334.86,5.447e+7,5.447e+7,,
334.91,5.935e+7,5.935e+7,,
334.96,6.278e+7,6.278e+7,,
335.01,6.413e+7,6.413e+7,,
335.06,6.302e+7,6.302e+7,,
335.11,5.945e+7,5.945e+7,,
335.16,5.376e+7,5.376e+7,,
335.21,4.657e+7,4.657e+7,,
335.26,3.863e+7,3.863e+7,,7.396e-22
335.31,3.071e+7,3.071e+7,,4.235e-21
335.36,2.344e+7,2.344e+7,,2.321e-20
335.41,1.729e+7,1.729e+7,,1.217e-19
335.46,1.254e+7,1.254e+7,,6.108e-19
335.51,9.333e+6,9.333e+6,,2.934e-18
335.56,7.720e+6,7.720e+6,,1.349e-17
335.61,7.756e+6,7.756e+6,,5.932e-17
335.66,9.528e+6,9.528e+6,,2.497e-16
335.71,1.317e+7,1.317e+7,,1.006e-15
335.76,1.880e+7,1.880e+7,,3.878e-15
335.81,2.650e+7,2.650e+7,,1.431e-14
335.86,3.615e+7,3.615e+7,,5.052e-14
335.91,4.737e+7,4.737e+7,,1.707e-13
335.96,5.948e+7,5.948e+7,,5.521e-13
336.01,7.149e+7,7.149e+7,,1.708e-12
336.06,8.222e+7,8.222e+7,,5.060e-12
336.11,9.049e+7,9.049e+7,,1.434e-11
336.16,9.529e+7,9.529e+7,,3.889e-11
336.21,9.600e+7,9.600e+7,,1.010e-10
336.26,9.254e+7,9.254e+7,,2.508e-10
336.31,8.535e+7,8.535e+7,,5.962e-10
336.36,7.531e+7,7.531e+7,,1.356e-9
336.41,6.358e+7,6.358e+7,,2.953e-9
336.46,5.136e+7,5.136e+7,,6.152e-9
336.51,3.969e+7,3.969e+7,,1.227e-8
336.56,2.935e+7,2.935e+7,,2.341e-8
336.61,2.076e+7,2.076e+7,,4.275e-8
336.66,1.405e+7,1.405e+7,,7.471e-8
336.71,9.102e+6,9.102e+6,,1.249e-7
336.76,5.640e+6,5.640e+6,,2.000e-7
336.81,3.344e+6,3.344e+6,,3.063e-7
336.86,1.897e+6,1.897e+6,,4.490e-7
336.91,1.029e+6,1.029e+6,,6.298e-7
336.96,5.345e+5,5.345e+5,,8.455e-7
337.01,2.655e+5,2.655e+5,,1.086e-6
337.06,1.262e+5,1.262e+5,,1.336e-6
337.11,5.740e+4,5.740e+4,,1.571e-6
337.16,2.498e+4,2.498e+4,,1.769e-6
337.21,1.040e+4,1.040e+4,,1.907e-6
337.26,4.142e+3,4.142e+3,,1.966e-6
337.31,1.579e+3,1.579e+3,,1.941e-6
337.36,5.757e+2,5.757e+2,,1.833e-6
337.41,2.008e+2,2.008e+2,,1.657e-6
337.46,6.704e+1,6.704e+1,,1.433e-6
337.51,2.141e+1,2.141e+1,,1.186e-6
337.56,6.543e+0,6.543e+0,,9.396e-7
337.61,1.913e+0,1.913e+0,,7.123e-7
337.66,5.352e-1,5.352e-1,,5.168e-7
337.71,1.432e-1,1.432e-1,,3.588e-7
337.76,3.668e-2,3.668e-2,,2.384e-7
337.81,8.988e-3,8.988e-3,,1.516e-7
337.86,2.107e-3,2.107e-3,,9.225e-8
337.91,4.727e-4,4.726e-4,,5.373e-8
337.96,1.015e-4,1.014e-4,,2.994e-8
338.01,2.084e-5,2.083e-5,,1.597e-8
338.06,4.100e-6,4.092e-6,,8.151e-9
338.11,7.732e-7,7.692e-7,,3.982e-9
338.16,1.402e-7,1.383e-7,,1.861e-9
338.21,2.464e-8,2.381e-8,,8.326e-10
338.26,1.542e-9,1.186e-9,,3.565e-10
338.31,1.460e-10,,,1.460e-10
338.36,5.726e-11,,,5.726e-11
338.41,2.149e-11,,,2.149e-11
338.46,7.716e-12,,,7.716e-12
338.51,2.652e-12,,,2.652e-12
338.56,8.720e-13,,,8.720e-13
338.61,2.744e-13,,,2.744e-13
338.66,8.266e-14,,,8.266e-14
338.71,2.383e-14,,,2.383e-14
338.76,6.572e-15,,,6.572e-15
338.81,1.735e-15,,,1.735e-15
338.86,4.383e-16,,,4.383e-16
338.91,1.060e-16,,,1.060e-16
338.96,2.452e-17,,,2.452e-17
339.01,5.429e-18,,,5.429e-18
339.06,1.150e-18,,,1.150e-18
339.11,2.333e-19,,,2.333e-19
339.16,4.527e-20,,,4.527e-20
339.21,8.407e-21,,,8.407e-21
339.26,1.494e-21,,,1.494e-21
339.31,2.542e-22,,,2.542e-22
345.41,2.977e-9,2.977e-9,,
345.46,1.619e-8,1.619e-8,,
345.51,8.451e-8,8.451e-8,,
345.56,4.232e-7,4.232e-7,,
345.61,2.033e-6,2.033e-6,,
345.66,9.371e-6,9.371e-6,,
345.71,4.144e-5,4.144e-5,,
345.76,1.758e-4,1.758e-4,,
345.81,7.158e-4,7.158e-4,,
345.86,2.796e-3,2.796e-3,,
345.91,1.048e-2,1.048e-2,,
345.96,3.766e-2,3.766e-2,,
346.01,1.299e-1,1.299e-1,,
346.06,4.299e-1,4.299e-1,,
346.11,1.365e+0,1.365e+0,,
346.16,4.159e+0,4.159e+0,,
346.21,1.216e+1,1.216e+1,,
346.26,3.409e+1,3.409e+1,,
346.31,9.171e+1,9.171e+1,,
346.36,2.367e+2,2.367e+2,,
346.41,5.863e+2,5.863e+2,,
346.46,1.393e+3,1.393e+3,,
346.51,3.176e+3,3.176e+3,,
346.56,6.948e+3,6.948e+3,,
346.61,1.458e+4,1.458e+4,,
346.66,2.936e+4,2.936e+4,,
346.71,5.671e+4,5.671e+4,,
346.76,1.051e+5,1.051e+5,,
346.81,1.869e+5,1.869e+5,,
346.86,3.189e+5,3.189e+5,,
346.91,5.220e+5,5.220e+5,,
346.96,8.197e+5,8.197e+5,,
347.01,1.235e+6,1.235e+6,,
347.06,1.786e+6,1.786e+6,,
347.11,2.477e+6,2.477e+6,,
347.16,3.296e+6,3.296e+6,,
347.21,4.208e+6,4.208e+6,,
347.26,5.155e+6,5.155e+6,,
347.31,6.058e+6,6.058e+6,,
347.36,6.831e+6,6.831e+6,,
347.41,7.390e+6,7.390e+6,,
347.46,7.671e+6,7.671e+6,,
347.51,7.639e+6,7.639e+6,,
347.56,7.299e+6,7.299e+6,,
347.61,6.691e+6,6.691e+6,,
347.66,5.886e+6,5.886e+6,,
347.71,4.968e+6,4.968e+6,,
347.76,4.024e+6,4.024e+6,,
347.81,3.131e+6,3.131e+6,,
347.86,2.344e+6,2.344e+6,,
347.91,1.698e+6,1.698e+6,,
347.96,1.209e+6,1.209e+6,,
348.01,8.785e+5,8.785e+5,,
348.06,7.052e+5,7.052e+5,,
348.11,6.892e+5,6.892e+5,,
348.16,8.386e+5,8.386e+5,,
348.21,1.171e+6,1.171e+6,,
348.26,1.709e+6,1.709e+6,,
348.31,2.477e+6,2.477e+6,,
348.36,3.489e+6,3.489e+6,,
348.41,4.738e+6,4.738e+6,,
348.46,6.184e+6,6.184e+6,,
348.51,7.751e+6,7.751e+6,,
348.56,9.325e+6,9.325e+6,,
348.61,1.077e+7,1.077e+7,,
348.66,1.193e+7,1.193e+7,,
348.71,1.269e+7,1.269e+7,,
348.76,1.295e+7,1.295e+7,,
348.81,1.269e+7,1.269e+7,,
348.86,1.193e+7,1.193e+7,,
348.91,1.077e+7,1.077e+7,,
348.96,9.324e+6,9.324e+6,,
349.01,7.749e+6,7.749e+6,,
349.06,6.181e+6,6.181e+6,,
349.11,4.732e+6,4.732e+6,,
349.16,3.477e+6,3.477e+6,,
349.21,2.451e+6,2.451e+6,,
349.26,1.659e+6,1.659e+6,,
349.31,1.077e+6,1.077e+6,,
349.36,6.715e+5,6.715e+5,,
349.41,4.017e+5,4.017e+5,,
349.46,2.306e+5,2.306e+5,,
349.51,1.271e+5,1.271e+5,,
349.56,6.719e+4,6.719e+4,,
349.61,3.410e+4,3.410e+4,,
349.66,1.661e+4,1.661e+4,,
349.71,7.763e+3,7.763e+3,,
349.76,3.483e+3,3.483e+3,,
349.81,1.499e+3,1.499e+3,,
349.86,6.196e+2,6.196e+2,,
349.91,2.457e+2,2.457e+2,,
349.96,9.351e+1,9.351e+1,,
350.01,3.416e+1,3.416e+1,,
350.06,1.197e+1,1.197e+1,,
350.11,4.029e+0,4.029e+0,,
350.16,1.301e+0,1.301e+0,,
350.21,4.031e-1,4.031e-1,,
350.26,1.199e-1,1.199e-1,,
350.31,3.422e-2,3.422e-2,,
350.36,9.373e-3,9.373e-3,,
350.41,2.464e-3,2.464e-3,,
350.46,6.218e-4,6.218e-4,,
350.51,1.506e-4,1.506e-4,,
350.56,3.499e-5,3.499e-5,,
350.61,7.804e-6,7.804e-6,,
350.66,1.671e-6,1.671e-6,,
350.71,3.432e-7,3.432e-7,,
350.76,6.766e-8,6.766e-8,,
350.81,1.280e-8,1.280e-8,,
350.86,2.325e-9,2.325e-9,,
351.66,1.419e-22,,,1.419e-22
351.71,7.568e-22,,,7.568e-22
351.76,3.878e-21,,,3.878e-21
351.81,1.909e-20,,,1.909e-20
351.86,9.031e-20,,,9.031e-20
351.91,4.105e-19,,,4.105e-19
351.96,1.793e-18,,,1.793e-18
352.01,7.522e-18,,,7.522e-18
352.06,3.033e-17,,,3.033e-17
352.11,1.175e-16,,,1.175e-16
352.16,4.373e-16,,,4.373e-16
352.21,1.564e-15,,,1.564e-15
352.26,5.375e-15,,,5.375e-15
352.31,1.775e-14,,,1.775e-14
352.36,5.631e-14,,,5.631e-14
352.41,1.716e-13,,,1.716e-13
352.46,5.027e-13,,,5.027e-13
352.51,1.415e-12,,,1.415e-12
352.56,3.826e-12,,,3.826e-12
352.61,9.939e-12,,,9.939e-12
352.66,2.481e-11,,,2.481e-11
352.71,5.951e-11,,,5.951e-11
352.76,1.372e-10,,,1.372e-10
352.81,3.037e-10,,,3.037e-10
352.86,6.463e-10,,,6.463e-10
352.91,1.321e-9,,,1.321e-9
352.96,2.595e-9,,,2.595e-9
353.01,4.898e-9,,,4.898e-9
353.06,8.883e-9,,,8.883e-9
353.11,1.548e-8,,,1.548e-8
353.16,2.591e-8,,,2.591e-8
353.21,4.169e-8,,,4.169e-8
353.26,6.443e-8,,,6.443e-8
353.31,9.569e-8,,,9.569e-8
353.36,1.365e-7,,,1.365e-7
353.41,1.872e-7,,,1.872e-7
353.46,2.466e-7,,,2.466e-7
353.51,3.122e-7,,,3.122e-7
353.56,3.797e-7,,,3.797e-7
353.61,4.437e-7,,,4.437e-7
353.66,4.982e-7,,,4.982e-7
353.71,5.375e-7,,,5.375e-7
353.76,5.572e-7,,,5.572e-7
353.81,5.549e-7,,,5.549e-7
353.86,5.311e-7,,,5.311e-7
353.91,4.883e-7,,,4.883e-7
353.96,4.315e-7,,,4.315e-7
354.01,3.663e-7,,,3.663e-7
354.06,2.988e-7,,,2.988e-7
354.11,2.341e-7,,,2.341e-7
354.16,1.763e-7,,,1.763e-7
354.21,1.276e-7,,,1.276e-7
354.26,8.869e-8,,,8.869e-8
354.31,5.925e-8,,,5.925e-8
354.36,3.803e-8,,,3.803e-8
354.41,2.345e-8,,,2.345e-8
354.46,1.390e-8,,,1.390e-8
354.51,7.911e-9,,,7.911e-9
354.56,4.328e-9,,,4.328e-9
354.61,2.275e-9,,,2.275e-9
354.66,1.149e-9,,,1.149e-9
354.71,5.575e-10,,,5.575e-10
354.76,2.599e-10,,,2.599e-10
354.81,1.164e-10,,,1.164e-10
354.86,5.012e-11,,,5.012e-11
354.91,2.073e-11,,,2.073e-11
354.96,8.238e-12,,,8.238e-12
355.01,3.145e-12,,,3.145e-12
355.07,9.398e-13,,,9.398e-13
355.12,3.286e-13,,,3.286e-13
355.17,1.104e-13,,,1.104e-13
355.22,3.565e-14,,,3.565e-14
355.27,1.106e-14,,,1.106e-14
355.32,3.296e-15,,,3.296e-15
355.37,9.440e-16,,,9.440e-16
355.42,2.598e-16,,,2.598e-16
355.47,6.868e-17,,,6.868e-17
355.52,1.745e-17,,,1.745e-17
355.57,4.259e-18,,,4.259e-18
355.62,9.989e-19,,,9.989e-19
355.67,2.251e-19,,,2.251e-19
355.72,4.874e-20,,,4.874e-20
355.77,1.014e-20,,,1.014e-20
355.82,2.027e-21,,,2.027e-21
355.87,3.893e-22,,,3.893e-22
355.92,7.184e-23,,,7.184e-23
360.22,5.396e-9,5.396e-9,,
360.27,2.805e-8,2.805e-8,,
360.32,1.404e-7,1.404e-7,,
360.37,6.762e-7,6.762e-7,,
360.42,3.136e-6,3.136e-6,,
360.47,1.400e-5,1.400e-5,,
360.52,6.016e-5,6.016e-5,,
360.57,2.489e-4,2.489e-4,,
360.62,9.912e-4,9.912e-4,,
360.67,3.800e-3,3.800e-3,,
360.72,1.402e-2,1.402e-2,,
360.77,4.982e-2,4.982e-2,,
360.82,1.704e-1,1.704e-1,,
360.87,5.609e-1,5.609e-1,,
360.92,1.778e+0,1.778e+0,,
360.97,5.423e+0,5.423e+0,,
361.02,1.593e+1,1.593e+1,,
361.07,4.503e+1,4.503e+1,,
361.12,1.225e+2,1.225e+2,,
361.17,3.211e+2,3.211e+2,,
361.22,8.097e+2,8.097e+2,,
361.27,1.966e+3,1.966e+3,,
361.32,4.595e+3,4.595e+3,,
361.37,1.034e+4,1.034e+4,,
361.42,2.239e+4,2.239e+4,,
361.47,4.668e+4,4.668e+4,,
361.52,9.368e+4,9.368e+4,,
361.57,1.810e+5,1.810e+5,,
361.62,3.367e+5,3.367e+5,,
361.67,6.028e+5,6.028e+5,,
361.72,1.039e+6,1.039e+6,,
361.77,1.724e+6,1.724e+6,,
361.82,2.754e+6,2.754e+6,,
361.87,4.234e+6,4.234e+6,,
361.92,6.269e+6,6.269e+6,,
361.97,8.936e+6,8.936e+6,,
362.02,1.226e+7,1.226e+7,,
362.07,1.621e+7,1.621e+7,,
362.12,2.065e+7,2.065e+7,,
362.17,2.535e+7,2.535e+7,,
362.22,3.002e+7,3.002e+7,,
362.27,3.435e+7,3.435e+7,,
362.32,3.806e+7,3.806e+7,,
362.37,4.098e+7,4.098e+7,,
362.42,4.312e+7,4.312e+7,,
362.47,4.469e+7,4.469e+7,,
362.52,4.613e+7,4.613e+7,,
362.57,4.801e+7,4.801e+7,,
362.62,5.095e+7,5.095e+7,,
362.67,5.552e+7,5.552e+7,,
362.72,6.204e+7,6.204e+7,,
362.77,7.053e+7,7.053e+7,,
362.82,8.059e+7,8.059e+7,,
362.87,9.142e+7,9.142e+7,,
362.92,1.020e+8,1.020e+8,,
362.97,1.109e+8,1.109e+8,,
363.02,1.172e+8,1.172e+8,,
363.07,1.198e+8,1.198e+8,,
363.12,1.183e+8,1.183e+8,,
363.17,1.127e+8,1.127e+8,,
363.22,1.035e+8,1.035e+8,,
363.27,9.159e+7,9.159e+7,,
363.32,7.806e+7,7.806e+7,,
363.37,6.408e+7,6.408e+7,,
363.42,5.069e+7,5.069e+7,,
363.47,3.866e+7,3.866e+7,,
363.52,2.851e+7,2.851e+7,,
363.57,2.048e+7,2.048e+7,,
363.62,1.459e+7,1.459e+7,,
363.67,1.079e+7,1.079e+7,,
363.72,8.978e+6,8.978e+6,,
363.77,9.145e+6,9.145e+6,,
363.82,1.137e+7,1.137e+7,,
363.87,1.588e+7,1.588e+7,,
363.92,2.294e+7,2.294e+7,,
363.97,3.286e+7,3.286e+7,,
364.02,4.583e+7,4.583e+7,,
364.07,6.180e+7,6.180e+7,,
364.12,8.039e+7,8.039e+7,,
364.17,1.008e+8,1.008e+8,,
364.22,1.217e+8,1.217e+8,,
364.27,1.415e+8,1.415e+8,,
364.32,1.585e+8,1.585e+8,,
364.37,1.710e+8,1.710e+8,,
364.42,1.778e+8,1.778e+8,,
364.47,1.779e+8,1.779e+8,,
364.52,1.716e+8,1.716e+8,,
364.57,1.593e+8,1.593e+8,,
364.62,1.425e+8,1.425e+8,,
364.67,1.228e+8,1.228e+8,,
364.72,1.019e+8,1.019e+8,,
364.77,8.141e+7,8.141e+7,,
364.82,6.267e+7,6.267e+7,,
364.87,4.647e+7,4.647e+7,,
364.92,3.319e+7,3.319e+7,,
364.97,2.283e+7,2.283e+7,,
365.02,1.513e+7,1.513e+7,,
365.07,9.653e+6,9.653e+6,,
365.12,5.934e+6,5.934e+6,,
365.17,3.514e+6,3.514e+6,,
365.22,2.004e+6,2.004e+6,,
365.27,1.101e+6,1.101e+6,,
365.32,5.824e+5,5.824e+5,,
365.37,2.969e+5,2.969e+5,,
365.42,1.457e+5,1.457e+5,,
365.47,6.891e+4,6.891e+4,,
365.52,3.139e+4,3.139e+4,,
365.57,1.377e+4,1.377e+4,,
365.62,5.819e+3,5.819e+3,,
365.67,2.369e+3,2.369e+3,,
365.72,9.287e+2,9.287e+2,,
365.77,3.508e+2,3.508e+2,,
365.82,1.277e+2,1.277e+2,,
365.87,4.509e+1,4.509e+1,,
365.92,1.618e+1,1.618e+1,,
365.97,7.964e+0,7.964e+0,,
366.02,9.847e+0,9.847e+0,,
366.07,2.224e+1,2.224e+1,,
366.12,5.518e+1,5.518e+1,,
366.17,1.342e+2,1.342e+2,,
366.22,3.152e+2,3.152e+2,,
366.27,7.142e+2,7.142e+2,,
366.32,1.561e+3,1.561e+3,,
366.37,3.292e+3,3.292e+3,,
366.42,6.698e+3,6.698e+3,,
366.47,1.315e+4,1.315e+4,,
366.52,2.492e+4,2.492e+4,,
366.57,4.559e+4,4.559e+4,,
366.62,8.053e+4,8.053e+4,,
366.67,1.374e+5,1.374e+5,,
366.72,2.265e+5,2.265e+5,,
366.77,3.609e+5,3.609e+5,,
366.82,5.560e+5,5.560e+5,,
366.87,8.287e+5,8.287e+5,,
366.92,1.195e+6,1.195e+6,,
366.97,1.669e+6,1.669e+6,,
367.02,2.260e+6,2.260e+6,,
367.07,2.966e+6,2.966e+6,,
367.12,3.779e+6,3.779e+6,,
367.17,4.678e+6,4.678e+6,,
367.22,5.632e+6,5.632e+6,,
367.27,6.605e+6,6.605e+6,,
367.32,7.553e+6,7.553e+6,,
367.37,8.435e+6,8.435e+6,,
367.42,9.212e+6,9.212e+6,,
367.47,9.853e+6,9.853e+6,,
367.52,1.033e+7,1.033e+7,,
367.57,1.063e+7,1.063e+7,,
367.62,1.074e+7,1.074e+7,,
367.67,1.065e+7,1.065e+7,,
367.72,1.036e+7,1.036e+7,,
367.77,9.875e+6,9.875e+6,,
367.82,9.215e+6,9.215e+6,,
367.87,8.405e+6,8.405e+6,,
367.92,7.479e+6,7.479e+6,,
367.97,6.483e+6,6.483e+6,,
368.02,5.464e+6,5.464e+6,,
368.07,4.473e+6,4.473e+6,,
368.12,3.551e+6,3.551e+6,,
368.17,2.731e+6,2.731e+6,,
368.22,2.033e+6,2.033e+6,,
368.27,1.464e+6,1.464e+6,,
368.32,1.018e+6,1.018e+6,,
368.37,6.843e+5,6.843e+5,1.971e-7,
368.42,4.440e+5,4.440e+5,9.818e-7,
368.47,2.780e+5,2.780e+5,4.714e-6,
368.52,1.680e+5,1.680e+5,2.183e-5,
368.57,9.791e+4,9.791e+4,9.746e-5,
368.62,5.504e+4,5.504e+4,4.196e-4,
368.67,2.984e+4,2.984e+4,1.742e-3,
368.72,1.560e+4,1.560e+4,6.972e-3,
368.77,7.859e+3,7.859e+3,2.691e-2,
368.82,3.818e+3,3.818e+3,1.002e-1,
368.87,1.788e+3,1.788e+3,3.594e-1,
368.92,8.082e+2,8.070e+2,1.244e+0,
368.97,3.552e+2,3.511e+2,4.150e+0,
369.02,1.606e+2,1.472e+2,1.335e+1,
369.07,1.009e+2,5.951e+1,4.143e+1,
369.12,1.471e+2,2.318e+1,1.239e+2,
369.17,3.662e+2,8.703e+0,3.575e+2,
369.22,9.974e+2,3.149e+0,9.943e+2,
369.27,2.668e+3,1.098e+0,2.667e+3,
369.32,6.897e+3,3.691e-1,6.896e+3,
369.37,1.720e+4,1.196e-1,1.720e+4,
369.42,4.135e+4,3.732e-2,4.135e+4,
369.47,9.587e+4,1.123e-2,9.587e+4,
369.52,2.143e+5,3.255e-3,2.143e+5,
369.57,4.621e+5,9.095e-4,4.621e+5,
369.62,9.605e+5,2.449e-4,9.605e+5,
369.67,1.925e+6,6.356e-5,1.925e+6,
369.72,3.721e+6,1.590e-5,3.721e+6,
369.77,6.934e+6,3.831e-6,6.934e+6,
369.82,1.246e+7,8.898e-7,1.246e+7,
369.87,2.159e+7,1.992e-7,2.159e+7,
369.92,3.607e+7,4.297e-8,3.607e+7,
369.97,5.812e+7,8.934e-9,5.812e+7,
370.02,9.028e+7,1.790e-9,9.028e+7,
370.07,1.352e+8,,1.352e+8,
370.12,1.953e+8,,1.953e+8,
370.17,2.721e+8,,2.721e+8,
370.22,3.654e+8,,3.654e+8,
