Wavelength (nm),Sum,Si I (3.4e-01),Si II (6.6e-01),Si III (3.0e-05)
318.4,6.109e-5,,,6.109e-5
318.45,6.677e-5,,1.197e-11,6.677e-5
318.5,6.950e-5,,7.734e-11,6.950e-5
318.55,6.890e-5,,4.758e-10,6.890e-5
318.6,6.505e-5,,2.788e-9,6.505e-5
318.65,5.851e-5,,1.556e-8,5.849e-5
318.7,5.018e-5,,8.274e-8,5.010e-5
318.75,4.129e-5,,4.190e-7,4.087e-5
318.8,3.379e-5,,2.021e-6,3.177e-5
318.85,3.281e-5,,9.281e-6,2.353e-5
318.9,5.722e-5,,4.061e-5,1.661e-5
318.95,1.804e-4,,1.692e-4,1.120e-5
319,6.788e-4,,6.716e-4,7.246e-6
319.05,2.543e-3,,2.539e-3,4.556e-6
319.1,9.143e-3,,9.140e-3,2.888e-6
319.15,3.135e-2,,3.135e-2,1.999e-6
319.2,1.024e-1,,1.024e-1,1.690e-6
319.25,3.185e-1,,3.185e-1,1.813e-6
319.3,9.438e-1,,9.438e-1,2.258e-6
319.35,2.664e+0,,2.664e+0,2.940e-6
319.4,7.160e+0,,7.160e+0,3.776e-6
319.45,1.833e+1,,1.833e+1,4.677e-6
319.5,4.470e+1,,4.470e+1,5.539e-6
319.55,1.038e+2,,1.038e+2,6.255e-6
319.6,2.297e+2,,2.297e+2,6.730e-6
319.65,4.839e+2,,4.839e+2,6.896e-6
319.7,9.712e+2,,9.712e+2,6.729e-6
319.75,1.856e+3,,1.856e+3,6.253e-6
319.8,3.380e+3,,3.380e+3,5.533e-6
319.85,5.860e+3,,5.860e+3,4.662e-6
319.9,9.680e+3,,9.680e+3,3.741e-6
319.95,1.523e+4,,1.523e+4,2.858e-6
320,2.282e+4,,2.282e+4,2.079e-6
320.05,3.258e+4,,3.258e+4,1.441e-6
320.1,4.432e+4,,4.432e+4,9.515e-7
320.15,5.745e+4,,5.745e+4,5.998e-7
320.2,7.101e+4,,7.101e+4,3.638e-7
320.25,8.377e+4,,8.377e+4,2.183e-7
320.3,9.446e+4,,9.446e+4,1.423e-7
320.35,1.021e+5,,1.021e+5,1.221e-7
320.4,1.063e+5,,1.063e+5,1.546e-7
320.45,1.074e+5,,1.074e+5,2.475e-7
320.5,1.067e+5,,1.067e+5,4.193e-7
320.55,1.060e+5,,1.060e+5,6.973e-7
320.6,1.073e+5,,1.073e+5,1.113e-6
320.65,1.123e+5,,1.123e+5,1.697e-6
320.7,1.221e+5,,1.221e+5,2.465e-6
320.75,1.364e+5,,1.364e+5,3.411e-6
320.8,1.539e+5,,1.539e+5,4.498e-6
320.85,1.720e+5,,1.720e+5,5.650e-6
320.9,1.878e+5,,1.878e+5,6.761e-6
320.95,1.981e+5,,1.981e+5,7.710e-6
321,2.008e+5,,2.008e+5,8.377e-6
321.05,1.948e+5,,1.948e+5,8.673e-6
321.1,1.805e+5,,1.805e+5,8.560e-6
321.15,1.596e+5,,1.596e+5,8.056e-6
321.2,1.345e+5,,1.345e+5,7.236e-6
321.25,1.081e+5,,1.081e+5,6.210e-6
321.3,8.275e+4,,8.275e+4,5.102e-6
321.35,6.035e+4,,6.035e+4,4.027e-6
321.4,4.194e+4,,4.194e+4,3.071e-6
321.45,2.776e+4,,2.776e+4,2.281e-6
321.5,1.751e+4,,1.751e+4,1.669e-6
321.55,1.052e+4,,1.052e+4,1.221e-6
321.6,6.020e+3,,6.020e+3,9.064e-7
321.65,3.282e+3,,3.282e+3,6.885e-7
321.7,1.705e+3,,1.705e+3,5.352e-7
321.75,8.436e+2,,8.436e+2,4.218e-7
321.8,3.977e+2,,3.977e+2,3.323e-7
321.85,1.786e+2,,1.786e+2,2.579e-7
321.9,7.638e+1,,7.638e+1,1.949e-7
321.95,3.113e+1,,3.113e+1,1.425e-7
322,1.208e+1,,1.208e+1,1.004e-7
322.05,4.469e+0,,4.469e+0,6.890e-8
322.1,1.574e+0,,1.574e+0,4.795e-8
322.15,5.284e-1,,5.284e-1,3.845e-8
322.2,1.689e-1,,1.689e-1,4.349e-8
322.25,5.146e-2,,5.146e-2,7.065e-8
322.3,1.493e-2,,1.493e-2,1.353e-7
322.35,4.127e-3,,4.127e-3,2.648e-7
322.4,1.087e-3,,1.087e-3,5.040e-7
322.45,2.735e-4,,2.726e-4,9.201e-7
322.5,6.674e-5,,6.514e-5,1.606e-6
322.55,1.751e-5,,1.483e-5,2.680e-6
322.6,7.494e-6,,3.216e-6,4.278e-6
322.65,7.204e-6,,6.643e-7,6.539e-6
322.7,9.720e-6,,1.307e-7,9.589e-6
322.75,1.354e-5,,2.451e-8,1.352e-5
322.8,1.837e-5,,4.378e-9,1.836e-5
322.85,2.412e-5,,7.449e-10,2.412e-5
322.9,3.074e-5,,1.207e-10,3.074e-5
322.95,3.813e-5,,1.864e-11,3.813e-5
323,4.620e-5,,,4.620e-5
323.05,5.481e-5,,,5.481e-5
323.1,6.374e-5,,,6.374e-5
323.15,7.262e-5,,,7.262e-5
323.2,8.093e-5,,,8.093e-5
323.25,8.797e-5,,,8.797e-5
323.3,9.298e-5,,,9.298e-5
323.35,9.524e-5,,,9.524e-5
323.4,9.433e-5,,,9.433e-5
323.45,9.025e-5,,,9.025e-5
323.5,8.351e-5,,,8.351e-5
323.55,7.516e-5,,,7.516e-5
323.6,6.660e-5,,,6.660e-5
323.65,5.941e-5,,,5.941e-5
323.7,5.511e-5,,,5.511e-5
323.75,5.485e-5,,,5.485e-5
323.8,5.929e-5,,,5.929e-5
323.85,6.839e-5,,,6.839e-5
323.9,8.135e-5,,,8.135e-5
323.95,9.669e-5,,,9.669e-5
324,1.124e-4,,,1.124e-4
324.05,1.262e-4,,,1.262e-4
324.1,1.360e-4,,,1.360e-4
324.15,1.402e-4,,,1.402e-4
324.21,1.368e-4,,,1.368e-4
324.26,1.273e-4,,,1.273e-4
324.31,1.130e-4,,,1.130e-4
324.36,9.564e-5,,,9.564e-5
324.41,7.720e-5,,,7.720e-5
324.46,5.942e-5,,,5.942e-5
324.51,4.361e-5,,,4.361e-5
324.56,3.053e-5,,,3.053e-5
324.61,2.037e-5,,,2.037e-5
324.66,1.297e-5,,,1.297e-5
324.71,7.877e-6,,,7.877e-6
324.76,4.570e-6,,,4.570e-6
324.81,2.542e-6,,,2.542e-6
324.86,1.370e-6,,,1.370e-6
324.91,7.347e-7,,,7.347e-7
324.96,4.197e-7,,,4.197e-7
325.01,2.855e-7,,,2.855e-7
325.06,2.491e-7,,,2.491e-7
325.11,2.631e-7,,,2.631e-7
325.16,3.008e-7,,,3.008e-7
325.21,3.470e-7,,,3.470e-7
325.26,3.919e-7,,,3.919e-7
325.31,4.292e-7,,,4.292e-7
325.36,4.550e-7,,,4.550e-7
325.41,4.675e-7,,,4.675e-7
325.46,4.671e-7,,,4.671e-7
325.51,4.558e-7,,,4.558e-7
325.56,4.371e-7,,,4.371e-7
325.61,4.145e-7,,,4.145e-7
325.66,3.910e-7,,,3.910e-7
325.71,3.682e-7,,,3.682e-7
325.76,3.464e-7,,,3.464e-7
325.81,3.245e-7,,,3.245e-7
325.86,3.009e-7,,,3.009e-7
325.91,2.742e-7,,,2.742e-7
325.96,2.440e-7,,,2.440e-7
326.01,2.106e-7,,,2.106e-7
326.06,1.756e-7,,,1.756e-7
326.11,1.408e-7,,,1.408e-7
326.16,1.084e-7,,,1.084e-7
326.21,7.991e-8,,,7.991e-8
326.26,5.643e-8,,,5.643e-8
326.31,3.819e-8,,,3.819e-8
326.36,2.492e-8,,,2.492e-8
326.41,1.593e-8,,,1.593e-8
326.46,1.044e-8,,,1.044e-8
326.51,7.705e-9,,,7.705e-9
326.56,7.126e-9,,,7.126e-9
326.61,8.285e-9,,,8.285e-9
326.66,1.089e-8,,,1.089e-8
326.71,1.473e-8,,,1.473e-8
326.76,1.954e-8,,,1.954e-8
326.81,2.502e-8,,,2.502e-8
326.86,3.076e-8,,,3.076e-8
326.91,3.629e-8,,,3.629e-8
326.96,4.121e-8,,,4.121e-8
327.01,4.527e-8,,,4.527e-8
327.06,4.848e-8,,,4.848e-8
327.11,5.121e-8,,,5.121e-8
327.16,5.413e-8,,,5.413e-8
327.21,5.813e-8,,,5.813e-8
327.26,6.406e-8,,,6.406e-8
327.31,7.256e-8,,,7.256e-8
327.36,8.378e-8,,,8.378e-8
327.41,9.730e-8,,,9.730e-8
327.46,1.121e-7,,,1.121e-7
327.51,1.268e-7,,,1.268e-7
327.56,1.396e-7,,,1.396e-7
327.61,1.493e-7,,,1.493e-7
327.66,1.546e-7,,,1.546e-7
327.71,1.550e-7,,,1.550e-7
327.76,1.507e-7,,,1.507e-7
327.81,1.423e-7,,,1.423e-7
327.86,1.306e-7,,,1.306e-7
327.91,1.165e-7,,,1.165e-7
327.96,1.013e-7,,,1.013e-7
328.01,8.564e-8,,,8.564e-8
328.06,7.041e-8,,,7.041e-8
328.11,5.621e-8,,,5.621e-8
328.16,4.349e-8,,,4.349e-8
328.21,3.254e-8,,,3.254e-8
328.26,2.350e-8,,,2.350e-8
328.31,1.634e-8,,,1.634e-8
328.36,1.093e-8,,,1.093e-8
328.41,7.019e-9,,,7.019e-9
328.46,4.325e-9,,,4.325e-9
328.51,2.556e-9,,,2.556e-9
328.56,1.456e-9,,,1.456e-9
328.61,8.118e-10,,,8.118e-10
328.66,4.714e-10,,,4.714e-10
328.71,3.345e-10,,,3.345e-10
328.76,3.473e-10,,,3.473e-10
328.81,4.936e-10,,,4.936e-10
328.86,7.851e-10,,,7.851e-10
328.91,1.252e-9,,,1.252e-9
328.96,1.930e-9,,,1.930e-9
329.01,2.853e-9,,,2.853e-9
329.06,4.029e-9,,,4.029e-9
329.11,5.436e-9,,,5.436e-9
329.16,7.004e-9,,,7.004e-9
329.21,8.619e-9,,,8.619e-9
329.26,1.013e-8,,,1.013e-8
329.31,1.137e-8,,,1.137e-8
329.36,1.219e-8,,,1.219e-8
329.41,1.250e-8,,,1.250e-8
329.46,1.225e-8,,,1.225e-8
329.51,1.150e-8,,,1.150e-8
329.56,1.037e-8,,,1.037e-8
329.61,9.037e-9,,,9.037e-9
329.66,7.690e-9,,,7.690e-9
329.71,6.507e-9,,,6.507e-9
329.76,5.625e-9,,,5.625e-9
329.81,5.124e-9,,,5.124e-9
329.86,5.017e-9,,,5.017e-9
329.91,5.257e-9,,,5.257e-9
329.96,5.746e-9,,,5.746e-9
330.01,6.351e-9,,,6.351e-9
330.06,6.931e-9,,,6.931e-9
330.11,7.355e-9,,,7.355e-9
330.16,7.524e-9,,,7.524e-9
330.21,7.387e-9,,,7.387e-9
330.26,6.943e-9,,,6.943e-9
330.31,6.241e-9,,,6.241e-9
330.36,5.361e-9,,,5.361e-9
330.41,4.400e-9,,,4.400e-9
330.46,3.450e-9,,,3.450e-9
330.51,2.584e-9,,,2.584e-9
330.56,1.849e-9,,,1.849e-9
330.61,1.263e-9,,,1.263e-9
330.66,8.246e-10,,,8.246e-10
330.71,5.141e-10,,,5.141e-10
330.76,3.062e-10,,,3.062e-10
330.81,1.742e-10,,,1.742e-10
330.86,9.463e-11,,,9.463e-11
330.91,4.911e-11,,,4.911e-11
330.96,2.435e-11,,,2.435e-11
331.01,1.153e-11,,,1.153e-11
331.06,5.213e-12,,,5.213e-12
331.11,2.252e-12,,,2.252e-12
331.16,9.292e-13,,,9.292e-13
331.21,3.662e-13,,,3.662e-13
331.26,1.379e-13,,,1.379e-13
331.31,2.915e-12,,2.866e-12,4.957e-14
331.36,1.697e-11,,1.695e-11,1.703e-14
331.41,9.590e-11,,9.589e-11,5.586e-15
331.46,5.185e-10,,5.185e-10,1.750e-15
331.51,2.680e-9,,2.680e-9,5.239e-16
331.56,1.324e-8,,1.324e-8,1.498e-16
331.61,6.257e-8,,6.257e-8,4.090e-17
331.66,2.826e-7,,2.826e-7,1.067e-17
331.71,1.220e-6,,1.220e-6,2.657e-18
331.76,5.035e-6,,5.035e-6,6.324e-19
331.81,1.987e-5,,1.987e-5,1.437e-19
331.86,7.495e-5,,7.495e-5,3.120e-20
331.91,2.703e-4,,2.703e-4,6.471e-21
331.96,9.318e-4,,9.318e-4,1.282e-21
332.01,3.071e-3,,3.071e-3,2.425e-22
332.06,9.675e-3,,9.675e-3,4.382e-23
332.11,2.914e-2,,2.914e-2,7.565e-24
332.16,8.392e-2,,8.392e-2,1.247e-24
332.21,2.310e-1,,2.310e-1,
332.26,6.079e-1,,6.079e-1,
332.31,1.529e+0,,1.529e+0,
332.36,3.679e+0,,3.679e+0,
332.41,8.458e+0,,8.458e+0,
332.46,1.859e+1,,1.859e+1,
332.51,3.907e+1,,3.907e+1,
332.56,7.848e+1,,7.848e+1,
332.61,1.507e+2,,1.507e+2,
332.66,2.767e+2,,2.767e+2,
332.71,4.857e+2,,4.857e+2,
332.76,8.150e+2,,8.150e+2,
332.81,1.307e+3,,1.307e+3,
332.86,2.005e+3,,2.005e+3,
332.91,2.940e+3,,2.940e+3,
332.96,4.121e+3,,4.121e+3,
333.01,5.524e+3,,5.524e+3,
333.06,7.081e+3,,7.081e+3,
333.11,8.683e+3,,8.683e+3,
333.16,1.019e+4,,1.019e+4,
333.21,1.146e+4,,1.146e+4,
333.26,1.237e+4,,1.237e+4,
333.31,1.285e+4,,1.285e+4,
333.36,1.292e+4,,1.292e+4,
333.41,1.268e+4,,1.268e+4,
333.46,1.232e+4,,1.232e+4,
333.51,1.207e+4,,1.207e+4,
333.56,1.215e+4,,1.215e+4,
333.61,1.276e+4,,1.276e+4,
333.66,1.399e+4,,1.399e+4,
333.71,1.579e+4,,1.579e+4,
333.76,1.802e+4,,1.802e+4,
333.81,2.038e+4,,2.038e+4,
333.86,2.254e+4,,2.254e+4,
333.91,2.414e+4,,2.414e+4,
333.96,2.490e+4,,2.490e+4,
334.01,2.467e+4,,2.467e+4,
334.06,2.341e+4,,2.341e+4,
334.11,2.128e+4,,2.128e+4,
334.16,1.850e+4,,1.850e+4,
334.21,1.539e+4,,1.539e+4,
334.26,1.224e+4,,1.224e+4,
334.31,9.311e+3,,9.311e+3,
334.36,6.773e+3,,6.773e+3,
334.41,4.710e+3,,4.710e+3,
334.46,3.133e+3,,3.133e+3,
334.51,1.992e+3,,1.992e+3,
334.56,1.211e+3,,1.211e+3,
334.61,7.041e+2,,7.041e+2,
334.66,3.914e+2,,3.914e+2,
334.71,2.080e+2,,2.080e+2,
334.76,1.057e+2,,1.057e+2,
334.81,5.137e+1,,5.137e+1,
334.86,2.387e+1,,2.387e+1,
334.91,1.060e+1,,1.060e+1,
334.96,4.504e+0,,4.504e+0,
335.01,1.830e+0,,1.830e+0,
335.06,7.105e-1,,7.105e-1,
335.11,2.638e-1,,2.638e-1,
335.16,9.368e-2,,9.368e-2,
335.21,3.180e-2,,3.180e-2,
335.26,1.032e-2,,1.032e-2,
335.31,3.204e-3,,3.204e-3,
335.36,9.510e-4,,9.510e-4,
335.41,2.699e-4,,2.699e-4,
335.46,7.322e-5,,7.322e-5,
335.51,1.900e-5,,1.900e-5,
335.56,4.712e-6,,4.712e-6,
335.61,1.118e-6,,1.118e-6,
335.66,2.535e-7,,2.535e-7,
335.71,5.497e-8,,5.497e-8,
335.76,1.140e-8,,1.140e-8,
335.81,2.260e-9,,2.260e-9,
335.86,4.284e-10,,4.284e-10,
335.91,7.764e-11,,7.764e-11,
335.96,1.346e-11,,1.346e-11,
336.01,2.230e-12,,2.230e-12,
341.96,5.936e-24,,,5.936e-24
342.01,3.369e-23,,,3.369e-23
342.06,1.833e-22,,,1.833e-22
342.11,9.561e-22,,,9.561e-22
342.16,4.781e-21,,,4.781e-21
342.21,2.292e-20,,,2.292e-20
342.26,1.053e-19,,,1.053e-19
342.31,4.638e-19,,,4.638e-19
342.36,1.959e-18,,,1.959e-18
342.41,7.929e-18,,,7.929e-18
342.46,3.077e-17,,,3.077e-17
342.51,1.145e-16,,,1.145e-16
342.56,4.082e-16,,,4.082e-16
342.61,1.396e-15,,,1.396e-15
342.66,4.574e-15,,,4.574e-15
342.71,1.437e-14,,,1.437e-14
342.76,4.328e-14,,,4.328e-14
342.81,1.250e-13,,,1.250e-13
342.86,3.459e-13,,,3.459e-13
342.91,9.177e-13,,,9.177e-13
342.96,2.334e-12,,,2.334e-12
343.01,5.692e-12,,,5.692e-12
343.06,1.331e-11,,,1.331e-11
343.11,2.981e-11,,,2.981e-11
343.16,6.405e-11,,,6.405e-11
343.21,1.319e-10,,,1.319e-10
343.26,2.604e-10,,,2.604e-10
343.31,4.927e-10,,,4.927e-10
343.36,8.939e-10,,,8.939e-10
343.41,1.555e-9,,,1.555e-9
343.46,2.592e-9,,,2.592e-9
343.51,4.142e-9,,,4.142e-9
343.56,6.346e-9,,,6.346e-9
343.61,9.321e-9,,,9.321e-9
343.66,1.312e-8,,,1.312e-8
343.71,1.771e-8,,,1.771e-8
343.76,2.292e-8,,,2.292e-8
343.81,2.843e-8,,,2.843e-8
343.86,3.381e-8,,,3.381e-8
343.91,3.854e-8,,,3.854e-8
343.96,4.211e-8,,,4.211e-8
344.01,4.412e-8,,,4.412e-8
344.06,4.430e-8,,,4.430e-8
344.11,4.265e-8,,,4.265e-8
344.16,3.936e-8,,,3.936e-8
344.21,3.482e-8,,,3.482e-8
344.26,2.953e-8,,,2.953e-8
344.31,2.401e-8,,,2.401e-8
344.36,1.872e-8,,,1.872e-8
344.41,1.398e-8,,,1.398e-8
344.46,1.002e-8,,,1.002e-8
344.51,6.877e-9,,,6.877e-9
344.56,4.527e-9,,,4.527e-9
344.61,2.856e-9,,,2.856e-9
344.66,1.728e-9,,,1.728e-9
344.71,1.002e-9,,,1.002e-9
344.76,5.569e-10,,,5.569e-10
344.81,2.968e-10,,,2.968e-10
344.86,1.516e-10,,,1.516e-10
344.91,7.425e-11,,,7.425e-11
344.96,3.486e-11,,,3.486e-11
345.01,1.569e-11,,,1.569e-11
345.06,6.768e-12,,,6.768e-12
345.11,2.799e-12,,,2.799e-12
345.16,1.110e-12,,,1.110e-12
345.21,4.218e-13,,,4.218e-13
345.26,1.537e-13,,,1.537e-13
345.31,5.369e-14,,,5.369e-14
345.36,1.798e-14,,,1.798e-14
345.41,5.770e-15,,,5.770e-15
345.46,1.776e-15,,,1.776e-15
345.51,5.238e-16,,,5.238e-16
345.56,1.481e-16,,,1.481e-16
345.61,4.015e-17,,,4.015e-17
345.66,1.043e-17,,,1.043e-17
345.71,2.599e-18,,,2.599e-18
345.76,6.208e-19,,,6.208e-19
345.81,1.421e-19,,,1.421e-19
345.86,3.119e-20,,,3.119e-20
345.91,6.563e-21,,,6.563e-21
345.96,1.324e-21,,,1.324e-21
346.01,2.559e-22,,,2.559e-22
346.06,4.744e-23,,,4.744e-23
346.11,8.429e-24,,,8.429e-24
346.61,7.382e-21,,,7.382e-21
346.66,3.990e-20,,,3.990e-20
346.71,2.069e-19,,,2.069e-19
346.76,1.030e-18,,,1.030e-18
346.81,4.922e-18,,,4.922e-18
346.86,2.257e-17,,,2.257e-17
346.91,9.933e-17,,,9.933e-17
346.96,4.195e-16,,,4.195e-16
347.01,1.701e-15,,,1.701e-15
347.06,6.617e-15,,,6.617e-15
347.11,2.471e-14,,,2.471e-14
347.16,8.855e-14,,,8.855e-14
347.21,3.046e-13,,,3.046e-13
347.26,1.005e-12,,,1.005e-12
347.31,3.185e-12,,,3.185e-12
347.36,9.686e-12,,,9.686e-12
347.41,2.827e-11,,,2.827e-11
347.46,7.918e-11,,,7.918e-11
347.51,2.128e-10,,,2.128e-10
347.56,5.491e-10,,,5.491e-10
347.61,1.360e-9,,,1.360e-9
347.66,3.232e-9,,,3.232e-9
347.71,7.371e-9,,,7.371e-9
347.76,1.614e-8,,,1.614e-8
347.81,3.390e-8,,,3.390e-8
347.86,6.837e-8,,,6.837e-8
347.91,1.323e-7,,,1.323e-7
347.96,2.458e-7,,,2.458e-7
348.01,4.381e-7,,,4.381e-7
348.06,7.496e-7,,,7.496e-7
348.11,1.231e-6,,,1.231e-6
348.16,1.940e-6,,,1.940e-6
348.21,2.935e-6,,,2.935e-6
348.26,4.260e-6,,,4.260e-6
348.31,5.936e-6,,,5.936e-6
348.36,7.938e-6,,,7.938e-6
348.41,1.019e-5,,,1.019e-5
348.46,1.255e-5,,,1.255e-5
348.51,1.484e-5,,,1.484e-5
348.56,1.683e-5,,,1.683e-5
348.61,1.833e-5,,,1.833e-5
348.66,1.916e-5,,,1.916e-5
348.71,1.922e-5,,,1.922e-5
348.76,1.851e-5,,,1.851e-5
348.81,1.710e-5,,,1.710e-5
348.86,1.517e-5,,,1.517e-5
348.91,1.291e-5,,,1.291e-5
348.96,1.055e-5,,,1.055e-5
349.01,8.268e-6,,,8.268e-6
349.06,6.222e-6,,,6.222e-6
349.11,4.494e-6,,,4.494e-6
349.16,3.115e-6,,,3.115e-6
349.21,2.072e-6,,,2.072e-6
349.26,1.323e-6,,,1.323e-6
349.31,8.109e-7,,,8.109e-7
349.36,4.769e-7,,,4.769e-7
349.41,2.692e-7,,,2.692e-7
349.46,1.459e-7,,,1.459e-7
349.51,7.585e-8,,,7.585e-8
349.56,3.785e-8,,,3.785e-8
349.61,1.813e-8,,,1.813e-8
349.66,8.335e-9,,,8.335e-9
349.71,3.678e-9,,,3.678e-9
349.76,1.557e-9,,,1.557e-9
349.81,6.330e-10,,,6.330e-10
349.86,2.469e-10,,,2.469e-10
349.91,9.244e-11,,,9.244e-11
349.96,3.322e-11,,,3.322e-11
350.01,1.146e-11,,,1.146e-11
350.06,3.792e-12,,,3.792e-12
350.11,1.205e-12,,,1.205e-12
350.16,3.673e-13,,,3.673e-13
350.21,1.075e-13,,,1.075e-13
350.26,3.018e-14,,,3.018e-14
350.31,8.136e-15,,,8.136e-15
350.36,2.105e-15,,,2.105e-15
350.41,5.227e-16,,,5.227e-16
350.46,1.246e-16,,,1.246e-16
350.51,2.849e-17,,,2.849e-17
350.56,6.255e-18,,,6.255e-18
350.61,1.319e-18,,,1.319e-18
350.66,2.726e-19,,,2.726e-19
350.71,7.998e-20,,,7.998e-20
350.76,1.353e-19,,,1.353e-19
350.81,5.379e-19,,,5.379e-19
350.86,2.202e-18,,,2.202e-18
350.91,8.677e-18,,,8.677e-18
350.96,3.285e-17,,,3.285e-17
351.01,1.195e-16,,,1.195e-16
351.06,4.173e-16,,,4.173e-16
351.11,1.400e-15,,,1.400e-15
351.16,4.513e-15,,,4.513e-15
351.21,1.397e-14,,,1.397e-14
351.26,4.155e-14,,,4.155e-14
351.31,1.187e-13,,,1.187e-13
351.36,3.257e-13,,,3.257e-13
351.41,8.586e-13,,,8.586e-13
351.46,2.174e-12,,,2.174e-12
351.51,5.288e-12,,,5.288e-12
351.56,1.235e-11,,,1.235e-11
351.61,2.773e-11,,,2.773e-11
351.66,5.977e-11,,,5.977e-11
351.71,1.238e-10,,,1.238e-10
351.76,2.462e-10,,,2.462e-10
351.81,4.705e-10,,,4.705e-10
351.86,8.635e-10,,,8.635e-10
351.91,1.522e-9,,,1.522e-9
351.96,2.578e-9,,,2.578e-9
352.01,4.195e-9,,,4.195e-9
352.06,6.555e-9,,,6.555e-9
352.11,9.840e-9,,,9.840e-9
352.16,1.419e-8,,,1.419e-8
352.21,1.965e-8,,,1.965e-8
352.26,2.615e-8,,,2.615e-8
352.31,3.342e-8,,,3.342e-8
352.36,4.103e-8,,,4.103e-8
352.41,4.838e-8,,,4.838e-8
352.46,5.480e-8,,,5.480e-8
352.51,5.963e-8,,,5.963e-8
352.56,6.233e-8,,,6.233e-8
352.61,6.258e-8,,,6.258e-8
352.66,6.036e-8,,,6.036e-8
352.71,5.592e-8,,,5.592e-8
352.76,4.976e-8,,,4.976e-8
352.81,4.254e-8,,,4.254e-8
352.86,3.493e-8,,,3.493e-8
352.91,2.755e-8,,,2.755e-8
352.96,2.087e-8,,,2.087e-8
353.01,1.519e-8,,,1.519e-8
353.06,1.062e-8,,,1.062e-8
353.11,7.133e-9,,,7.133e-9
353.16,4.601e-9,,,4.601e-9
353.21,2.851e-9,,,2.851e-9
353.26,1.697e-9,,,1.697e-9
353.31,9.704e-10,,,9.704e-10
353.36,5.329e-10,,,5.329e-10
353.41,2.812e-10,,,2.812e-10
353.46,1.425e-10,,,1.425e-10
353.51,6.936e-11,,,6.936e-11
353.56,3.244e-11,,,3.244e-11
353.61,1.457e-11,,,1.457e-11
353.66,6.286e-12,,,6.286e-12
353.71,2.605e-12,,,2.605e-12
353.76,1.037e-12,,,1.037e-12
353.81,3.967e-13,,,3.967e-13
353.86,1.457e-13,,,1.457e-13
353.91,5.142e-14,,,5.142e-14
353.96,1.743e-14,,,1.743e-14
354.01,5.675e-15,,,5.675e-15
354.06,1.775e-15,,,1.775e-15
354.11,5.333e-16,,,5.333e-16
354.16,1.539e-16,,,1.539e-16
354.21,4.266e-17,,,4.266e-17
354.26,1.136e-17,,,1.136e-17
354.31,2.906e-18,,,2.906e-18
354.36,7.140e-19,,,7.140e-19
354.41,1.685e-19,,,1.685e-19
354.46,3.821e-20,,,3.821e-20
354.51,8.321e-21,,,8.321e-21
354.56,1.741e-21,,,1.741e-21
354.61,3.498e-22,,,3.498e-22
354.66,6.752e-23,,,6.752e-23
354.71,1.252e-23,,,1.252e-23
354.81,6.278e-24,,,6.278e-24
354.86,3.354e-23,,,3.354e-23
354.91,1.722e-22,,,1.722e-22
354.96,8.505e-22,,,8.505e-22
355.01,4.039e-21,,,4.039e-21
355.07,2.486e-20,,,2.486e-20
355.12,1.083e-19,,,1.083e-19
355.17,4.535e-19,,,4.535e-19
355.22,1.826e-18,,,1.826e-18
355.27,7.071e-18,,,7.071e-18
355.32,2.632e-17,,,2.632e-17
355.37,9.423e-17,,,9.423e-17
355.42,3.243e-16,,,3.243e-16
355.47,1.073e-15,,,1.073e-15
355.52,3.416e-15,,,3.416e-15
355.57,1.045e-14,,,1.045e-14
355.62,3.074e-14,,,3.074e-14
355.67,8.697e-14,,,8.697e-14
355.72,2.365e-13,,,2.365e-13
355.77,6.186e-13,,,6.186e-13
355.82,1.556e-12,,,1.556e-12
355.87,3.761e-12,,,3.761e-12
355.92,8.743e-12,,,8.743e-12
355.97,1.954e-11,,,1.954e-11
356.02,4.201e-11,,,4.201e-11
356.07,8.681e-11,,,8.681e-11
356.12,1.725e-10,,,1.725e-10
356.17,3.296e-10,,,3.296e-10
356.22,6.055e-10,,,6.055e-10
356.27,1.070e-9,,,1.070e-9
356.32,1.817e-9,,,1.817e-9
356.37,2.967e-9,,,2.967e-9
356.42,4.659e-9,,,4.659e-9
356.47,7.034e-9,,,7.034e-9
356.52,1.021e-8,,,1.021e-8
356.57,1.425e-8,,,1.425e-8
356.62,1.913e-8,,,1.913e-8
356.67,2.469e-8,,,2.469e-8
356.72,3.064e-8,,,3.064e-8
356.77,3.655e-8,,,3.655e-8
356.82,4.193e-8,,,4.193e-8
356.87,4.626e-8,,,4.626e-8
356.92,4.906e-8,,,4.906e-8
356.97,5.003e-8,,,5.003e-8
357.02,4.906e-8,,,4.906e-8
357.07,4.626e-8,,,4.626e-8
357.12,4.193e-8,,,4.193e-8
357.17,3.655e-8,,,3.655e-8
357.22,3.064e-8,,,3.064e-8
357.27,2.469e-8,,,2.469e-8
357.32,1.913e-8,,,1.913e-8
357.37,1.425e-8,,,1.425e-8
357.42,1.021e-8,,,1.021e-8
357.47,7.035e-9,,,7.035e-9
357.52,4.662e-9,,,4.662e-9
357.57,2.978e-9,,,2.978e-9
357.62,1.851e-9,,,1.851e-9
357.67,1.172e-9,,,1.172e-9
357.72,8.989e-10,,,8.989e-10
357.77,1.137e-9,,,1.137e-9
357.82,2.310e-9,,,2.310e-9
357.87,5.529e-9,,,5.529e-9
357.92,1.337e-8,,,1.337e-8
357.97,3.143e-8,,,3.143e-8
358.02,7.122e-8,,,7.122e-8
