Wavelength (nm),Sum,Si I (3.4e-01),Si II (6.6e-01),Si III (3.0e-05)
241.48,1.983e-8,,,1.983e-8
241.53,3.457e-8,,,3.457e-8
241.58,5.534e-8,,,5.534e-8
241.63,8.137e-8,,,8.137e-8
241.68,1.099e-7,,,1.099e-7
241.73,1.367e-7,,,1.367e-7
241.78,1.566e-7,,,1.566e-7
241.83,1.665e-7,,,1.665e-7
241.88,1.660e-7,,,1.660e-7
241.93,1.586e-7,,,1.586e-7
241.98,1.507e-7,,,1.507e-7
242.03,1.874e-7,3.815e-8,,1.492e-7
242.08,6.097e-7,4.512e-7,,1.585e-7
242.13,5.084e-6,4.906e-6,,1.784e-7
242.18,4.923e-5,4.902e-5,,2.040e-7
242.23,4.505e-4,4.502e-4,,2.270e-7
242.28,3.801e-3,3.801e-3,,2.389e-7
242.33,2.949e-2,2.949e-2,,2.346e-7
242.38,2.104e-1,2.104e-1,,2.136e-7
242.43,1.379e+0,1.379e+0,,1.809e-7
242.48,8.308e+0,8.308e+0,,1.449e-7
242.53,4.601e+1,4.601e+1,9.301e-12,1.150e-7
242.58,2.342e+2,2.342e+2,1.036e-10,9.921e-8
242.63,1.096e+3,1.096e+3,1.061e-9,1.026e-7
242.68,4.712e+3,4.712e+3,9.991e-9,1.268e-7
242.73,1.863e+4,1.863e+4,8.650e-8,1.689e-7
242.78,6.767e+4,6.767e+4,6.886e-7,2.219e-7
242.83,2.260e+5,2.260e+5,5.040e-6,2.751e-7
242.88,6.935e+5,6.935e+5,3.391e-5,3.162e-7
242.93,1.956e+6,1.956e+6,2.098e-4,3.350e-7
242.98,5.073e+6,5.073e+6,1.194e-3,3.264e-7
243.03,1.209e+7,1.209e+7,6.244e-3,2.923e-7
243.08,2.648e+7,2.648e+7,3.003e-2,2.405e-7
243.13,5.332e+7,5.332e+7,1.328e-1,1.819e-7
243.18,9.868e+7,9.868e+7,5.399e-1,1.263e-7
243.23,1.678e+8,1.678e+8,2.018e+0,8.064e-8
243.28,2.624e+8,2.624e+8,6.936e+0,4.729e-8
243.33,3.771e+8,3.771e+8,2.192e+1,2.548e-8
243.38,4.981e+8,4.981e+8,6.369e+1,1.261e-8
243.43,6.047e+8,6.047e+8,1.702e+2,5.736e-9
243.48,6.747e+8,6.747e+8,4.180e+2,2.397e-9
243.53,6.920e+8,6.920e+8,9.441e+2,9.201e-10
243.58,6.523e+8,6.523e+8,1.961e+3,3.246e-10
243.63,5.652e+8,5.652e+8,3.745e+3,1.052e-10
243.68,4.502e+8,4.501e+8,6.577e+3,3.132e-11
243.73,3.295e+8,3.295e+8,1.063e+4,8.568e-12
243.78,2.217e+8,2.217e+8,1.580e+4,2.154e-12
243.83,1.371e+8,1.371e+8,2.163e+4,5.014e-13
243.88,7.795e+7,7.793e+7,2.731e+4,1.310e-13
243.93,4.074e+7,4.071e+7,3.186e+4,1.655e-13
243.98,1.958e+7,1.955e+7,3.448e+4,7.616e-13
244.03,8.664e+6,8.629e+6,3.487e+4,3.646e-12
244.08,3.534e+6,3.500e+6,3.329e+4,1.614e-11
244.13,1.336e+6,1.305e+6,3.051e+4,6.571e-11
244.18,4.747e+5,4.473e+5,2.738e+4,2.462e-10
244.23,1.654e+5,1.409e+5,2.450e+4,8.488e-10
244.28,6.286e+4,4.080e+4,2.206e+4,2.692e-9
244.33,3.071e+4,1.086e+4,1.985e+4,7.858e-9
244.38,2.021e+4,2.656e+3,1.756e+4,2.110e-8
244.43,1.555e+4,5.971e+2,1.495e+4,5.213e-8
244.48,1.218e+4,1.234e+2,1.205e+4,1.185e-7
244.53,9.116e+3,2.344e+1,9.092e+3,2.479e-7
244.58,6.375e+3,4.092e+0,6.371e+3,4.770e-7
244.63,4.129e+3,6.566e-1,4.128e+3,8.446e-7
244.68,2.468e+3,9.684e-2,2.468e+3,1.376e-6
244.73,1.359e+3,1.313e-2,1.359e+3,2.063e-6
244.78,6.888e+2,1.636e-3,6.888e+2,2.845e-6
244.83,3.213e+2,1.873e-4,3.213e+2,3.610e-6
244.88,1.379e+2,1.972e-5,1.379e+2,4.215e-6
244.93,5.441e+1,1.908e-6,5.441e+1,4.528e-6
244.98,1.975e+1,1.697e-7,1.975e+1,4.475e-6
245.03,6.593e+0,,6.593e+0,4.070e-6
245.08,2.024e+0,,2.024e+0,3.406e-6
245.13,5.716e-1,,5.716e-1,2.622e-6
245.18,1.485e-1,,1.485e-1,1.857e-6
245.23,3.546e-2,,3.546e-2,1.210e-6
245.28,7.789e-3,,7.788e-3,7.258e-7
245.33,1.574e-3,,1.573e-3,4.005e-7
245.38,2.925e-4,,2.923e-4,2.033e-7
245.43,5.003e-5,,4.993e-5,9.495e-8
245.48,7.887e-6,,7.846e-6,4.080e-8
245.53,1.150e-6,,1.134e-6,1.613e-8
245.58,1.566e-7,,1.507e-7,5.869e-9
245.63,2.038e-8,,1.842e-8,1.965e-9
245.68,2.675e-9,,2.070e-9,6.051e-10
245.73,3.859e-10,,2.140e-10,1.718e-10
245.78,6.664e-11,,2.035e-11,4.629e-11
245.83,1.830e-11,,1.779e-12,1.652e-11
245.88,2.178e-11,,,2.178e-11
245.93,6.037e-11,,,6.037e-11
245.98,1.703e-10,,,1.703e-10
246.03,4.454e-10,,,4.454e-10
246.08,1.074e-9,,,1.074e-9
246.13,2.383e-9,,,2.383e-9
246.18,4.874e-9,,,4.874e-9
246.23,9.180e-9,,,9.180e-9
246.28,1.593e-8,,,1.593e-8
246.33,2.545e-8,,,2.545e-8
246.38,3.746e-8,,,3.746e-8
246.43,5.077e-8,,,5.077e-8
246.48,6.340e-8,,,6.340e-8
246.53,7.291e-8,,,7.291e-8
246.58,7.723e-8,,,7.723e-8
246.63,7.535e-8,,,7.535e-8
246.68,6.771e-8,,,6.771e-8
246.73,5.604e-8,,,5.604e-8
246.78,4.272e-8,,,4.272e-8
246.83,3.000e-8,,,3.000e-8
246.88,1.940e-8,,,1.940e-8
246.93,1.156e-8,,,1.156e-8
246.98,6.341e-9,,,6.341e-9
247.03,3.205e-9,,,3.205e-9
247.08,1.492e-9,,,1.492e-9
247.13,6.395e-10,,,6.395e-10
247.18,2.525e-10,,,2.525e-10
247.23,9.191e-11,,,9.191e-11
247.28,3.103e-11,,,3.103e-11
247.33,1.054e-11,,,1.054e-11
247.38,6.529e-12,,,6.529e-12
247.43,1.360e-11,,,1.360e-11
247.48,4.022e-11,,,4.022e-11
247.53,1.149e-10,,,1.149e-10
247.58,3.044e-10,,,3.044e-10
247.63,7.457e-10,,,7.457e-10
247.68,1.690e-9,,,1.690e-9
247.73,3.545e-9,,,3.545e-9
247.78,6.894e-9,,,6.894e-9
247.83,1.245e-8,,,1.245e-8
247.88,2.090e-8,,,2.090e-8
247.93,3.272e-8,,,3.272e-8
247.98,4.789e-8,,,4.789e-8
248.03,6.571e-8,,,6.571e-8
248.08,8.489e-8,,,8.489e-8
248.13,1.037e-7,,,1.037e-7
248.18,1.206e-7,,,1.206e-7
248.23,1.342e-7,,,1.342e-7
248.28,1.440e-7,,,1.440e-7
248.33,1.500e-7,,,1.500e-7
248.38,1.524e-7,,,1.524e-7
248.43,1.514e-7,,,1.514e-7
248.48,1.467e-7,,,1.467e-7
248.53,1.377e-7,,,1.377e-7
248.58,1.242e-7,,3.410e-12,1.242e-7
248.63,1.067e-7,,3.663e-11,1.067e-7
248.68,8.690e-8,,3.663e-10,8.654e-8
248.73,6.923e-8,,3.359e-9,6.587e-8
248.78,7.524e-8,,2.845e-8,4.680e-8
248.83,2.534e-7,,2.225e-7,3.092e-8
248.88,1.626e-6,,1.607e-6,1.895e-8
248.93,1.073e-5,,1.072e-5,1.075e-8
248.98,6.605e-5,,6.605e-5,5.643e-9
249.03,3.760e-4,,3.760e-4,2.736e-9
249.08,1.978e-3,,1.978e-3,1.225e-9
249.13,9.612e-3,,9.612e-3,5.060e-10
249.18,4.318e-2,4.108e-7,4.318e-2,1.929e-10
249.23,1.793e-1,4.363e-6,1.793e-1,6.787e-11
249.28,6.886e-1,4.280e-5,6.886e-1,2.202e-11
249.33,2.446e+0,3.878e-4,2.446e+0,6.593e-12
249.38,8.040e+0,3.245e-3,8.037e+0,1.820e-12
249.43,2.447e+1,2.507e-2,2.444e+1,4.635e-13
249.48,6.903e+1,1.789e-1,6.885e+1,1.089e-13
249.53,1.808e+2,1.179e+0,1.797e+2,2.358e-14
249.58,4.418e+2,7.175e+0,4.346e+2,4.712e-15
249.63,1.016e+3,4.033e+1,9.754e+2,8.681e-16
249.68,2.242e+3,2.094e+2,2.033e+3,1.475e-16
249.73,4.941e+3,1.004e+3,3.937e+3,2.312e-17
249.78,1.154e+4,4.443e+3,7.100e+3,3.342e-18
249.83,3.011e+4,1.817e+4,1.194e+4,4.455e-19
249.88,8.737e+4,6.860e+4,1.877e+4,5.477e-20
249.93,2.669e+5,2.392e+5,2.769e+4,6.210e-21
249.98,8.089e+5,7.704e+5,3.847e+4,6.494e-22
250.03,2.342e+6,2.291e+6,5.064e+4,6.263e-23
250.08,6.357e+6,6.294e+6,6.361e+4,5.570e-24
250.13,1.604e+7,1.597e+7,7.680e+4,
250.18,3.749e+7,3.740e+7,8.976e+4,
250.23,8.102e+7,8.092e+7,1.020e+5,
250.28,1.618e+8,1.617e+8,1.129e+5,
250.33,2.985e+8,2.983e+8,1.214e+5,
250.38,5.085e+8,5.084e+8,1.258e+5,
250.43,8.003e+8,8.001e+8,1.249e+5,
250.48,1.163e+9,1.163e+9,1.178e+5,
250.53,1.561e+9,1.561e+9,1.048e+5,
250.58,1.935e+9,1.935e+9,8.768e+4,
250.63,2.215e+9,2.215e+9,6.861e+4,
250.68,2.343e+9,2.342e+9,5.009e+4,
250.73,2.288e+9,2.288e+9,3.406e+4,
250.78,2.065e+9,2.065e+9,2.154e+4,
250.83,1.724e+9,1.724e+9,1.266e+4,
250.88,1.339e+9,1.339e+9,6.907e+3,
250.93,9.802e+8,9.802e+8,3.497e+3,
250.98,7.079e+8,7.079e+8,1.643e+3,
251.03,5.627e+8,5.627e+8,7.154e+2,
251.08,5.732e+8,5.732e+8,2.889e+2,
251.13,7.640e+8,7.640e+8,1.081e+2,
251.18,1.161e+9,1.161e+9,3.747e+1,
251.23,1.787e+9,1.787e+9,1.203e+1,
251.28,2.654e+9,2.654e+9,3.577e+0,
251.33,3.742e+9,3.742e+9,9.848e-1,1.844e-22
251.38,4.986e+9,4.986e+9,2.509e-1,1.911e-21
251.43,6.265e+9,6.265e+9,5.917e-2,1.832e-20
251.48,7.414e+9,7.414e+9,1.291e-2,1.624e-19
251.53,8.255e+9,8.255e+9,2.606e-3,1.331e-18
251.58,8.646e+9,8.646e+9,4.864e-4,1.009e-17
251.63,8.522e+9,8.522e+9,8.396e-5,7.074e-17
251.68,7.924e+9,7.924e+9,1.340e-5,4.586e-16
251.73,6.981e+9,6.981e+9,1.977e-6,2.750e-15
251.78,5.871e+9,5.871e+9,2.697e-7,1.524e-14
251.83,4.761e+9,4.761e+9,3.401e-8,7.816e-14
251.88,3.767e+9,3.767e+9,3.962e-9,3.706e-13
251.93,2.945e+9,2.945e+9,4.266e-10,1.625e-12
251.98,2.306e+9,2.306e+9,4.089e-11,6.589e-12
252.03,1.839e+9,1.839e+9,3.776e-12,2.471e-11
252.08,1.536e+9,1.536e+9,,8.569e-11
252.13,1.390e+9,1.390e+9,,2.748e-10
252.18,1.392e+9,1.392e+9,,8.149e-10
252.23,1.514e+9,1.514e+9,,2.235e-9
252.28,1.706e+9,1.706e+9,,5.668e-9
252.33,1.905e+9,1.905e+9,,1.329e-8
252.38,2.052e+9,2.052e+9,,2.884e-8
252.43,2.114e+9,2.114e+9,,5.784e-8
252.48,2.095e+9,2.095e+9,,1.073e-7
252.53,2.036e+9,2.036e+9,,1.840e-7
252.58,1.995e+9,1.995e+9,,2.920e-7
252.63,2.018e+9,2.018e+9,,4.283e-7
252.68,2.119e+9,2.119e+9,,5.811e-7
252.73,2.270e+9,2.270e+9,,7.290e-7
252.78,2.409e+9,2.409e+9,,8.458e-7
252.83,2.465e+9,2.465e+9,,9.075e-7
252.88,2.389e+9,2.389e+9,,9.004e-7
252.93,2.172e+9,2.172e+9,,8.265e-7
252.98,1.842e+9,1.842e+9,,7.030e-7
253.03,1.458e+9,1.458e+9,,5.622e-7
253.08,1.078e+9,1.078e+9,,4.682e-7
253.13,7.501e+8,7.501e+8,,6.324e-7
253.18,4.964e+8,4.964e+8,,1.948e-6
253.23,3.176e+8,3.176e+8,,8.152e-6
253.28,2.006e+8,2.006e+8,,3.377e-5
253.33,1.274e+8,1.274e+8,,1.307e-4
253.38,8.205e+7,8.205e+7,,4.685e-4
253.43,5.317e+7,5.317e+7,,1.555e-3
253.48,3.403e+7,3.403e+7,,4.775e-3
253.53,2.108e+7,2.108e+7,,1.357e-2
253.58,1.242e+7,1.242e+7,,3.571e-2
253.63,6.886e+6,6.886e+6,,8.696e-2
253.68,3.564e+6,3.564e+6,,1.960e-1
253.73,1.715e+6,1.715e+6,,4.088e-1
253.78,7.656e+5,7.656e+5,,7.892e-1
253.83,3.166e+5,3.166e+5,,1.410e+0
253.88,1.212e+5,1.212e+5,,2.332e+0
253.93,4.296e+4,4.296e+4,,3.569e+0
253.98,1.409e+4,1.408e+4,,5.056e+0
254.03,4.278e+3,4.271e+3,,6.629e+0
254.08,1.206e+3,1.198e+3,,8.044e+0
254.13,3.200e+2,3.110e+2,,9.034e+0
254.18,8.405e+1,7.466e+1,,9.391e+0
254.23,2.561e+1,1.658e+1,,9.034e+0
254.28,1.145e+1,3.406e+0,,8.044e+0
254.33,7.276e+0,6.471e-1,,6.629e+0
254.38,5.170e+0,1.137e-1,,5.056e+0
254.43,3.588e+0,1.849e-2,,3.569e+0
254.48,2.335e+0,2.780e-3,,2.332e+0
254.53,1.411e+0,3.867e-4,,1.410e+0
254.58,7.894e-1,4.976e-5,,7.893e-1
254.63,4.089e-1,5.922e-6,,4.089e-1
254.68,1.961e-1,6.520e-7,,1.961e-1
254.73,8.705e-2,6.639e-8,,8.705e-2
254.78,3.579e-2,6.254e-9,,3.579e-2
254.83,1.363e-2,,,1.363e-2
254.88,4.812e-3,,,4.812e-3
254.93,1.578e-3,,,1.578e-3
254.98,4.825e-4,,,4.825e-4
255.03,1.383e-4,,,1.383e-4
255.08,3.757e-5,,,3.757e-5
255.13,9.875e-6,,,9.875e-6
255.18,2.655e-6,,,2.655e-6
255.23,9.798e-7,,,9.798e-7
255.28,1.031e-6,,,1.031e-6
255.33,2.221e-6,,,2.221e-6
255.38,5.156e-6,,,5.156e-6
255.43,1.129e-5,,,1.129e-5
255.48,2.296e-5,,,2.296e-5
255.53,4.327e-5,,,4.327e-5
255.58,7.554e-5,,,7.554e-5
255.63,1.222e-4,,,1.222e-4
255.68,1.831e-4,,,1.831e-4
255.73,2.543e-4,,,2.543e-4
255.78,3.271e-4,,,3.271e-4
255.83,3.899e-4,,,3.899e-4
255.88,4.306e-4,,,4.306e-4
255.93,4.406e-4,,,4.406e-4
255.98,4.177e-4,,,4.177e-4
256.03,3.668e-4,,,3.668e-4
256.08,2.985e-4,,,2.985e-4
256.13,2.251e-4,,,2.251e-4
256.18,1.572e-4,,,1.572e-4
256.23,1.017e-4,,,1.017e-4
256.28,6.100e-5,,,6.100e-5
256.33,3.389e-5,,,3.389e-5
256.38,1.744e-5,,,1.744e-5
256.43,8.318e-6,,,8.318e-6
256.48,3.675e-6,,,3.675e-6
256.53,1.504e-6,,,1.504e-6
256.58,5.705e-7,,,5.705e-7
256.63,2.005e-7,,,2.005e-7
256.68,6.526e-8,,,6.526e-8
256.73,1.968e-8,,,1.968e-8
256.78,5.501e-9,,,5.501e-9
256.83,1.424e-9,,,1.424e-9
256.88,3.417e-10,,,3.417e-10
256.93,7.594e-11,,,7.594e-11
256.98,1.564e-11,,,1.564e-11
257.03,2.983e-12,,,2.983e-12
257.08,5.273e-13,,,5.273e-13
257.13,8.636e-14,,,8.636e-14
257.18,1.310e-14,,,1.310e-14
257.23,1.842e-15,,,1.842e-15
257.28,2.399e-16,,,2.399e-16
257.33,2.895e-17,,,2.895e-17
257.38,3.237e-18,,,3.237e-18
257.43,3.353e-19,,,3.353e-19
257.48,3.218e-20,,,3.218e-20
261.53,3.124e-8,3.124e-8,,
261.58,3.039e-7,3.039e-7,,
261.63,2.750e-6,2.750e-6,,
261.68,2.315e-5,2.315e-5,,
261.73,1.813e-4,1.813e-4,,
261.78,1.321e-3,1.321e-3,,
261.83,8.953e-3,8.953e-3,,
261.88,5.646e-2,5.646e-2,,
261.93,3.312e-1,3.312e-1,,
261.98,1.808e+0,1.808e+0,,
262.03,9.180e+0,9.180e+0,,
262.08,4.336e+1,4.336e+1,,
262.13,1.906e+2,1.906e+2,,
262.18,7.792e+2,7.792e+2,,
262.23,2.964e+3,2.964e+3,,
262.28,1.049e+4,1.049e+4,,
262.33,3.453e+4,3.453e+4,,
262.38,1.058e+5,1.058e+5,,
262.44,3.684e+5,3.684e+5,,
262.49,9.626e+5,9.626e+5,,1.490e-22
262.54,2.340e+6,2.340e+6,,1.405e-21
262.59,5.292e+6,5.292e+6,,1.234e-20
262.64,1.113e+7,1.113e+7,,1.008e-19
262.69,2.179e+7,2.179e+7,,7.668e-19
262.74,3.969e+7,3.969e+7,,5.429e-18
262.79,6.723e+7,6.723e+7,,3.578e-17
262.84,1.060e+8,1.060e+8,,2.195e-16
262.89,1.554e+8,1.554e+8,,1.253e-15
262.94,2.120e+8,2.120e+8,6.134e-13,6.662e-15
262.99,2.690e+8,2.690e+8,5.905e-12,3.296e-14
263.04,3.176e+8,3.176e+8,5.293e-11,1.518e-13
263.09,3.489e+8,3.489e+8,4.418e-10,6.506e-13
263.14,3.565e+8,3.565e+8,3.433e-9,2.596e-12
263.19,3.389e+8,3.389e+8,2.484e-8,9.640e-12
263.24,2.998e+8,2.998e+8,1.673e-7,3.332e-11
263.29,2.467e+8,2.467e+8,1.049e-6,1.072e-10
263.34,1.888e+8,1.888e+8,6.126e-6,3.212e-10
263.39,1.345e+8,1.345e+8,3.330e-5,8.953e-10
263.44,8.911e+7,8.911e+7,1.686e-4,2.323e-9
263.49,5.493e+7,5.493e+7,7.944e-4,5.612e-9
263.54,3.150e+7,3.150e+7,3.486e-3,1.262e-8
263.59,1.680e+7,1.680e+7,1.424e-2,2.641e-8
263.64,8.341e+6,8.341e+6,5.416e-2,5.144e-8
263.69,3.851e+6,3.851e+6,1.918e-1,9.326e-8
263.74,1.654e+6,1.654e+6,6.324e-1,1.574e-7
263.79,6.612e+5,6.612e+5,1.941e+0,2.473e-7
263.84,2.459e+5,2.459e+5,5.549e+0,3.616e-7
263.89,8.506e+4,8.504e+4,1.477e+1,4.922e-7
263.94,2.740e+4,2.737e+4,3.658e+1,6.235e-7
263.99,8.278e+3,8.194e+3,8.439e+1,7.353e-7
264.04,2.463e+3,2.282e+3,1.812e+2,8.072e-7
264.09,9.538e+2,5.914e+2,3.624e+2,8.247e-7
264.14,8.173e+2,1.426e+2,6.747e+2,7.843e-7
264.19,1.202e+3,3.197e+1,1.170e+3,6.943e-7
264.24,1.894e+3,6.671e+0,1.888e+3,5.721e-7
264.29,2.838e+3,1.295e+0,2.836e+3,4.388e-7
264.34,3.968e+3,2.339e-1,3.968e+3,3.133e-7
264.39,5.169e+3,3.929e-2,5.169e+3,2.082e-7
264.44,6.268e+3,6.141e-3,6.268e+3,1.288e-7
264.49,7.078e+3,8.930e-4,7.078e+3,7.414e-8
264.54,7.441e+3,1.208e-4,7.441e+3,3.974e-8
264.59,7.283e+3,1.520e-5,7.283e+3,1.983e-8
264.64,6.637e+3,1.780e-6,6.637e+3,9.219e-9
264.69,5.632e+3,1.939e-7,5.632e+3,4.031e-9
264.74,4.449e+3,,4.449e+3,1.775e-9
264.79,3.274e+3,,3.274e+3,1.131e-9
264.84,2.247e+3,,2.247e+3,1.716e-9
264.89,1.446e+3,,1.446e+3,4.050e-9
264.94,8.930e+2,,8.930e+2,9.820e-9
264.99,5.763e+2,,5.763e+2,2.247e-8
265.04,4.809e+2,,4.809e+2,4.797e-8
265.09,6.133e+2,,6.133e+2,9.543e-8
265.14,1.015e+3,,1.015e+3,1.768e-7
265.19,1.758e+3,,1.758e+3,3.053e-7
265.24,2.929e+3,,2.929e+3,4.909e-7
265.29,4.587e+3,,4.587e+3,7.354e-7
265.34,6.723e+3,,6.723e+3,1.026e-6
265.39,9.232e+3,,9.232e+3,1.334e-6
265.44,1.192e+4,,1.192e+4,1.616e-6
265.49,1.455e+4,,1.455e+4,1.822e-6
265.54,1.697e+4,,1.697e+4,1.915e-6
265.59,1.916e+4,,1.916e+4,1.875e-6
265.64,2.129e+4,,2.129e+4,1.710e-6
265.69,2.364e+4,,2.364e+4,1.453e-6
265.74,2.646e+4,,2.646e+4,1.149e-6
265.79,2.977e+4,,2.977e+4,8.474e-7
265.84,3.322e+4,,3.322e+4,5.820e-7
265.89,3.616e+4,,3.616e+4,3.723e-7
265.94,3.782e+4,,3.782e+4,2.219e-7
265.99,3.758e+4,,3.758e+4,1.232e-7
266.04,3.520e+4,,3.520e+4,6.370e-8
266.09,3.093e+4,,3.093e+4,3.069e-8
266.14,2.542e+4,,2.542e+4,1.377e-8
266.19,1.951e+4,,1.951e+4,5.758e-9
266.24,1.397e+4,,1.397e+4,2.242e-9
266.29,9.335e+3,,9.335e+3,8.135e-10
266.34,5.819e+3,,5.819e+3,2.749e-10
266.39,3.397e+3,,3.397e+3,8.656e-11
266.44,1.886e+3,,1.886e+3,2.538e-11
266.49,1.059e+3,,1.059e+3,6.935e-12
266.54,7.177e+2,,7.177e+2,1.765e-12
266.59,7.318e+2,,7.318e+2,4.185e-13
266.64,1.036e+3,,1.036e+3,9.242e-14
266.69,1.607e+3,,1.607e+3,1.901e-14
266.74,2.430e+3,,2.430e+3,3.644e-15
266.79,3.464e+3,,3.464e+3,6.506e-16
266.84,4.615e+3,,4.615e+3,1.082e-16
266.89,5.734e+3,,5.734e+3,1.676e-17
266.94,6.645e+3,,6.645e+3,2.419e-18
266.99,7.180e+3,,7.180e+3,3.253e-19
267.04,7.236e+3,,7.236e+3,4.074e-20
267.09,6.810e+3,,6.810e+3,4.753e-21
267.14,6.004e+3,,6.004e+3,5.166e-22
267.19,5.002e+3,,5.002e+3,
267.24,4.034e+3,,4.034e+3,
267.29,3.337e+3,,3.337e+3,
267.34,3.131e+3,,3.131e+3,
267.39,3.602e+3,,3.602e+3,
267.44,4.892e+3,,4.892e+3,
267.49,7.062e+3,,7.062e+3,
267.54,1.004e+4,,1.004e+4,
267.59,1.360e+4,,1.360e+4,
267.64,1.729e+4,,1.729e+4,
267.69,2.056e+4,,2.056e+4,
267.74,2.282e+4,,2.282e+4,
267.79,2.362e+4,,2.362e+4,
267.84,2.281e+4,,2.281e+4,
267.89,2.055e+4,,2.055e+4,
267.94,1.726e+4,,1.726e+4,
267.99,1.352e+4,,1.352e+4,
268.04,9.881e+3,,9.881e+3,
268.09,6.734e+3,,6.734e+3,
268.14,4.280e+3,,4.280e+3,
268.19,2.537e+3,,2.537e+3,
268.24,1.403e+3,,1.403e+3,
268.29,7.232e+2,,7.232e+2,
268.34,3.478e+2,,3.478e+2,
268.39,1.560e+2,,1.560e+2,
268.44,6.525e+1,,6.525e+1,
268.49,2.546e+1,,2.546e+1,
268.54,9.263e+0,,9.263e+0,
268.59,3.143e+0,,3.143e+0,
268.64,9.949e-1,,9.949e-1,
268.69,2.937e-1,,2.937e-1,
268.74,8.085e-2,,8.085e-2,
268.79,2.076e-2,,2.076e-2,
268.84,4.971e-3,,4.971e-3,
268.89,1.110e-3,,1.110e-3,
268.94,2.313e-4,,2.313e-4,
268.99,4.493e-5,,4.493e-5,
269.04,8.140e-6,,8.140e-6,
269.09,1.376e-6,,1.376e-6,
269.14,2.168e-7,,2.168e-7,
269.19,3.187e-8,,3.187e-8,
269.24,4.368e-9,,4.368e-9,
269.29,5.585e-10,,5.585e-10,
269.34,6.660e-11,,6.660e-11,
269.39,7.407e-12,,7.407e-12,
270.59,2.956e-12,,2.956e-12,
270.64,2.578e-11,,2.578e-11,
270.69,2.102e-10,,2.102e-10,
270.74,1.602e-9,,1.602e-9,
270.79,1.141e-8,,1.141e-8,
270.84,7.597e-8,,7.597e-8,
270.89,4.729e-7,,4.729e-7,
270.94,2.751e-6,,2.751e-6,
270.99,1.496e-5,,1.496e-5,
271.04,7.606e-5,,7.606e-5,
271.09,3.615e-4,,3.615e-4,
271.14,1.606e-3,,1.606e-3,
271.19,6.667e-3,,6.667e-3,
271.24,2.587e-2,,2.587e-2,
271.29,9.388e-2,,9.388e-2,
271.34,3.184e-1,,3.184e-1,
271.39,1.009e+0,,1.009e+0,
271.44,2.991e+0,,2.991e+0,
271.49,8.284e+0,,8.284e+0,
271.54,2.145e+1,,2.145e+1,
271.59,5.191e+1,,5.191e+1,
271.64,1.174e+2,,1.174e+2,
271.69,2.484e+2,,2.484e+2,
271.74,4.911e+2,,4.911e+2,
271.79,9.077e+2,,9.077e+2,
271.84,1.569e+3,,1.569e+3,
271.89,2.536e+3,,2.536e+3,
271.94,3.835e+3,,3.835e+3,
271.99,5.430e+3,,5.430e+3,
272.04,7.208e+3,,7.208e+3,
272.09,8.995e+3,,8.995e+3,
272.14,1.060e+4,,1.060e+4,
272.19,1.187e+4,,1.187e+4,
272.24,1.279e+4,,1.279e+4,
272.29,1.349e+4,,1.349e+4,
272.34,1.420e+4,,1.420e+4,
272.39,1.520e+4,,1.520e+4,
272.44,1.666e+4,,1.666e+4,
272.49,1.852e+4,,1.852e+4,
272.54,2.050e+4,,2.050e+4,
272.59,2.217e+4,,2.217e+4,
272.64,2.302e+4,,2.302e+4,
272.69,2.271e+4,,2.271e+4,
272.74,2.114e+4,,2.114e+4,
272.79,1.849e+4,,1.849e+4,
272.84,1.516e+4,,1.516e+4,
272.89,1.164e+4,,1.164e+4,
272.94,8.364e+3,,8.364e+3,
272.99,5.622e+3,,5.622e+3,
273.04,3.534e+3,,3.534e+3,
273.09,2.077e+3,,2.077e+3,
273.14,1.141e+3,,1.141e+3,
273.19,5.865e+2,,5.865e+2,
273.24,2.818e+2,,2.818e+2,
273.29,1.266e+2,,1.266e+2,
273.34,5.316e+1,,5.316e+1,
273.39,2.087e+1,,2.087e+1,
273.44,7.664e+0,,7.664e+0,
273.49,2.631e+0,,2.631e+0,
273.54,8.442e-1,,8.442e-1,
273.59,2.533e-1,,2.533e-1,
273.64,7.107e-2,,7.107e-2,
273.69,1.864e-2,,1.864e-2,
273.74,4.571e-3,,4.571e-3,
273.79,1.048e-3,,1.048e-3,
273.84,2.247e-4,,2.247e-4,
273.89,4.504e-5,,4.504e-5,
273.94,8.440e-6,,8.440e-6,
273.99,1.479e-6,,1.479e-6,
274.04,2.422e-7,,2.422e-7,
274.09,3.710e-8,,3.710e-8,
274.14,5.312e-9,,5.312e-9,
274.19,7.112e-10,,7.112e-10,
274.24,8.903e-11,,8.903e-11,
274.29,1.042e-11,,1.042e-11,
280.04,8.183e-23,,,8.183e-23
280.09,6.503e-22,,,6.503e-22
280.14,4.853e-21,,,4.853e-21
280.19,3.400e-20,,,3.400e-20
280.24,2.237e-19,,,2.237e-19
280.29,1.381e-18,,,1.381e-18
280.34,8.012e-18,,,8.012e-18
280.39,4.363e-17,,,4.363e-17
280.44,2.231e-16,,,2.231e-16
280.49,1.071e-15,,,1.071e-15
280.54,4.827e-15,,,4.827e-15
280.59,2.043e-14,,,2.043e-14
280.64,8.119e-14,,,8.119e-14
280.69,3.030e-13,,,3.030e-13
280.74,1.061e-12,,,1.061e-12
280.79,3.492e-12,,,3.492e-12
280.84,1.078e-11,,,1.078e-11
280.89,3.128e-11,,,3.128e-11
