Wavelength (nm),Sum,Mg I (1.1e-01),Mg II (8.9e-01),Mg III (5.4e-04)
252.48,7.130e-22,,,7.130e-22
252.53,1.364e-21,,,1.364e-21
252.58,2.413e-21,,,2.413e-21
252.63,3.949e-21,,,3.949e-21
252.68,5.976e-21,,,5.976e-21
252.73,8.364e-21,,,8.364e-21
252.78,1.082e-20,,,1.082e-20
252.83,1.296e-20,,,1.296e-20
252.88,1.434e-20,,,1.434e-20
252.93,1.468e-20,,,1.468e-20
252.98,1.390e-20,,,1.390e-20
253.03,1.217e-20,,,1.217e-20
253.08,9.855e-21,,,9.855e-21
253.13,7.380e-21,,,7.380e-21
253.18,5.111e-21,,,5.111e-21
253.23,3.274e-21,,,3.274e-21
253.28,1.939e-21,,,1.939e-21
253.33,1.062e-21,,,1.062e-21
253.38,5.381e-22,,,5.381e-22
253.43,2.521e-22,,,2.521e-22
253.48,1.092e-22,,,1.092e-22
253.53,4.377e-23,,,4.377e-23
253.58,1.622e-23,,,1.622e-23
253.63,5.559e-24,,,5.559e-24
253.68,1.762e-24,,,1.762e-24
253.73,5.165e-25,,,5.165e-25
253.78,1.400e-25,,,1.400e-25
253.83,3.510e-26,,,3.510e-26
253.88,8.138e-27,,,8.138e-27
253.93,1.745e-27,,,1.745e-27
253.98,3.460e-28,,,3.460e-28
254.03,6.346e-29,,,6.346e-29
254.08,1.076e-29,,,1.076e-29
254.13,1.688e-30,,,1.688e-30
254.18,2.449e-31,,,2.449e-31
254.23,3.285e-32,,,3.285e-32
254.28,4.075e-33,,,4.075e-33
254.33,4.675e-34,,,4.675e-34
254.38,4.961e-35,,,4.961e-35
254.43,4.868e-36,,,4.868e-36
260.23,9.985e-40,,,9.985e-40
260.28,9.513e-39,,,9.513e-39
260.33,8.426e-38,,,8.426e-38
260.38,6.938e-37,,,6.938e-37
260.43,5.310e-36,,,5.310e-36
260.48,3.779e-35,,,3.779e-35
260.53,2.500e-34,,,2.500e-34
260.58,1.538e-33,,,1.538e-33
260.63,8.791e-33,,,8.791e-33
260.68,4.672e-32,,,4.672e-32
260.73,2.309e-31,,,2.309e-31
260.78,1.061e-30,,,1.061e-30
260.83,4.529e-30,,,4.529e-30
260.88,1.798e-29,,,1.798e-29
260.93,6.636e-29,,,6.636e-29
260.98,2.277e-28,,,2.277e-28
261.03,7.262e-28,,,7.262e-28
261.08,2.153e-27,,,2.153e-27
261.13,5.936e-27,,,5.936e-27
261.18,1.521e-26,,,1.521e-26
261.23,3.624e-26,,,3.624e-26
261.28,8.027e-26,,,8.027e-26
261.33,1.653e-25,,,1.653e-25
261.38,3.164e-25,,,3.164e-25
261.43,5.630e-25,,,5.630e-25
261.48,9.313e-25,,,9.313e-25
261.53,1.432e-24,,,1.432e-24
261.58,2.048e-24,,,2.048e-24
261.63,2.721e-24,,,2.721e-24
261.68,3.363e-24,,,3.363e-24
261.73,3.863e-24,,,3.863e-24
261.78,4.125e-24,,,4.125e-24
261.83,4.095e-24,,,4.095e-24
261.88,3.779e-24,,,3.779e-24
261.93,3.242e-24,,,3.242e-24
261.98,2.586e-24,,,2.586e-24
262.03,1.917e-24,,,1.917e-24
262.08,1.322e-24,,,1.322e-24
262.13,8.470e-25,,,8.470e-25
262.18,5.046e-25,,,5.046e-25
262.23,2.795e-25,,,2.795e-25
262.28,1.439e-25,,,1.439e-25
262.33,6.887e-26,,,6.887e-26
262.38,3.065e-26,,,3.065e-26
262.44,1.053e-26,,,1.053e-26
262.49,3.992e-27,,,3.992e-27
262.54,1.406e-27,,,1.406e-27
262.59,4.607e-28,,,4.607e-28
262.64,1.403e-28,,,1.403e-28
262.69,3.971e-29,,,3.971e-29
262.74,1.045e-29,,,1.045e-29
262.79,2.556e-30,,,2.556e-30
262.84,5.814e-31,,,5.814e-31
262.89,1.229e-31,,,1.229e-31
262.94,2.416e-32,,,2.416e-32
262.99,4.415e-33,,,4.415e-33
263.04,7.500e-34,,,7.500e-34
263.09,1.184e-34,,,1.184e-34
263.14,1.739e-35,,,1.739e-35
263.19,2.373e-36,,,2.373e-36
263.24,3.011e-37,,,3.011e-37
263.29,3.552e-38,,,3.552e-38
263.34,3.895e-39,,,3.895e-39
263.39,3.971e-40,,,3.971e-40
264.49,8.330e-10,,8.330e-10,
264.54,7.598e-9,,7.598e-9,
264.59,6.457e-8,,6.457e-8,
264.64,5.113e-7,,5.113e-7,
264.69,3.773e-6,,3.773e-6,
264.74,2.595e-5,,2.595e-5,
264.79,1.662e-4,,1.662e-4,
264.84,9.925e-4,,9.925e-4,
264.89,5.521e-3,,5.521e-3,
264.94,2.862e-2,,2.862e-2,
264.99,1.382e-1,,1.382e-1,
265.04,6.222e-1,,6.222e-1,
265.09,2.610e+0,,2.610e+0,
265.14,1.020e+1,,1.020e+1,
265.19,3.714e+1,,3.714e+1,
265.24,1.260e+2,,1.260e+2,
265.29,3.985e+2,,3.985e+2,
265.34,1.174e+3,,1.174e+3,
265.39,3.223e+3,,3.223e+3,
265.44,8.246e+3,,8.246e+3,
265.49,1.966e+4,,1.966e+4,
265.54,4.366e+4,,4.366e+4,
265.59,9.036e+4,,9.036e+4,
265.64,1.743e+5,,1.743e+5,
265.69,3.132e+5,,3.132e+5,
265.74,5.245e+5,,5.245e+5,
265.79,8.184e+5,,8.184e+5,
265.84,1.190e+6,,1.190e+6,
265.89,1.612e+6,,1.612e+6,
265.94,2.035e+6,,2.035e+6,
265.99,2.394e+6,,2.394e+6,
266.04,2.624e+6,,2.624e+6,
266.09,2.681e+6,,2.681e+6,
266.14,2.551e+6,,2.551e+6,
266.19,2.263e+6,,2.263e+6,
266.24,1.870e+6,,1.870e+6,
266.29,1.440e+6,,1.440e+6,
266.34,1.033e+6,,1.033e+6,
266.39,6.908e+5,,6.908e+5,
266.44,4.304e+5,,4.304e+5,
266.49,2.498e+5,,2.498e+5,
266.54,1.352e+5,,1.352e+5,
266.59,6.812e+4,,6.812e+4,
266.64,3.200e+4,,3.200e+4,
266.69,1.400e+4,,1.400e+4,
266.74,5.711e+3,,5.711e+3,
266.79,2.170e+3,,2.170e+3,
266.84,7.685e+2,,7.685e+2,
266.89,2.536e+2,,2.536e+2,
266.94,7.796e+1,,7.796e+1,
266.99,2.234e+1,,2.234e+1,
267.04,5.963e+0,,5.963e+0,
267.09,1.483e+0,,1.483e+0,
267.14,3.438e-1,,3.438e-1,
267.19,7.426e-2,,7.426e-2,
267.24,1.495e-2,,1.495e-2,
267.29,2.803e-3,,2.803e-3,
267.34,4.898e-4,,4.898e-4,
267.39,7.975e-5,,7.975e-5,
267.44,1.210e-5,,1.210e-5,
267.49,1.711e-6,,1.711e-6,
267.54,2.254e-7,,2.254e-7,
267.59,2.767e-8,,2.767e-8,
267.64,3.165e-9,,3.165e-9,
267.69,3.373e-10,,3.373e-10,
271.54,2.115e-9,2.115e-9,,
271.59,1.891e-8,1.891e-8,,
271.64,1.581e-7,1.581e-7,,
271.69,1.241e-6,1.241e-6,,
271.74,9.083e-6,9.083e-6,,
271.79,6.218e-5,6.218e-5,,
271.84,3.982e-4,3.982e-4,,
271.89,2.386e-3,2.386e-3,,
271.94,1.337e-2,1.337e-2,,
271.99,7.011e-2,7.011e-2,,
272.04,3.440e-1,3.440e-1,,
272.09,1.579e+0,1.579e+0,,
272.14,6.786e+0,6.786e+0,,
272.19,2.729e+1,2.729e+1,,
272.24,1.028e+2,1.028e+2,,
272.29,3.624e+2,3.624e+2,,
272.34,1.197e+3,1.197e+3,,
272.39,3.705e+3,3.705e+3,,
272.44,1.075e+4,1.075e+4,,
272.49,2.924e+4,2.924e+4,,
272.54,7.465e+4,7.465e+4,,
272.59,1.789e+5,1.789e+5,,
272.64,4.026e+5,4.026e+5,,
272.69,8.520e+5,8.520e+5,,
272.74,1.696e+6,1.696e+6,,
272.79,3.180e+6,3.180e+6,,
272.84,5.619e+6,5.619e+6,,
272.89,9.368e+6,9.368e+6,,
272.94,1.475e+7,1.475e+7,,
272.99,2.198e+7,2.198e+7,,
273.04,3.103e+7,3.103e+7,,
273.09,4.160e+7,4.160e+7,,
273.14,5.312e+7,5.312e+7,,
273.19,6.483e+7,6.483e+7,,
273.24,7.602e+7,7.602e+7,,
273.29,8.619e+7,8.619e+7,,
273.34,9.513e+7,9.513e+7,,
273.39,1.029e+8,1.029e+8,,
273.44,1.094e+8,1.094e+8,,
273.49,1.145e+8,1.145e+8,,
273.54,1.176e+8,1.176e+8,,
273.59,1.176e+8,1.176e+8,,
273.64,1.136e+8,1.136e+8,,
273.69,1.052e+8,1.052e+8,,
273.74,9.274e+7,9.274e+7,,
273.79,7.747e+7,7.747e+7,,
273.84,6.105e+7,6.105e+7,,
273.89,4.527e+7,4.527e+7,,
273.94,3.153e+7,3.153e+7,,
273.99,2.059e+7,2.059e+7,,
274.04,1.260e+7,1.260e+7,,
274.09,7.223e+6,7.223e+6,,
274.14,3.876e+6,3.876e+6,,
274.19,1.947e+6,1.947e+6,,
274.24,9.147e+5,9.147e+5,,
274.29,4.022e+5,4.022e+5,,
274.34,1.654e+5,1.654e+5,,
274.39,6.366e+4,6.366e+4,,
274.44,2.292e+4,2.292e+4,,
274.49,7.718e+3,7.718e+3,,
274.54,2.431e+3,2.431e+3,,
274.59,7.164e+2,7.164e+2,,
274.64,1.975e+2,1.975e+2,,
274.69,5.092e+1,5.092e+1,,
274.74,1.228e+1,1.228e+1,,
274.79,2.771e+0,2.771e+0,,
274.84,5.848e-1,5.848e-1,,
274.89,1.154e-1,1.154e-1,,
274.94,2.132e-2,2.132e-2,,
274.99,3.682e-3,3.682e-3,,
275.04,5.950e-4,5.950e-4,,
275.09,8.993e-5,8.993e-5,,
275.14,1.271e-5,1.271e-5,,
275.19,1.681e-6,1.681e-6,,
275.24,2.080e-7,2.080e-7,,
275.29,2.407e-8,2.407e-8,,
275.99,9.588e-8,9.588e-8,,
276.04,8.203e-7,8.203e-7,,
276.09,6.577e-6,6.577e-6,,
276.14,4.948e-5,4.948e-5,,
276.19,3.486e-4,3.486e-4,,
276.24,2.301e-3,2.301e-3,,
276.29,1.424e-2,1.424e-2,,
276.34,8.261e-2,8.261e-2,,
276.39,4.492e-1,4.492e-1,,
276.44,2.289e+0,2.289e+0,,
276.49,1.093e+1,1.093e+1,,
276.54,4.896e+1,4.896e+1,,
276.59,2.055e+2,2.055e+2,,
276.64,8.088e+2,8.088e+2,,
276.69,2.984e+3,2.984e+3,,
276.74,1.032e+4,1.032e+4,,
276.79,3.350e+4,3.350e+4,,
276.84,1.019e+5,1.019e+5,,
276.89,2.911e+5,2.911e+5,,
276.94,7.798e+5,7.798e+5,,
276.99,1.961e+6,1.961e+6,,
277.04,4.633e+6,4.633e+6,,
277.09,1.028e+7,1.028e+7,,
277.14,2.147e+7,2.147e+7,,
277.19,4.221e+7,4.221e+7,,
277.24,7.824e+7,7.824e+7,,
277.29,1.370e+8,1.370e+8,,
277.34,2.270e+8,2.270e+8,,
277.39,3.573e+8,3.573e+8,2.015e-7,
277.44,5.356e+8,5.356e+8,1.709e-6,
277.49,7.680e+8,7.680e+8,1.359e-5,
277.54,1.058e+9,1.058e+9,1.014e-4,
277.59,1.404e+9,1.404e+9,7.091e-4,
277.64,1.803e+9,1.803e+9,4.652e-3,
277.69,2.244e+9,2.244e+9,2.862e-2,
277.74,2.708e+9,2.708e+9,1.651e-1,
277.79,3.166e+9,3.166e+9,8.934e-1,
277.84,3.580e+9,3.580e+9,4.534e+0,
277.89,3.906e+9,3.906e+9,2.158e+1,
277.94,4.104e+9,4.104e+9,9.629e+1,
277.99,4.148e+9,4.148e+9,4.030e+2,
278.04,4.032e+9,4.032e+9,1.582e+3,
278.09,3.772e+9,3.772e+9,5.823e+3,
278.14,3.405e+9,3.404e+9,2.010e+4,
278.19,2.971e+9,2.971e+9,6.509e+4,
278.24,2.513e+9,2.513e+9,1.977e+5,
278.29,2.065e+9,2.065e+9,5.630e+5,
278.34,1.649e+9,1.648e+9,1.504e+6,
278.39,1.280e+9,1.277e+9,3.769e+6,
278.44,9.660e+8,9.572e+8,8.865e+6,
278.49,7.115e+8,6.919e+8,1.957e+7,
278.54,5.207e+8,4.801e+8,4.062e+7,
278.59,3.977e+8,3.184e+8,7.933e+7,
278.64,3.473e+8,2.010e+8,1.463e+8,
278.69,3.762e+8,1.204e+8,2.558e+8,
278.74,4.963e+8,6.825e+7,4.281e+8,
278.79,7.307e+8,3.653e+7,6.942e+8,
278.84,1.129e+9,1.843e+7,1.111e+9,
278.89,1.798e+9,8.751e+6,1.789e+9,
278.94,2.947e+9,3.909e+6,2.943e+9,
278.99,4.962e+9,1.641e+6,4.961e+9,
279.04,8.465e+9,6.470e+5,8.465e+9,
279.09,1.435e+10,2.395e+5,1.435e+10,
279.14,2.370e+10,8.324e+4,2.370e+10,
279.19,3.759e+10,2.714e+4,3.759e+10,
279.24,5.672e+10,8.303e+3,5.672e+10,
279.29,8.091e+10,2.383e+3,8.091e+10,
279.34,1.088e+11,6.413e+2,1.088e+11,
279.39,1.375e+11,1.619e+2,1.375e+11,
279.44,1.634e+11,3.832e+1,1.634e+11,
279.49,1.823e+11,8.505e+0,1.823e+11,
279.54,1.910e+11,1.770e+0,1.910e+11,
279.59,1.880e+11,3.467e-1,1.880e+11,
279.64,1.740e+11,7.052e-2,1.740e+11,
279.69,1.517e+11,4.960e-2,1.517e+11,
279.74,1.253e+11,1.945e-1,1.253e+11,
279.79,9.911e+10,9.006e-1,9.911e+10,
279.84,7.690e+10,3.949e+0,7.690e+10,
279.89,6.125e+10,1.626e+1,6.125e+10,
279.94,5.330e+10,6.289e+1,5.330e+10,
279.99,5.285e+10,2.284e+2,5.285e+10,
280.04,5.855e+10,7.794e+2,5.855e+10,
280.09,6.822e+10,2.498e+3,6.822e+10,
280.14,7.914e+10,7.523e+3,7.914e+10,
280.19,8.855e+10,2.129e+4,8.855e+10,
280.24,9.409e+10,5.664e+4,9.409e+10,
280.29,9.430e+10,1.416e+5,9.430e+10,
280.34,8.889e+10,3.331e+5,8.889e+10,
280.39,7.870e+10,7.369e+5,7.870e+10,
280.44,6.541e+10,1.534e+6,6.541e+10,
280.49,5.102e+10,3.007e+6,5.102e+10,
280.54,3.735e+10,5.550e+6,3.734e+10,
280.59,2.566e+10,9.653e+6,2.565e+10,
280.64,1.655e+10,1.583e+7,1.653e+10,
280.69,1.002e+10,2.450e+7,9.999e+9,
280.74,5.710e+9,3.578e+7,5.674e+9,
280.79,3.071e+9,4.938e+7,3.022e+9,
280.84,1.574e+9,6.442e+7,1.510e+9,
280.89,7.874e+8,7.951e+7,7.079e+8,
280.94,4.043e+8,9.290e+7,3.114e+8,
280.99,2.314e+8,1.028e+8,1.286e+8,
281.04,1.576e+8,1.078e+8,4.980e+7,
281.09,1.253e+8,1.072e+8,1.810e+7,
281.14,1.072e+8,1.010e+8,6.173e+6,
281.19,9.230e+7,9.032e+7,1.975e+6,
281.24,7.715e+7,7.656e+7,5.932e+5,
281.29,6.168e+7,6.151e+7,1.671e+5,
281.34,4.687e+7,4.683e+7,4.419e+4,
281.39,3.378e+7,3.377e+7,1.096e+4,
281.44,2.305e+7,2.305e+7,2.552e+3,
281.49,1.489e+7,1.489e+7,5.574e+2,
281.54,9.089e+6,9.089e+6,1.142e+2,
281.59,5.243e+6,5.243e+6,2.197e+1,
281.64,2.857e+6,2.857e+6,3.965e+0,
281.69,1.469e+6,1.469e+6,6.714e-1,
281.74,7.124e+5,7.124e+5,1.067e-1,
281.79,3.258e+5,3.258e+5,1.590e-2,
281.84,1.404e+5,1.404e+5,2.225e-3,
281.89,5.701e+4,5.701e+4,2.921e-4,
281.94,2.180e+4,2.180e+4,3.598e-5,
281.99,7.845e+3,7.845e+3,,
282.04,2.658e+3,2.658e+3,,
282.09,8.472e+2,8.472e+2,,
282.14,2.541e+2,2.541e+2,,
282.19,7.165e+1,7.165e+1,,
282.24,1.900e+1,1.900e+1,,
282.29,4.739e+0,4.739e+0,,
282.34,1.111e+0,1.111e+0,,
282.39,2.448e-1,2.448e-1,,
282.44,5.069e-2,5.069e-2,,
282.49,9.865e-3,9.865e-3,,
282.54,1.804e-3,1.804e-3,,
282.59,3.100e-4,3.100e-4,,
282.64,5.004e-5,5.004e-5,,
282.69,7.589e-6,7.589e-6,,
282.74,1.081e-6,1.081e-6,,
282.79,1.446e-7,1.446e-7,,
282.84,1.713e-8,1.713e-8,,
282.89,2.033e-9,2.033e-9,,
282.94,4.472e-9,4.472e-9,,
282.99,3.666e-8,3.666e-8,,
283.04,2.826e-7,2.826e-7,,
283.09,2.048e-6,2.048e-6,,
283.14,1.403e-5,1.403e-5,,
283.19,8.996e-5,8.996e-5,,
283.24,5.425e-4,5.425e-4,,
283.29,3.077e-3,3.077e-3,,
283.34,1.641e-2,1.641e-2,,
283.39,8.235e-2,8.235e-2,,
283.44,3.886e-1,3.886e-1,,
283.49,1.726e+0,1.726e+0,,
283.54,7.209e+0,7.209e+0,,
283.59,2.834e+1,2.834e+1,,
283.64,1.049e+2,1.049e+2,,
283.69,3.653e+2,3.653e+2,,
283.74,1.199e+3,1.199e+3,,
283.79,3.705e+3,3.705e+3,,
283.84,1.079e+4,1.079e+4,,
283.89,2.963e+4,2.963e+4,,
283.94,7.679e+4,7.679e+4,,
283.99,1.879e+5,1.879e+5,,
284.04,4.346e+5,4.346e+5,,
284.09,9.519e+5,9.519e+5,,
284.14,1.979e+6,1.979e+6,,
284.19,3.917e+6,3.917e+6,,
284.24,7.427e+6,7.427e+6,,
284.29,1.360e+7,1.360e+7,,
284.34,2.436e+7,2.436e+7,,
284.39,4.334e+7,4.334e+7,,
284.44,7.781e+7,7.781e+7,,
284.49,1.425e+8,1.425e+8,,
284.54,2.665e+8,2.665e+8,,
284.59,5.033e+8,5.033e+8,,
284.64,9.440e+8,9.440e+8,,
284.69,1.729e+9,1.729e+9,,
284.74,3.054e+9,3.054e+9,,
284.79,5.152e+9,5.152e+9,,
284.84,8.250e+9,8.250e+9,,
284.89,1.249e+10,1.249e+10,,
284.94,1.785e+10,1.785e+10,,
284.99,2.404e+10,2.404e+10,,
285.04,3.049e+10,3.049e+10,,
285.09,3.638e+10,3.638e+10,,
285.14,4.085e+10,4.085e+10,,
285.19,4.314e+10,4.314e+10,,
285.24,4.285e+10,4.285e+10,,
285.29,4.003e+10,4.003e+10,,
285.34,3.517e+10,3.517e+10,,
285.39,2.906e+10,2.906e+10,,
285.44,2.258e+10,2.258e+10,,
285.49,1.650e+10,1.650e+10,,
285.54,1.134e+10,1.134e+10,,
285.59,7.328e+9,7.328e+9,,
285.64,4.453e+9,4.453e+9,,
285.69,2.545e+9,2.545e+9,,
285.74,1.368e+9,1.368e+9,,
285.79,6.913e+8,6.913e+8,,
285.84,3.285e+8,3.285e+8,,
285.89,1.468e+8,1.468e+8,,
285.94,6.171e+7,6.171e+7,,
285.99,2.439e+7,2.439e+7,,
286.04,9.066e+6,9.066e+6,,
286.09,3.169e+6,3.169e+6,,
286.14,1.042e+6,1.042e+6,,
286.19,3.219e+5,3.219e+5,,
286.24,9.358e+4,9.358e+4,,
286.29,2.558e+4,2.558e+4,,
286.34,6.575e+3,6.575e+3,,
286.39,1.589e+3,1.589e+3,,
286.44,3.613e+2,3.613e+2,,
286.49,7.723e+1,7.723e+1,,
286.54,1.553e+1,1.553e+1,,
286.59,2.935e+0,2.935e+0,,
286.64,5.218e-1,5.218e-1,,
286.69,8.722e-2,8.722e-2,,
286.74,1.371e-2,1.371e-2,,
286.79,2.027e-3,2.027e-3,,
286.84,2.818e-4,2.818e-4,,
286.89,3.685e-5,3.685e-5,,
286.94,4.526e-6,4.526e-6,,
289.79,1.183e-8,1.183e-8,,
289.84,9.110e-8,9.110e-8,,
289.89,6.614e-7,6.614e-7,,
289.94,4.528e-6,4.528e-6,,
289.99,2.922e-5,2.922e-5,,
290.04,1.778e-4,1.778e-4,,
290.09,1.020e-3,1.020e-3,,
290.14,5.520e-3,5.520e-3,,
290.19,2.816e-2,2.816e-2,,
290.24,1.354e-1,1.354e-1,,
290.29,6.142e-1,6.142e-1,,
290.34,2.626e+0,2.626e+0,,
290.39,1.059e+1,1.059e+1,,
290.44,4.024e+1,4.024e+1,,
290.49,1.442e+2,1.442e+2,,
290.54,4.874e+2,4.874e+2,,
290.59,1.553e+3,1.553e+3,,
290.64,4.665e+3,4.665e+3,,
290.69,1.322e+4,1.322e+4,,
290.74,3.530e+4,3.530e+4,,
290.79,8.888e+4,8.888e+4,,
290.84,2.110e+5,2.110e+5,,
290.89,4.724e+5,4.724e+5,,
290.94,9.972e+5,9.972e+5,,
290.99,1.985e+6,1.985e+6,,
291.04,3.724e+6,3.724e+6,,
291.09,6.590e+6,6.590e+6,3.863e-8,
291.14,1.099e+7,1.099e+7,2.955e-7,
291.19,1.729e+7,1.729e+7,2.132e-6,
291.24,2.564e+7,2.564e+7,1.451e-5,
291.29,3.586e+7,3.586e+7,9.320e-5,
291.34,4.728e+7,4.728e+7,5.646e-4,
291.39,5.878e+7,5.878e+7,3.227e-3,
291.44,6.890e+7,6.890e+7,1.739e-2,
291.49,7.614e+7,7.614e+7,8.847e-2,
291.54,7.934e+7,7.934e+7,4.245e-1,
291.59,7.795e+7,7.795e+7,1.921e+0,
291.64,7.221e+7,7.221e+7,8.203e+0,
291.69,6.308e+7,6.308e+7,3.304e+1,
291.74,5.195e+7,5.195e+7,1.256e+2,
291.79,4.034e+7,4.034e+7,4.501e+2,
291.84,2.953e+7,2.953e+7,1.522e+3,
291.89,2.039e+7,2.039e+7,4.856e+3,
291.94,1.328e+7,1.327e+7,1.461e+4,
291.99,8.185e+6,8.144e+6,4.149e+4,
292.04,4.824e+6,4.712e+6,1.111e+5,
292.09,2.852e+6,2.571e+6,2.808e+5,
292.14,1.992e+6,1.323e+6,6.693e+5,
292.19,2.146e+6,6.415e+5,1.505e+6,
292.24,3.486e+6,2.934e+5,3.192e+6,
292.29,6.515e+6,1.265e+5,6.389e+6,
292.34,1.211e+7,5.143e+4,1.206e+7,
292.39,2.150e+7,1.972e+4,2.148e+7,
292.44,3.609e+7,7.126e+3,3.609e+7,
292.49,5.720e+7,2.428e+3,5.719e+7,
292.54,8.552e+7,7.803e+2,8.551e+7,
292.59,1.206e+8,2.364e+2,1.206e+8,
292.64,1.605e+8,6.753e+1,1.605e+8,
292.69,2.015e+8,1.819e+1,2.015e+8,
292.74,2.386e+8,4.620e+0,2.386e+8,
292.79,2.666e+8,1.109e+0,2.666e+8,
292.84,2.812e+8,2.643e-1,2.812e+8,
292.89,2.799e+8,1.215e-1,2.799e+8,
292.94,2.635e+8,3.125e-1,2.635e+8,
292.99,2.353e+8,1.259e+0,2.353e+8,
293.04,2.009e+8,4.944e+0,2.009e+8,
293.09,1.671e+8,1.835e+1,1.671e+8,
293.14,1.406e+8,6.427e+1,1.406e+8,
293.19,1.275e+8,2.125e+2,1.275e+8,
293.24,1.323e+8,6.631e+2,1.323e+8,
293.3,1.651e+8,2.407e+3,1.651e+8,
293.35,2.149e+8,6.616e+3,2.149e+8,
293.4,2.814e+8,1.716e+4,2.814e+8,
293.45,3.579e+8,4.201e+4,3.579e+8,
293.5,4.349e+8,9.709e+4,4.348e+8,
293.55,5.012e+8,2.118e+5,5.010e+8,
293.6,5.462e+8,4.360e+5,5.458e+8,
293.65,5.624e+8,8.472e+5,5.616e+8,
293.7,5.469e+8,1.554e+6,5.454e+8,
293.75,5.026e+8,2.690e+6,4.999e+8,
293.8,4.368e+8,4.395e+6,4.324e+8,
293.85,3.598e+8,6.779e+6,3.530e+8,
293.9,2.818e+8,9.868e+6,2.719e+8,
293.95,2.112e+8,1.356e+7,1.977e+8,
294,1.532e+8,1.758e+7,1.356e+8,
294.05,1.093e+8,2.152e+7,8.778e+7,
294.1,7.849e+7,2.487e+7,5.363e+7,
294.15,5.803e+7,2.712e+7,3.091e+7,
294.2,4.473e+7,2.791e+7,1.682e+7,
294.25,3.575e+7,2.712e+7,8.632e+6,
294.3,2.905e+7,2.487e+7,4.182e+6,
294.35,2.344e+7,2.152e+7,1.912e+6,
294.4,1.841e+7,1.758e+7,8.246e+5,
294.45,1.389e+7,1.356e+7,3.357e+5,
294.5,9.997e+6,9.868e+6,1.290e+5,
294.55,6.826e+6,6.779e+6,4.675e+4,
294.6,4.411e+6,4.395e+6,1.599e+4,
294.65,2.695e+6,2.690e+6,5.162e+3,
294.7,1.555e+6,1.554e+6,1.573e+3,
294.75,8.476e+5,8.472e+5,4.520e+2,
294.8,4.361e+5,4.360e+5,1.226e+2,
294.85,2.118e+5,2.118e+5,3.139e+1,
294.9,9.710e+4,9.709e+4,7.583e+0,
294.95,4.202e+4,4.201e+4,1.729e+0,
295,1.716e+4,1.716e+4,3.719e-1,
295.05,6.616e+3,6.616e+3,7.549e-2,
295.1,2.407e+3,2.407e+3,1.446e-2,
295.15,8.268e+2,8.268e+2,2.614e-3,
295.2,2.680e+2,2.680e+2,4.459e-4,
295.25,8.201e+1,8.201e+1,7.178e-5,
295.3,2.368e+1,2.368e+1,1.090e-5,
295.35,6.456e+0,6.456e+0,1.563e-6,
295.4,1.661e+0,1.661e+0,2.115e-7,
295.45,4.034e-1,4.034e-1,,
295.5,9.247e-2,9.247e-2,,
295.55,2.001e-2,2.001e-2,,
295.6,4.085e-3,4.085e-3,,
295.65,7.874e-4,7.874e-4,,
295.7,1.433e-4,1.433e-4,,
295.75,2.460e-5,2.460e-5,,
295.8,3.987e-6,3.987e-6,,
295.85,6.099e-7,6.099e-7,,
295.9,8.807e-8,8.807e-8,,
295.95,1.200e-8,1.200e-8,,
307.25,2.752e-8,2.752e-8,,
307.3,1.878e-7,1.878e-7,,
307.35,1.217e-6,1.217e-6,,
307.4,7.477e-6,7.477e-6,,
307.45,4.373e-5,4.373e-5,,
307.5,2.422e-4,2.422e-4,,
307.55,1.273e-3,1.273e-3,,
307.6,6.353e-3,6.353e-3,,
307.65,3.009e-2,3.009e-2,,
307.7,1.353e-1,1.353e-1,,
307.75,5.773e-1,5.773e-1,,
307.8,2.339e+0,2.339e+0,,
307.85,8.996e+0,8.996e+0,,
307.9,3.285e+1,3.285e+1,,
307.95,1.139e+2,1.139e+2,,
308,3.752e+2,3.752e+2,,
308.05,1.174e+3,1.174e+3,,
308.1,3.488e+3,3.488e+3,,
308.15,9.848e+3,9.848e+3,,
308.2,2.643e+4,2.643e+4,,
308.25,6.743e+4,6.743e+4,,
308.3,1.636e+5,1.636e+5,,
308.35,3.777e+5,3.777e+5,,
308.4,8.300e+5,8.300e+5,,
308.45,1.737e+6,1.737e+6,,
308.5,3.464e+6,3.464e+6,,
308.55,6.587e+6,6.587e+6,,
308.6,1.195e+7,1.195e+7,1.364e-9,
308.65,2.071e+7,2.071e+7,9.279e-9,
308.7,3.430e+7,3.430e+7,5.994e-8,
308.75,5.434e+7,5.434e+7,3.676e-7,
308.8,8.241e+7,8.241e+7,2.140e-6,
308.85,1.197e+8,1.197e+8,1.183e-5,
308.9,1.668e+8,1.668e+8,6.212e-5,
308.95,2.231e+8,2.231e+8,3.096e-4,
309,2.866e+8,2.866e+8,1.465e-3,
309.05,3.541e+8,3.541e+8,6.584e-3,
309.1,4.216e+8,4.216e+8,2.809e-2,
309.15,4.849e+8,4.849e+8,1.138e-1,
309.2,5.406e+8,5.406e+8,4.376e-1,
309.25,5.871e+8,5.871e+8,1.598e+0,
309.3,6.245e+8,6.245e+8,5.541e+0,
309.35,6.552e+8,6.552e+8,1.824e+1,
309.4,6.818e+8,6.818e+8,5.702e+1,
309.45,7.066e+8,7.066e+8,1.692e+2,
309.5,7.294e+8,7.294e+8,4.768e+2,
309.55,7.476e+8,7.476e+8,1.276e+3,
309.6,7.559e+8,7.559e+8,3.241e+3,
