Wavelength (nm),Sum,Mg I (1.1e-01),Mg II (8.9e-01),Mg III (5.4e-04)
873.38,2.944e+3,,2.944e+3,
873.43,3.429e+3,,3.429e+3,
873.48,3.967e+3,,3.967e+3,
873.53,4.560e+3,,4.560e+3,
873.58,5.207e+3,,5.207e+3,
873.63,5.907e+3,,5.907e+3,
873.68,6.658e+3,,6.658e+3,
873.73,7.455e+3,,7.455e+3,
873.78,8.293e+3,,8.293e+3,
873.83,9.165e+3,,9.165e+3,
873.88,1.006e+4,,1.006e+4,
873.93,1.098e+4,,1.098e+4,
873.98,1.190e+4,,1.190e+4,
874.03,1.281e+4,,1.281e+4,
874.08,1.370e+4,,1.370e+4,
874.13,1.456e+4,,1.456e+4,
874.18,1.537e+4,,1.537e+4,
874.23,1.612e+4,,1.612e+4,
874.28,1.680e+4,,1.680e+4,
874.33,1.739e+4,,1.739e+4,
874.38,1.789e+4,,1.789e+4,
874.43,1.828e+4,,1.828e+4,
874.48,1.856e+4,,1.856e+4,
874.53,1.871e+4,,1.871e+4,
874.58,1.875e+4,,1.875e+4,
874.63,1.866e+4,,1.866e+4,
874.68,1.846e+4,,1.846e+4,
874.73,1.814e+4,,1.814e+4,
874.78,1.770e+4,,1.770e+4,
874.83,1.717e+4,,1.717e+4,
874.88,1.654e+4,,1.654e+4,
874.93,1.583e+4,,1.583e+4,
874.98,1.505e+4,,1.505e+4,
875.03,1.422e+4,,1.422e+4,
875.08,1.335e+4,,1.335e+4,
875.13,1.245e+4,,1.245e+4,
875.18,1.153e+4,,1.153e+4,
875.23,1.061e+4,,1.061e+4,
875.28,9.702e+3,,9.702e+3,
875.33,8.813e+3,,8.813e+3,
875.38,7.953e+3,7.075e-9,7.953e+3,
875.43,7.131e+3,1.397e-8,7.131e+3,
875.48,6.351e+3,2.739e-8,6.351e+3,
875.53,5.621e+3,5.339e-8,5.621e+3,
875.58,4.941e+3,1.034e-7,4.941e+3,
875.63,4.316e+3,1.989e-7,4.316e+3,
875.68,3.745e+3,3.802e-7,3.745e+3,
875.73,3.229e+3,7.220e-7,3.229e+3,
875.78,2.765e+3,1.362e-6,2.765e+3,
875.83,2.353e+3,2.554e-6,2.353e+3,
875.88,1.989e+3,4.759e-6,1.989e+3,
875.93,1.671e+3,8.808e-6,1.671e+3,
875.98,1.394e+3,1.620e-5,1.394e+3,
876.03,1.155e+3,2.959e-5,1.155e+3,
876.08,9.515e+2,5.373e-5,9.515e+2,
876.13,7.785e+2,9.691e-5,7.785e+2,
876.18,6.328e+2,1.737e-4,6.328e+2,
876.23,5.110e+2,3.093e-4,5.110e+2,
876.28,4.100e+2,5.472e-4,4.100e+2,
876.33,3.268e+2,9.618e-4,3.268e+2,
876.38,2.588e+2,1.680e-3,2.588e+2,
876.43,2.036e+2,2.915e-3,2.036e+2,
876.48,1.591e+2,5.026e-3,1.591e+2,
876.53,1.235e+2,8.610e-3,1.235e+2,
876.58,9.531e+1,1.466e-2,9.530e+1,
876.63,7.306e+1,2.478e-2,7.304e+1,
876.68,5.565e+1,4.164e-2,5.561e+1,
876.73,4.213e+1,6.952e-2,4.207e+1,
876.78,3.173e+1,1.153e-1,3.161e+1,
876.83,2.379e+1,1.901e-1,2.360e+1,
876.88,1.782e+1,3.112e-1,1.751e+1,
876.93,1.341e+1,5.064e-1,1.290e+1,
876.98,1.026e+1,8.186e-1,9.445e+0,
877.03,8.185e+0,1.315e+0,6.870e+0,
877.08,7.062e+0,2.098e+0,4.964e+0,
877.13,6.890e+0,3.327e+0,3.564e+0,
877.18,7.782e+0,5.241e+0,2.542e+0,
877.23,1.000e+1,8.203e+0,1.801e+0,
877.28,1.402e+1,1.276e+1,1.268e+0,
877.33,2.060e+1,1.971e+1,8.867e-1,
877.38,3.088e+1,3.026e+1,6.161e-1,
877.43,4.659e+1,4.616e+1,4.253e-1,
877.48,7.026e+1,6.997e+1,2.916e-1,
877.53,1.056e+2,1.054e+2,1.987e-1,
877.58,1.578e+2,1.576e+2,1.345e-1,
877.63,2.344e+2,2.343e+2,9.044e-2,
877.68,3.462e+2,3.461e+2,6.042e-2,
877.73,5.080e+2,5.079e+2,4.011e-2,
877.78,7.407e+2,7.406e+2,2.645e-2,
877.83,1.073e+3,1.073e+3,1.732e-2,
877.88,1.544e+3,1.544e+3,1.128e-2,
877.93,2.209e+3,2.209e+3,7.291e-3,
877.98,3.139e+3,3.139e+3,4.684e-3,
878.03,4.431e+3,4.431e+3,2.989e-3,
878.08,6.216e+3,6.216e+3,1.895e-3,
878.13,8.664e+3,8.664e+3,1.194e-3,
878.18,1.200e+4,1.200e+4,7.471e-4,
878.23,1.651e+4,1.651e+4,4.645e-4,
878.28,2.257e+4,2.257e+4,2.869e-4,
878.33,3.065e+4,3.065e+4,1.761e-4,
878.38,4.137e+4,4.137e+4,1.073e-4,
878.43,5.547e+4,5.547e+4,6.501e-5,
878.48,7.390e+4,7.390e+4,3.912e-5,
878.53,9.782e+4,9.782e+4,2.339e-5,
878.58,1.287e+5,1.287e+5,1.389e-5,
878.63,1.681e+5,1.681e+5,8.196e-6,
878.68,2.183e+5,2.183e+5,4.805e-6,
878.73,2.816e+5,2.816e+5,2.798e-6,
878.78,3.609e+5,3.609e+5,1.619e-6,
878.83,4.596e+5,4.596e+5,9.306e-7,
878.88,5.815e+5,5.815e+5,5.315e-7,
878.93,7.311e+5,7.311e+5,3.015e-7,
878.98,9.132e+5,9.132e+5,1.700e-7,
879.03,1.133e+6,1.133e+6,9.518e-8,
879.08,1.397e+6,1.397e+6,5.295e-8,
879.13,1.712e+6,1.712e+6,2.927e-8,
879.18,2.084e+6,2.084e+6,1.607e-8,
879.23,2.521e+6,2.521e+6,8.767e-9,
879.28,3.029e+6,3.029e+6,4.752e-9,
879.33,3.617e+6,3.617e+6,2.558e-9,
879.38,4.290e+6,4.290e+6,1.369e-9,
879.43,5.057e+6,5.057e+6,7.274e-10,
879.48,5.922e+6,5.922e+6,3.840e-10,
879.53,6.891e+6,6.891e+6,2.015e-10,
879.58,7.967e+6,7.967e+6,1.050e-10,
879.63,9.151e+6,9.151e+6,5.435e-11,
879.68,1.044e+7,1.044e+7,2.796e-11,
879.73,1.184e+7,1.184e+7,1.429e-11,
879.78,1.334e+7,1.334e+7,7.253e-12,
879.83,1.494e+7,1.494e+7,3.658e-12,
879.88,1.661e+7,1.661e+7,,
879.94,1.871e+7,1.871e+7,,
879.99,2.052e+7,2.052e+7,,
880.04,2.236e+7,2.236e+7,,
880.09,2.420e+7,2.420e+7,,
880.14,2.603e+7,2.603e+7,,
880.19,2.782e+7,2.782e+7,,
880.24,2.954e+7,2.954e+7,,
880.29,3.116e+7,3.116e+7,,
880.34,3.267e+7,3.267e+7,,
880.39,3.402e+7,3.402e+7,,
880.44,3.520e+7,3.520e+7,,
880.49,3.619e+7,3.619e+7,,
880.54,3.697e+7,3.697e+7,,
880.59,3.752e+7,3.752e+7,,
880.64,3.784e+7,3.784e+7,,
880.69,3.791e+7,3.791e+7,,
880.74,3.774e+7,3.774e+7,,
880.79,3.733e+7,3.733e+7,,
880.84,3.668e+7,3.668e+7,,
880.89,3.582e+7,3.582e+7,,
880.94,3.475e+7,3.475e+7,,
880.99,3.350e+7,3.350e+7,,
881.04,3.208e+7,3.208e+7,,
881.09,3.053e+7,3.053e+7,,
881.14,2.886e+7,2.886e+7,,
881.19,2.711e+7,2.711e+7,,
881.24,2.531e+7,2.531e+7,,
881.29,2.347e+7,2.347e+7,,
881.34,2.162e+7,2.162e+7,,
881.39,1.979e+7,1.979e+7,,
881.44,1.800e+7,1.800e+7,,
881.49,1.627e+7,1.627e+7,,
881.54,1.461e+7,1.461e+7,,
881.59,1.304e+7,1.304e+7,,
881.64,1.155e+7,1.155e+7,,
881.69,1.018e+7,1.018e+7,,
881.74,8.905e+6,8.905e+6,,
881.79,7.743e+6,7.743e+6,,
881.84,6.689e+6,6.689e+6,,
881.89,5.741e+6,5.741e+6,,
881.94,4.896e+6,4.896e+6,,
881.99,4.148e+6,4.148e+6,,
882.04,3.492e+6,3.492e+6,,
882.09,2.921e+6,2.921e+6,,
882.14,2.428e+6,2.428e+6,,
882.19,2.005e+6,2.005e+6,,
882.24,1.645e+6,1.645e+6,,
882.29,1.341e+6,1.341e+6,,
882.34,1.086e+6,1.086e+6,,
882.39,8.739e+5,8.739e+5,,
882.44,6.987e+5,6.987e+5,,
882.49,5.551e+5,5.551e+5,,
882.54,4.381e+5,4.381e+5,,
882.59,3.436e+5,3.436e+5,,
882.64,2.677e+5,2.677e+5,,
882.69,2.073e+5,2.073e+5,,
882.74,1.594e+5,1.594e+5,,
882.79,1.219e+5,1.219e+5,,
882.84,9.253e+4,9.253e+4,,
882.89,6.981e+4,6.981e+4,,
882.94,5.234e+4,5.234e+4,,
882.99,3.898e+4,3.898e+4,,
883.04,2.885e+4,2.885e+4,,
883.09,2.121e+4,2.121e+4,,
883.14,1.550e+4,1.550e+4,,
883.19,1.125e+4,1.125e+4,,
883.24,8.112e+3,8.112e+3,,
883.29,5.812e+3,5.812e+3,,
883.34,4.138e+3,4.138e+3,,
883.39,2.927e+3,2.927e+3,,
883.44,2.057e+3,2.057e+3,,
883.49,1.437e+3,1.437e+3,,
883.54,9.968e+2,9.968e+2,,
883.59,6.872e+2,6.872e+2,,
883.64,4.707e+2,4.707e+2,,
883.69,3.203e+2,3.203e+2,,
883.74,2.166e+2,2.166e+2,,
883.79,1.455e+2,1.455e+2,,
883.84,9.713e+1,9.713e+1,,
883.89,6.442e+1,6.442e+1,,
883.94,4.245e+1,4.245e+1,,
883.99,2.779e+1,2.779e+1,,
884.04,1.808e+1,1.808e+1,,
884.09,1.168e+1,1.168e+1,,
884.14,7.504e+0,7.504e+0,,
884.19,4.788e+0,4.788e+0,,
884.24,3.035e+0,3.035e+0,,
884.29,1.912e+0,1.912e+0,,
884.34,1.196e+0,1.196e+0,,
884.39,7.440e-1,7.440e-1,,
884.44,4.596e-1,4.596e-1,,
884.49,2.821e-1,2.821e-1,,
884.54,1.721e-1,1.721e-1,,
884.59,1.043e-1,1.043e-1,,
884.64,6.278e-2,6.278e-2,,
884.69,3.756e-2,3.756e-2,,
884.74,2.232e-2,2.232e-2,,
884.79,1.318e-2,1.318e-2,,
884.84,7.735e-3,7.735e-3,,
884.89,4.510e-3,4.510e-3,,
884.94,2.612e-3,2.612e-3,,
884.99,1.503e-3,1.503e-3,,
885.04,8.596e-4,8.596e-4,,
885.09,4.884e-4,4.884e-4,,
885.14,2.757e-4,2.757e-4,,
885.19,1.546e-4,1.546e-4,,
885.24,8.617e-5,8.617e-5,,
885.29,4.771e-5,4.771e-5,,
885.34,2.625e-5,2.625e-5,,
885.39,1.435e-5,1.435e-5,,
885.44,7.791e-6,7.791e-6,,
885.49,4.204e-6,4.204e-6,,
885.54,2.254e-6,2.254e-6,,
885.59,1.201e-6,1.201e-6,,
885.64,6.354e-7,6.354e-7,,
885.69,3.341e-7,3.341e-7,,
885.74,1.746e-7,1.746e-7,,
885.79,9.062e-8,9.062e-8,,
885.84,4.674e-8,4.674e-8,,
885.89,2.395e-8,2.395e-8,,
885.94,1.220e-8,1.220e-8,,
