Wavelength (nm),Sum,K I (3.1e-02),K II (9.7e-01),K III (2.7e-11)
339.01,6.632e-1,,6.632e-1,
339.06,4.113e-1,,4.113e-1,
339.11,2.443e-1,,2.443e-1,
339.16,1.390e-1,,1.390e-1,
339.21,7.573e-2,,7.573e-2,
339.26,3.953e-2,,3.953e-2,
339.31,1.979e-2,,1.979e-2,
339.36,9.591e-3,,9.591e-3,
339.41,4.702e-3,,4.702e-3,
339.46,2.788e-3,,2.788e-3,
339.51,2.801e-3,,2.801e-3,
339.56,4.625e-3,,4.625e-3,
339.61,8.975e-3,,8.975e-3,
339.66,1.747e-2,,1.747e-2,
339.71,3.288e-2,,3.288e-2,
339.76,5.935e-2,,5.935e-2,
339.81,1.027e-1,,1.027e-1,
339.86,1.701e-1,,1.701e-1,
339.91,2.698e-1,,2.698e-1,
339.96,4.101e-1,,4.101e-1,
340.01,5.969e-1,,5.969e-1,4.233e-30
340.06,8.321e-1,,8.321e-1,2.430e-29
340.11,1.111e+0,,1.111e+0,1.385e-28
340.16,1.421e+0,,1.421e+0,7.323e-28
340.21,1.740e+0,,1.740e+0,3.710e-27
340.26,2.041e+0,,2.041e+0,1.802e-26
340.31,2.294e+0,,2.294e+0,8.387e-26
340.36,2.468e+0,,2.468e+0,3.742e-25
340.41,2.544e+0,,2.544e+0,1.600e-24
340.46,2.511e+0,,2.511e+0,6.559e-24
340.51,2.374e+0,,2.374e+0,2.577e-23
340.56,2.150e+0,,2.150e+0,9.706e-23
340.61,1.865e+0,,1.865e+0,3.505e-22
340.66,1.549e+0,,1.549e+0,1.213e-21
340.71,1.232e+0,,1.232e+0,4.026e-21
340.76,9.389e-1,,9.389e-1,1.281e-20
340.81,6.852e-1,,6.852e-1,3.907e-20
340.86,4.790e-1,,4.790e-1,1.143e-19
340.91,3.207e-1,,3.207e-1,3.205e-19
340.96,2.056e-1,,2.056e-1,8.619e-19
341.01,1.263e-1,,1.263e-1,2.223e-18
341.06,7.427e-2,,7.427e-2,5.498e-18
341.11,4.184e-2,,4.184e-2,1.304e-17
341.16,2.258e-2,,2.258e-2,2.967e-17
341.21,1.167e-2,,1.167e-2,6.475e-17
341.26,5.775e-3,,5.775e-3,1.355e-16
341.31,2.738e-3,,2.738e-3,2.722e-16
341.36,1.243e-3,,1.243e-3,5.244e-16
341.41,5.405e-4,,5.405e-4,9.692e-16
341.46,2.251e-4,,2.251e-4,1.719e-15
341.51,8.981e-5,,8.981e-5,2.925e-15
341.56,3.431e-5,,3.431e-5,4.775e-15
341.61,1.256e-5,,1.256e-5,7.483e-15
341.66,4.401e-6,,4.401e-6,1.125e-14
341.71,1.477e-6,,1.477e-6,1.624e-14
341.76,4.749e-7,,4.749e-7,2.249e-14
341.81,1.462e-7,,1.462e-7,2.990e-14
341.86,4.313e-8,,4.313e-8,3.816e-14
341.91,1.218e-8,,1.218e-8,4.674e-14
341.96,3.296e-9,,3.296e-9,5.495e-14
342.01,8.542e-10,,8.541e-10,6.202e-14
342.06,2.121e-10,,2.120e-10,6.719e-14
342.11,5.083e-11,,5.076e-11,6.988e-14
342.16,1.338e-11,,1.331e-11,6.976e-14
342.21,1.108e-11,,1.101e-11,6.685e-14
342.26,3.840e-11,,3.834e-11,6.150e-14
342.31,1.613e-10,,1.612e-10,5.430e-14
342.36,6.580e-10,,6.579e-10,4.602e-14
342.41,2.576e-9,,2.576e-9,3.744e-14
342.46,9.666e-9,,9.666e-9,2.923e-14
342.51,3.477e-8,,3.477e-8,2.191e-14
342.56,1.199e-7,,1.199e-7,1.576e-14
342.61,3.965e-7,,3.965e-7,1.087e-14
342.66,1.256e-6,,1.256e-6,7.202e-15
342.71,3.817e-6,,3.817e-6,4.577e-15
342.76,1.112e-5,,1.112e-5,2.791e-15
342.81,3.104e-5,,3.104e-5,1.633e-15
342.86,8.308e-5,,8.308e-5,9.166e-16
342.91,2.131e-4,,2.131e-4,4.936e-16
342.96,5.243e-4,,5.243e-4,2.549e-16
343.01,1.236e-3,,1.236e-3,1.263e-16
343.06,2.794e-3,,2.794e-3,6.004e-17
343.11,6.054e-3,,6.054e-3,2.737e-17
343.16,1.257e-2,,1.257e-2,1.196e-17
343.21,2.504e-2,,2.504e-2,5.016e-18
343.26,4.779e-2,,4.779e-2,2.016e-18
343.31,8.744e-2,,8.744e-2,7.774e-19
343.36,1.534e-1,,1.534e-1,2.876e-19
343.41,2.579e-1,,2.579e-1,1.028e-19
343.46,4.158e-1,,4.158e-1,3.761e-20
343.51,6.425e-1,,6.425e-1,2.034e-20
343.56,9.517e-1,,9.517e-1,2.980e-20
343.61,1.352e+0,,1.352e+0,7.408e-20
343.66,1.840e+0,,1.840e+0,1.948e-19
343.71,2.401e+0,,2.401e+0,4.970e-19
343.76,3.004e+0,,3.004e+0,1.217e-18
343.81,3.602e+0,,3.602e+0,2.858e-18
343.86,4.141e+0,,4.141e+0,6.436e-18
343.91,4.564e+0,,4.564e+0,1.390e-17
343.96,4.821e+0,,4.821e+0,2.877e-17
344.01,4.883e+0,,4.883e+0,5.709e-17
344.06,4.740e+0,,4.740e+0,1.086e-16
344.11,4.412e+0,,4.412e+0,1.983e-16
344.16,3.936e+0,,3.936e+0,3.468e-16
344.21,3.366e+0,,3.366e+0,5.818e-16
344.26,2.760e+0,,2.760e+0,9.358e-16
344.31,2.169e+0,,2.169e+0,1.443e-15
344.36,1.635e+0,,1.635e+0,2.134e-15
344.41,1.181e+0,,1.181e+0,3.025e-15
344.46,8.174e-1,,8.174e-1,4.112e-15
344.51,5.426e-1,,5.426e-1,5.360e-15
344.56,3.452e-1,,3.452e-1,6.698e-15
344.61,2.106e-1,,2.106e-1,8.026e-15
344.66,1.231e-1,,1.231e-1,9.221e-15
344.71,6.902e-2,,6.902e-2,1.016e-14
344.76,3.709e-2,,3.709e-2,1.073e-14
344.81,1.910e-2,,1.910e-2,1.086e-14
344.86,9.434e-3,,9.434e-3,1.055e-14
344.91,4.466e-3,,4.466e-3,9.821e-15
344.96,2.026e-3,,2.026e-3,8.767e-15
345.01,8.816e-4,,8.816e-4,7.504e-15
345.06,3.676e-4,,3.676e-4,6.158e-15
345.11,1.470e-4,,1.470e-4,4.845e-15
345.16,5.632e-5,,5.632e-5,3.656e-15
345.21,2.069e-5,,2.069e-5,2.644e-15
345.26,7.286e-6,,7.286e-6,1.834e-15
345.31,2.460e-6,,2.460e-6,1.220e-15
345.36,7.961e-7,,7.961e-7,7.777e-16
345.41,2.470e-7,,2.470e-7,4.755e-16
345.46,7.346e-8,,7.346e-8,2.787e-16
345.51,2.094e-8,,2.094e-8,1.567e-16
345.56,5.724e-9,,5.724e-9,8.450e-17
345.61,1.500e-9,,1.500e-9,4.386e-17
345.66,3.767e-10,,3.767e-10,2.225e-17
345.71,9.069e-11,,9.069e-11,1.193e-17
345.76,2.093e-11,,2.093e-11,8.813e-18
345.81,4.631e-12,,4.631e-12,1.190e-17
345.86,9.823e-13,,9.823e-13,2.341e-17
345.91,1.998e-13,,1.997e-13,4.982e-17
345.96,3.904e-14,,3.893e-14,1.042e-16
346.01,7.485e-15,,7.275e-15,2.102e-16
346.06,1.710e-15,,1.303e-15,4.070e-16
346.11,7.561e-16,,,7.561e-16
346.16,1.347e-15,,,1.347e-15
346.21,2.303e-15,,,2.303e-15
346.26,3.777e-15,,,3.777e-15
346.31,5.942e-15,,,5.942e-15
346.36,8.967e-15,,,8.967e-15
346.41,1.298e-14,,,1.298e-14
346.46,1.803e-14,,,1.803e-14
346.51,2.401e-14,,,2.401e-14
346.56,3.069e-14,,,3.069e-14
346.61,3.762e-14,,,3.762e-14
346.66,4.424e-14,,,4.424e-14
346.71,4.991e-14,,,4.991e-14
346.76,5.401e-14,,,5.401e-14
346.81,5.607e-14,,,5.607e-14
346.86,5.584e-14,,,5.584e-14
346.91,5.334e-14,,,5.334e-14
346.96,4.888e-14,,,4.888e-14
347.01,4.297e-14,,,4.297e-14
347.06,3.624e-14,,,3.624e-14
347.11,2.932e-14,,,2.932e-14
347.16,2.276e-14,,,2.276e-14
347.21,1.695e-14,,,1.695e-14
347.26,1.212e-14,,,1.212e-14
347.31,8.341e-15,,,8.341e-15
347.36,5.550e-15,,,5.550e-15
347.41,3.624e-15,,,3.624e-15
347.46,2.409e-15,,,2.409e-15
347.51,1.762e-15,,,1.762e-15
347.56,1.567e-15,,,1.567e-15
347.61,1.740e-15,,,1.740e-15
347.66,2.229e-15,,,2.229e-15
347.71,2.996e-15,,,2.996e-15
347.76,4.002e-15,,,4.002e-15
347.81,5.197e-15,,,5.197e-15
347.86,6.505e-15,,,6.505e-15
347.91,7.825e-15,,,7.825e-15
347.96,9.038e-15,,,9.038e-15
348.01,1.002e-14,,,1.002e-14
348.06,1.066e-14,,,1.066e-14
348.11,1.088e-14,,,1.088e-14
348.16,1.066e-14,,,1.066e-14
348.21,1.002e-14,,,1.002e-14
348.26,9.037e-15,,,9.037e-15
348.31,7.822e-15,,,7.822e-15
348.36,6.496e-15,,,6.496e-15
348.41,5.177e-15,,,5.177e-15
348.46,3.960e-15,,,3.960e-15
348.51,2.906e-15,,,2.906e-15
348.56,2.046e-15,,,2.046e-15
348.61,1.383e-15,,,1.383e-15
348.66,8.965e-16,,,8.965e-16
348.71,5.578e-16,,,5.578e-16
348.76,3.330e-16,,,3.330e-16
348.81,1.908e-16,,,1.908e-16
348.86,1.049e-16,,,1.049e-16
348.91,5.534e-17,,,5.534e-17
348.96,2.801e-17,,,2.801e-17
349.01,1.361e-17,,,1.361e-17
349.06,6.343e-18,,,6.343e-18
349.11,2.837e-18,,,2.837e-18
349.16,1.218e-18,,,1.218e-18
349.21,5.015e-19,,,5.015e-19
349.26,1.982e-19,,,1.982e-19
349.31,7.516e-20,,,7.516e-20
349.36,2.735e-20,,,2.735e-20
349.41,9.551e-21,,,9.551e-21
349.46,3.200e-21,,,3.200e-21
349.51,1.029e-21,,,1.029e-21
349.56,3.176e-22,,,3.176e-22
349.61,9.448e-23,,,9.448e-23
349.66,2.869e-23,,,2.869e-23
349.71,1.511e-23,,,1.511e-23
349.76,3.157e-23,,,3.157e-23
349.81,1.085e-22,,,1.085e-22
349.86,3.775e-22,,,3.775e-22
349.91,1.267e-21,,,1.267e-21
349.96,4.082e-21,,,4.082e-21
350.01,1.263e-20,,,1.263e-20
350.06,3.756e-20,,,3.756e-20
350.11,1.072e-19,,,1.072e-19
350.16,2.938e-19,,,2.938e-19
350.21,7.734e-19,,,7.734e-19
350.26,1.955e-18,,,1.955e-18
350.31,4.746e-18,,,4.746e-18
350.36,1.106e-17,,,1.106e-17
350.41,2.477e-17,,,2.477e-17
350.46,5.325e-17,,,5.325e-17
350.51,1.099e-16,,,1.099e-16
350.56,2.179e-16,,,2.179e-16
350.61,4.149e-16,,,4.149e-16
350.66,7.586e-16,,,7.586e-16
350.71,1.332e-15,,,1.332e-15
350.76,2.246e-15,,,2.246e-15
350.81,3.636e-15,,,3.636e-15
350.86,5.654e-15,,,5.654e-15
350.91,8.442e-15,,,8.442e-15
350.96,1.406e-14,,1.953e-15,1.210e-14
351.01,2.707e-14,,1.040e-14,1.667e-14
351.06,7.526e-14,,5.322e-14,2.204e-14
351.11,2.896e-13,,2.616e-13,2.799e-14
351.16,1.269e-12,,1.235e-12,3.413e-14
351.21,5.644e-12,,5.604e-12,3.997e-14
351.26,2.447e-11,,2.442e-11,4.496e-14
351.31,1.023e-10,,1.022e-10,4.855e-14
351.36,4.113e-10,,4.112e-10,5.035e-14
351.41,1.589e-9,,1.589e-9,5.015e-14
351.46,5.899e-9,,5.899e-9,4.797e-14
351.51,2.104e-8,,2.103e-8,4.405e-14
351.56,7.206e-8,,7.206e-8,3.886e-14
351.61,2.372e-7,,2.372e-7,3.291e-14
351.66,7.499e-7,,7.499e-7,2.677e-14
351.71,2.278e-6,,2.278e-6,2.091e-14
351.76,6.647e-6,,6.647e-6,1.569e-14
351.81,1.863e-5,,1.863e-5,1.130e-14
351.86,5.018e-5,,5.018e-5,7.817e-15
351.91,1.298e-4,,1.298e-4,5.193e-15
351.96,3.227e-4,,3.227e-4,3.313e-15
352.01,7.706e-4,,7.706e-4,2.029e-15
352.06,1.768e-3,,1.768e-3,1.194e-15
352.11,3.895e-3,,3.895e-3,6.745e-16
352.16,8.247e-3,,8.247e-3,3.660e-16
352.21,1.677e-2,,1.677e-2,1.907e-16
352.26,3.277e-2,,3.277e-2,9.540e-17
352.31,6.152e-2,,6.152e-2,4.584e-17
352.36,1.109e-1,,1.109e-1,2.115e-17
352.41,1.922e-1,,1.922e-1,9.371e-18
352.46,3.199e-1,,3.199e-1,3.988e-18
352.51,5.114e-1,,5.114e-1,1.629e-18
352.56,7.855e-1,,7.855e-1,6.394e-19
352.61,1.159e+0,,1.159e+0,2.409e-19
352.66,1.643e+0,,1.643e+0,8.719e-20
352.71,2.238e+0,,2.238e+0,3.030e-20
352.76,2.928e+0,,2.928e+0,1.011e-20
352.81,3.680e+0,,3.680e+0,3.241e-21
352.86,4.443e+0,,4.443e+0,9.974e-22
352.91,5.154e+0,,5.154e+0,2.948e-22
352.96,5.743e+0,,5.743e+0,8.366e-23
353.01,6.148e+0,,6.148e+0,2.280e-23
353.06,6.323e+0,,6.323e+0,5.968e-24
353.11,6.248e+0,,6.248e+0,1.500e-24
353.16,5.930e+0,,5.930e+0,3.621e-25
353.21,5.408e+0,,5.408e+0,8.393e-26
353.26,4.737e+0,,4.737e+0,1.868e-26
353.31,3.987e+0,,3.987e+0,3.994e-27
353.36,3.223e+0,,3.223e+0,8.198e-28
353.41,2.504e+0,,2.504e+0,1.616e-28
353.46,1.868e+0,,1.868e+0,3.059e-29
353.51,1.339e+0,,1.339e+0,5.562e-30
353.56,9.222e-1,,9.222e-1,
353.61,6.101e-1,,6.101e-1,
353.66,3.878e-1,,3.878e-1,
353.71,2.368e-1,,2.368e-1,
353.76,1.389e-1,,1.389e-1,
353.81,7.826e-2,,7.826e-2,
353.86,4.237e-2,,4.237e-2,
353.91,2.203e-2,,2.203e-2,
353.96,1.101e-2,,1.101e-2,
354.01,5.284e-3,,5.284e-3,
354.06,2.436e-3,,2.436e-3,
354.11,1.079e-3,,1.079e-3,
354.16,4.593e-4,,4.593e-4,
354.21,1.878e-4,,1.878e-4,
354.26,7.375e-5,,7.375e-5,
354.31,2.783e-5,,2.783e-5,
354.36,1.009e-5,,1.009e-5,
354.41,3.513e-6,,3.513e-6,
354.46,1.175e-6,,1.175e-6,
354.51,3.778e-7,,3.778e-7,
354.56,1.168e-7,,1.168e-7,
354.61,3.538e-8,,3.538e-8,
354.66,1.259e-8,,1.259e-8,
354.71,1.180e-8,,1.180e-8,
354.76,2.980e-8,,2.980e-8,
354.81,8.962e-8,,8.962e-8,
354.86,2.644e-7,,2.644e-7,
354.91,7.510e-7,,7.510e-7,
354.96,2.051e-6,,2.051e-6,
355.01,5.387e-6,,5.387e-6,
355.07,1.629e-5,,1.629e-5,
355.12,3.922e-5,,3.922e-5,
355.17,9.078e-5,,9.078e-5,
355.22,2.020e-4,,2.020e-4,
355.27,4.322e-4,,4.322e-4,
355.32,8.889e-4,,8.889e-4,
355.37,1.757e-3,,1.757e-3,
355.42,3.341e-3,,3.341e-3,
355.47,6.105e-3,,6.105e-3,
355.52,1.072e-2,,1.072e-2,
355.57,1.811e-2,,1.811e-2,
355.62,2.941e-2,,2.941e-2,
355.67,4.591e-2,,4.591e-2,
355.72,6.889e-2,,6.889e-2,
355.77,9.938e-2,,9.938e-2,
355.82,1.378e-1,,1.378e-1,
355.87,1.838e-1,,1.838e-1,
355.92,2.355e-1,,2.355e-1,
355.97,2.902e-1,,2.902e-1,
356.02,3.438e-1,,3.438e-1,
356.07,3.916e-1,,3.916e-1,
356.12,4.287e-1,,4.287e-1,
356.17,4.513e-1,,4.513e-1,
356.22,4.566e-1,,4.566e-1,
356.27,4.442e-1,,4.442e-1,
356.32,4.154e-1,,4.154e-1,
356.37,3.735e-1,,3.735e-1,
356.42,3.228e-1,,3.228e-1,
356.47,2.682e-1,,2.682e-1,
356.52,2.143e-1,,2.143e-1,
356.57,1.646e-1,,1.646e-1,
356.62,1.215e-1,,1.215e-1,
356.67,8.623e-2,,8.623e-2,
356.72,5.884e-2,,5.884e-2,
356.77,3.860e-2,,3.860e-2,
356.82,2.434e-2,,2.434e-2,
356.87,1.476e-2,,1.476e-2,
356.92,8.601e-3,,8.601e-3,
356.97,4.819e-3,,4.819e-3,
357.02,2.596e-3,,2.596e-3,
357.07,1.344e-3,,1.344e-3,
357.12,6.693e-4,,6.693e-4,
357.17,3.203e-4,,3.203e-4,
357.22,1.474e-4,,1.474e-4,
357.27,6.520e-5,,6.520e-5,
357.32,2.773e-5,,2.773e-5,
357.37,1.133e-5,,1.133e-5,
357.42,4.455e-6,,4.455e-6,
357.47,1.683e-6,,1.683e-6,
357.52,6.114e-7,,6.114e-7,
357.57,2.135e-7,,2.135e-7,
357.62,7.168e-8,,7.168e-8,
357.67,2.313e-8,,2.313e-8,
357.72,7.177e-9,,7.177e-9,
357.77,2.141e-9,,2.141e-9,
357.82,6.139e-10,,6.139e-10,
357.87,1.692e-10,,1.692e-10,
357.92,4.485e-11,,4.485e-11,
357.97,1.143e-11,,1.143e-11,
358.02,2.799e-12,,2.799e-12,
358.07,6.591e-13,,6.591e-13,
358.12,1.492e-13,,1.492e-13,
358.17,3.247e-14,,3.247e-14,
358.22,6.794e-15,,6.794e-15,
358.27,1.367e-15,,1.367e-15,
358.32,2.642e-16,,2.642e-16,
358.37,4.912e-17,,4.912e-17,
358.72,4.642e-16,,4.642e-16,
358.77,2.409e-15,,2.409e-15,
358.82,1.204e-14,,1.204e-14,
358.87,5.786e-14,,5.786e-14,
358.92,2.677e-13,,2.677e-13,
358.97,1.192e-12,,1.192e-12,
359.02,5.106e-12,,5.106e-12,
359.07,2.105e-11,,2.105e-11,
359.12,8.352e-11,,8.352e-11,
359.17,3.189e-10,,3.189e-10,
359.22,1.172e-9,,1.172e-9,
359.27,4.144e-9,,4.144e-9,
359.32,1.410e-8,,1.410e-8,
359.37,4.618e-8,,4.618e-8,
359.42,1.455e-7,,1.455e-7,
359.47,4.413e-7,,4.413e-7,
359.52,1.288e-6,,1.288e-6,
359.57,3.618e-6,,3.618e-6,
359.62,9.778e-6,,9.778e-6,
359.67,2.543e-5,,2.543e-5,
359.72,6.366e-5,,6.366e-5,
359.77,1.533e-4,,1.533e-4,
359.82,3.554e-4,,3.554e-4,
359.87,7.929e-4,,7.929e-4,
359.92,1.702e-3,,1.702e-3,
359.97,3.517e-3,,3.517e-3,
360.02,6.991e-3,,6.991e-3,
360.07,1.338e-2,,1.338e-2,
360.12,2.463e-2,,2.463e-2,
360.17,4.363e-2,,4.363e-2,
360.22,7.440e-2,,7.440e-2,
360.27,1.221e-1,,1.221e-1,
360.32,1.928e-1,,1.928e-1,
360.37,2.929e-1,,2.929e-1,
360.42,4.284e-1,,4.284e-1,
360.47,6.029e-1,,6.029e-1,
360.52,8.165e-1,,8.165e-1,
360.57,1.064e+0,,1.064e+0,
360.62,1.335e+0,,1.335e+0,
360.67,1.611e+0,,1.611e+0,
360.72,1.872e+0,,1.872e+0,
360.77,2.093e+0,,2.093e+0,
360.82,2.253e+0,,2.253e+0,
360.87,2.337e+0,,2.337e+0,
360.92,2.337e+0,,2.337e+0,
360.97,2.258e+0,,2.258e+0,
361.02,2.117e+0,,2.117e+0,
361.07,1.943e+0,,1.943e+0,
361.12,1.773e+0,,1.773e+0,
361.17,1.651e+0,,1.651e+0,
361.22,1.626e+0,,1.626e+0,
361.27,1.744e+0,,1.744e+0,
361.32,2.052e+0,,2.052e+0,
361.37,2.586e+0,,2.586e+0,
361.42,3.367e+0,,3.367e+0,
361.47,4.396e+0,,4.396e+0,
361.52,5.645e+0,,5.645e+0,
361.57,7.052e+0,,7.052e+0,
361.62,8.526e+0,,8.526e+0,
361.67,9.948e+0,,9.948e+0,
361.72,1.119e+1,,1.119e+1,
361.77,1.211e+1,,1.211e+1,
361.82,1.263e+1,,1.263e+1,
361.87,1.268e+1,,1.268e+1,
361.92,1.226e+1,,1.226e+1,
361.97,1.140e+1,,1.140e+1,
362.02,1.022e+1,,1.022e+1,
362.07,8.824e+0,,8.824e+0,
362.12,7.346e+0,,7.346e+0,
362.17,5.904e+0,,5.904e+0,
362.22,4.593e+0,,4.593e+0,
362.27,3.473e+0,,3.473e+0,
362.32,2.571e+0,,2.571e+0,
362.37,1.885e+0,,1.885e+0,
362.42,1.393e+0,,1.393e+0,
362.47,1.057e+0,,1.057e+0,
362.52,8.392e-1,,8.392e-1,
362.57,7.013e-1,,7.013e-1,
362.62,6.120e-1,,6.120e-1,
362.67,5.478e-1,,5.478e-1,
362.72,4.928e-1,,4.928e-1,
362.77,4.386e-1,,4.386e-1,
362.82,3.818e-1,,3.818e-1,
362.87,3.230e-1,,3.230e-1,
362.92,2.644e-1,,2.644e-1,
362.97,2.089e-1,,2.089e-1,
363.02,1.592e-1,,1.592e-1,
363.07,1.169e-1,,1.169e-1,
363.12,8.265e-2,,8.265e-2,
363.17,5.628e-2,,5.628e-2,
363.22,3.690e-2,,3.690e-2,
363.27,2.329e-2,,2.329e-2,
363.32,1.415e-2,,1.415e-2,
363.37,8.279e-3,,8.279e-3,
363.42,4.663e-3,,4.663e-3,
363.47,2.528e-3,,2.528e-3,
363.52,1.320e-3,,1.320e-3,
363.57,6.631e-4,,6.631e-4,
363.62,3.208e-4,,3.208e-4,
363.67,1.494e-4,,1.494e-4,
363.72,6.698e-5,,6.698e-5,
363.77,2.891e-5,,2.891e-5,
363.82,1.201e-5,,1.201e-5,
363.87,4.805e-6,,4.805e-6,
363.92,1.850e-6,,1.850e-6,
363.97,6.860e-7,,6.860e-7,
364.02,2.448e-7,,2.448e-7,
364.07,8.411e-8,,8.411e-8,
364.12,2.782e-8,,2.782e-8,
364.17,8.859e-9,,8.859e-9,
364.22,2.716e-9,,2.716e-9,
364.27,8.014e-10,,8.014e-10,
364.32,2.277e-10,,2.277e-10,
364.37,6.226e-11,,6.226e-11,
364.42,1.639e-11,,1.639e-11,
364.47,4.155e-12,,4.155e-12,
364.52,1.014e-12,,1.014e-12,
364.57,2.382e-13,,2.382e-13,
364.62,5.387e-14,,5.387e-14,
364.67,1.173e-14,,1.173e-14,
364.72,2.458e-15,,2.458e-15,
364.77,4.960e-16,,4.960e-16,
364.82,9.634e-17,,9.634e-17,
365.92,3.513e-15,,3.513e-15,
365.97,1.801e-14,,1.801e-14,
366.02,8.896e-14,,8.896e-14,
366.07,4.235e-13,,4.235e-13,
366.12,1.943e-12,,1.943e-12,
366.17,8.594e-12,,8.594e-12,
366.22,3.663e-11,,3.663e-11,
366.27,1.505e-10,,1.505e-10,
366.32,5.957e-10,,5.957e-10,
366.37,2.273e-9,,2.273e-9,
366.42,8.358e-9,,8.358e-9,
366.47,2.962e-8,,2.962e-8,
366.52,1.012e-7,,1.012e-7,
366.57,3.331e-7,,3.331e-7,
366.62,1.057e-6,,1.057e-6,
366.67,3.232e-6,,3.232e-6,
366.72,9.527e-6,,9.527e-6,
366.77,2.706e-5,,2.706e-5,
366.82,7.408e-5,,7.408e-5,
366.87,1.955e-4,,1.955e-4,
366.92,4.970e-4,,4.970e-4,
366.97,1.218e-3,,1.218e-3,
367.02,2.877e-3,,2.877e-3,
367.07,6.550e-3,,6.550e-3,
367.12,1.437e-2,,1.437e-2,
367.17,3.039e-2,,3.039e-2,
367.22,6.194e-2,,6.194e-2,
367.27,1.217e-1,,1.217e-1,
367.32,2.303e-1,,2.303e-1,
367.37,4.202e-1,,4.202e-1,
367.42,7.389e-1,,7.389e-1,
367.47,1.252e+0,,1.252e+0,
367.52,2.045e+0,,2.045e+0,
367.57,3.220e+0,,3.220e+0,
367.62,4.885e+0,,4.885e+0,
367.67,7.143e+0,,7.143e+0,
367.72,1.007e+1,,1.007e+1,
367.77,1.367e+1,,1.367e+1,
367.82,1.790e+1,,1.790e+1,
367.87,2.258e+1,,2.258e+1,
367.92,2.746e+1,,2.746e+1,
367.97,3.218e+1,,3.218e+1,
368.02,3.634e+1,,3.634e+1,
368.07,3.956e+1,,3.956e+1,
368.12,4.150e+1,,4.150e+1,
368.17,4.196e+1,,4.196e+1,
368.22,4.089e+1,,4.089e+1,
368.27,3.841e+1,,3.841e+1,
368.32,3.477e+1,,3.477e+1,
368.37,3.033e+1,,3.033e+1,
368.42,2.550e+1,,2.550e+1,
368.47,2.067e+1,,2.067e+1,
368.52,1.614e+1,,1.614e+1,
368.57,1.215e+1,,1.215e+1,
368.62,8.814e+0,,8.814e+0,
368.67,6.163e+0,,6.163e+0,
368.72,4.153e+0,,4.153e+0,
368.77,2.697e+0,,2.697e+0,
368.82,1.688e+0,,1.688e+0,
368.87,1.018e+0,,1.018e+0,
368.92,5.922e-1,,5.922e-1,
368.97,3.318e-1,,3.318e-1,
369.02,1.792e-1,,1.792e-1,
369.07,9.328e-2,,9.328e-2,
369.12,4.679e-2,,4.679e-2,
369.17,2.262e-2,,2.262e-2,
369.22,1.054e-2,,1.054e-2,
369.27,4.735e-3,,4.735e-3,
369.32,2.049e-3,,2.049e-3,
369.37,8.549e-4,,8.549e-4,
369.42,3.437e-4,,3.437e-4,
369.47,1.332e-4,,1.332e-4,
369.52,4.974e-5,,4.974e-5,
369.57,1.790e-5,,1.790e-5,
369.62,6.210e-6,,6.210e-6,
369.67,2.076e-6,,2.076e-6,
369.72,6.690e-7,,6.690e-7,
369.77,2.078e-7,,2.078e-7,
369.82,6.218e-8,,6.218e-8,
369.87,1.794e-8,,1.794e-8,
369.92,4.987e-9,,4.987e-9,
369.97,1.336e-9,,1.336e-9,
370.02,3.451e-10,,3.451e-10,
370.07,8.590e-11,,8.590e-11,
370.12,2.069e-11,,2.069e-11,
370.17,5.160e-12,,5.160e-12,
370.22,2.679e-12,,2.679e-12,
370.27,6.584e-12,,6.584e-12,
370.32,2.413e-11,,2.413e-11,
370.37,8.805e-11,,8.805e-11,
370.42,3.104e-10,,3.104e-10,
370.47,1.056e-9,,1.056e-9,
370.52,3.462e-9,,3.462e-9,
370.57,1.095e-8,,1.095e-8,
370.62,3.343e-8,,3.343e-8,
370.67,9.838e-8,,9.838e-8,
370.72,2.793e-7,,2.793e-7,
370.77,7.648e-7,,7.648e-7,
370.82,2.020e-6,,2.020e-6,
370.87,5.146e-6,,5.146e-6,
370.92,1.264e-5,,1.264e-5,
370.97,2.997e-5,,2.997e-5,
371.02,6.851e-5,,6.851e-5,
371.07,1.511e-4,,1.511e-4,
371.12,3.213e-4,,3.213e-4,
371.17,6.590e-4,,6.590e-4,
371.22,1.304e-3,,1.304e-3,
371.27,2.488e-3,,2.488e-3,
371.32,4.581e-3,,4.581e-3,
371.37,8.133e-3,,8.133e-3,
371.42,1.393e-2,,1.393e-2,
371.47,2.301e-2,,2.301e-2,
371.52,3.665e-2,,3.665e-2,
371.57,5.632e-2,,5.632e-2,
371.62,8.349e-2,,8.349e-2,
371.67,1.194e-1,,1.194e-1,
371.72,1.646e-1,,1.646e-1,
371.77,2.189e-1,,2.189e-1,
371.82,2.808e-1,,2.808e-1,
371.87,3.475e-1,,3.475e-1,
371.92,4.148e-1,,4.148e-1,
371.97,4.775e-1,,4.775e-1,
372.02,5.302e-1,,5.302e-1,
372.07,5.678e-1,,5.678e-1,
372.12,5.866e-1,,5.866e-1,
372.17,5.845e-1,,5.845e-1,
372.22,5.617e-1,,5.617e-1,
372.27,5.207e-1,,5.207e-1,
372.32,4.656e-1,,4.656e-1,
372.37,4.015e-1,,4.015e-1,
372.42,3.340e-1,,3.340e-1,
372.47,2.680e-1,,2.680e-1,
372.52,2.074e-1,,2.074e-1,
372.57,1.548e-1,,1.548e-1,
