Wavelength (nm),Sum,K I (3.1e-02),K II (9.7e-01),K III (2.7e-11)
482.91,5.995e+1,,5.995e+1,
482.96,5.957e+1,,5.957e+1,
483.01,5.793e+1,,5.793e+1,
483.06,5.514e+1,,5.514e+1,
483.11,5.137e+1,,5.137e+1,
483.16,4.685e+1,,4.685e+1,
483.21,4.182e+1,,4.182e+1,
483.26,3.653e+1,,3.653e+1,
483.31,3.124e+1,,3.124e+1,
483.36,2.615e+1,,2.615e+1,
483.41,2.142e+1,,2.142e+1,
483.46,1.718e+1,,1.718e+1,
483.51,1.348e+1,,1.348e+1,
483.56,1.036e+1,,1.036e+1,
483.61,7.787e+0,,7.787e+0,
483.66,5.731e+0,,5.731e+0,
483.71,4.128e+0,,4.128e+0,
483.76,2.911e+0,,2.911e+0,
483.81,2.009e+0,,2.009e+0,
483.86,1.357e+0,,1.357e+0,
483.91,8.971e-1,,8.971e-1,
483.96,5.805e-1,,5.805e-1,
484.01,3.677e-1,,3.677e-1,
484.06,2.280e-1,,2.280e-1,
484.11,1.383e-1,,1.383e-1,
484.16,8.216e-2,,8.216e-2,
484.21,4.776e-2,,4.776e-2,
484.26,2.718e-2,,2.718e-2,
484.31,1.514e-2,,1.514e-2,
484.36,8.251e-3,,8.251e-3,
484.41,4.403e-3,,4.403e-3,
484.46,2.299e-3,,2.299e-3,
484.51,1.175e-3,,1.175e-3,
484.56,5.880e-4,,5.880e-4,
484.61,2.880e-4,,2.880e-4,
484.66,1.380e-4,,1.380e-4,
484.71,6.476e-5,,6.476e-5,
484.76,2.974e-5,,2.974e-5,
484.81,1.337e-5,,1.337e-5,
484.86,5.880e-6,,5.880e-6,
484.91,2.532e-6,,2.532e-6,
484.96,1.067e-6,,1.067e-6,
485.01,4.402e-7,,4.402e-7,
485.06,1.778e-7,,1.778e-7,
485.11,7.025e-8,,7.025e-8,
485.16,2.718e-8,,2.718e-8,
485.21,1.029e-8,,1.029e-8,
485.26,3.813e-9,,3.813e-9,
485.31,1.383e-9,,1.383e-9,
485.36,4.911e-10,,4.911e-10,
485.41,1.707e-10,,1.707e-10,
485.46,5.805e-11,,5.805e-11,
485.51,1.933e-11,,1.933e-11,
485.56,6.298e-12,,6.298e-12,
485.61,2.009e-12,,2.009e-12,
485.66,6.271e-13,,6.271e-13,
485.71,1.916e-13,,1.916e-13,
485.76,5.731e-14,,5.731e-14,
485.81,1.678e-14,,1.678e-14,
493.51,2.148e-10,2.148e-10,,
493.56,7.152e-10,7.152e-10,,
493.61,2.333e-9,2.333e-9,,
493.66,7.460e-9,7.460e-9,,
493.71,2.337e-8,2.337e-8,,
493.76,7.174e-8,7.174e-8,,
493.81,2.158e-7,2.158e-7,,
493.86,6.362e-7,6.362e-7,,
493.91,1.838e-6,1.838e-6,,
493.96,5.202e-6,5.202e-6,,
494.01,1.443e-5,1.443e-5,,
494.06,3.922e-5,3.922e-5,,
494.11,1.045e-4,1.045e-4,,
494.16,2.727e-4,2.727e-4,,
494.21,6.974e-4,6.974e-4,,
494.26,1.748e-3,1.748e-3,,
494.31,4.293e-3,4.293e-3,,
494.36,1.033e-2,1.033e-2,,
494.41,2.436e-2,2.436e-2,,
494.46,5.630e-2,5.630e-2,,
494.51,1.275e-1,1.275e-1,,
494.56,2.830e-1,2.830e-1,,
494.61,6.153e-1,6.153e-1,,
494.66,1.311e+0,1.311e+0,,
494.71,2.738e+0,2.738e+0,,
494.76,5.602e+0,5.602e+0,,
494.81,1.123e+1,1.123e+1,,
494.86,2.207e+1,2.207e+1,,
494.91,4.249e+1,4.249e+1,,
494.96,8.018e+1,8.018e+1,,
495.01,1.482e+2,1.482e+2,,
495.06,2.686e+2,2.686e+2,,
495.11,4.768e+2,4.768e+2,,
495.16,8.295e+2,8.295e+2,,
495.21,1.414e+3,1.414e+3,,
495.26,2.362e+3,2.362e+3,,
495.31,3.867e+3,3.867e+3,,
495.36,6.203e+3,6.203e+3,,
495.41,9.751e+3,9.751e+3,,
495.46,1.502e+4,1.502e+4,,
495.51,2.267e+4,2.267e+4,,
495.56,3.354e+4,3.354e+4,,
495.61,4.861e+4,4.861e+4,,
495.66,6.904e+4,6.904e+4,,
495.71,9.609e+4,9.609e+4,,
495.76,1.311e+5,1.311e+5,,
495.81,1.752e+5,1.752e+5,,
495.86,2.294e+5,2.294e+5,,
495.91,2.944e+5,2.944e+5,,
495.96,3.702e+5,3.702e+5,,
496.01,4.562e+5,4.562e+5,,
496.06,5.509e+5,5.509e+5,,
496.11,6.520e+5,6.520e+5,,
496.16,7.560e+5,7.560e+5,,
496.21,8.590e+5,8.590e+5,,
496.26,9.565e+5,9.565e+5,,
496.31,1.044e+6,1.044e+6,,
496.36,1.116e+6,1.116e+6,,
496.41,1.169e+6,1.169e+6,,
496.46,1.200e+6,1.200e+6,,
496.51,1.208e+6,1.208e+6,,
496.56,1.191e+6,1.191e+6,,
496.61,1.150e+6,1.150e+6,,
496.66,1.089e+6,1.089e+6,,
496.71,1.010e+6,1.010e+6,,
496.76,9.185e+5,9.185e+5,,
496.81,8.182e+5,8.182e+5,,
496.86,7.143e+5,7.143e+5,,
496.91,6.110e+5,6.110e+5,,
496.96,5.121e+5,5.121e+5,,
497.01,4.207e+5,4.207e+5,,
497.06,3.386e+5,3.386e+5,,
497.11,2.671e+5,2.671e+5,,
497.16,2.064e+5,2.064e+5,,
497.21,1.563e+5,1.563e+5,,
497.26,1.160e+5,1.160e+5,,
497.31,8.439e+4,8.439e+4,,
497.36,6.014e+4,6.014e+4,,
497.41,4.200e+4,4.200e+4,,
497.46,2.874e+4,2.874e+4,,
497.51,1.928e+4,1.928e+4,,
497.56,1.267e+4,1.267e+4,6.185e-15,
497.61,8.157e+3,8.157e+3,2.028e-14,
497.66,5.147e+3,5.147e+3,6.516e-14,
497.71,3.183e+3,3.183e+3,2.053e-13,
497.76,1.929e+3,1.929e+3,6.338e-13,
497.81,1.145e+3,1.145e+3,1.918e-12,
497.86,6.663e+2,6.663e+2,5.692e-12,
497.91,3.799e+2,3.799e+2,1.655e-11,
497.96,2.123e+2,2.123e+2,4.719e-11,
498.01,1.162e+2,1.162e+2,1.319e-10,
498.06,6.235e+1,6.235e+1,3.613e-10,
498.11,3.278e+1,3.278e+1,9.701e-10,
498.16,1.689e+1,1.689e+1,2.553e-9,
498.21,8.525e+0,8.525e+0,6.588e-9,
498.26,4.217e+0,4.217e+0,1.666e-8,
498.31,2.044e+0,2.044e+0,4.131e-8,
498.36,9.711e-1,9.711e-1,1.004e-7,
498.41,4.521e-1,4.521e-1,2.392e-7,
498.46,2.062e-1,2.062e-1,5.585e-7,
498.51,9.217e-2,9.217e-2,1.278e-6,
498.56,4.038e-2,4.037e-2,2.869e-6,
498.61,1.733e-2,1.733e-2,6.309e-6,
498.66,7.302e-3,7.288e-3,1.360e-5,
498.71,3.033e-3,3.004e-3,2.875e-5,
498.76,1.273e-3,1.213e-3,5.956e-5,
498.81,6.011e-4,4.802e-4,1.210e-4,
498.86,4.270e-4,1.862e-4,2.408e-4,
498.91,5.406e-4,7.077e-5,4.698e-4,
498.96,9.250e-4,2.636e-5,8.986e-4,
499.01,1.694e-3,9.618e-6,1.685e-3,
499.06,3.100e-3,3.439e-6,3.097e-3,
499.11,5.580e-3,1.205e-6,5.579e-3,
499.16,9.853e-3,4.139e-7,9.852e-3,
499.21,1.706e-2,1.393e-7,1.706e-2,
499.26,2.894e-2,4.592e-8,2.894e-2,
499.31,4.814e-2,1.484e-8,4.814e-2,
499.36,7.849e-2,4.698e-9,7.849e-2,
499.41,1.255e-1,1.458e-9,1.255e-1,
499.46,1.966e-1,4.432e-10,1.966e-1,
499.51,3.019e-1,1.320e-10,3.019e-1,
499.56,4.544e-1,,4.544e-1,
499.61,6.706e-1,,6.706e-1,
499.66,9.700e-1,,9.700e-1,
499.71,1.375e+0,,1.375e+0,
499.76,1.912e+0,,1.912e+0,
499.81,2.605e+0,,2.605e+0,
499.86,3.479e+0,,3.479e+0,
499.91,4.554e+0,,4.554e+0,
499.96,5.845e+0,,5.845e+0,
500.01,7.352e+0,,7.352e+0,
500.06,9.066e+0,,9.066e+0,
500.11,1.096e+1,,1.096e+1,
500.16,1.298e+1,,1.298e+1,
500.21,1.508e+1,,1.508e+1,
500.26,1.717e+1,,1.717e+1,
500.31,1.916e+1,,1.916e+1,
500.36,2.096e+1,,2.096e+1,
500.41,2.248e+1,,2.248e+1,
500.46,2.363e+1,,2.363e+1,
500.51,2.434e+1,,2.434e+1,
500.56,2.459e+1,,2.459e+1,
500.61,2.434e+1,,2.434e+1,
500.66,2.363e+1,,2.363e+1,
500.71,2.248e+1,,2.248e+1,
500.76,2.096e+1,,2.096e+1,
500.81,1.916e+1,,1.916e+1,
500.86,1.717e+1,,1.717e+1,
500.91,1.508e+1,,1.508e+1,
500.96,1.298e+1,,1.298e+1,
501.01,1.096e+1,,1.096e+1,
501.06,9.066e+0,,9.066e+0,
501.11,7.352e+0,,7.352e+0,
501.16,5.845e+0,,5.845e+0,
501.21,4.554e+0,,4.554e+0,
501.26,3.479e+0,,3.479e+0,
501.31,2.605e+0,,2.605e+0,
501.36,1.912e+0,,1.912e+0,
501.41,1.375e+0,,1.375e+0,
501.46,9.700e-1,,9.700e-1,
501.51,6.706e-1,,6.706e-1,
501.56,4.544e-1,,4.544e-1,
501.61,3.019e-1,,3.019e-1,
501.66,1.966e-1,,1.966e-1,
501.71,1.255e-1,,1.255e-1,
501.76,7.849e-2,,7.849e-2,
501.81,4.814e-2,,4.814e-2,
501.86,2.894e-2,,2.894e-2,
501.91,1.706e-2,,1.706e-2,
501.96,9.852e-3,,9.852e-3,
502.01,5.579e-3,,5.579e-3,
502.06,3.097e-3,,3.097e-3,
502.11,1.685e-3,,1.685e-3,
502.16,8.986e-4,,8.986e-4,
502.21,4.698e-4,,4.698e-4,
502.26,2.408e-4,,2.408e-4,
502.31,1.210e-4,,1.210e-4,
502.36,5.956e-5,,5.956e-5,
502.41,2.875e-5,,2.875e-5,
502.46,1.360e-5,,1.360e-5,
502.51,6.309e-6,,6.309e-6,
502.56,2.869e-6,,2.869e-6,
502.61,1.278e-6,,1.278e-6,
502.66,5.585e-7,,5.585e-7,
502.71,2.392e-7,,2.392e-7,
502.76,1.004e-7,,1.004e-7,
502.81,4.131e-8,,4.131e-8,
502.86,1.666e-8,,1.666e-8,
502.91,6.591e-9,,6.591e-9,
502.96,2.560e-9,,2.560e-9,
503.01,9.892e-10,,9.892e-10,
503.06,4.137e-10,,4.137e-10,
503.11,2.732e-10,,2.732e-10,
503.16,4.208e-10,,4.208e-10,
503.21,9.850e-10,,9.850e-10,
503.26,2.467e-9,,2.467e-9,
503.31,6.138e-9,,6.138e-9,
503.36,1.500e-8,,1.500e-8,
503.41,3.595e-8,,3.595e-8,
503.46,8.451e-8,,8.451e-8,
503.51,1.948e-7,,1.948e-7,
503.56,4.403e-7,,4.403e-7,
503.61,9.760e-7,,9.760e-7,
503.66,2.122e-6,,2.122e-6,
503.71,4.522e-6,,4.522e-6,
503.76,9.453e-6,,9.453e-6,
503.81,1.938e-5,,1.938e-5,
503.86,3.895e-5,,3.895e-5,
503.91,7.678e-5,,7.678e-5,
503.96,1.484e-4,,1.484e-4,
504.01,2.813e-4,,2.813e-4,
504.06,5.230e-4,,5.230e-4,
504.11,9.533e-4,,9.533e-4,
504.16,1.704e-3,,1.704e-3,
504.21,2.987e-3,,2.987e-3,
504.26,5.135e-3,,5.135e-3,
504.31,8.656e-3,,8.656e-3,
504.36,1.431e-2,,1.431e-2,
504.41,2.320e-2,,2.320e-2,
504.46,3.687e-2,,3.687e-2,
504.51,5.748e-2,,5.748e-2,
504.56,8.787e-2,,8.787e-2,
504.61,1.317e-1,,1.317e-1,
504.66,1.936e-1,,1.936e-1,
504.71,2.791e-1,,2.791e-1,
504.76,3.946e-1,,3.946e-1,
504.81,5.470e-1,,5.470e-1,
504.86,7.436e-1,,7.436e-1,
504.91,9.913e-1,,9.913e-1,
504.96,1.296e+0,,1.296e+0,
505.01,1.661e+0,,1.661e+0,
505.06,2.088e+0,,2.088e+0,
505.11,2.575e+0,,2.575e+0,
505.16,3.112e+0,,3.112e+0,
505.21,3.690e+0,,3.690e+0,
505.26,4.289e+0,,4.289e+0,
505.31,4.890e+0,,4.890e+0,
505.36,5.467e+0,,5.467e+0,
505.41,5.993e+0,,5.993e+0,
505.46,6.443e+0,,6.443e+0,
505.51,6.792e+0,,6.792e+0,
505.56,7.022e+0,,7.022e+0,
505.61,7.118e+0,,7.118e+0,
505.66,7.077e+0,,7.077e+0,
505.71,6.899e+0,,6.899e+0,
505.76,6.596e+0,,6.596e+0,
505.81,6.183e+0,,6.183e+0,
505.86,5.685e+0,,5.685e+0,
505.91,5.125e+0,,5.125e+0,
505.96,4.531e+0,,4.531e+0,
506.01,3.928e+0,,3.928e+0,
506.06,3.339e+0,,3.339e+0,
506.11,2.784e+0,,2.784e+0,
506.16,2.276e+0,,2.276e+0,
506.21,1.825e+0,,1.825e+0,
506.26,1.435e+0,,1.435e+0,
506.31,1.106e+0,,1.106e+0,
506.36,8.362e-1,,8.362e-1,
506.41,6.200e-1,,6.200e-1,
506.46,4.507e-1,,4.507e-1,
506.51,3.213e-1,,3.213e-1,
506.56,2.247e-1,,2.247e-1,
506.61,1.540e-1,,1.540e-1,
506.66,1.036e-1,,1.036e-1,
506.71,6.828e-2,,6.828e-2,
506.76,4.414e-2,,4.414e-2,
506.81,2.799e-2,,2.799e-2,
506.86,1.740e-2,,1.740e-2,
506.91,1.061e-2,,1.061e-2,
506.96,6.343e-3,,6.343e-3,
507.01,3.719e-3,,3.719e-3,
507.06,2.138e-3,,2.138e-3,
507.11,1.206e-3,,1.206e-3,
507.16,6.665e-4,,6.665e-4,
507.21,3.614e-4,,3.614e-4,
507.26,1.921e-4,,1.921e-4,
507.31,1.002e-4,,1.002e-4,
507.36,5.122e-5,,5.122e-5,
507.41,2.568e-5,,2.568e-5,
507.46,1.263e-5,,1.263e-5,
507.51,6.088e-6,,6.088e-6,
507.56,2.879e-6,,2.879e-6,
507.61,1.335e-6,,1.335e-6,
507.66,6.068e-7,,6.068e-7,
507.71,2.706e-7,,2.706e-7,
507.76,1.183e-7,,1.183e-7,
507.81,5.072e-8,,5.072e-8,
507.86,2.133e-8,,2.133e-8,
507.91,8.794e-9,,8.794e-9,
507.96,3.556e-9,,3.556e-9,
508.01,1.410e-9,,1.410e-9,
508.06,5.482e-10,,5.482e-10,
508.11,2.090e-10,,2.090e-10,
508.16,4.174e-10,3.392e-10,7.815e-11,
508.21,1.116e-9,1.088e-9,2.866e-11,
508.26,3.431e-9,3.421e-9,1.030e-11,
508.31,1.056e-8,1.056e-8,3.633e-12,
508.36,3.196e-8,3.196e-8,1.256e-12,
508.41,9.492e-8,9.492e-8,4.260e-13,
508.46,2.766e-7,2.766e-7,1.416e-13,
508.51,7.906e-7,7.906e-7,4.618e-14,
508.56,2.217e-6,2.217e-6,1.477e-14,
508.61,6.100e-6,6.100e-6,4.631e-15,
508.66,1.646e-5,1.646e-5,1.424e-15,
508.71,4.360e-5,4.360e-5,,
508.76,1.133e-4,1.133e-4,,
508.81,2.886e-4,2.886e-4,,
508.86,7.216e-4,7.216e-4,,
508.91,1.770e-3,1.770e-3,,
508.96,4.260e-3,4.260e-3,,
509.01,1.006e-2,1.006e-2,,
509.06,2.329e-2,2.329e-2,,
509.11,5.292e-2,5.292e-2,,
509.16,1.180e-1,1.180e-1,,
509.21,2.580e-1,2.580e-1,,
509.26,5.535e-1,5.535e-1,,
509.31,1.165e+0,1.165e+0,,
509.36,2.405e+0,2.405e+0,,
509.42,5.599e+0,5.599e+0,,
509.47,1.108e+1,1.108e+1,,
509.52,2.153e+1,2.153e+1,,
509.57,4.102e+1,4.102e+1,,
509.62,7.669e+1,7.669e+1,,
509.67,1.406e+2,1.406e+2,,
509.72,2.530e+2,2.530e+2,,
509.77,4.466e+2,4.466e+2,,
509.82,7.734e+2,7.734e+2,,
509.87,1.314e+3,1.314e+3,,
509.92,2.190e+3,2.190e+3,,
509.97,3.580e+3,3.580e+3,,
510.02,5.743e+3,5.743e+3,,
510.07,9.038e+3,9.038e+3,,
510.12,1.395e+4,1.395e+4,,
510.17,2.113e+4,2.113e+4,,
510.22,3.140e+4,3.140e+4,,
510.27,4.577e+4,4.577e+4,,
510.32,6.546e+4,6.546e+4,,
510.37,9.185e+4,9.185e+4,,
510.42,1.264e+5,1.264e+5,,
510.47,1.707e+5,1.707e+5,,
510.52,2.261e+5,2.261e+5,,
510.57,2.939e+5,2.939e+5,,
510.62,3.748e+5,3.748e+5,,
510.67,4.688e+5,4.688e+5,,
510.72,5.752e+5,5.752e+5,,
510.77,6.925e+5,6.925e+5,,
510.82,8.180e+5,8.180e+5,,
510.87,9.478e+5,9.478e+5,,
510.92,1.077e+6,1.077e+6,,
510.97,1.202e+6,1.202e+6,,
511.02,1.315e+6,1.315e+6,,
511.07,1.411e+6,1.411e+6,,
511.12,1.486e+6,1.486e+6,,
511.17,1.535e+6,1.535e+6,,
511.22,1.556e+6,1.556e+6,,
511.27,1.547e+6,1.547e+6,,
511.32,1.509e+6,1.509e+6,,
511.37,1.444e+6,1.444e+6,,
511.42,1.355e+6,1.355e+6,,
511.47,1.248e+6,1.248e+6,,
511.52,1.128e+6,1.128e+6,,
511.57,9.999e+5,9.999e+5,,
511.62,8.696e+5,8.696e+5,,
511.67,7.419e+5,7.419e+5,,
511.72,6.210e+5,6.210e+5,,
511.77,5.099e+5,5.099e+5,,
511.82,4.108e+5,4.108e+5,,
511.87,3.247e+5,3.247e+5,,
511.92,2.517e+5,2.517e+5,,
511.97,1.915e+5,1.915e+5,,
512.02,1.429e+5,1.429e+5,,
512.07,1.046e+5,1.046e+5,,
512.12,7.513e+4,7.513e+4,,
512.17,5.294e+4,5.294e+4,,
512.22,3.659e+4,3.659e+4,,
512.27,2.482e+4,2.482e+4,,
512.32,1.651e+4,1.651e+4,,
512.37,1.078e+4,1.078e+4,,
512.42,6.901e+3,6.901e+3,,
512.47,4.335e+3,4.335e+3,,
512.52,2.672e+3,2.672e+3,,
512.57,1.615e+3,1.615e+3,,
512.62,9.582e+2,9.582e+2,,
512.67,5.576e+2,5.576e+2,,
512.72,3.183e+2,3.183e+2,,
512.77,1.783e+2,1.783e+2,,
512.82,9.796e+1,9.796e+1,,
512.87,5.281e+1,5.281e+1,,
512.92,2.793e+1,2.793e+1,,
512.97,1.449e+1,1.449e+1,,
513.02,7.375e+0,7.375e+0,,
513.07,3.682e+0,3.682e+0,,
513.12,1.804e+0,1.804e+0,,
513.17,8.670e-1,8.670e-1,,
513.22,4.088e-1,4.088e-1,,
513.27,1.891e-1,1.891e-1,,
513.32,8.580e-2,8.580e-2,,
513.37,3.820e-2,3.820e-2,,
513.42,1.668e-2,1.668e-2,,
513.47,7.148e-3,7.148e-3,,
513.52,3.005e-3,3.005e-3,,
513.57,1.239e-3,1.239e-3,,
513.62,5.013e-4,5.013e-4,,
513.67,1.990e-4,1.990e-4,,
513.72,7.748e-5,7.748e-5,,
513.77,2.960e-5,2.960e-5,,
513.82,1.109e-5,1.109e-5,,
513.87,4.079e-6,4.079e-6,,
513.92,1.471e-6,1.471e-6,,
513.97,5.206e-7,5.206e-7,,
514.02,1.807e-7,1.807e-7,,
514.07,6.155e-8,6.155e-8,,
514.12,2.057e-8,2.057e-8,,
514.17,6.742e-9,6.742e-9,,
514.22,2.168e-9,2.168e-9,,
514.27,6.840e-10,6.840e-10,,
514.32,2.117e-10,2.117e-10,,
530.77,4.209e-10,4.209e-10,,
530.82,1.282e-9,1.282e-9,,
530.87,3.835e-9,3.835e-9,,
530.92,1.128e-8,1.128e-8,,
530.97,3.258e-8,3.258e-8,,
531.02,9.248e-8,9.248e-8,,
531.07,2.580e-7,2.580e-7,,
531.12,7.072e-7,7.072e-7,,
531.17,1.905e-6,1.905e-6,,
531.22,5.041e-6,5.041e-6,,
531.27,1.311e-5,1.311e-5,,
531.32,3.350e-5,3.350e-5,,
531.37,8.411e-5,8.411e-5,,
531.42,2.075e-4,2.075e-4,,
531.47,5.031e-4,5.031e-4,,
531.52,1.199e-3,1.199e-3,,
531.57,2.806e-3,2.806e-3,,
531.62,6.453e-3,6.453e-3,,
531.67,1.459e-2,1.459e-2,,
531.72,3.239e-2,3.239e-2,,
531.77,7.069e-2,7.069e-2,,
531.82,1.516e-1,1.516e-1,,
531.87,3.194e-1,3.194e-1,,
531.92,6.613e-1,6.613e-1,,
531.97,1.345e+0,1.345e+0,,
532.02,2.690e+0,2.690e+0,,
532.07,5.283e+0,5.283e+0,,
532.12,1.020e+1,1.020e+1,,
532.17,1.934e+1,1.934e+1,,
532.22,3.604e+1,3.604e+1,,
532.27,6.601e+1,6.601e+1,,
532.32,1.188e+2,1.188e+2,,
532.37,2.100e+2,2.100e+2,,
532.42,3.649e+2,3.649e+2,,
532.47,6.229e+2,6.229e+2,,
532.52,1.045e+3,1.045e+3,,
532.57,1.722e+3,1.722e+3,,
532.62,2.790e+3,2.790e+3,,
532.67,4.440e+3,4.440e+3,,
532.72,6.944e+3,6.944e+3,,
532.77,1.067e+4,1.067e+4,,
532.82,1.611e+4,1.611e+4,,
532.87,2.391e+4,2.391e+4,,
532.92,3.486e+4,3.486e+4,,
532.97,4.993e+4,4.993e+4,,
533.02,7.029e+4,7.029e+4,,
533.07,9.723e+4,9.723e+4,,
533.12,1.322e+5,1.322e+5,,
533.17,1.765e+5,1.765e+5,,
533.22,2.316e+5,2.316e+5,,
533.27,2.987e+5,2.987e+5,,
533.32,3.785e+5,3.785e+5,,
533.37,4.712e+5,4.712e+5,,
533.42,5.765e+5,5.765e+5,,
533.47,6.931e+5,6.931e+5,,
533.52,8.187e+5,8.187e+5,,
533.57,9.503e+5,9.503e+5,,
533.62,1.084e+6,1.084e+6,,
533.67,1.215e+6,1.215e+6,,
533.72,1.338e+6,1.338e+6,,
533.77,1.448e+6,1.448e+6,,
533.82,1.539e+6,1.539e+6,,
533.87,1.608e+6,1.608e+6,,
533.92,1.651e+6,1.651e+6,,
533.97,1.666e+6,1.666e+6,,
534.02,1.651e+6,1.651e+6,,
534.07,1.608e+6,1.608e+6,,
534.12,1.539e+6,1.539e+6,,
534.17,1.448e+6,1.448e+6,,
534.22,1.338e+6,1.338e+6,,
534.27,1.215e+6,1.215e+6,,
534.32,1.084e+6,1.084e+6,,
534.37,9.506e+5,9.506e+5,,
534.42,8.192e+5,8.192e+5,,
534.47,6.939e+5,6.939e+5,,
534.52,5.779e+5,5.779e+5,,
534.57,4.735e+5,4.735e+5,,
534.62,3.821e+5,3.821e+5,,
534.67,3.044e+5,3.044e+5,,
534.72,2.404e+5,2.404e+5,,
534.77,1.899e+5,1.899e+5,,
534.82,1.523e+5,1.523e+5,,
534.87,1.269e+5,1.269e+5,,
534.92,1.133e+5,1.133e+5,,
534.97,1.112e+5,1.112e+5,,
535.02,1.205e+5,1.205e+5,,
535.07,1.417e+5,1.417e+5,,
535.12,1.754e+5,1.754e+5,,
535.17,2.222e+5,2.222e+5,,
535.22,2.830e+5,2.830e+5,,
535.27,3.585e+5,3.585e+5,,
535.32,4.490e+5,4.490e+5,,
535.37,5.545e+5,5.545e+5,,
535.42,6.740e+5,6.740e+5,,
535.47,8.057e+5,8.057e+5,,
535.52,9.469e+5,9.469e+5,,
535.57,1.094e+6,1.094e+6,,
535.62,1.242e+6,1.242e+6,,
535.67,1.386e+6,1.386e+6,,
535.72,1.520e+6,1.520e+6,,
535.77,1.638e+6,1.638e+6,,
535.82,1.735e+6,1.735e+6,,
535.87,1.806e+6,1.806e+6,,
535.92,1.847e+6,1.847e+6,,
535.97,1.857e+6,1.857e+6,,
536.02,1.834e+6,1.834e+6,,
536.07,1.781e+6,1.781e+6,,
536.12,1.699e+6,1.699e+6,,
536.17,1.593e+6,1.593e+6,,
536.22,1.468e+6,1.468e+6,,
536.27,1.329e+6,1.329e+6,,
536.32,1.183e+6,1.183e+6,,
536.37,1.034e+6,1.034e+6,,
536.42,8.891e+5,8.891e+5,,
536.47,7.510e+5,7.510e+5,,
536.52,6.233e+5,6.233e+5,,
536.57,5.085e+5,5.085e+5,,
536.62,4.076e+5,4.076e+5,,
536.67,3.212e+5,3.212e+5,,
536.72,2.486e+5,2.486e+5,,
536.77,1.892e+5,1.892e+5,,
536.82,1.415e+5,1.415e+5,,
536.87,1.040e+5,1.040e+5,,
536.92,7.507e+4,7.507e+4,,
536.97,5.328e+4,5.328e+4,,
537.02,3.716e+4,3.716e+4,,
537.07,2.547e+4,2.547e+4,,
537.12,1.716e+4,1.716e+4,,
537.17,1.136e+4,1.136e+4,,
537.22,7.389e+3,7.389e+3,,
537.27,4.724e+3,4.724e+3,,
537.32,2.968e+3,2.968e+3,,
537.37,1.833e+3,1.833e+3,,
537.42,1.112e+3,1.112e+3,,
537.47,6.631e+2,6.631e+2,,
537.52,3.886e+2,3.886e+2,,
537.57,2.238e+2,2.238e+2,,
537.62,1.267e+2,1.267e+2,,
537.67,7.045e+1,7.045e+1,,
537.72,3.851e+1,3.851e+1,,
537.77,2.069e+1,2.069e+1,,
537.82,1.092e+1,1.092e+1,,
537.87,5.666e+0,5.666e+0,,
537.92,2.889e+0,2.889e+0,,
537.97,1.448e+0,1.448e+0,,
538.02,7.128e-1,7.128e-1,,
538.07,3.449e-1,3.449e-1,,
538.12,1.640e-1,1.640e-1,,
538.17,7.666e-2,7.666e-2,,
538.22,3.521e-2,3.521e-2,,
538.27,1.589e-2,1.589e-2,,
538.32,7.050e-3,7.050e-3,,
538.37,3.073e-3,3.073e-3,,
538.42,1.317e-3,1.317e-3,,
538.47,5.543e-4,5.543e-4,,
538.52,2.293e-4,2.293e-4,,
538.57,9.325e-5,9.325e-5,,
538.62,3.726e-5,3.726e-5,,
538.67,1.463e-5,1.463e-5,,
538.72,5.647e-6,5.647e-6,,
538.77,2.142e-6,2.142e-6,,
538.82,7.982e-7,7.982e-7,,
538.87,2.924e-7,2.924e-7,,
538.92,1.052e-7,1.052e-7,,
538.97,3.723e-8,3.723e-8,,
539.02,1.294e-8,1.294e-8,,
539.07,4.422e-9,4.422e-9,,
539.12,1.485e-9,1.485e-9,,
539.17,4.899e-10,4.899e-10,,
543.73,9.316e-16,,9.316e-16,
543.78,2.765e-15,,2.765e-15,
543.83,8.069e-15,,8.069e-15,
543.88,2.316e-14,,2.316e-14,
543.93,6.538e-14,,6.538e-14,
543.98,1.815e-13,,1.815e-13,
544.03,4.955e-13,,4.955e-13,
544.08,1.330e-12,,1.330e-12,
544.13,3.512e-12,,3.512e-12,
544.18,9.119e-12,,9.119e-12,
544.23,2.328e-11,,2.328e-11,
544.28,5.847e-11,,5.847e-11,
544.33,1.444e-10,,1.444e-10,
544.38,3.507e-10,,3.507e-10,
544.43,8.375e-10,,8.375e-10,
544.48,1.967e-9,,1.967e-9,
544.53,4.544e-9,,4.544e-9,
544.58,1.032e-8,,1.032e-8,
544.63,2.306e-8,,2.306e-8,
544.68,5.066e-8,,5.066e-8,
544.73,1.094e-7,,1.094e-7,
544.78,2.325e-7,,2.325e-7,
544.83,4.859e-7,,4.859e-7,
544.88,9.984e-7,,9.984e-7,
544.93,2.018e-6,,2.018e-6,
544.98,4.010e-6,,4.010e-6,
545.03,7.836e-6,,7.836e-6,
545.08,1.506e-5,,1.506e-5,
545.13,2.847e-5,,2.847e-5,
545.18,5.292e-5,,5.292e-5,
545.23,9.674e-5,,9.674e-5,
545.28,1.739e-4,,1.739e-4,
545.33,3.075e-4,,3.075e-4,
545.38,5.346e-4,,5.346e-4,
545.43,9.140e-4,,9.140e-4,
545.48,1.537e-3,,1.537e-3,
545.53,2.542e-3,,2.542e-3,
