Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
443.277,5.771e+7,5.771e+7,8.211e-13
443.282,5.437e+7,5.437e+7,8.212e-13
443.287,5.041e+7,5.041e+7,8.212e-13
443.292,4.592e+7,4.592e+7,8.212e-13
443.297,4.103e+7,4.103e+7,8.212e-13
443.302,3.590e+7,3.590e+7,8.212e-13
443.307,3.073e+7,3.073e+7,8.213e-13
443.312,2.571e+7,2.571e+7,8.213e-13
443.317,2.101e+7,2.101e+7,8.213e-13
443.323,1.598e+7,1.598e+7,8.213e-13
443.328,1.238e+7,1.238e+7,8.213e-13
443.333,9.363e+6,9.363e+6,8.214e-13
443.338,6.905e+6,6.905e+6,8.214e-13
443.343,4.967e+6,4.967e+6,8.214e-13
443.348,3.484e+6,3.484e+6,8.214e-13
443.353,2.383e+6,2.383e+6,8.214e-13
443.358,1.589e+6,1.589e+6,8.215e-13
443.363,1.033e+6,1.033e+6,8.215e-13
443.368,6.551e+5,6.551e+5,8.215e-13
443.374,3.666e+5,3.666e+5,8.215e-13
443.379,2.198e+5,2.198e+5,8.216e-13
443.384,1.285e+5,1.285e+5,8.216e-13
443.389,7.321e+4,7.321e+4,8.216e-13
443.394,4.067e+4,4.067e+4,8.216e-13
443.399,2.202e+4,2.202e+4,8.216e-13
443.404,1.163e+4,1.163e+4,8.217e-13
443.409,5.985e+3,5.985e+3,8.217e-13
443.414,3.003e+3,3.003e+3,8.217e-13
443.419,1.469e+3,1.469e+3,8.217e-13
443.425,6.023e+2,6.023e+2,8.217e-13
443.430,2.786e+2,2.786e+2,8.218e-13
443.435,1.256e+2,1.256e+2,8.218e-13
443.440,5.522e+1,5.522e+1,8.218e-13
443.445,2.366e+1,2.366e+1,8.218e-13
443.450,9.886e+0,9.886e+0,8.219e-13
443.455,4.026e+0,4.026e+0,8.219e-13
443.460,1.599e+0,1.599e+0,8.219e-13
443.465,6.188e-1,6.188e-1,8.219e-13
443.470,2.335e-1,2.335e-1,8.219e-13
443.475,8.590e-2,8.590e-2,8.220e-13
443.481,2.502e-2,2.502e-2,8.220e-13
443.486,8.702e-3,8.702e-3,8.220e-13
443.491,2.951e-3,2.951e-3,8.220e-13
443.496,9.755e-4,9.755e-4,8.220e-13
443.501,3.144e-4,3.144e-4,8.221e-13
443.506,9.877e-5,9.877e-5,8.221e-13
443.511,3.025e-5,3.025e-5,8.221e-13
443.516,9.032e-6,9.032e-6,8.221e-13
443.521,2.629e-6,2.629e-6,8.221e-13
443.526,7.461e-7,7.461e-7,8.222e-13
443.532,1.591e-7,1.591e-7,8.222e-13
443.537,4.270e-8,4.270e-8,8.222e-13
443.542,1.117e-8,1.117e-8,8.222e-13
443.547,2.848e-9,2.848e-9,8.223e-13
443.552,7.081e-10,7.081e-10,8.223e-13
443.557,1.716e-10,1.716e-10,8.223e-13
443.562,4.055e-11,4.055e-11,8.223e-13
443.567,9.339e-12,9.339e-12,8.223e-13
443.572,2.097e-12,2.097e-12,8.224e-13
443.577,4.590e-13,4.590e-13,8.224e-13
443.583,7.171e-14,7.171e-14,8.224e-13
444.062,2.156e-14,2.156e-14,8.244e-13
444.067,1.018e-13,1.018e-13,8.244e-13
444.072,4.686e-13,4.686e-13,8.244e-13
444.077,2.104e-12,2.104e-12,8.244e-13
444.082,9.206e-12,9.206e-12,8.245e-13
444.087,3.928e-11,3.928e-11,8.245e-13
444.092,1.634e-10,1.634e-10,8.245e-13
444.097,6.628e-10,6.628e-10,8.245e-13
444.102,2.621e-9,2.621e-9,8.246e-13
444.107,1.011e-8,1.011e-8,8.246e-13
444.113,4.937e-8,4.937e-8,8.246e-13
444.118,1.801e-7,1.801e-7,8.246e-13
444.123,6.403e-7,6.403e-7,8.246e-13
444.128,2.220e-6,2.220e-6,8.247e-13
444.133,7.503e-6,7.503e-6,8.247e-13
444.138,2.473e-5,2.473e-5,8.247e-13
444.143,7.946e-5,7.946e-5,8.247e-13
444.148,2.489e-4,2.489e-4,8.247e-13
444.153,7.604e-4,7.604e-4,8.248e-13
444.158,2.265e-3,2.265e-3,8.248e-13
444.164,8.114e-3,8.114e-3,8.248e-13
444.169,2.286e-2,2.286e-2,8.248e-13
444.174,6.277e-2,6.277e-2,8.248e-13
444.179,1.681e-1,1.681e-1,8.249e-13
444.184,4.389e-1,4.389e-1,8.249e-13
444.189,1.117e+0,1.117e+0,8.249e-13
444.194,2.773e+0,2.773e+0,8.249e-13
444.199,6.709e+0,6.709e+0,8.250e-13
444.204,1.583e+1,1.583e+1,8.250e-13
444.209,3.641e+1,3.641e+1,8.250e-13
444.215,9.569e+1,9.569e+1,8.250e-13
444.220,2.082e+2,2.082e+2,8.250e-13
444.225,4.417e+2,4.417e+2,8.251e-13
444.230,9.135e+2,9.135e+2,8.251e-13
444.235,1.842e+3,1.842e+3,8.251e-13
444.240,3.622e+3,3.622e+3,8.251e-13
444.245,6.943e+3,6.943e+3,8.251e-13
444.250,1.298e+4,1.298e+4,8.252e-13
444.255,2.365e+4,2.365e+4,8.252e-13
444.260,4.201e+4,4.201e+4,8.252e-13
444.265,7.278e+4,7.278e+4,8.252e-13
444.271,1.361e+5,1.361e+5,8.253e-13
444.276,2.230e+5,2.230e+5,8.253e-13
444.281,3.562e+5,3.562e+5,8.253e-13
444.286,5.549e+5,5.549e+5,8.253e-13
444.291,8.426e+5,8.426e+5,8.253e-13
444.296,1.248e+6,1.248e+6,8.254e-13
444.301,1.801e+6,1.801e+6,8.254e-13
444.306,2.535e+6,2.535e+6,8.254e-13
444.311,3.479e+6,3.479e+6,8.254e-13
444.316,4.655e+6,4.655e+6,8.254e-13
444.322,6.385e+6,6.385e+6,8.255e-13
444.327,8.080e+6,8.080e+6,8.255e-13
444.332,9.970e+6,9.970e+6,8.255e-13
444.337,1.199e+7,1.199e+7,8.255e-13
444.342,1.407e+7,1.407e+7,8.255e-13
444.347,1.609e+7,1.609e+7,8.256e-13
444.352,1.794e+7,1.794e+7,8.256e-13
444.357,1.950e+7,1.950e+7,8.256e-13
444.362,2.067e+7,2.067e+7,8.256e-13
444.367,2.136e+7,2.136e+7,8.256e-13
444.373,2.149e+7,2.149e+7,8.257e-13
444.378,2.101e+7,2.101e+7,8.257e-13
444.383,2.002e+7,2.002e+7,8.257e-13
444.388,1.861e+7,1.861e+7,8.257e-13
444.393,1.686e+7,1.686e+7,8.258e-13
444.398,1.489e+7,1.489e+7,8.258e-13
444.403,1.282e+7,1.282e+7,8.258e-13
444.408,1.077e+7,1.077e+7,8.258e-13
444.413,8.816e+6,8.816e+6,8.258e-13
444.418,7.037e+6,7.037e+6,8.259e-13
444.423,5.477e+6,5.477e+6,8.259e-13
444.429,3.921e+6,3.921e+6,8.259e-13
444.434,2.886e+6,2.886e+6,8.259e-13
444.439,2.071e+6,2.071e+6,8.259e-13
444.444,1.449e+6,1.449e+6,8.260e-13
444.449,9.888e+5,9.888e+5,8.260e-13
444.454,6.578e+5,6.578e+5,8.260e-13
444.459,4.266e+5,4.266e+5,8.260e-13
444.464,2.698e+5,2.698e+5,8.260e-13
444.469,1.663e+5,1.663e+5,8.261e-13
444.474,9.998e+4,9.998e+4,8.261e-13
444.480,5.250e+4,5.250e+4,8.261e-13
444.485,2.985e+4,2.985e+4,8.261e-13
444.490,1.655e+4,1.655e+4,8.262e-13
444.495,8.943e+3,8.943e+3,8.262e-13
444.500,4.713e+3,4.713e+3,8.262e-13
444.505,2.421e+3,2.421e+3,8.262e-13
444.510,1.213e+3,1.213e+3,8.262e-13
444.515,5.924e+2,5.924e+2,8.263e-13
444.520,2.821e+2,2.821e+2,8.263e-13
444.525,1.310e+2,1.310e+2,8.263e-13
444.531,5.045e+1,5.045e+1,8.263e-13
444.536,2.216e+1,2.216e+1,8.263e-13
444.541,9.486e+0,9.486e+0,8.264e-13
444.546,3.960e+0,3.960e+0,8.264e-13
444.551,1.612e+0,1.612e+0,8.264e-13
444.556,6.397e-1,6.397e-1,8.264e-13
444.561,2.475e-1,2.475e-1,8.265e-13
444.566,9.337e-2,9.337e-2,8.265e-13
444.571,3.434e-2,3.434e-2,8.265e-13
444.576,1.232e-2,1.232e-2,8.265e-13
444.581,4.306e-3,4.306e-3,8.265e-13
444.587,1.180e-3,1.180e-3,8.266e-13
444.592,3.903e-4,3.903e-4,8.266e-13
444.597,1.258e-4,1.258e-4,8.266e-13
444.602,3.956e-5,3.956e-5,8.266e-13
444.607,1.213e-5,1.213e-5,8.266e-13
444.612,3.624e-6,3.624e-6,8.267e-13
444.617,1.056e-6,1.056e-6,8.267e-13
444.622,3.000e-7,3.000e-7,8.267e-13
444.627,8.310e-8,8.310e-8,8.267e-13
444.632,2.244e-8,2.244e-8,8.267e-13
444.638,4.511e-9,4.511e-9,8.268e-13
444.643,1.152e-9,1.152e-9,8.268e-13
444.648,2.870e-10,2.870e-10,8.268e-13
444.653,6.968e-11,6.968e-11,8.268e-13
444.658,1.650e-11,1.650e-11,8.269e-13
444.663,3.808e-12,3.808e-12,8.269e-13
444.668,8.571e-13,8.571e-13,8.269e-13
444.673,1.881e-13,1.881e-13,8.269e-13
445.667,2.446e-13,2.446e-13,8.310e-13
445.672,1.125e-12,1.125e-12,8.311e-13
445.677,5.045e-12,5.045e-12,8.311e-13
445.682,2.207e-11,2.207e-11,8.311e-13
445.687,9.413e-11,9.413e-11,8.311e-13
445.693,5.191e-10,5.191e-10,8.311e-13
445.698,2.095e-9,2.095e-9,8.312e-13
445.703,8.245e-9,8.245e-9,8.312e-13
445.708,3.165e-8,3.165e-8,8.312e-13
445.713,1.184e-7,1.184e-7,8.312e-13
445.718,4.323e-7,4.323e-7,8.312e-13
445.723,1.539e-6,1.539e-6,8.313e-13
445.728,5.340e-6,5.340e-6,8.313e-13
445.733,1.807e-5,1.807e-5,8.313e-13
445.738,5.966e-5,5.966e-5,8.313e-13
445.744,2.419e-4,2.419e-4,8.313e-13
445.749,7.554e-4,7.554e-4,8.314e-13
445.754,2.300e-3,2.300e-3,8.314e-13
445.759,6.832e-3,6.832e-3,8.314e-13
445.764,1.979e-2,1.979e-2,8.314e-13
445.769,5.588e-2,5.588e-2,8.315e-13
445.774,1.539e-1,1.539e-1,8.315e-13
445.779,4.134e-1,4.134e-1,8.315e-13
445.784,1.083e+0,1.083e+0,8.315e-13
445.789,2.765e+0,2.765e+0,8.315e-13
445.795,8.241e+0,8.241e+0,8.316e-13
445.800,1.992e+1,1.992e+1,8.316e-13
445.805,4.694e+1,4.694e+1,8.316e-13
445.810,1.079e+2,1.079e+2,8.316e-13
445.815,2.417e+2,2.417e+2,8.316e-13
445.820,5.283e+2,5.283e+2,8.317e-13
445.825,1.126e+3,1.126e+3,8.317e-13
445.830,2.340e+3,2.340e+3,8.317e-13
445.835,4.743e+3,4.743e+3,8.317e-13
445.840,9.374e+3,9.374e+3,8.317e-13
445.846,2.054e+4,2.054e+4,8.318e-13
445.851,3.841e+4,3.841e+4,8.318e-13
445.856,7.004e+4,7.004e+4,8.318e-13
445.861,1.246e+5,1.246e+5,8.318e-13
445.866,2.160e+5,2.160e+5,8.319e-13
445.871,3.653e+5,3.653e+5,8.319e-13
445.876,6.024e+5,6.024e+5,8.319e-13
445.881,9.688e+5,9.688e+5,8.319e-13
445.886,1.519e+6,1.519e+6,8.319e-13
445.891,2.324e+6,2.324e+6,8.320e-13
445.896,3.466e+6,3.466e+6,8.320e-13
445.902,5.416e+6,5.416e+6,8.320e-13
445.907,7.643e+6,7.643e+6,8.320e-13
445.912,1.052e+7,1.052e+7,8.320e-13
445.917,1.411e+7,1.411e+7,8.321e-13
445.922,1.847e+7,1.847e+7,8.321e-13
445.927,2.357e+7,2.357e+7,8.321e-13
445.932,2.933e+7,2.933e+7,8.321e-13
445.937,3.560e+7,3.560e+7,8.321e-13
445.942,4.213e+7,4.213e+7,8.322e-13
445.947,4.862e+7,4.862e+7,8.322e-13
445.953,5.586e+7,5.586e+7,8.322e-13
445.958,6.099e+7,6.099e+7,8.322e-13
445.963,6.495e+7,6.495e+7,8.323e-13
445.968,6.745e+7,6.745e+7,8.323e-13
445.973,6.830e+7,6.830e+7,8.323e-13
445.978,6.745e+7,6.745e+7,8.323e-13
445.983,6.495e+7,6.495e+7,8.323e-13
445.988,6.099e+7,6.099e+7,8.324e-13
445.993,5.586e+7,5.586e+7,8.324e-13
445.998,4.988e+7,4.988e+7,8.324e-13
446.004,4.213e+7,4.213e+7,8.324e-13
446.009,3.560e+7,3.560e+7,8.324e-13
446.014,2.933e+7,2.933e+7,8.325e-13
446.019,2.357e+7,2.357e+7,8.325e-13
446.024,1.847e+7,1.847e+7,8.325e-13
446.029,1.411e+7,1.411e+7,8.325e-13
446.034,1.052e+7,1.052e+7,8.325e-13
446.039,7.643e+6,7.643e+6,8.326e-13
446.044,5.416e+6,5.416e+6,8.326e-13
446.049,3.743e+6,3.743e+6,8.326e-13
446.054,2.522e+6,2.522e+6,8.326e-13
446.060,1.519e+6,1.519e+6,8.327e-13
446.065,9.688e+5,9.688e+5,8.327e-13
446.070,6.024e+5,6.024e+5,8.327e-13
446.075,3.653e+5,3.653e+5,8.327e-13
446.080,2.160e+5,2.160e+5,8.327e-13
446.085,1.246e+5,1.246e+5,8.328e-13
446.090,7.004e+4,7.004e+4,8.328e-13
446.095,3.841e+4,3.841e+4,8.328e-13
446.100,2.054e+4,2.054e+4,8.328e-13
446.105,1.071e+4,1.071e+4,8.328e-13
446.111,4.743e+3,4.743e+3,8.329e-13
446.116,2.340e+3,2.340e+3,8.329e-13
446.121,1.126e+3,1.126e+3,8.329e-13
446.126,5.283e+2,5.283e+2,8.329e-13
446.131,2.417e+2,2.417e+2,8.330e-13
446.136,1.079e+2,1.079e+2,8.330e-13
446.141,4.694e+1,4.694e+1,8.330e-13
446.146,1.992e+1,1.992e+1,8.330e-13
446.151,8.241e+0,8.241e+0,8.330e-13
446.156,3.326e+0,3.326e+0,8.331e-13
446.162,1.083e+0,1.083e+0,8.331e-13
446.167,4.134e-1,4.134e-1,8.331e-13
446.172,1.539e-1,1.539e-1,8.331e-13
446.177,5.588e-2,5.588e-2,8.331e-13
446.182,1.979e-2,1.979e-2,8.332e-13
446.187,6.832e-3,6.832e-3,8.332e-13
446.192,2.300e-3,2.300e-3,8.332e-13
446.197,7.554e-4,7.554e-4,8.332e-13
446.202,2.419e-4,2.419e-4,8.332e-13
446.207,7.552e-5,7.552e-5,8.333e-13
446.212,2.300e-5,2.300e-5,8.333e-13
446.218,5.340e-6,5.340e-6,8.333e-13
446.223,1.539e-6,1.539e-6,8.333e-13
446.228,4.323e-7,4.323e-7,8.334e-13
446.233,1.184e-7,1.184e-7,8.334e-13
446.238,3.165e-8,3.165e-8,8.334e-13
446.243,8.256e-9,8.256e-9,8.334e-13
446.248,2.138e-9,2.138e-9,8.334e-13
446.253,6.977e-10,6.977e-10,8.335e-13
446.258,8.508e-10,8.508e-10,8.335e-13
446.263,2.903e-9,2.903e-9,8.335e-13
446.269,1.451e-8,1.451e-8,8.335e-13
446.274,5.439e-8,5.439e-8,8.335e-13
446.279,1.988e-7,1.988e-7,8.336e-13
446.284,7.090e-7,7.090e-7,8.336e-13
446.289,2.466e-6,2.466e-6,8.336e-13
446.294,8.361e-6,8.361e-6,8.336e-13
446.299,2.765e-5,2.765e-5,8.336e-13
446.304,8.919e-5,8.919e-5,8.337e-13
446.309,2.806e-4,2.806e-4,8.337e-13
446.314,8.606e-4,8.606e-4,8.337e-13
446.320,3.196e-3,3.196e-3,8.337e-13
446.325,9.278e-3,9.278e-3,8.338e-13
446.330,2.627e-2,2.627e-2,8.338e-13
446.335,7.252e-2,7.252e-2,8.338e-13
446.340,1.953e-1,1.953e-1,8.338e-13
446.345,5.127e-1,5.127e-1,8.338e-13
446.350,1.313e+0,1.313e+0,8.339e-13
446.355,3.279e+0,3.279e+0,8.339e-13
446.360,7.987e+0,7.987e+0,8.339e-13
446.365,1.897e+1,1.897e+1,8.339e-13
446.370,4.395e+1,4.395e+1,8.339e-13
446.376,1.165e+2,1.165e+2,8.340e-13
446.381,2.554e+2,2.554e+2,8.340e-13
446.386,5.460e+2,5.460e+2,8.340e-13
446.391,1.138e+3,1.138e+3,8.340e-13
446.396,2.315e+3,2.315e+3,8.340e-13
446.401,4.590e+3,4.590e+3,8.341e-13
446.406,8.876e+3,8.876e+3,8.341e-13
446.411,1.674e+4,1.674e+4,8.341e-13
446.416,3.079e+4,3.079e+4,8.341e-13
446.421,5.523e+4,5.523e+4,8.342e-13
446.427,1.077e+5,1.077e+5,8.342e-13
446.432,1.828e+5,1.828e+5,8.342e-13
446.437,3.026e+5,3.026e+5,8.342e-13
446.442,4.886e+5,4.886e+5,8.342e-13
446.447,7.692e+5,7.692e+5,8.343e-13
446.452,1.181e+6,1.181e+6,8.343e-13
446.457,1.769e+6,1.769e+6,8.343e-13
446.462,2.583e+6,2.583e+6,8.343e-13
446.467,3.678e+6,3.678e+6,8.343e-13
446.472,5.108e+6,5.108e+6,8.344e-13
446.478,7.330e+6,7.330e+6,8.344e-13
446.483,9.634e+6,9.634e+6,8.344e-13
446.488,1.235e+7,1.235e+7,8.344e-13
446.493,1.544e+7,1.544e+7,8.344e-13
446.498,1.882e+7,1.882e+7,8.345e-13
446.503,2.237e+7,2.237e+7,8.345e-13
446.508,2.594e+7,2.594e+7,8.345e-13
446.513,2.933e+7,2.933e+7,8.345e-13
446.518,3.235e+7,3.235e+7,8.346e-13
446.523,3.479e+7,3.479e+7,8.346e-13
446.528,3.648e+7,3.648e+7,8.346e-13
446.534,3.737e+7,3.737e+7,8.346e-13
446.539,3.709e+7,3.709e+7,8.346e-13
446.544,3.590e+7,3.590e+7,8.347e-13
446.549,3.389e+7,3.389e+7,8.347e-13
446.554,3.120e+7,3.120e+7,8.347e-13
446.559,2.801e+7,2.801e+7,8.347e-13
446.564,2.452e+7,2.452e+7,8.347e-13
446.569,2.094e+7,2.094e+7,8.348e-13
446.574,1.744e+7,1.744e+7,8.348e-13
446.579,1.416e+7,1.416e+7,8.348e-13
446.585,1.067e+7,1.067e+7,8.348e-13
446.590,8.202e+6,8.202e+6,8.349e-13
446.595,6.147e+6,6.147e+6,8.349e-13
446.600,4.493e+6,4.493e+6,8.349e-13
446.605,3.203e+6,3.203e+6,8.349e-13
446.610,2.226e+6,2.226e+6,8.349e-13
446.615,1.509e+6,1.509e+6,8.350e-13
446.620,9.979e+5,9.979e+5,8.350e-13
446.625,6.435e+5,6.435e+5,8.350e-13
446.630,4.046e+5,4.046e+5,8.350e-13
446.636,2.243e+5,2.243e+5,8.350e-13
446.641,1.335e+5,1.335e+5,8.351e-13
446.646,7.747e+4,7.747e+4,8.351e-13
446.651,4.385e+4,4.385e+4,8.351e-13
446.656,2.420e+4,2.420e+4,8.351e-13
446.661,1.303e+4,1.303e+4,8.351e-13
446.666,6.839e+3,6.839e+3,8.352e-13
446.671,3.501e+3,3.501e+3,8.352e-13
446.676,1.748e+3,1.748e+3,8.352e-13
446.681,8.511e+2,8.511e+2,8.352e-13
446.686,4.041e+2,4.041e+2,8.352e-13
446.692,1.600e+2,1.600e+2,8.353e-13
446.697,7.188e+1,7.188e+1,8.353e-13
446.702,3.150e+1,3.150e+1,8.353e-13
446.707,1.346e+1,1.346e+1,8.353e-13
446.712,5.611e+0,5.611e+0,8.354e-13
446.717,2.281e+0,2.281e+0,8.354e-13
446.722,9.042e-1,9.042e-1,8.354e-13
446.727,3.495e-1,3.495e-1,8.354e-13
446.732,1.318e-1,1.318e-1,8.354e-13
446.737,4.845e-2,4.845e-2,8.355e-13
446.743,1.411e-2,1.411e-2,8.355e-13
446.748,4.910e-3,4.910e-3,8.355e-13
446.753,1.666e-3,1.666e-3,8.355e-13
446.758,5.513e-4,5.513e-4,8.355e-13
446.763,1.779e-4,1.779e-4,8.356e-13
446.768,5.600e-5,5.600e-5,8.356e-13
446.773,1.719e-5,1.719e-5,8.356e-13
446.778,5.146e-6,5.146e-6,8.356e-13
446.783,1.502e-6,1.502e-6,8.356e-13
446.788,4.277e-7,4.277e-7,8.357e-13
446.794,9.162e-8,9.162e-8,8.357e-13
446.799,2.468e-8,2.468e-8,8.357e-13
446.804,6.486e-9,6.486e-9,8.357e-13
446.809,1.662e-9,1.662e-9,8.358e-13
446.814,4.153e-10,4.153e-10,8.358e-13
446.819,1.012e-10,1.012e-10,8.358e-13
446.824,2.406e-11,2.406e-11,8.358e-13
446.829,5.576e-12,5.576e-12,8.358e-13
446.834,1.260e-12,1.260e-12,8.359e-13
446.839,2.779e-13,2.779e-13,8.359e-13
446.844,5.974e-14,5.974e-14,8.359e-13
447.976,6.774e-14,6.774e-14,8.406e-13
447.981,3.144e-13,3.144e-13,8.406e-13
447.986,1.424e-12,1.424e-12,8.406e-13
447.991,6.288e-12,6.288e-12,8.407e-13
447.996,2.709e-11,2.709e-11,8.407e-13
448.001,1.138e-10,1.138e-10,8.407e-13
448.007,6.168e-10,6.168e-10,8.407e-13
448.012,2.454e-9,2.454e-9,8.407e-13
448.017,9.522e-9,9.522e-9,8.408e-13
448.022,3.604e-8,3.604e-8,8.408e-13
448.027,1.331e-7,1.331e-7,8.408e-13
448.032,4.793e-7,4.793e-7,8.408e-13
448.037,1.684e-6,1.684e-6,8.408e-13
448.042,5.769e-6,5.769e-6,8.409e-13
448.047,1.928e-5,1.928e-5,8.409e-13
448.052,6.287e-5,6.287e-5,8.409e-13
448.058,2.512e-4,2.512e-4,8.409e-13
448.063,7.755e-4,7.755e-4,8.409e-13
448.068,2.335e-3,2.335e-3,8.410e-13
448.073,6.857e-3,6.857e-3,8.410e-13
448.078,1.964e-2,1.964e-2,8.410e-13
448.083,5.489e-2,5.489e-2,8.410e-13
448.088,1.496e-1,1.496e-1,8.411e-13
448.093,3.977e-1,3.977e-1,8.411e-13
448.098,1.031e+0,1.031e+0,8.411e-13
448.103,2.609e+0,2.609e+0,8.411e-13
448.108,6.438e+0,6.438e+0,8.411e-13
448.114,1.841e+1,1.841e+1,8.412e-13
448.119,4.301e+1,4.301e+1,8.412e-13
448.124,9.801e+1,9.801e+1,8.412e-13
448.129,2.178e+2,2.178e+2,8.412e-13
448.134,4.722e+2,4.722e+2,8.412e-13
448.139,9.986e+2,9.986e+2,8.413e-13
448.144,2.060e+3,2.060e+3,8.413e-13
448.149,4.145e+3,4.145e+3,8.413e-13
448.154,8.134e+3,8.134e+3,8.413e-13
448.159,1.557e+4,1.557e+4,8.413e-13
448.165,3.285e+4,3.285e+4,8.414e-13
448.170,5.953e+4,5.953e+4,8.414e-13
448.175,1.052e+5,1.052e+5,8.414e-13
448.180,1.815e+5,1.815e+5,8.414e-13
448.185,3.053e+5,3.053e+5,8.415e-13
448.190,5.008e+5,5.008e+5,8.415e-13
448.195,8.015e+5,8.015e+5,8.415e-13
448.200,1.251e+6,1.251e+6,8.415e-13
448.205,1.905e+6,1.905e+6,8.415e-13
448.210,2.830e+6,2.830e+6,8.416e-13
448.216,4.402e+6,4.402e+6,8.416e-13
448.221,6.190e+6,6.190e+6,8.416e-13
448.226,8.490e+6,8.490e+6,8.416e-13
448.231,1.136e+7,1.136e+7,8.416e-13
448.236,1.482e+7,1.482e+7,8.417e-13
448.241,1.887e+7,1.887e+7,8.417e-13
448.246,2.343e+7,2.343e+7,8.417e-13
448.251,2.838e+7,2.838e+7,8.417e-13
448.256,3.353e+7,3.353e+7,8.417e-13
448.261,3.863e+7,3.863e+7,8.418e-13
448.266,4.343e+7,4.343e+7,8.418e-13
448.272,4.835e+7,4.835e+7,8.418e-13
448.277,5.146e+7,5.146e+7,8.418e-13
448.282,5.341e+7,5.341e+7,8.419e-13
448.287,5.408e+7,5.408e+7,8.419e-13
448.292,5.341e+7,5.341e+7,8.419e-13
448.297,5.146e+7,5.146e+7,8.419e-13
448.302,4.835e+7,4.835e+7,8.419e-13
448.307,4.432e+7,4.432e+7,8.420e-13
448.312,3.963e+7,3.963e+7,8.420e-13
448.317,3.456e+7,3.456e+7,8.420e-13
448.323,2.838e+7,2.838e+7,8.420e-13
448.328,2.343e+7,2.343e+7,8.420e-13
448.333,1.887e+7,1.887e+7,8.421e-13
448.338,1.482e+7,1.482e+7,8.421e-13
448.343,1.136e+7,1.136e+7,8.421e-13
448.348,8.490e+6,8.490e+6,8.421e-13
448.353,6.190e+6,6.190e+6,8.421e-13
448.358,4.402e+6,4.402e+6,8.422e-13
448.363,3.054e+6,3.054e+6,8.422e-13
448.368,2.066e+6,2.066e+6,8.422e-13
448.374,1.251e+6,1.251e+6,8.422e-13
448.379,8.015e+5,8.015e+5,8.423e-13
448.384,5.008e+5,5.008e+5,8.423e-13
448.389,3.053e+5,3.053e+5,8.423e-13
448.394,1.815e+5,1.815e+5,8.423e-13
448.399,1.052e+5,1.052e+5,8.423e-13
448.404,5.953e+4,5.953e+4,8.424e-13
448.409,3.285e+4,3.285e+4,8.424e-13
448.414,1.768e+4,1.768e+4,8.424e-13
448.419,9.281e+3,9.281e+3,8.424e-13
448.424,4.752e+3,4.752e+3,8.424e-13
448.430,2.060e+3,2.060e+3,8.425e-13
448.435,9.986e+2,9.986e+2,8.425e-13
448.440,4.722e+2,4.722e+2,8.425e-13
448.445,2.178e+2,2.178e+2,8.425e-13
448.450,9.801e+1,9.801e+1,8.426e-13
448.455,4.301e+1,4.301e+1,8.426e-13
448.460,1.841e+1,1.841e+1,8.426e-13
448.465,7.689e+0,7.689e+0,8.426e-13
448.470,3.132e+0,3.132e+0,8.426e-13
448.475,1.244e+0,1.244e+0,8.427e-13
448.481,3.977e-1,3.977e-1,8.427e-13
448.486,1.496e-1,1.496e-1,8.427e-13
448.491,5.489e-2,5.489e-2,8.427e-13
448.496,1.964e-2,1.964e-2,8.427e-13
448.501,6.857e-3,6.857e-3,8.428e-13
448.506,2.335e-3,2.335e-3,8.428e-13
448.511,7.755e-4,7.755e-4,8.428e-13
448.516,2.512e-4,2.512e-4,8.428e-13
448.521,7.940e-5,7.940e-5,8.428e-13
448.526,2.447e-5,2.447e-5,8.429e-13
448.532,5.769e-6,5.769e-6,8.429e-13
448.537,1.684e-6,1.684e-6,8.429e-13
448.542,4.793e-7,4.793e-7,8.429e-13
448.547,1.331e-7,1.331e-7,8.430e-13
448.552,3.604e-8,3.604e-8,8.430e-13
448.557,9.522e-9,9.522e-9,8.430e-13
448.562,2.454e-9,2.454e-9,8.430e-13
448.567,6.168e-10,6.168e-10,8.430e-13
448.572,1.512e-10,1.512e-10,8.431e-13
448.577,3.617e-11,3.617e-11,8.431e-13
448.583,6.288e-12,6.288e-12,8.431e-13
448.588,1.424e-12,1.424e-12,8.431e-13
448.593,3.144e-13,3.144e-13,8.431e-13
448.741,2.447e-13,2.447e-13,8.438e-13
448.746,1.119e-12,1.119e-12,8.438e-13
448.751,4.990e-12,4.990e-12,8.438e-13
448.756,2.171e-11,2.171e-11,8.438e-13
448.761,9.214e-11,9.214e-11,8.438e-13
448.766,3.815e-10,3.815e-10,8.439e-13
448.771,1.541e-9,1.541e-9,8.439e-13
448.776,6.072e-9,6.072e-9,8.439e-13
448.781,2.334e-8,2.334e-8,8.439e-13
448.786,8.750e-8,8.750e-8,8.439e-13
448.791,3.201e-7,3.201e-7,8.440e-13
448.797,1.468e-6,1.468e-6,8.440e-13
448.802,5.086e-6,5.086e-6,8.440e-13
448.807,1.718e-5,1.718e-5,8.440e-13
448.812,5.664e-5,5.664e-5,8.440e-13
448.817,1.821e-4,1.821e-4,8.441e-13
448.822,5.711e-4,5.711e-4,8.441e-13
448.827,1.747e-3,1.747e-3,8.441e-13
448.832,5.216e-3,5.216e-3,8.441e-13
448.837,1.519e-2,1.519e-2,8.442e-13
448.842,4.313e-2,4.313e-2,8.442e-13
448.848,1.461e-1,1.461e-1,8.442e-13
