Wavelength (nm),Sum,Fe I (1.5e-01),Fe II (8.5e-01),Fe III (1.1e-04)
820.1,8.433e+5,8.391e+5,4.217e+3,4.376e-7
820.3,9.170e+5,9.122e+5,4.781e+3,5.118e-7
820.4,9.529e+5,9.478e+5,5.073e+3,5.516e-7
820.6,1.022e+6,1.016e+6,5.673e+3,6.364e-7
820.8,1.086e+6,1.079e+6,6.287e+3,7.274e-7
821,1.143e+6,1.136e+6,6.906e+3,8.238e-7
821.2,1.192e+6,1.184e+6,7.518e+3,9.244e-7
821.3,1.213e+6,1.205e+6,7.819e+3,9.758e-7
821.5,1.247e+6,1.239e+6,8.401e+3,1.080e-6
821.7,1.271e+6,1.262e+6,8.950e+3,1.184e-6
821.9,1.284e+6,1.274e+6,9.455e+3,1.287e-6
822.1,1.284e+6,1.274e+6,9.910e+3,1.385e-6
822.2,1.280e+6,1.270e+6,1.012e+4,1.432e-6
822.4,1.263e+6,1.252e+6,1.048e+4,1.520e-6
822.6,1.234e+6,1.223e+6,1.079e+4,1.599e-6
822.8,1.195e+6,1.184e+6,1.103e+4,1.667e-6
822.9,1.172e+6,1.161e+6,1.113e+4,1.696e-6
823.1,1.120e+6,1.108e+6,1.129e+4,1.743e-6
823.3,1.060e+6,1.048e+6,1.141e+4,1.775e-6
823.5,9.940e+5,9.825e+5,1.150e+4,1.792e-6
823.7,9.238e+5,9.122e+5,1.159e+4,1.791e-6
823.8,8.875e+5,8.759e+5,1.163e+4,1.785e-6
824,8.137e+5,8.020e+5,1.173e+4,1.760e-6
824.2,7.394e+5,7.275e+5,1.188e+4,1.720e-6
824.4,6.659e+5,6.538e+5,1.210e+4,1.665e-6
824.6,5.946e+5,5.822e+5,1.240e+4,1.597e-6
824.7,5.601e+5,5.475e+5,1.260e+4,1.559e-6
824.9,4.939e+5,4.808e+5,1.308e+4,1.475e-6
825.1,4.320e+5,4.183e+5,1.371e+4,1.382e-6
825.3,3.751e+5,3.606e+5,1.450e+4,1.284e-6
825.4,3.486e+5,3.336e+5,1.495e+4,1.233e-6
825.6,2.996e+5,2.836e+5,1.599e+4,1.130e-6
825.8,2.560e+5,2.388e+5,1.720e+4,1.025e-6
826,2.179e+5,1.993e+5,1.858e+4,9.224e-7
826.2,1.849e+5,1.648e+5,2.011e+4,8.222e-7
826.3,1.702e+5,1.493e+5,2.092e+4,7.736e-7
826.5,1.444e+5,1.217e+5,2.264e+4,6.803e-7
826.7,1.228e+5,9.832e+4,2.445e+4,5.931e-7
826.9,1.050e+5,7.869e+4,2.631e+4,5.126e-7
827.1,9.057e+4,6.239e+4,2.818e+4,4.394e-7
827.2,8.447e+4,5.537e+4,2.910e+4,4.056e-7
827.4,7.420e+4,4.329e+4,3.091e+4,3.437e-7
827.6,6.616e+4,3.354e+4,3.262e+4,2.894e-7
827.8,5.993e+4,2.574e+4,3.418e+4,2.423e-7
827.9,5.737e+4,2.248e+4,3.490e+4,2.214e-7
828.1,5.318e+4,1.701e+4,3.617e+4,1.846e-7
828.3,4.996e+4,1.276e+4,3.720e+4,1.540e-7
828.5,4.745e+4,9.481e+3,3.797e+4,1.292e-7
828.7,4.543e+4,6.980e+3,3.845e+4,1.094e-7
828.8,4.455e+4,5.968e+3,3.858e+4,1.013e-7
829,4.295e+4,4.333e+3,3.861e+4,8.817e-8
829.2,4.147e+4,3.116e+3,3.835e+4,7.880e-8
829.4,4.002e+4,2.221e+3,3.780e+4,7.267e-8
829.6,3.855e+4,1.568e+3,3.698e+4,6.930e-8
829.7,3.779e+4,1.313e+3,3.648e+4,6.852e-8
829.9,3.622e+4,9.142e+2,3.531e+4,6.852e-8
830.1,3.457e+4,6.307e+2,3.394e+4,7.028e-8
830.3,3.285e+4,4.311e+2,3.242e+4,7.349e-8
830.4,3.197e+4,3.551e+2,3.161e+4,7.554e-8
830.6,3.016e+4,2.394e+2,2.992e+4,8.036e-8
830.8,2.834e+4,1.599e+2,2.818e+4,8.596e-8
831,2.651e+4,1.058e+2,2.640e+4,9.211e-8
831.2,2.470e+4,6.934e+1,2.463e+4,9.863e-8
831.3,2.381e+4,5.594e+1,2.376e+4,1.020e-7
831.5,2.208e+4,3.617e+1,2.205e+4,1.088e-7
831.7,2.043e+4,2.316e+1,2.040e+4,1.155e-7
831.9,1.886e+4,1.470e+1,1.884e+4,1.222e-7
832.1,1.738e+4,9.241e+0,1.737e+4,1.287e-7
832.2,1.668e+4,7.302e+0,1.667e+4,1.318e-7
832.4,1.535e+4,4.528e+0,1.535e+4,1.379e-7
832.6,1.413e+4,2.781e+0,1.413e+4,1.436e-7
832.8,1.300e+4,1.693e+0,1.300e+4,1.490e-7
832.9,1.247e+4,1.316e+0,1.247e+4,1.516e-7
833.1,1.147e+4,7.898e-1,1.147e+4,1.564e-7
833.3,1.055e+4,4.697e-1,1.055e+4,1.608e-7
833.5,9.707e+3,2.767e-1,9.706e+3,1.647e-7
833.7,8.922e+3,1.615e-1,8.922e+3,1.683e-7
833.8,8.551e+3,1.230e-1,8.551e+3,1.699e-7
834,7.847e+3,7.079e-2,7.847e+3,1.727e-7
834.2,7.188e+3,4.038e-2,7.188e+3,1.751e-7
834.4,6.568e+3,2.282e-2,6.568e+3,1.770e-7
834.6,5.985e+3,1.277e-2,5.985e+3,1.783e-7
834.7,5.705e+3,9.524e-3,5.705e+3,1.788e-7
834.9,5.170e+3,5.258e-3,5.170e+3,1.793e-7
835.1,4.664e+3,2.876e-3,4.664e+3,1.791e-7
835.3,4.188e+3,1.559e-3,4.188e+3,1.783e-7
835.4,3.961e+3,1.144e-3,3.961e+3,1.776e-7
835.6,3.528e+3,6.112e-4,3.528e+3,1.758e-7
835.8,3.124e+3,3.236e-4,3.124e+3,1.734e-7
836,2.749e+3,1.698e-4,2.749e+3,1.704e-7
836.2,2.403e+3,8.825e-5,2.403e+3,1.668e-7
836.3,2.241e+3,6.340e-5,2.241e+3,1.648e-7
836.5,1.939e+3,3.250e-5,1.939e+3,1.606e-7
836.7,1.666e+3,1.650e-5,1.666e+3,1.560e-7
836.9,1.421e+3,8.305e-6,1.421e+3,1.514e-7
837.1,1.203e+3,4.140e-6,1.203e+3,1.467e-7
837.2,1.104e+3,2.913e-6,1.104e+3,1.444e-7
837.4,9.243e+2,1.432e-6,9.243e+2,1.401e-7
837.6,7.680e+2,6.975e-7,7.680e+2,1.362e-7
837.8,6.334e+2,3.366e-7,6.334e+2,1.329e-7
838,5.187e+2,1.609e-7,5.187e+2,1.303e-7
838.1,4.682e+2,1.109e-7,4.682e+2,1.293e-7
838.3,3.798e+2,5.229e-8,3.798e+2,1.281e-7
838.5,3.067e+2,2.443e-8,3.067e+2,1.278e-7
838.7,2.473e+2,1.131e-8,2.473e+2,1.286e-7
838.8,2.222e+2,7.665e-9,2.222e+2,1.294e-7
839,1.804e+2,3.499e-9,1.804e+2,1.317e-7
839.2,1.490e+2,1.582e-9,1.490e+2,1.349e-7
839.4,1.271e+2,7.089e-10,1.271e+2,1.389e-7
839.6,1.139e+2,3.147e-10,1.139e+2,1.436e-7
839.7,1.105e+2,2.089e-10,1.105e+2,1.462e-7
839.9,1.103e+2,,1.103e+2,1.516e-7
840.1,1.189e+2,,1.189e+2,1.572e-7
840.3,1.370e+2,,1.370e+2,1.628e-7
840.5,1.659e+2,,1.659e+2,1.681e-7
840.6,1.848e+2,,1.848e+2,1.706e-7
840.8,2.328e+2,,2.328e+2,1.752e-7
841,2.962e+2,,2.962e+2,1.791e-7
841.2,3.780e+2,,3.780e+2,1.822e-7
841.3,4.268e+2,,4.268e+2,1.834e-7
841.5,5.423e+2,,5.423e+2,1.850e-7
841.7,6.851e+2,,6.851e+2,1.857e-7
841.9,8.598e+2,,8.598e+2,1.855e-7
842.1,1.071e+3,,1.071e+3,1.845e-7
842.2,1.192e+3,,1.192e+3,1.837e-7
842.4,1.468e+3,,1.468e+3,1.818e-7
842.6,1.794e+3,,1.794e+3,1.795e-7
842.8,2.174e+3,,2.174e+3,1.772e-7
843,2.615e+3,,2.615e+3,1.752e-7
843.1,2.859e+3,,2.859e+3,1.744e-7
843.3,3.399e+3,,3.399e+3,1.735e-7
843.5,4.010e+3,,4.010e+3,1.737e-7
843.7,4.695e+3,,4.695e+3,1.753e-7
843.8,5.066e+3,,5.066e+3,1.768e-7
844,5.865e+3,,5.865e+3,1.813e-7
844.2,6.739e+3,,6.739e+3,1.881e-7
844.4,7.689e+3,,7.689e+3,1.973e-7
844.6,8.709e+3,,8.709e+3,2.092e-7
844.7,9.244e+3,,9.244e+3,2.161e-7
844.9,1.036e+4,,1.036e+4,2.321e-7
845.1,1.153e+4,,1.153e+4,2.508e-7
845.3,1.275e+4,,1.275e+4,2.721e-7
845.5,1.401e+4,,1.401e+4,2.960e-7
845.6,1.464e+4,,1.464e+4,3.089e-7
845.8,1.593e+4,,1.593e+4,3.361e-7
846,1.722e+4,,1.722e+4,3.653e-7
846.2,1.849e+4,,1.849e+4,3.959e-7
846.3,1.912e+4,,1.912e+4,4.117e-7
846.5,2.035e+4,,2.035e+4,4.439e-7
846.7,2.153e+4,,2.153e+4,4.765e-7
846.9,2.264e+4,,2.264e+4,5.092e-7
847.1,2.367e+4,,2.367e+4,5.416e-7
847.2,2.415e+4,,2.415e+4,5.575e-7
847.4,2.503e+4,,2.503e+4,5.886e-7
847.6,2.579e+4,,2.579e+4,6.184e-7
847.8,2.643e+4,,2.643e+4,6.466e-7
848,2.692e+4,,2.692e+4,6.729e-7
848.1,2.712e+4,,2.712e+4,6.852e-7
848.3,2.739e+4,,2.739e+4,7.083e-7
848.5,2.750e+4,,2.750e+4,7.289e-7
848.7,2.745e+4,,2.745e+4,7.469e-7
848.8,2.737e+4,,2.737e+4,7.550e-7
849,2.708e+4,,2.708e+4,7.690e-7
849.2,2.664e+4,,2.664e+4,7.803e-7
849.4,2.604e+4,,2.604e+4,7.887e-7
849.6,2.530e+4,,2.530e+4,7.943e-7
849.7,2.488e+4,,2.488e+4,7.961e-7
849.9,2.394e+4,,2.394e+4,7.974e-7
850.1,2.290e+4,,2.290e+4,7.960e-7
850.3,2.175e+4,1.103e-10,2.175e+4,7.919e-7
850.5,2.053e+4,2.378e-10,2.053e+4,7.852e-7
850.6,1.989e+4,3.481e-10,1.989e+4,7.809e-7
850.8,1.858e+4,7.413e-10,1.858e+4,7.707e-7
851,1.724e+4,1.566e-9,1.724e+4,7.585e-7
851.2,1.589e+4,3.280e-9,1.589e+4,7.446e-7
851.3,1.521e+4,4.732e-9,1.521e+4,7.371e-7
851.5,1.386e+4,9.790e-9,1.386e+4,7.214e-7
851.7,1.255e+4,2.009e-8,1.255e+4,7.052e-7
851.9,1.127e+4,4.087e-8,1.127e+4,6.889e-7
852.1,1.005e+4,8.247e-8,1.005e+4,6.732e-7
852.2,9.468e+3,1.168e-7,9.468e+3,6.658e-7
852.4,8.350e+3,2.327e-7,8.350e+3,6.520e-7
852.6,7.309e+3,4.600e-7,7.309e+3,6.402e-7
852.8,6.350e+3,9.016e-7,6.350e+3,6.310e-7
853,5.476e+3,1.752e-6,5.476e+3,6.247e-7
853.1,5.070e+3,2.436e-6,5.070e+3,6.228e-7
853.3,4.323e+3,4.676e-6,4.323e+3,6.216e-7
853.5,3.659e+3,8.902e-6,3.659e+3,6.240e-7
853.7,3.075e+3,1.681e-5,3.075e+3,6.301e-7
853.8,2.812e+3,2.302e-5,2.812e+3,6.344e-7
854,2.339e+3,4.293e-5,2.339e+3,6.455e-7
854.2,1.935e+3,7.940e-5,1.935e+3,6.595e-7
854.4,1.592e+3,1.456e-4,1.592e+3,6.760e-7
854.6,1.306e+3,2.648e-4,1.306e+3,6.942e-7
854.7,1.182e+3,3.561e-4,1.182e+3,7.037e-7
854.9,9.691e+2,6.396e-4,9.691e+2,7.231e-7
855.1,7.979e+2,1.139e-3,7.979e+2,7.421e-7
855.3,6.633e+2,2.013e-3,6.633e+2,7.599e-7
855.5,5.603e+2,3.527e-3,5.603e+2,7.755e-7
855.6,5.193e+2,4.654e-3,5.193e+2,7.823e-7
855.8,4.556e+2,8.053e-3,4.556e+2,7.932e-7
856,4.133e+2,1.382e-2,4.133e+2,8.000e-7
856.2,3.891e+2,2.352e-2,3.891e+2,8.022e-7
856.3,3.828e+2,3.059e-2,3.828e+2,8.014e-7
856.5,3.804e+2,5.141e-2,3.803e+2,7.958e-7
856.7,3.894e+2,8.569e-2,3.893e+2,7.849e-7
856.9,4.076e+2,1.417e-1,4.075e+2,7.684e-7
857.1,4.333e+2,2.322e-1,4.330e+2,7.467e-7
857.2,4.483e+2,2.964e-1,4.480e+2,7.340e-7
857.4,4.818e+2,4.799e-1,4.814e+2,7.051e-7
857.6,5.187e+2,7.706e-1,5.180e+2,6.720e-7
857.8,5.576e+2,1.227e+0,5.564e+2,6.353e-7
858,5.973e+2,1.938e+0,5.953e+2,5.958e-7
858.1,6.170e+2,2.428e+0,6.146e+2,5.752e-7
858.3,6.557e+2,3.787e+0,6.519e+2,5.328e-7
858.5,6.927e+2,5.857e+0,6.868e+2,4.895e-7
858.7,7.272e+2,8.985e+0,7.182e+2,4.461e-7
858.8,7.434e+2,1.109e+1,7.323e+2,4.244e-7
859,7.736e+2,1.681e+1,7.568e+2,3.819e-7
859.2,8.010e+2,2.525e+1,7.757e+2,3.408e-7
859.4,8.263e+2,3.763e+1,7.887e+2,3.016e-7
859.6,8.508e+2,5.560e+1,7.952e+2,2.646e-7
859.7,8.633e+2,6.738e+1,7.959e+2,2.471e-7
859.9,8.908e+2,9.833e+1,7.924e+2,2.141e-7
860.1,9.246e+2,1.423e+2,7.823e+2,1.840e-7
860.3,9.701e+2,2.043e+2,7.659e+2,1.567e-7
860.5,1.034e+3,2.908e+2,7.434e+2,1.324e-7
860.6,1.076e+3,3.458e+2,7.301e+2,1.213e-7
860.8,1.186e+3,4.862e+2,6.998e+2,1.012e-7
861,1.343e+3,6.778e+2,6.650e+2,8.374e-8
861.2,1.564e+3,9.372e+2,6.267e+2,6.869e-8
861.4,1.871e+3,1.285e+3,5.855e+2,5.587e-8
861.5,2.064e+3,1.500e+3,5.642e+2,5.023e-8
861.7,2.552e+3,2.032e+3,5.205e+2,4.034e-8
861.9,3.205e+3,2.729e+3,4.762e+2,3.213e-8
862.1,4.066e+3,3.634e+3,4.319e+2,2.537e-8
862.2,4.591e+3,4.181e+3,4.101e+2,2.248e-8
862.4,5.868e+3,5.500e+3,3.673e+2,1.753e-8
862.6,7.502e+3,7.176e+3,3.262e+2,1.355e-8
862.8,9.571e+3,9.283e+3,2.873e+2,1.039e-8
863,1.216e+4,1.191e+4,2.510e+2,7.900e-9
863.1,1.368e+4,1.345e+4,2.339e+2,6.866e-9
863.3,1.725e+4,1.704e+4,2.019e+2,5.155e-9
863.5,2.159e+4,2.142e+4,1.730e+2,3.837e-9
863.7,2.684e+4,2.669e+4,1.472e+2,2.833e-9
863.9,3.312e+4,3.299e+4,1.245e+2,2.073e-9
864,3.668e+4,3.656e+4,1.143e+2,1.768e-9
864.2,4.473e+4,4.463e+4,9.621e+1,1.278e-9
864.4,5.411e+4,5.403e+4,8.103e+1,9.160e-10
864.6,6.494e+4,6.487e+4,6.870e+1,6.510e-10
864.7,7.092e+4,7.085e+4,6.357e+1,5.470e-10
864.9,8.406e+4,8.401e+4,5.532e+1,3.839e-10
865.1,9.883e+4,9.878e+4,4.973e+1,2.671e-10
865.3,1.152e+5,1.152e+5,4.680e+1,1.843e-10
865.5,1.333e+5,1.332e+5,4.658e+1,1.261e-10
865.6,1.429e+5,1.428e+5,4.752e+1,1.040e-10
865.8,1.632e+5,1.631e+5,5.162e+1,7.025e-11
866,1.848e+5,1.848e+5,5.887e+1,4.707e-11
866.2,2.076e+5,2.076e+5,6.958e+1,3.127e-11
866.4,2.313e+5,2.312e+5,8.416e+1,2.060e-11
866.5,2.434e+5,2.433e+5,9.305e+1,1.666e-11
866.7,2.678e+5,2.677e+5,1.143e+2,1.084e-11
866.9,2.923e+5,2.921e+5,1.408e+2,6.992e-12
867.1,3.163e+5,3.161e+5,1.731e+2,4.472e-12
867.2,3.280e+5,3.278e+5,1.917e+2,3.565e-12
867.4,3.506e+5,3.503e+5,2.340e+2,2.252e-12
867.6,3.716e+5,3.713e+5,2.838e+2,1.410e-12
867.8,3.906e+5,3.903e+5,3.418e+2,8.757e-13
868,4.073e+5,4.068e+5,4.087e+2,5.392e-13
868.1,4.145e+5,4.141e+5,4.456e+2,4.218e-13
868.3,4.268e+5,4.263e+5,5.266e+2,2.565e-13
868.5,4.359e+5,4.353e+5,6.174e+2,1.546e-13
868.7,4.414e+5,4.407e+5,7.182e+2,9.246e-14
868.9,4.434e+5,4.425e+5,8.287e+2,5.482e-14
869,4.430e+5,4.421e+5,8.876e+2,4.208e-14
869.2,4.394e+5,4.384e+5,1.012e+3,2.463e-14
869.4,4.324e+5,4.312e+5,1.145e+3,1.430e-14
869.6,4.219e+5,4.206e+5,1.285e+3,8.232e-15
869.7,4.154e+5,4.141e+5,1.357e+3,6.226e-15
869.9,4.004e+5,3.989e+5,1.505e+3,3.539e-15
870.1,3.827e+5,3.811e+5,1.655e+3,1.995e-15
870.3,3.629e+5,3.610e+5,1.807e+3,1.115e-15
870.5,3.412e+5,3.392e+5,1.957e+3,6.178e-16
870.6,3.298e+5,3.278e+5,2.030e+3,4.585e-16
870.8,3.064e+5,3.042e+5,2.173e+3,2.509e-16
871,2.822e+5,2.799e+5,2.308e+3,1.362e-16
871.2,2.579e+5,2.555e+5,2.431e+3,7.327e-17
871.4,2.338e+5,2.312e+5,2.542e+3,3.910e-17
871.5,2.219e+5,2.193e+5,2.592e+3,2.847e-17
871.7,1.987e+5,1.960e+5,2.679e+3,1.500e-17
871.9,1.765e+5,1.738e+5,2.747e+3,7.837e-18
872.1,1.556e+5,1.528e+5,2.796e+3,4.060e-18
872.2,1.456e+5,1.428e+5,2.813e+3,2.913e-18
872.4,1.268e+5,1.240e+5,2.831e+3,1.490e-18
872.6,1.096e+5,1.068e+5,2.827e+3,7.560e-19
872.8,9.399e+4,9.119e+4,2.802e+3,3.803e-19
873,7.999e+4,7.723e+4,2.757e+3,1.897e-19
873.1,7.358e+4,7.085e+4,2.727e+3,1.335e-19
873.3,6.192e+4,5.926e+4,2.653e+3,6.577e-20
873.5,5.172e+4,4.916e+4,2.563e+3,3.212e-20
873.7,4.290e+4,4.044e+4,2.458e+3,1.555e-20
873.9,3.533e+4,3.299e+4,2.340e+3,7.469e-21
874,3.198e+4,2.971e+4,2.277e+3,5.160e-21
874.2,2.608e+4,2.394e+4,2.146e+3,2.447e-21
874.4,2.113e+4,1.913e+4,2.008e+3,1.150e-21
874.6,1.702e+4,1.516e+4,1.866e+3,5.363e-22
874.7,1.525e+4,1.345e+4,1.795e+3,3.651e-22
874.9,1.218e+4,1.053e+4,1.653e+3,1.166e-22
875.1,9.684e+3,8.170e+3,1.514e+3,5.361e-23
875.3,7.668e+3,6.289e+3,1.379e+3,2.443e-23
875.5,6.052e+3,4.801e+3,1.251e+3,
875.6,5.371e+3,4.181e+3,1.190e+3,
875.8,4.227e+3,3.152e+3,1.075e+3,
876,3.327e+3,2.357e+3,9.699e+2,
876.2,2.624e+3,1.748e+3,8.767e+2,
876.4,2.081e+3,1.285e+3,7.961e+2,
876.5,1.859e+3,1.099e+3,7.608e+2,
876.7,1.498e+3,7.979e+2,7.003e+2,
876.9,1.229e+3,5.747e+2,6.541e+2,
877.1,1.033e+3,4.105e+2,6.223e+2,
877.2,9.579e+2,3.458e+2,6.120e+2,
877.4,8.466e+2,2.440e+2,6.026e+2,
877.6,7.791e+2,1.707e+2,6.084e+2,
877.8,7.477e+2,1.184e+2,6.293e+2,
878,7.469e+2,8.148e+1,6.655e+2,
878.1,7.566e+2,6.738e+1,6.892e+2,
878.3,7.937e+2,4.579e+1,7.479e+2,
878.5,8.523e+2,3.086e+1,8.215e+2,
878.7,9.301e+2,2.062e+1,9.095e+2,
878.9,1.025e+3,1.367e+1,1.011e+3,
879,1.078e+3,1.109e+1,1.067e+3,
879.2,1.196e+3,7.262e+0,1.189e+3,
879.4,1.327e+3,4.715e+0,1.323e+3,
879.6,1.470e+3,3.035e+0,1.467e+3,
879.7,1.546e+3,2.428e+0,1.543e+3,
879.9,1.703e+3,1.544e+0,1.702e+3,
880.1,1.868e+3,9.735e-1,1.867e+3,
880.3,2.039e+3,6.088e-1,2.038e+3,
880.5,2.212e+3,3.776e-1,2.212e+3,
880.6,2.300e+3,2.964e-1,2.300e+3,
880.8,2.474e+3,1.816e-1,2.474e+3,
881,2.646e+3,1.103e-1,2.646e+3,
881.2,2.813e+3,6.644e-2,2.813e+3,
881.4,2.971e+3,3.969e-2,2.971e+3,
881.5,3.047e+3,3.059e-2,3.047e+3,
881.7,3.189e+3,1.805e-2,3.189e+3,
881.9,3.317e+3,1.056e-2,3.317e+3,
882.1,3.429e+3,6.128e-3,3.429e+3,
882.3,3.522e+3,3.527e-3,3.522e+3,
882.4,3.561e+3,2.667e-3,3.561e+3,
882.6,3.623e+3,1.516e-3,3.623e+3,
882.8,3.663e+3,8.546e-4,3.663e+3,
883,3.680e+3,4.777e-4,3.680e+3,
883.1,3.680e+3,3.561e-4,3.680e+3,
883.3,3.663e+3,1.966e-4,3.663e+3,
883.5,3.622e+3,1.076e-4,3.622e+3,
883.7,3.559e+3,5.845e-5,3.559e+3,
883.9,3.476e+3,3.147e-5,3.476e+3,
884,3.427e+3,2.302e-5,3.427e+3,
884.2,3.315e+3,1.225e-5,3.315e+3,
884.4,3.187e+3,6.459e-6,3.187e+3,
884.6,3.045e+3,3.378e-6,3.045e+3,
884.8,2.893e+3,1.752e-6,2.893e+3,
884.9,2.813e+3,1.258e-6,2.813e+3,
885.1,2.649e+3,6.446e-7,2.649e+3,
885.3,2.482e+3,3.275e-7,2.482e+3,
885.5,2.314e+3,1.650e-7,2.314e+3,
885.6,2.231e+3,1.168e-7,2.231e+3,
885.8,2.067e+3,5.812e-8,2.067e+3,
886,1.911e+3,2.868e-8,1.911e+3,
886.2,1.765e+3,1.404e-8,1.765e+3,
886.4,1.632e+3,6.814e-9,1.632e+3,
886.5,1.571e+3,4.732e-9,1.571e+3,
886.7,1.461e+3,2.269e-9,1.461e+3,
886.9,1.371e+3,1.079e-9,1.371e+3,
887.1,1.303e+3,5.085e-10,1.303e+3,
887.3,1.259e+3,2.378e-10,1.259e+3,
887.4,1.246e+3,1.621e-10,1.246e+3,
887.6,1.241e+3,7.484e-11,1.241e+3,
887.8,1.264e+3,,1.264e+3,
888,1.318e+3,,1.318e+3,
888.1,1.357e+3,,1.357e+3,
888.3,1.458e+3,,1.458e+3,
888.5,1.591e+3,,1.591e+3,
888.7,1.758e+3,,1.758e+3,
