Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
449.836,3.063e-83,3.783e-20,1.251e-51,3.063e-83
449.841,3.678e-83,3.783e-20,1.251e-51,3.678e-83
449.846,4.418e-83,3.784e-20,1.251e-51,4.418e-83
449.851,5.290e-83,3.785e-20,1.251e-51,5.290e-83
449.856,6.291e-83,3.786e-20,1.251e-51,6.291e-83
449.862,7.642e-83,3.787e-20,1.251e-51,7.642e-83
449.867,8.858e-83,3.787e-20,1.251e-51,8.858e-83
449.872,1.011e-82,3.788e-20,1.252e-51,1.011e-82
449.877,1.134e-82,3.789e-20,1.252e-51,1.134e-82
449.882,1.249e-82,3.790e-20,1.252e-51,1.249e-82
449.887,1.348e-82,3.791e-20,1.252e-51,1.348e-82
449.893,1.439e-82,3.791e-20,1.252e-51,1.439e-82
449.898,1.484e-82,3.792e-20,1.252e-51,1.484e-82
449.903,1.498e-82,3.793e-20,1.252e-51,1.498e-82
449.908,1.480e-82,3.794e-20,1.252e-51,1.480e-82
449.913,1.429e-82,3.795e-20,1.252e-51,1.429e-82
449.918,1.350e-82,3.795e-20,1.252e-51,1.350e-82
449.924,1.224e-82,3.796e-20,1.253e-51,1.224e-82
449.929,1.100e-82,3.797e-20,1.253e-51,1.100e-82
449.934,9.656e-83,3.798e-20,1.253e-51,9.656e-83
449.939,8.287e-83,3.799e-20,1.253e-51,8.287e-83
449.944,6.949e-83,3.799e-20,1.253e-51,6.949e-83
449.949,5.694e-83,3.800e-20,1.253e-51,5.694e-83
449.954,4.557e-83,3.801e-20,1.253e-51,4.557e-83
449.96,3.383e-83,3.802e-20,1.253e-51,3.383e-83
449.965,2.571e-83,3.803e-20,1.253e-51,2.571e-83
449.97,1.909e-83,3.803e-20,1.253e-51,1.909e-83
449.975,1.384e-83,3.804e-20,1.254e-51,1.384e-83
449.98,9.802e-84,3.805e-20,1.254e-51,9.802e-84
449.985,6.778e-84,3.806e-20,1.254e-51,6.778e-84
449.991,4.219e-84,3.807e-20,1.254e-51,4.219e-84
449.996,2.768e-84,3.808e-20,1.254e-51,2.768e-84
450.001,1.774e-84,3.808e-20,1.254e-51,1.774e-84
450.006,1.110e-84,3.809e-20,1.254e-51,1.110e-84
450.011,6.777e-85,3.810e-20,1.254e-51,6.777e-85
450.016,4.041e-85,3.811e-20,1.254e-51,4.041e-85
450.022,2.105e-85,3.812e-20,1.255e-51,2.105e-85
450.027,1.190e-85,3.812e-20,1.255e-51,1.190e-85
450.032,6.571e-86,3.813e-20,1.255e-51,6.571e-86
450.037,3.541e-86,3.814e-20,1.255e-51,3.541e-86
450.042,1.863e-86,3.815e-20,1.255e-51,1.863e-86
450.047,9.565e-87,3.816e-20,1.255e-51,9.565e-87
450.053,4.164e-87,3.816e-20,1.255e-51,4.164e-87
450.058,2.027e-87,3.817e-20,1.255e-51,2.027e-87
450.063,9.633e-88,3.818e-20,1.255e-51,9.633e-88
450.068,4.468e-88,3.819e-20,1.255e-51,4.468e-88
450.073,2.023e-88,3.820e-20,1.256e-51,2.023e-88
450.078,8.938e-89,3.820e-20,1.256e-51,8.938e-89
450.083,3.855e-89,3.821e-20,1.256e-51,3.855e-89
450.089,1.361e-89,3.822e-20,1.256e-51,1.361e-89
450.094,5.562e-90,3.823e-20,1.256e-51,5.562e-90
450.099,2.219e-90,3.824e-20,1.256e-51,2.219e-90
450.104,8.639e-91,3.824e-20,1.256e-51,8.639e-91
450.109,3.283e-91,3.825e-20,1.256e-51,3.283e-91
450.114,1.217e-91,3.826e-20,1.256e-51,1.217e-91
450.12,3.585e-92,3.827e-20,1.257e-51,3.585e-92
450.125,1.260e-92,3.828e-20,1.257e-51,1.260e-92
450.13,4.322e-93,3.829e-20,1.257e-51,4.322e-93
450.135,1.447e-93,3.829e-20,1.257e-51,1.447e-93
450.14,4.725e-94,3.830e-20,1.257e-51,4.725e-94
450.145,1.506e-94,3.831e-20,1.257e-51,1.506e-94
450.151,3.699e-95,3.832e-20,1.257e-51,3.699e-95
450.156,1.117e-95,3.833e-20,1.257e-51,1.117e-95
450.161,3.293e-96,3.833e-20,1.257e-51,3.293e-96
450.166,9.474e-97,3.834e-20,1.257e-51,9.474e-97
450.171,2.659e-97,3.835e-20,1.258e-51,2.659e-97
450.176,7.284e-98,3.836e-20,1.258e-51,7.284e-98
450.182,1.491e-98,3.837e-20,1.258e-51,1.491e-98
450.187,3.869e-99,3.837e-20,1.258e-51,3.869e-99
450.192,9.799e-100,3.838e-20,1.258e-51,9.799e-100
450.197,2.422e-100,3.839e-20,1.258e-51,2.422e-100
450.202,5.840e-101,3.840e-20,1.258e-51,5.840e-101
450.207,1.374e-101,3.841e-20,1.258e-51,1.374e-101
450.212,3.155e-102,3.841e-20,1.258e-51,3.155e-102
450.218,5.225e-103,3.842e-20,1.258e-51,5.225e-103
450.223,1.137e-103,3.843e-20,1.259e-51,1.137e-103
450.228,2.412e-104,3.844e-20,1.259e-51,2.412e-104
450.233,4.997e-105,3.845e-20,1.259e-51,4.997e-105
450.238,9.524e-106,3.845e-20,1.259e-51,9.524e-106
450.243,1.883e-106,3.846e-20,1.259e-51,1.883e-106
450.249,2.529e-108,3.847e-20,1.259e-51,2.529e-108
459.94,5.361e-20,5.361e-20,1.455e-51,7.896e-107
459.945,2.662e-19,2.662e-19,1.455e-51,7.900e-107
459.95,1.573e-18,1.573e-18,1.455e-51,7.904e-107
459.956,1.021e-17,1.021e-17,1.455e-51,7.908e-107
459.961,4.731e-17,4.731e-17,1.455e-51,7.912e-107
459.966,2.141e-16,2.141e-16,1.455e-51,7.916e-107
459.971,9.464e-16,9.464e-16,1.456e-51,7.920e-107
459.976,4.087e-15,4.087e-15,1.456e-51,7.924e-107
459.981,1.724e-14,1.724e-14,1.456e-51,7.928e-107
459.986,7.104e-14,7.104e-14,1.456e-51,7.932e-107
459.992,3.767e-13,3.767e-13,1.456e-51,7.937e-107
459.997,1.474e-12,1.474e-12,1.456e-51,7.941e-107
460.002,5.637e-12,5.637e-12,1.456e-51,7.945e-107
460.007,2.105e-11,2.105e-11,1.456e-51,7.949e-107
460.012,7.681e-11,7.681e-11,1.456e-51,7.953e-107
460.017,2.738e-10,2.738e-10,1.456e-51,7.956e-107
460.023,1.220e-9,1.220e-9,1.457e-51,7.961e-107
460.028,4.129e-9,4.129e-9,1.457e-51,7.965e-107
460.033,1.366e-8,1.366e-8,1.457e-51,7.969e-107
460.038,4.411e-8,4.411e-8,1.457e-51,7.973e-107
460.043,1.392e-7,1.392e-7,1.457e-51,7.977e-107
460.048,4.292e-7,4.292e-7,1.457e-51,7.981e-107
460.054,1.607e-6,1.607e-6,1.457e-51,7.986e-107
460.059,4.706e-6,4.706e-6,1.457e-51,7.990e-107
460.064,1.346e-5,1.346e-5,1.457e-51,7.994e-107
460.069,3.763e-5,3.763e-5,1.458e-51,7.998e-107
460.074,1.027e-4,1.027e-4,1.458e-51,8.001e-107
460.079,2.740e-4,2.740e-4,1.458e-51,8.005e-107
460.085,8.623e-4,8.623e-4,1.458e-51,8.010e-107
460.09,2.185e-3,2.185e-3,1.458e-51,8.014e-107
460.095,5.408e-3,5.408e-3,1.458e-51,8.018e-107
460.1,1.308e-2,1.308e-2,1.458e-51,8.022e-107
460.105,3.089e-2,3.089e-2,1.458e-51,8.026e-107
460.11,7.128e-2,7.128e-2,1.458e-51,8.030e-107
460.115,1.607e-1,1.607e-1,1.458e-51,8.034e-107
460.121,4.133e-1,4.133e-1,1.459e-51,8.039e-107
460.126,8.852e-1,8.852e-1,1.459e-51,8.042e-107
460.131,1.852e+0,1.852e+0,1.459e-51,8.046e-107
460.136,3.785e+0,3.785e+0,1.459e-51,8.050e-107
460.141,7.559e+0,7.559e+0,1.459e-51,8.054e-107
460.146,1.475e+1,1.475e+1,1.459e-51,8.058e-107
460.152,3.188e+1,3.188e+1,1.459e-51,8.063e-107
460.157,5.908e+1,5.908e+1,1.459e-51,8.067e-107
460.162,1.070e+2,1.070e+2,1.459e-51,8.071e-107
460.167,1.892e+2,1.892e+2,1.460e-51,8.075e-107
460.172,3.269e+2,3.269e+2,1.460e-51,8.079e-107
460.177,5.519e+2,5.519e+2,1.460e-51,8.083e-107
460.183,1.003e+3,1.003e+3,1.460e-51,8.087e-107
460.188,1.609e+3,1.609e+3,1.460e-51,8.091e-107
460.193,2.520e+3,2.520e+3,1.460e-51,8.095e-107
460.198,3.857e+3,3.857e+3,1.460e-51,8.099e-107
460.203,5.767e+3,5.767e+3,1.460e-51,8.103e-107
460.208,8.424e+3,8.424e+3,1.460e-51,8.107e-107
460.214,1.287e+4,1.287e+4,1.460e-51,8.112e-107
460.219,1.786e+4,1.786e+4,1.461e-51,8.116e-107
460.224,2.422e+4,2.422e+4,1.461e-51,8.120e-107
460.229,3.207e+4,3.207e+4,1.461e-51,8.124e-107
460.234,4.150e+4,4.150e+4,1.461e-51,8.128e-107
460.239,5.245e+4,5.245e+4,1.461e-51,8.132e-107
460.245,6.738e+4,6.738e+4,1.461e-51,8.136e-107
460.25,8.090e+4,8.090e+4,1.461e-51,8.140e-107
460.255,9.490e+4,9.490e+4,1.461e-51,8.144e-107
460.26,1.088e+5,1.088e+5,1.461e-51,8.148e-107
460.265,1.218e+5,1.218e+5,1.461e-51,8.152e-107
460.27,1.332e+5,1.332e+5,1.462e-51,8.156e-107
460.275,1.423e+5,1.423e+5,1.462e-51,8.160e-107
460.281,1.494e+5,1.494e+5,1.462e-51,8.165e-107
460.286,1.516e+5,1.516e+5,1.462e-51,8.169e-107
460.291,1.503e+5,1.503e+5,1.462e-51,8.173e-107
460.296,1.456e+5,1.456e+5,1.462e-51,8.177e-107
460.301,1.378e+5,1.378e+5,1.462e-51,8.180e-107
460.306,1.274e+5,1.274e+5,1.462e-51,8.184e-107
460.312,1.124e+5,1.124e+5,1.462e-51,8.189e-107
460.317,9.869e+4,9.869e+4,1.463e-51,8.193e-107
460.322,8.465e+4,8.465e+4,1.463e-51,8.197e-107
460.327,7.094e+4,7.094e+4,1.463e-51,8.201e-107
460.332,5.807e+4,5.807e+4,1.463e-51,8.205e-107
460.337,4.644e+4,4.644e+4,1.463e-51,8.209e-107
460.343,3.443e+4,3.443e+4,1.463e-51,8.214e-107
460.348,2.615e+4,2.615e+4,1.463e-51,8.218e-107
460.353,1.941e+4,1.941e+4,1.463e-51,8.221e-107
460.358,1.407e+4,1.407e+4,1.463e-51,8.225e-107
460.363,9.960e+3,9.960e+3,1.463e-51,8.229e-107
460.368,6.890e+3,6.890e+3,1.464e-51,8.233e-107
460.374,4.292e+3,4.292e+3,1.464e-51,8.238e-107
460.379,2.820e+3,2.820e+3,1.464e-51,8.242e-107
460.384,1.810e+3,1.810e+3,1.464e-51,8.246e-107
460.389,1.135e+3,1.135e+3,1.464e-51,8.250e-107
460.394,6.948e+2,6.948e+2,1.464e-51,8.254e-107
460.399,4.156e+2,4.156e+2,1.464e-51,8.258e-107
460.404,2.429e+2,2.429e+2,1.464e-51,8.262e-107
460.41,1.236e+2,1.236e+2,1.464e-51,8.266e-107
460.415,6.859e+1,6.859e+1,1.465e-51,8.270e-107
460.42,3.719e+1,3.719e+1,1.465e-51,8.274e-107
460.425,1.969e+1,1.969e+1,1.465e-51,8.278e-107
460.43,1.019e+1,1.019e+1,1.465e-51,8.282e-107
460.435,5.148e+0,5.148e+0,1.465e-51,8.286e-107
460.441,2.200e+0,2.200e+0,1.465e-51,8.291e-107
460.446,1.056e+0,1.056e+0,1.465e-51,8.295e-107
460.451,4.950e-1,4.950e-1,1.465e-51,8.299e-107
460.456,2.266e-1,2.266e-1,1.465e-51,8.303e-107
460.461,1.014e-1,1.014e-1,1.465e-51,8.307e-107
460.466,4.429e-2,4.429e-2,1.466e-51,8.311e-107
460.472,1.590e-2,1.590e-2,1.466e-51,8.315e-107
460.477,6.595e-3,6.595e-3,1.466e-51,8.319e-107
460.482,2.673e-3,2.673e-3,1.466e-51,8.323e-107
460.487,1.058e-3,1.058e-3,1.466e-51,8.327e-107
460.492,4.092e-4,4.092e-4,1.466e-51,8.331e-107
460.497,1.545e-4,1.545e-4,1.466e-51,8.335e-107
460.503,4.658e-5,4.658e-5,1.466e-51,8.340e-107
460.508,1.671e-5,1.671e-5,1.466e-51,8.344e-107
460.513,5.853e-6,5.853e-6,1.466e-51,8.348e-107
460.518,2.003e-6,2.003e-6,1.467e-51,8.352e-107
460.523,6.695e-7,6.695e-7,1.467e-51,8.356e-107
460.528,2.186e-7,2.186e-7,1.467e-51,8.359e-107
460.533,6.971e-8,6.971e-8,1.467e-51,8.363e-107
460.539,1.715e-8,1.715e-8,1.467e-51,8.368e-107
460.544,5.193e-9,5.193e-9,1.467e-51,8.372e-107
460.549,1.536e-9,1.536e-9,1.467e-51,8.376e-107
460.554,4.438e-10,4.438e-10,1.467e-51,8.380e-107
460.559,1.252e-10,1.252e-10,1.467e-51,8.384e-107
460.564,3.452e-11,3.452e-11,1.468e-51,8.388e-107
460.57,7.129e-12,7.129e-12,1.468e-51,8.393e-107
460.575,1.866e-12,1.866e-12,1.468e-51,8.397e-107
460.58,4.770e-13,4.770e-13,1.468e-51,8.401e-107
460.585,1.191e-13,1.191e-13,1.468e-51,8.404e-107
460.59,2.905e-14,2.905e-14,1.468e-51,8.408e-107
460.595,6.920e-15,6.920e-15,1.468e-51,8.412e-107
460.601,1.200e-15,1.200e-15,1.468e-51,8.417e-107
460.606,2.713e-16,2.713e-16,1.468e-51,8.421e-107
460.611,5.995e-17,5.995e-17,1.468e-51,8.425e-107
460.616,1.294e-17,1.294e-17,1.469e-51,8.429e-107
460.621,2.586e-18,2.586e-18,1.469e-51,8.433e-107
460.626,5.333e-19,5.333e-19,1.469e-51,8.437e-107
466.793,1.593e-51,4.459e-19,1.593e-51,1.330e-106
466.798,7.726e-51,4.459e-19,7.726e-51,1.330e-106
466.804,4.983e-50,4.458e-19,4.983e-50,1.331e-106
466.809,2.303e-49,4.457e-19,2.303e-49,1.331e-106
466.814,1.038e-48,4.456e-19,1.038e-48,1.332e-106
466.819,4.584e-48,4.456e-19,4.584e-48,1.332e-106
466.824,1.974e-47,4.455e-19,1.974e-47,1.332e-106
466.829,8.308e-47,4.454e-19,8.308e-47,1.333e-106
466.834,3.417e-46,4.453e-19,3.417e-46,1.333e-106
466.84,1.810e-45,4.453e-19,1.810e-45,1.334e-106
466.845,7.080e-45,4.452e-19,7.080e-45,1.334e-106
466.85,2.707e-44,4.451e-19,2.707e-44,1.335e-106
466.855,1.012e-43,4.450e-19,1.012e-43,1.335e-106
466.86,3.696e-43,4.450e-19,3.696e-43,1.335e-106
466.865,1.320e-42,4.449e-19,1.320e-42,1.336e-106
466.871,5.897e-42,4.448e-19,5.897e-42,1.336e-106
466.876,2.002e-41,4.447e-19,2.002e-41,1.337e-106
466.881,6.647e-41,4.447e-19,6.647e-41,1.337e-106
466.886,2.157e-40,4.446e-19,2.157e-40,1.337e-106
466.891,6.840e-40,4.445e-19,6.840e-40,1.338e-106
466.896,2.121e-39,4.445e-19,2.121e-39,1.338e-106
466.902,8.000e-39,4.444e-19,8.000e-39,1.339e-106
466.907,2.360e-38,4.443e-19,2.360e-38,1.339e-106
466.912,6.803e-38,4.442e-19,6.803e-38,1.339e-106
466.917,1.918e-37,4.442e-19,1.918e-37,1.340e-106
466.922,5.284e-37,4.441e-19,5.284e-37,1.340e-106
466.927,1.424e-36,4.440e-19,1.424e-36,1.341e-106
466.933,4.539e-36,4.439e-19,4.539e-36,1.341e-106
466.938,1.164e-35,4.439e-19,1.164e-35,1.341e-106
466.943,2.918e-35,4.438e-19,2.918e-35,1.342e-106
466.948,7.154e-35,4.437e-19,7.154e-35,1.342e-106
466.953,1.715e-34,4.437e-19,1.715e-34,1.343e-106
466.958,4.022e-34,4.436e-19,4.022e-34,1.343e-106
466.963,9.224e-34,4.435e-19,9.224e-34,1.343e-106
466.969,2.426e-33,4.434e-19,2.426e-33,1.344e-106
466.974,5.300e-33,4.434e-19,5.300e-33,1.344e-106
466.979,1.133e-32,4.433e-19,1.133e-32,1.345e-106
466.984,2.369e-32,4.432e-19,2.369e-32,1.345e-106
466.989,4.850e-32,4.431e-19,4.850e-32,1.346e-106
466.994,9.715e-32,4.431e-19,9.715e-32,1.346e-106
467,2.174e-31,4.430e-19,2.174e-31,1.346e-106
467.005,4.156e-31,4.429e-19,4.156e-31,1.347e-106
467.01,7.779e-31,4.428e-19,7.779e-31,1.347e-106
467.015,1.426e-30,4.428e-19,1.426e-30,1.348e-106
467.02,2.561e-30,4.427e-19,2.561e-30,1.348e-106
467.025,4.506e-30,4.426e-19,4.506e-30,1.348e-106
467.031,8.644e-30,4.425e-19,8.644e-30,1.349e-106
467.036,1.455e-29,4.425e-19,1.455e-29,1.349e-106
467.041,2.402e-29,4.424e-19,2.402e-29,1.350e-106
467.046,3.889e-29,4.423e-19,3.889e-29,1.350e-106
467.051,6.176e-29,4.423e-19,6.176e-29,1.350e-106
467.056,9.624e-29,4.422e-19,9.624e-29,1.351e-106
467.062,1.599e-28,4.421e-19,1.599e-28,1.351e-106
467.067,2.391e-28,4.420e-19,2.391e-28,1.352e-106
467.072,3.511e-28,4.420e-19,3.511e-28,1.352e-106
467.077,5.062e-28,4.419e-19,5.062e-28,1.352e-106
467.082,7.168e-28,4.418e-19,7.168e-28,1.353e-106
467.087,9.970e-28,4.418e-19,9.970e-28,1.353e-106
467.092,1.362e-27,4.417e-19,1.362e-27,1.354e-106
467.098,1.935e-27,4.416e-19,1.935e-27,1.354e-106
467.103,2.541e-27,4.415e-19,2.541e-27,1.354e-106
467.108,3.279e-27,4.415e-19,3.279e-27,1.355e-106
467.113,4.155e-27,4.414e-19,4.155e-27,1.355e-106
467.118,5.170e-27,4.413e-19,5.170e-27,1.356e-106
467.123,6.319e-27,4.412e-19,6.319e-27,1.356e-106
467.129,7.845e-27,4.412e-19,7.845e-27,1.357e-106
467.134,9.206e-27,4.411e-19,9.206e-27,1.357e-106
467.139,1.060e-26,4.410e-19,1.060e-26,1.357e-106
467.144,1.198e-26,4.409e-19,1.198e-26,1.358e-106
467.149,1.328e-26,4.409e-19,1.328e-26,1.358e-106
467.154,1.445e-26,4.408e-19,1.445e-26,1.359e-106
467.16,1.558e-26,4.407e-19,1.558e-26,1.359e-106
467.165,1.623e-26,4.407e-19,1.623e-26,1.359e-106
467.17,1.657e-26,4.406e-19,1.657e-26,1.360e-106
467.175,1.659e-26,4.405e-19,1.659e-26,1.360e-106
467.18,1.628e-26,4.404e-19,1.628e-26,1.361e-106
467.185,1.566e-26,4.404e-19,1.566e-26,1.361e-106
467.191,1.454e-26,4.403e-19,1.454e-26,1.361e-106
467.196,1.337e-26,4.402e-19,1.337e-26,1.362e-106
467.201,1.204e-26,4.401e-19,1.204e-26,1.362e-106
467.206,1.062e-26,4.401e-19,1.062e-26,1.363e-106
467.211,9.172e-27,4.400e-19,9.172e-27,1.363e-106
467.216,7.759e-27,4.399e-19,7.759e-27,1.363e-106
467.222,6.175e-27,4.398e-19,6.175e-27,1.364e-106
467.227,4.987e-27,4.398e-19,4.987e-27,1.364e-106
467.232,3.944e-27,4.397e-19,3.944e-27,1.365e-106
467.237,3.053e-27,4.396e-19,3.053e-27,1.365e-106
467.242,2.314e-27,4.396e-19,2.314e-27,1.365e-106
467.247,1.717e-27,4.395e-19,1.717e-27,1.366e-106
467.252,1.247e-27,4.394e-19,1.247e-27,1.366e-106
467.258,8.257e-28,4.393e-19,8.257e-28,1.367e-106
467.263,5.720e-28,4.393e-19,5.720e-28,1.367e-106
467.268,3.878e-28,4.392e-19,3.878e-28,1.368e-106
467.273,2.573e-28,4.391e-19,2.573e-28,1.368e-106
467.278,1.671e-28,4.390e-19,1.671e-28,1.368e-106
467.283,1.061e-28,4.390e-19,1.061e-28,1.369e-106
467.289,5.986e-29,4.389e-19,5.986e-29,1.369e-106
467.294,3.626e-29,4.388e-19,3.626e-29,1.370e-106
467.299,2.149e-29,4.388e-19,2.149e-29,1.370e-106
467.304,1.246e-29,4.387e-19,1.246e-29,1.370e-106
467.309,7.069e-30,4.386e-19,7.069e-30,1.371e-106
467.314,3.924e-30,4.385e-19,3.924e-30,1.371e-106
467.32,1.881e-30,4.385e-19,1.881e-30,1.372e-106
467.325,9.946e-31,4.384e-19,9.946e-31,1.372e-106
467.33,5.146e-31,4.383e-19,5.146e-31,1.372e-106
467.335,2.604e-31,4.382e-19,2.604e-31,1.373e-106
467.34,1.289e-31,4.382e-19,1.289e-31,1.373e-106
467.345,6.242e-32,4.381e-19,6.242e-32,1.374e-106
467.351,2.539e-32,4.380e-19,2.539e-32,1.374e-106
467.356,1.171e-32,4.379e-19,1.171e-32,1.374e-106
467.361,5.282e-33,4.379e-19,5.282e-33,1.375e-106
467.366,2.330e-33,4.378e-19,2.330e-33,1.375e-106
467.371,1.005e-33,4.377e-19,1.005e-33,1.376e-106
467.376,4.242e-34,4.377e-19,4.242e-34,1.376e-106
467.381,1.750e-34,4.376e-19,1.750e-34,1.376e-106
467.387,5.875e-35,4.375e-19,5.875e-35,1.377e-106
467.392,2.308e-35,4.374e-19,2.308e-35,1.377e-106
467.397,8.866e-36,4.374e-19,8.866e-36,1.378e-106
467.402,3.330e-36,4.373e-19,3.330e-36,1.378e-106
467.407,1.223e-36,4.372e-19,1.223e-36,1.378e-106
467.412,4.394e-37,4.372e-19,4.394e-37,1.379e-106
467.418,1.248e-37,4.371e-19,1.248e-37,1.379e-106
467.423,4.267e-38,4.370e-19,4.267e-38,1.380e-106
467.428,1.426e-38,4.369e-19,1.426e-38,1.380e-106
467.433,4.660e-39,4.369e-19,4.660e-39,1.381e-106
467.438,1.489e-39,4.368e-19,1.489e-39,1.381e-106
467.443,4.651e-40,4.367e-19,4.651e-40,1.381e-106
467.449,1.117e-40,4.366e-19,1.117e-40,1.382e-106
467.454,3.321e-41,4.366e-19,3.321e-41,1.382e-106
467.459,9.651e-42,4.365e-19,9.651e-42,1.383e-106
467.464,2.742e-42,4.364e-19,2.742e-42,1.383e-106
467.469,7.615e-43,4.363e-19,7.615e-43,1.383e-106
467.474,2.067e-43,4.363e-19,2.067e-43,1.384e-106
467.48,4.198e-44,4.362e-19,4.198e-44,1.384e-106
467.485,1.086e-44,4.361e-19,1.086e-44,1.385e-106
467.49,2.803e-45,4.360e-19,2.803e-45,1.385e-106
467.495,9.491e-46,4.360e-19,9.491e-46,1.385e-106
467.5,1.282e-45,4.359e-19,1.282e-45,1.386e-106
467.505,4.517e-45,4.358e-19,4.517e-45,1.386e-106
467.51,1.753e-44,4.358e-19,1.753e-44,1.387e-106
467.516,8.737e-44,4.357e-19,8.737e-44,1.387e-106
467.521,3.250e-43,4.356e-19,3.250e-43,1.387e-106
467.526,1.182e-42,4.355e-19,1.182e-42,1.388e-106
467.531,4.201e-42,4.355e-19,4.201e-42,1.388e-106
467.536,1.459e-41,4.354e-19,1.459e-41,1.389e-106
467.541,4.955e-41,4.353e-19,4.955e-41,1.389e-106
467.547,2.085e-40,4.352e-19,2.085e-40,1.390e-106
467.552,6.732e-40,4.352e-19,6.732e-40,1.390e-106
467.557,2.125e-39,4.351e-19,2.125e-39,1.390e-106
467.562,6.555e-39,4.350e-19,6.555e-39,1.391e-106
467.567,1.977e-38,4.350e-19,1.977e-38,1.391e-106
467.572,5.826e-38,4.349e-19,5.826e-38,1.391e-106
467.578,2.068e-37,4.348e-19,2.068e-37,1.392e-106
467.583,5.797e-37,4.347e-19,5.797e-37,1.392e-106
467.588,1.588e-36,4.347e-19,1.588e-36,1.393e-106
467.593,4.253e-36,4.346e-19,4.253e-36,1.393e-106
467.598,1.113e-35,4.345e-19,1.113e-35,1.394e-106
467.603,2.849e-35,4.344e-19,2.849e-35,1.394e-106
467.609,8.534e-35,4.344e-19,8.534e-35,1.394e-106
467.614,2.077e-34,4.343e-19,2.077e-34,1.395e-106
467.619,4.940e-34,4.342e-19,4.940e-34,1.395e-106
467.624,1.149e-33,4.341e-19,1.149e-33,1.396e-106
467.629,2.610e-33,4.341e-19,2.610e-33,1.396e-106
467.634,5.799e-33,4.340e-19,5.799e-33,1.396e-106
467.64,1.466e-32,4.339e-19,1.466e-32,1.397e-106
467.645,3.099e-32,4.338e-19,3.099e-32,1.397e-106
467.65,6.400e-32,4.338e-19,6.400e-32,1.398e-106
467.655,1.292e-31,4.337e-19,1.292e-31,1.398e-106
467.66,2.551e-31,4.336e-19,2.551e-31,1.398e-106
467.665,4.922e-31,4.336e-19,4.922e-31,1.399e-106
467.67,9.284e-31,4.335e-19,9.284e-31,1.399e-106
467.676,1.930e-30,4.334e-19,1.930e-30,1.400e-106
467.681,3.463e-30,4.333e-19,3.463e-30,1.400e-106
467.686,6.075e-30,4.333e-19,6.075e-30,1.400e-106
467.691,1.042e-29,4.332e-19,1.042e-29,1.401e-106
467.696,1.747e-29,4.331e-19,1.747e-29,1.401e-106
467.701,2.865e-29,4.331e-19,2.865e-29,1.402e-106
467.707,5.034e-29,4.330e-19,5.034e-29,1.402e-106
467.712,7.856e-29,4.329e-19,7.856e-29,1.403e-106
467.717,1.199e-28,4.328e-19,1.199e-28,1.403e-106
467.722,1.789e-28,4.328e-19,1.789e-28,1.403e-106
467.727,2.610e-28,4.327e-19,2.610e-28,1.404e-106
467.732,3.725e-28,4.326e-19,3.725e-28,1.404e-106
467.738,5.542e-28,4.325e-19,5.542e-28,1.405e-106
467.743,7.532e-28,4.325e-19,7.532e-28,1.405e-106
467.748,1.001e-27,4.324e-19,1.001e-27,1.405e-106
467.753,1.302e-27,4.323e-19,1.302e-27,1.406e-106
467.758,1.657e-27,4.322e-19,1.657e-27,1.406e-106
467.763,2.062e-27,4.322e-19,2.062e-27,1.407e-106
467.769,2.606e-27,4.321e-19,2.606e-27,1.407e-106
467.774,3.092e-27,4.320e-19,3.092e-27,1.407e-106
467.779,3.591e-27,4.320e-19,3.591e-27,1.408e-106
467.784,4.082e-27,4.319e-19,4.082e-27,1.408e-106
467.789,4.542e-27,4.318e-19,4.542e-27,1.409e-106
467.794,4.947e-27,4.317e-19,4.947e-27,1.409e-106
467.799,5.276e-27,4.317e-19,5.276e-27,1.409e-106
467.805,5.544e-27,4.316e-19,5.544e-27,1.410e-106
467.81,5.646e-27,4.315e-19,5.646e-27,1.410e-106
467.815,5.632e-27,4.314e-19,5.632e-27,1.411e-106
467.82,5.503e-27,4.314e-19,5.503e-27,1.411e-106
467.825,5.267e-27,4.313e-19,5.267e-27,1.411e-106
467.83,4.939e-27,4.312e-19,4.939e-27,1.412e-106
467.836,4.451e-27,4.311e-19,4.451e-27,1.412e-106
467.841,3.992e-27,4.311e-19,3.992e-27,1.413e-106
467.846,3.508e-27,4.310e-19,3.508e-27,1.413e-106
467.851,3.021e-27,4.309e-19,3.021e-27,1.413e-106
467.856,2.550e-27,4.309e-19,2.550e-27,1.414e-106
467.861,2.110e-27,4.308e-19,2.110e-27,1.414e-106
467.867,1.636e-27,4.307e-19,1.636e-27,1.415e-106
467.872,1.295e-27,4.306e-19,1.295e-27,1.415e-106
467.877,1.005e-27,4.306e-19,1.005e-27,1.416e-106
467.882,7.639e-28,4.305e-19,7.639e-28,1.416e-106
467.887,5.692e-28,4.304e-19,5.692e-28,1.416e-106
467.892,4.156e-28,4.303e-19,4.156e-28,1.417e-106
467.898,2.774e-28,4.303e-19,2.774e-28,1.417e-106
467.903,1.936e-28,4.302e-19,1.936e-28,1.418e-106
467.908,1.324e-28,4.301e-19,1.324e-28,1.418e-106
467.913,8.873e-29,4.301e-19,8.873e-29,1.418e-106
467.918,5.823e-29,4.300e-19,5.823e-29,1.419e-106
467.923,3.742e-29,4.299e-19,3.742e-29,1.419e-106
467.928,2.355e-29,4.298e-19,2.355e-29,1.420e-106
