Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
670.519,6.967e-1,6.967e-1,3.063e-50,1.740e-105
670.525,1.376e+0,1.376e+0,3.064e-50,1.740e-105
670.53,2.397e+0,2.397e+0,3.064e-50,1.740e-105
670.535,4.130e+0,4.130e+0,3.065e-50,1.740e-105
670.54,7.038e+0,7.038e+0,3.065e-50,1.740e-105
670.545,1.186e+1,1.186e+1,3.065e-50,1.740e-105
670.55,1.977e+1,1.977e+1,3.066e-50,1.740e-105
670.556,3.598e+1,3.598e+1,3.066e-50,1.740e-105
670.561,5.854e+1,5.854e+1,3.067e-50,1.740e-105
670.566,9.420e+1,9.420e+1,3.067e-50,1.740e-105
670.571,1.499e+2,1.499e+2,3.068e-50,1.740e-105
670.576,2.360e+2,2.360e+2,3.068e-50,1.740e-105
670.581,3.674e+2,3.674e+2,3.068e-50,1.740e-105
670.587,6.160e+2,6.160e+2,3.069e-50,1.740e-105
670.592,9.362e+2,9.362e+2,3.069e-50,1.740e-105
670.597,1.407e+3,1.407e+3,3.070e-50,1.740e-105
670.602,2.092e+3,2.092e+3,3.070e-50,1.740e-105
670.607,3.076e+3,3.076e+3,3.071e-50,1.740e-105
670.612,4.474e+3,4.474e+3,3.071e-50,1.740e-105
670.618,6.912e+3,6.912e+3,3.072e-50,1.740e-105
670.623,9.812e+3,9.812e+3,3.072e-50,1.741e-105
670.628,1.378e+4,1.378e+4,3.072e-50,1.741e-105
670.633,1.913e+4,1.913e+4,3.073e-50,1.741e-105
670.638,2.629e+4,2.629e+4,3.073e-50,1.741e-105
670.643,3.571e+4,3.571e+4,3.074e-50,1.741e-105
670.648,4.800e+4,4.800e+4,3.074e-50,1.741e-105
670.654,6.745e+4,6.745e+4,3.075e-50,1.741e-105
670.659,8.848e+4,8.848e+4,3.075e-50,1.741e-105
670.664,1.148e+5,1.148e+5,3.075e-50,1.741e-105
670.669,1.474e+5,1.474e+5,3.076e-50,1.741e-105
670.674,1.871e+5,1.871e+5,3.076e-50,1.741e-105
670.679,2.349e+5,2.349e+5,3.077e-50,1.741e-105
670.685,3.043e+5,3.043e+5,3.077e-50,1.741e-105
670.69,3.730e+5,3.730e+5,3.078e-50,1.741e-105
670.695,4.523e+5,4.523e+5,3.078e-50,1.741e-105
670.7,5.425e+5,5.425e+5,3.078e-50,1.741e-105
670.705,6.436e+5,6.436e+5,3.079e-50,1.741e-105
670.71,7.553e+5,7.553e+5,3.079e-50,1.741e-105
670.716,9.020e+5,9.020e+5,3.080e-50,1.741e-105
670.721,1.033e+6,1.033e+6,3.080e-50,1.741e-105
670.726,1.171e+6,1.171e+6,3.081e-50,1.741e-105
670.731,1.313e+6,1.313e+6,3.081e-50,1.741e-105
670.736,1.455e+6,1.455e+6,3.081e-50,1.741e-105
670.741,1.596e+6,1.596e+6,3.082e-50,1.741e-105
670.747,1.758e+6,1.758e+6,3.082e-50,1.742e-105
670.752,1.882e+6,1.882e+6,3.083e-50,1.742e-105
670.757,1.994e+6,1.994e+6,3.083e-50,1.742e-105
670.762,2.089e+6,2.089e+6,3.084e-50,1.742e-105
670.767,2.165e+6,2.165e+6,3.084e-50,1.742e-105
670.772,2.219e+6,2.219e+6,3.084e-50,1.742e-105
670.777,2.251e+6,2.251e+6,3.085e-50,1.742e-105
670.783,2.256e+6,2.256e+6,3.085e-50,1.742e-105
670.788,2.234e+6,2.234e+6,3.086e-50,1.742e-105
670.793,2.188e+6,2.188e+6,3.086e-50,1.742e-105
670.798,2.120e+6,2.120e+6,3.087e-50,1.742e-105
670.803,2.032e+6,2.032e+6,3.087e-50,1.742e-105
670.808,1.926e+6,1.926e+6,3.087e-50,1.742e-105
670.814,1.781e+6,1.781e+6,3.088e-50,1.742e-105
670.819,1.649e+6,1.649e+6,3.088e-50,1.742e-105
670.824,1.510e+6,1.510e+6,3.089e-50,1.742e-105
670.829,1.368e+6,1.368e+6,3.089e-50,1.742e-105
670.834,1.225e+6,1.225e+6,3.090e-50,1.742e-105
670.839,1.086e+6,1.086e+6,3.090e-50,1.742e-105
670.845,9.265e+5,9.265e+5,3.091e-50,1.742e-105
670.85,8.019e+5,8.019e+5,3.091e-50,1.742e-105
670.855,6.866e+5,6.866e+5,3.091e-50,1.742e-105
670.86,5.815e+5,5.815e+5,3.092e-50,1.742e-105
670.865,4.872e+5,4.872e+5,3.092e-50,1.742e-105
670.87,4.038e+5,4.038e+5,3.093e-50,1.742e-105
670.876,3.177e+5,3.177e+5,3.093e-50,1.743e-105
670.881,2.571e+5,2.571e+5,3.094e-50,1.743e-105
670.886,2.058e+5,2.058e+5,3.094e-50,1.743e-105
670.891,1.630e+5,1.630e+5,3.094e-50,1.743e-105
670.896,1.277e+5,1.277e+5,3.095e-50,1.743e-105
670.901,9.896e+4,9.896e+4,3.095e-50,1.743e-105
670.907,7.184e+4,7.184e+4,3.096e-50,1.743e-105
670.912,5.436e+4,5.436e+4,3.096e-50,1.743e-105
670.917,4.069e+4,4.069e+4,3.097e-50,1.743e-105
670.922,3.013e+4,3.013e+4,3.097e-50,1.743e-105
670.927,2.207e+4,2.207e+4,3.097e-50,1.743e-105
670.932,1.599e+4,1.599e+4,3.098e-50,1.743e-105
670.937,1.146e+4,1.146e+4,3.098e-50,1.743e-105
670.943,7.577e+3,7.577e+3,3.099e-50,1.743e-105
670.948,5.303e+3,5.303e+3,3.099e-50,1.743e-105
670.953,3.671e+3,3.671e+3,3.100e-50,1.743e-105
670.958,2.514e+3,2.514e+3,3.100e-50,1.743e-105
670.963,1.703e+3,1.703e+3,3.100e-50,1.743e-105
670.968,1.142e+3,1.142e+3,3.101e-50,1.743e-105
670.974,6.961e+2,6.961e+2,3.101e-50,1.743e-105
670.979,4.555e+2,4.555e+2,3.102e-50,1.743e-105
670.984,2.948e+2,2.948e+2,3.102e-50,1.743e-105
670.989,1.888e+2,1.888e+2,3.103e-50,1.743e-105
670.994,1.196e+2,1.196e+2,3.103e-50,1.743e-105
670.999,7.491e+1,7.491e+1,3.103e-50,1.743e-105
671.005,4.213e+1,4.213e+1,3.104e-50,1.744e-105
671.01,2.577e+1,2.577e+1,3.104e-50,1.744e-105
671.015,1.560e+1,1.560e+1,3.105e-50,1.744e-105
671.02,9.335e+0,9.335e+0,3.105e-50,1.744e-105
671.025,5.527e+0,5.527e+0,3.106e-50,1.744e-105
671.03,3.237e+0,3.237e+0,3.106e-50,1.744e-105
671.036,1.679e+0,1.679e+0,3.106e-50,1.744e-105
671.041,9.601e-1,9.601e-1,3.107e-50,1.744e-105
671.046,5.430e-1,5.430e-1,3.107e-50,1.744e-105
671.051,3.038e-1,3.038e-1,3.108e-50,1.744e-105
671.056,1.681e-1,1.681e-1,3.108e-50,1.744e-105
671.061,9.203e-2,9.203e-2,3.109e-50,1.744e-105
671.066,4.983e-2,4.983e-2,3.109e-50,1.744e-105
671.072,2.352e-2,2.352e-2,3.109e-50,1.744e-105
671.077,1.244e-2,1.244e-2,3.110e-50,1.744e-105
671.082,6.502e-3,6.502e-3,3.110e-50,1.744e-105
671.087,3.363e-3,3.363e-3,3.111e-50,1.744e-105
671.092,1.720e-3,1.720e-3,3.111e-50,1.744e-105
671.097,8.705e-4,8.705e-4,3.112e-50,1.744e-105
671.103,3.789e-4,3.789e-4,3.112e-50,1.744e-105
671.108,1.872e-4,1.872e-4,3.112e-50,1.744e-105
671.113,9.144e-5,9.144e-5,3.113e-50,1.744e-105
671.118,4.419e-5,4.419e-5,3.113e-50,1.744e-105
671.123,2.113e-5,2.113e-5,3.114e-50,1.744e-105
671.128,9.988e-6,9.988e-6,3.114e-50,1.745e-105
671.134,4.007e-6,4.007e-6,3.115e-50,1.745e-105
671.139,1.849e-6,1.849e-6,3.115e-50,1.745e-105
671.144,8.443e-7,8.443e-7,3.115e-50,1.745e-105
671.149,3.812e-7,3.812e-7,3.116e-50,1.745e-105
671.154,1.703e-7,1.703e-7,3.116e-50,1.745e-105
671.159,7.521e-8,7.521e-8,3.117e-50,1.745e-105
671.165,2.781e-8,2.781e-8,3.117e-50,1.745e-105
671.17,1.199e-8,1.199e-8,3.118e-50,1.745e-105
671.175,5.114e-9,5.114e-9,3.118e-50,1.745e-105
671.18,2.157e-9,2.157e-9,3.118e-50,1.745e-105
671.185,9.000e-10,9.000e-10,3.119e-50,1.745e-105
671.19,3.714e-10,3.714e-10,3.119e-50,1.745e-105
671.195,1.516e-10,1.516e-10,3.120e-50,1.745e-105
671.201,5.097e-11,5.097e-11,3.120e-50,1.745e-105
671.206,2.030e-11,2.030e-11,3.121e-50,1.745e-105
671.211,8.000e-12,8.000e-12,3.121e-50,1.745e-105
671.216,3.118e-12,3.118e-12,3.121e-50,1.745e-105
671.221,1.202e-12,1.202e-12,3.122e-50,1.745e-105
671.226,4.581e-13,4.581e-13,3.122e-50,1.745e-105
671.232,1.419e-13,1.419e-13,3.123e-50,1.745e-105
671.237,5.280e-14,5.280e-14,3.123e-50,1.745e-105
671.242,1.776e-14,1.776e-14,3.124e-50,1.745e-105
671.247,6.484e-15,6.484e-15,3.124e-50,1.745e-105
671.252,2.340e-15,2.340e-15,3.124e-50,1.745e-105
812.072,4.112e-16,4.112e-16,1.488e-49,2.856e-105
812.077,9.421e-16,9.421e-16,1.488e-49,2.856e-105
812.082,2.142e-15,2.142e-15,1.488e-49,2.856e-105
812.088,5.684e-15,5.684e-15,1.488e-49,2.856e-105
812.093,1.330e-14,1.330e-14,1.488e-49,2.856e-105
812.098,2.957e-14,2.957e-14,1.488e-49,2.856e-105
812.103,6.525e-14,6.525e-14,1.488e-49,2.856e-105
812.108,1.429e-13,1.429e-13,1.488e-49,2.856e-105
812.113,3.106e-13,3.106e-13,1.488e-49,2.856e-105
812.118,6.699e-13,6.699e-13,1.488e-49,2.856e-105
812.124,1.669e-12,1.669e-12,1.488e-49,2.856e-105
812.129,3.541e-12,3.541e-12,1.488e-49,2.857e-105
812.134,7.457e-12,7.457e-12,1.488e-49,2.857e-105
812.139,1.559e-11,1.559e-11,1.488e-49,2.857e-105
812.144,3.233e-11,3.233e-11,1.488e-49,2.857e-105
812.149,6.658e-11,6.658e-11,1.489e-49,2.857e-105
812.155,1.568e-10,1.568e-10,1.489e-49,2.857e-105
812.16,3.177e-10,3.177e-10,1.489e-49,2.857e-105
812.165,6.386e-10,6.386e-10,1.489e-49,2.857e-105
812.17,1.274e-9,1.274e-9,1.489e-49,2.857e-105
812.175,2.523e-9,2.523e-9,1.489e-49,2.857e-105
812.18,4.960e-9,4.960e-9,1.489e-49,2.857e-105
812.186,1.105e-8,1.105e-8,1.489e-49,2.857e-105
812.191,2.137e-8,2.137e-8,1.489e-49,2.857e-105
812.196,4.101e-8,4.101e-8,1.489e-49,2.857e-105
812.201,7.811e-8,7.811e-8,1.489e-49,2.857e-105
812.206,1.477e-7,1.477e-7,1.489e-49,2.857e-105
812.211,2.771e-7,2.771e-7,1.489e-49,2.857e-105
812.217,5.840e-7,5.840e-7,1.489e-49,2.857e-105
812.222,1.078e-6,1.078e-6,1.489e-49,2.857e-105
812.227,1.975e-6,1.975e-6,1.489e-49,2.857e-105
812.232,3.593e-6,3.593e-6,1.489e-49,2.857e-105
812.237,6.485e-6,6.485e-6,1.489e-49,2.857e-105
812.242,1.162e-5,1.162e-5,1.489e-49,2.857e-105
812.247,2.067e-5,2.067e-5,1.489e-49,2.857e-105
812.253,4.084e-5,4.084e-5,1.489e-49,2.858e-105
812.258,7.145e-5,7.145e-5,1.489e-49,2.858e-105
812.263,1.241e-4,1.241e-4,1.489e-49,2.858e-105
812.268,2.139e-4,2.139e-4,1.490e-49,2.858e-105
812.273,3.659e-4,3.659e-4,1.490e-49,2.858e-105
812.278,6.215e-4,6.215e-4,1.490e-49,2.858e-105
812.284,1.162e-3,1.162e-3,1.490e-49,2.858e-105
812.289,1.942e-3,1.942e-3,1.490e-49,2.858e-105
812.294,3.220e-3,3.220e-3,1.490e-49,2.858e-105
812.299,5.301e-3,5.301e-3,1.490e-49,2.858e-105
812.304,8.663e-3,8.663e-3,1.490e-49,2.858e-105
812.309,1.405e-2,1.405e-2,1.490e-49,2.858e-105
812.315,2.486e-2,2.486e-2,1.490e-49,2.858e-105
812.32,3.968e-2,3.968e-2,1.490e-49,2.858e-105
812.325,6.286e-2,6.286e-2,1.490e-49,2.858e-105
812.33,9.884e-2,9.884e-2,1.490e-49,2.858e-105
812.335,1.543e-1,1.543e-1,1.490e-49,2.858e-105
812.34,2.391e-1,2.391e-1,1.490e-49,2.858e-105
812.346,4.004e-1,4.004e-1,1.490e-49,2.858e-105
812.351,6.104e-1,6.104e-1,1.490e-49,2.858e-105
812.356,9.237e-1,9.237e-1,1.490e-49,2.858e-105
812.361,1.388e+0,1.388e+0,1.490e-49,2.858e-105
812.366,2.069e+0,2.069e+0,1.490e-49,2.858e-105
812.371,3.063e+0,3.063e+0,1.490e-49,2.858e-105
812.376,4.501e+0,4.501e+0,1.490e-49,2.858e-105
812.382,7.075e+0,7.075e+0,1.490e-49,2.859e-105
812.387,1.023e+1,1.023e+1,1.491e-49,2.859e-105
812.392,1.468e+1,1.468e+1,1.491e-49,2.859e-105
812.397,2.092e+1,2.092e+1,1.491e-49,2.859e-105
812.402,2.959e+1,2.959e+1,1.491e-49,2.859e-105
812.407,4.155e+1,4.155e+1,1.491e-49,2.859e-105
812.413,6.184e+1,6.184e+1,1.491e-49,2.859e-105
812.418,8.544e+1,8.544e+1,1.491e-49,2.859e-105
812.423,1.172e+2,1.172e+2,1.491e-49,2.859e-105
812.428,1.596e+2,1.596e+2,1.491e-49,2.859e-105
812.433,2.157e+2,2.157e+2,1.491e-49,2.859e-105
812.438,2.895e+2,2.895e+2,1.491e-49,2.859e-105
812.444,4.080e+2,4.080e+2,1.491e-49,2.859e-105
812.449,5.388e+2,5.388e+2,1.491e-49,2.859e-105
812.454,7.063e+2,7.063e+2,1.491e-49,2.859e-105
812.459,9.192e+2,9.192e+2,1.491e-49,2.859e-105
812.464,1.188e+3,1.188e+3,1.491e-49,2.859e-105
812.469,1.523e+3,1.523e+3,1.491e-49,2.859e-105
812.475,2.034e+3,2.034e+3,1.491e-49,2.859e-105
812.48,2.567e+3,2.567e+3,1.491e-49,2.859e-105
812.485,3.216e+3,3.216e+3,1.491e-49,2.859e-105
812.49,4.001e+3,4.001e+3,1.491e-49,2.859e-105
812.495,4.941e+3,4.941e+3,1.491e-49,2.859e-105
812.5,6.057e+3,6.057e+3,1.491e-49,2.859e-105
812.506,7.661e+3,7.661e+3,1.492e-49,2.859e-105
812.511,9.243e+3,9.243e+3,1.492e-49,2.860e-105
812.516,1.107e+4,1.107e+4,1.492e-49,2.860e-105
812.521,1.317e+4,1.317e+4,1.492e-49,2.860e-105
812.526,1.554e+4,1.554e+4,1.492e-49,2.860e-105
812.531,1.821e+4,1.821e+4,1.492e-49,2.860e-105
812.536,2.119e+4,2.119e+4,1.492e-49,2.860e-105
812.542,2.517e+4,2.517e+4,1.492e-49,2.860e-105
812.547,2.882e+4,2.882e+4,1.492e-49,2.860e-105
812.552,3.276e+4,3.276e+4,1.492e-49,2.860e-105
812.557,3.697e+4,3.697e+4,1.492e-49,2.860e-105
812.562,4.142e+4,4.142e+4,1.492e-49,2.860e-105
812.567,4.606e+4,4.606e+4,1.492e-49,2.860e-105
812.573,5.183e+4,5.183e+4,1.492e-49,2.860e-105
812.578,5.673e+4,5.673e+4,1.492e-49,2.860e-105
812.583,6.164e+4,6.164e+4,1.492e-49,2.860e-105
812.588,6.650e+4,6.650e+4,1.492e-49,2.860e-105
812.593,7.121e+4,7.121e+4,1.492e-49,2.860e-105
812.598,7.571e+4,7.571e+4,1.492e-49,2.860e-105
812.604,8.070e+4,8.070e+4,1.492e-49,2.860e-105
812.609,8.443e+4,8.443e+4,1.492e-49,2.860e-105
812.614,8.769e+4,8.769e+4,1.492e-49,2.860e-105
812.619,9.041e+4,9.041e+4,1.492e-49,2.860e-105
812.624,9.255e+4,9.255e+4,1.492e-49,2.860e-105
812.629,9.404e+4,9.404e+4,1.493e-49,2.860e-105
812.635,9.495e+4,9.495e+4,1.493e-49,2.861e-105
812.64,9.494e+4,9.494e+4,1.493e-49,2.861e-105
812.645,9.425e+4,9.425e+4,1.493e-49,2.861e-105
812.65,9.288e+4,9.288e+4,1.493e-49,2.861e-105
812.655,9.086e+4,9.086e+4,1.493e-49,2.861e-105
812.66,8.824e+4,8.824e+4,1.493e-49,2.861e-105
812.665,8.507e+4,8.507e+4,1.493e-49,2.861e-105
812.671,8.063e+4,8.063e+4,1.493e-49,2.861e-105
812.676,7.649e+4,7.649e+4,1.493e-49,2.861e-105
812.681,7.203e+4,7.203e+4,1.493e-49,2.861e-105
812.686,6.734e+4,6.734e+4,1.493e-49,2.861e-105
812.691,6.249e+4,6.249e+4,1.493e-49,2.861e-105
812.696,5.756e+4,5.756e+4,1.493e-49,2.861e-105
812.702,5.166e+4,5.166e+4,1.493e-49,2.861e-105
812.707,4.683e+4,4.683e+4,1.493e-49,2.861e-105
812.712,4.213e+4,4.213e+4,1.493e-49,2.861e-105
812.717,3.763e+4,3.763e+4,1.493e-49,2.861e-105
812.722,3.337e+4,3.337e+4,1.493e-49,2.861e-105
812.727,2.937e+4,2.937e+4,1.493e-49,2.861e-105
812.733,2.495e+4,2.495e+4,1.493e-49,2.861e-105
812.738,2.161e+4,2.161e+4,1.493e-49,2.861e-105
812.743,1.857e+4,1.857e+4,1.493e-49,2.861e-105
812.748,1.585e+4,1.585e+4,1.494e-49,2.861e-105
812.753,1.342e+4,1.342e+4,1.494e-49,2.861e-105
812.758,1.129e+4,1.129e+4,1.494e-49,2.861e-105
812.764,9.076e+3,9.076e+3,1.494e-49,2.862e-105
812.769,7.507e+3,7.507e+3,1.494e-49,2.862e-105
812.774,6.164e+3,6.164e+3,1.494e-49,2.862e-105
812.779,5.024e+3,5.024e+3,1.494e-49,2.862e-105
812.784,4.064e+3,4.064e+3,1.494e-49,2.862e-105
812.789,3.264e+3,3.264e+3,1.494e-49,2.862e-105
812.794,2.601e+3,2.601e+3,1.494e-49,2.862e-105
812.8,1.962e+3,1.962e+3,1.494e-49,2.862e-105
812.805,1.539e+3,1.539e+3,1.494e-49,2.862e-105
812.81,1.198e+3,1.198e+3,1.494e-49,2.862e-105
812.815,9.253e+2,9.253e+2,1.494e-49,2.862e-105
812.82,7.095e+2,7.095e+2,1.494e-49,2.862e-105
812.825,5.401e+2,5.401e+2,1.494e-49,2.862e-105
812.831,3.855e+2,3.855e+2,1.494e-49,2.862e-105
812.836,2.886e+2,2.886e+2,1.494e-49,2.862e-105
812.841,2.145e+2,2.145e+2,1.494e-49,2.862e-105
812.846,1.583e+2,1.583e+2,1.494e-49,2.862e-105
812.851,1.159e+2,1.159e+2,1.494e-49,2.862e-105
812.856,8.422e+1,8.422e+1,1.494e-49,2.862e-105
812.862,5.686e+1,5.686e+1,1.494e-49,2.862e-105
812.867,4.065e+1,4.065e+1,1.495e-49,2.862e-105
812.872,2.885e+1,2.885e+1,1.495e-49,2.862e-105
812.877,2.032e+1,2.032e+1,1.495e-49,2.862e-105
812.882,1.421e+1,1.421e+1,1.495e-49,2.862e-105
812.887,9.857e+0,9.857e+0,1.495e-49,2.863e-105
812.893,6.295e+0,6.295e+0,1.495e-49,2.863e-105
812.898,4.297e+0,4.297e+0,1.495e-49,2.863e-105
812.903,2.911e+0,2.911e+0,1.495e-49,2.863e-105
812.908,1.957e+0,1.957e+0,1.495e-49,2.863e-105
812.913,1.306e+0,1.306e+0,1.495e-49,2.863e-105
812.918,8.652e-1,8.652e-1,1.495e-49,2.863e-105
812.924,5.226e-1,5.226e-1,1.495e-49,2.863e-105
812.929,3.405e-1,3.405e-1,1.495e-49,2.863e-105
812.934,2.202e-1,2.202e-1,1.495e-49,2.863e-105
812.939,1.413e-1,1.413e-1,1.495e-49,2.863e-105
812.944,9.004e-2,9.004e-2,1.495e-49,2.863e-105
812.949,5.693e-2,5.693e-2,1.495e-49,2.863e-105
812.954,3.573e-2,3.573e-2,1.495e-49,2.863e-105
812.96,2.022e-2,2.022e-2,1.495e-49,2.863e-105
812.965,1.248e-2,1.248e-2,1.495e-49,2.863e-105
812.97,7.648e-3,7.648e-3,1.495e-49,2.863e-105
812.975,4.651e-3,4.651e-3,1.495e-49,2.863e-105
812.98,2.807e-3,2.807e-3,1.495e-49,2.863e-105
812.985,1.681e-3,1.681e-3,1.496e-49,2.863e-105
812.991,8.999e-4,8.999e-4,1.496e-49,2.863e-105
812.996,5.302e-4,5.302e-4,1.496e-49,2.863e-105
813.001,3.100e-4,3.100e-4,1.496e-49,2.863e-105
813.006,1.799e-4,1.799e-4,1.496e-49,2.863e-105
813.011,1.036e-4,1.036e-4,1.496e-49,2.863e-105
813.016,5.924e-5,5.924e-5,1.496e-49,2.864e-105
813.022,2.998e-5,2.998e-5,1.496e-49,2.864e-105
813.027,1.686e-5,1.686e-5,1.496e-49,2.864e-105
813.032,9.408e-6,9.408e-6,1.496e-49,2.864e-105
813.037,5.211e-6,5.211e-6,1.496e-49,2.864e-105
813.042,2.864e-6,2.864e-6,1.496e-49,2.864e-105
813.047,1.563e-6,1.563e-6,1.496e-49,2.864e-105
813.053,7.478e-7,7.478e-7,1.496e-49,2.864e-105
813.058,4.013e-7,4.013e-7,1.496e-49,2.864e-105
813.063,2.137e-7,2.137e-7,1.496e-49,2.864e-105
813.068,1.130e-7,1.130e-7,1.496e-49,2.864e-105
813.073,5.926e-8,5.926e-8,1.496e-49,2.864e-105
813.078,3.085e-8,3.085e-8,1.496e-49,2.864e-105
813.083,1.594e-8,1.594e-8,1.496e-49,2.864e-105
813.089,7.148e-9,7.148e-9,1.496e-49,2.864e-105
813.094,3.633e-9,3.633e-9,1.496e-49,2.864e-105
813.099,1.832e-9,1.832e-9,1.496e-49,2.864e-105
813.104,9.173e-10,9.173e-10,1.496e-49,2.864e-105
813.109,4.558e-10,4.558e-10,1.497e-49,2.864e-105
813.114,2.247e-10,2.247e-10,1.497e-49,2.864e-105
813.12,9.526e-11,9.526e-11,1.497e-49,2.864e-105
813.125,4.620e-11,4.620e-11,1.497e-49,2.864e-105
813.13,2.224e-11,2.224e-11,1.497e-49,2.864e-105
813.135,1.062e-11,1.062e-11,1.497e-49,2.864e-105
813.14,5.037e-12,5.037e-12,1.497e-49,2.864e-105
813.145,2.370e-12,2.370e-12,1.497e-49,2.865e-105
813.151,9.497e-13,9.497e-13,1.497e-49,2.865e-105
813.156,4.395e-13,4.395e-13,1.497e-49,2.865e-105
813.161,2.019e-13,2.019e-13,1.497e-49,2.865e-105
813.166,9.203e-14,9.203e-14,1.497e-49,2.865e-105
813.171,4.164e-14,4.164e-14,1.497e-49,2.865e-105
813.176,1.848e-14,1.848e-14,1.497e-49,2.865e-105
813.182,7.005e-15,7.005e-15,1.497e-49,2.865e-105
813.187,3.095e-15,3.095e-15,1.497e-49,2.865e-105
813.192,1.357e-15,1.357e-15,1.497e-49,2.865e-105
822.032,1.571e-49,,1.571e-49,2.935e-105
822.037,3.576e-49,,3.576e-49,2.935e-105
822.042,8.078e-49,,8.078e-49,2.935e-105
822.047,1.812e-48,,1.812e-48,2.935e-105
822.052,4.033e-48,,4.033e-48,2.935e-105
822.058,1.043e-47,,1.043e-47,2.935e-105
822.063,2.285e-47,,2.285e-47,2.935e-105
822.068,4.968e-47,,4.968e-47,2.935e-105
822.073,1.072e-46,,1.072e-46,2.935e-105
822.078,2.297e-46,,2.297e-46,2.935e-105
822.083,4.884e-46,,4.884e-46,2.935e-105
822.089,1.196e-45,,1.196e-45,2.935e-105
822.094,2.502e-45,,2.502e-45,2.935e-105
822.099,5.197e-45,,5.197e-45,2.935e-105
822.104,1.071e-44,,1.071e-44,2.935e-105
822.109,2.192e-44,,2.192e-44,2.935e-105
822.114,4.453e-44,,4.453e-44,2.935e-105
822.12,1.032e-43,,1.032e-43,2.935e-105
822.125,2.062e-43,,2.062e-43,2.935e-105
822.13,4.091e-43,,4.091e-43,2.935e-105
822.135,8.056e-43,,8.056e-43,2.935e-105
822.14,1.575e-42,,1.575e-42,2.935e-105
822.145,3.055e-42,,3.055e-42,2.936e-105
822.15,5.885e-42,,5.885e-42,2.936e-105
822.156,1.280e-41,,1.280e-41,2.936e-105
822.161,2.425e-41,,2.425e-41,2.936e-105
822.166,4.561e-41,,4.561e-41,2.936e-105
822.171,8.515e-41,,8.515e-41,2.936e-105
822.176,1.578e-40,,1.578e-40,2.936e-105
822.181,2.903e-40,,2.903e-40,2.936e-105
822.187,5.976e-40,,5.976e-40,2.936e-105
822.192,1.082e-39,,1.082e-39,2.936e-105
822.197,1.943e-39,,1.943e-39,2.936e-105
822.202,3.466e-39,,3.466e-39,2.936e-105
822.207,6.136e-39,,6.136e-39,2.936e-105
822.212,1.078e-38,,1.078e-38,2.936e-105
822.218,2.101e-38,,2.101e-38,2.936e-105
822.223,3.632e-38,,3.632e-38,2.936e-105
822.228,6.233e-38,,6.233e-38,2.936e-105
822.233,1.062e-37,,1.062e-37,2.936e-105
822.238,1.796e-37,,1.796e-37,2.936e-105
822.243,3.015e-37,,3.015e-37,2.936e-105
822.249,5.558e-37,,5.558e-37,2.936e-105
822.254,9.180e-37,,9.180e-37,2.936e-105
822.259,1.505e-36,,1.505e-36,2.936e-105
822.264,2.449e-36,,2.449e-36,2.936e-105
822.269,3.956e-36,,3.956e-36,2.936e-105
822.274,6.344e-36,,6.344e-36,2.937e-105
822.28,1.107e-35,,1.107e-35,2.937e-105
822.285,1.747e-35,,1.747e-35,2.937e-105
822.29,2.735e-35,,2.735e-35,2.937e-105
822.295,4.252e-35,,4.252e-35,2.937e-105
822.3,6.561e-35,,6.561e-35,2.937e-105
822.305,1.005e-34,,1.005e-34,2.937e-105
822.31,1.528e-34,,1.528e-34,2.937e-105
822.316,2.501e-34,,2.501e-34,2.937e-105
822.321,3.742e-34,,3.742e-34,2.937e-105
822.326,5.556e-34,,5.556e-34,2.937e-105
822.331,8.189e-34,,8.189e-34,2.937e-105
822.336,1.198e-33,,1.198e-33,2.937e-105
822.341,1.740e-33,,1.740e-33,2.937e-105
822.347,2.697e-33,,2.697e-33,2.937e-105
822.352,3.853e-33,,3.853e-33,2.937e-105
822.357,5.465e-33,,5.465e-33,2.937e-105
822.362,7.695e-33,,7.695e-33,2.937e-105
822.367,1.075e-32,,1.075e-32,2.937e-105
822.372,1.492e-32,,1.492e-32,2.937e-105
822.378,2.188e-32,,2.188e-32,2.937e-105
822.383,2.987e-32,,2.987e-32,2.937e-105
822.388,4.047e-32,,4.047e-32,2.937e-105
822.393,5.442e-32,,5.442e-32,2.937e-105
822.398,7.265e-32,,7.265e-32,2.938e-105
822.403,9.628e-32,,9.628e-32,2.938e-105
822.409,1.337e-31,,1.337e-31,2.938e-105
822.414,1.743e-31,,1.743e-31,2.938e-105
822.419,2.255e-31,,2.255e-31,2.938e-105
822.424,2.897e-31,,2.897e-31,2.938e-105
822.429,3.695e-31,,3.695e-31,2.938e-105
822.434,4.677e-31,,4.677e-31,2.938e-105
822.439,5.876e-31,,5.876e-31,2.938e-105
822.445,7.654e-31,,7.654e-31,2.938e-105
822.45,9.462e-31,,9.462e-31,2.938e-105
822.455,1.161e-30,,1.161e-30,2.938e-105
822.46,1.414e-30,,1.414e-30,2.938e-105
822.465,1.710e-30,,1.710e-30,2.938e-105
822.47,2.053e-30,,2.053e-30,2.938e-105
822.476,2.530e-30,,2.530e-30,2.938e-105
822.481,2.988e-30,,2.988e-30,2.938e-105
822.486,3.502e-30,,3.502e-30,2.938e-105
822.491,4.075e-30,,4.075e-30,2.938e-105
822.496,4.707e-30,,4.707e-30,2.938e-105
822.501,5.396e-30,,5.396e-30,2.938e-105
