Wavelength (nm),Sum,Al I (1.3e-01),Al II (8.7e-01),Al III (2.5e-05)
604.3,1.601e-8,,,1.601e-8
604.35,2.222e-8,,,2.222e-8
604.4,3.042e-8,,,3.042e-8
604.45,4.111e-8,,,4.111e-8
604.5,5.482e-8,,,5.482e-8
604.55,7.214e-8,,,7.214e-8
604.6,9.368e-8,,,9.368e-8
604.65,1.201e-7,,,1.201e-7
604.7,1.519e-7,,,1.519e-7
604.75,1.896e-7,,,1.896e-7
604.8,2.336e-7,,,2.336e-7
604.85,2.842e-7,,,2.842e-7
604.9,3.414e-7,,,3.414e-7
604.95,4.048e-7,,,4.048e-7
605,4.740e-7,,,4.740e-7
605.05,5.481e-7,,,5.481e-7
605.1,6.260e-7,,,6.260e-7
605.15,7.063e-7,,,7.063e-7
605.2,7.873e-7,,,7.873e-7
605.25,8.671e-7,,,8.671e-7
605.3,9.438e-7,,,9.438e-7
605.35,1.016e-6,,,1.016e-6
605.4,1.080e-6,,,1.080e-6
605.45,1.136e-6,,,1.136e-6
605.5,1.182e-6,,,1.182e-6
605.55,1.216e-6,,,1.216e-6
605.6,1.238e-6,,,1.238e-6
605.65,1.247e-6,,,1.247e-6
605.7,1.243e-6,,,1.243e-6
605.75,1.227e-6,,,1.227e-6
605.8,1.199e-6,,,1.199e-6
605.85,1.160e-6,,,1.160e-6
605.9,1.111e-6,,,1.111e-6
605.95,1.054e-6,,,1.054e-6
606,9.904e-7,,,9.904e-7
606.05,9.215e-7,,,9.215e-7
606.1,8.492e-7,,,8.492e-7
606.15,7.749e-7,,,7.749e-7
606.2,7.002e-7,,,7.002e-7
606.25,6.264e-7,,,6.264e-7
606.3,5.548e-7,,,5.548e-7
606.35,4.863e-7,,,4.863e-7
606.4,4.219e-7,,,4.219e-7
606.45,3.622e-7,,,3.622e-7
606.5,3.076e-7,,,3.076e-7
606.55,2.584e-7,,,2.584e-7
606.6,2.147e-7,,,2.147e-7
606.65,1.763e-7,,,1.763e-7
606.7,1.432e-7,,,1.432e-7
606.75,1.149e-7,,,1.149e-7
606.8,9.114e-8,,,9.114e-8
606.85,7.142e-8,,,7.142e-8
606.9,5.529e-8,,,5.529e-8
606.95,4.228e-8,,,4.228e-8
607,3.194e-8,,,3.194e-8
607.05,2.382e-8,,,2.382e-8
607.1,1.754e-8,,,1.754e-8
607.15,1.276e-8,,,1.276e-8
607.2,9.157e-9,,,9.157e-9
607.25,6.489e-9,,,6.489e-9
607.3,4.539e-9,,,4.539e-9
607.35,3.134e-9,,,3.134e-9
607.4,2.135e-9,,,2.135e-9
607.45,1.436e-9,,,1.436e-9
607.5,9.529e-10,,,9.529e-10
607.55,6.240e-10,,,6.240e-10
607.6,4.032e-10,,,4.032e-10
607.65,2.571e-10,,,2.571e-10
607.7,1.618e-10,,,1.618e-10
607.75,1.004e-10,,,1.004e-10
607.8,6.151e-11,,,6.151e-11
607.85,3.717e-11,,,3.717e-11
607.9,2.216e-11,,,2.216e-11
607.95,1.304e-11,,,1.304e-11
608,7.566e-12,,,7.566e-12
608.05,4.332e-12,,,4.332e-12
608.1,2.447e-12,,,2.447e-12
608.15,1.364e-12,,,1.364e-12
608.2,7.497e-13,,,7.497e-13
608.25,4.066e-13,,,4.066e-13
608.3,2.176e-13,,,2.176e-13
608.35,1.148e-13,,,1.148e-13
608.4,5.980e-14,,,5.980e-14
608.45,3.072e-14,,,3.072e-14
608.5,1.557e-14,,,1.557e-14
608.55,7.784e-15,,,7.784e-15
608.6,3.839e-15,,,3.839e-15
608.65,1.868e-15,,,1.868e-15
608.7,8.964e-16,,,8.964e-16
608.75,4.244e-16,,,4.244e-16
608.8,1.983e-16,,,1.983e-16
608.85,9.135e-17,,,9.135e-17
608.9,4.152e-17,,,4.152e-17
608.95,1.862e-17,,,1.862e-17
609,8.236e-18,,,8.236e-18
609.05,3.594e-18,,,3.594e-18
609.1,1.547e-18,,,1.547e-18
609.15,6.570e-19,,,6.570e-19
609.2,2.751e-19,,,2.751e-19
609.25,1.137e-19,,,1.137e-19
609.3,4.635e-20,,,4.635e-20
609.35,1.864e-20,,,1.864e-20
609.4,7.395e-21,,,7.395e-21
609.45,2.894e-21,,,2.894e-21
609.5,1.117e-21,,,1.117e-21
609.55,4.255e-22,,,4.255e-22
609.6,1.599e-22,,,1.599e-22
614.45,8.620e-13,,8.620e-13,
614.5,3.028e-12,,3.028e-12,
614.55,7.875e-12,,7.875e-12,
614.6,2.022e-11,,2.022e-11,
614.65,5.305e-11,,5.305e-11,
614.7,1.329e-10,,1.329e-10,
614.75,3.287e-10,,3.287e-10,
614.8,8.023e-10,,8.023e-10,
614.85,1.933e-9,,1.933e-9,
614.9,4.599e-9,,4.599e-9,
614.95,1.080e-8,,1.080e-8,
615,2.503e-8,,2.503e-8,
615.05,5.728e-8,,5.728e-8,
615.1,1.294e-7,,1.294e-7,
615.15,2.885e-7,,2.885e-7,
615.2,6.350e-7,,6.350e-7,
615.25,1.380e-6,,1.380e-6,
615.3,2.960e-6,,2.960e-6,
615.35,6.267e-6,,6.267e-6,
615.4,1.310e-5,,1.310e-5,
615.45,2.703e-5,,2.703e-5,
615.5,5.507e-5,,5.507e-5,
615.55,1.108e-4,,1.108e-4,
615.6,2.199e-4,,2.199e-4,
615.65,4.309e-4,,4.309e-4,
615.7,8.337e-4,,8.337e-4,
615.75,1.592e-3,,1.592e-3,
615.8,3.002e-3,,3.002e-3,
615.85,5.589e-3,,5.589e-3,
615.9,1.027e-2,,1.027e-2,
615.95,1.863e-2,,1.863e-2,
616,3.337e-2,,3.337e-2,
616.05,5.901e-2,,5.901e-2,
616.1,1.030e-1,,1.030e-1,
616.15,1.775e-1,,1.775e-1,
616.2,3.020e-1,,3.020e-1,
616.25,5.073e-1,,5.073e-1,
616.3,8.413e-1,,8.413e-1,
616.35,1.377e+0,,1.377e+0,
616.4,2.226e+0,,2.226e+0,
616.45,3.553e+0,,3.553e+0,
616.5,5.597e+0,,5.597e+0,
616.55,8.707e+0,,8.707e+0,
616.6,1.337e+1,,1.337e+1,
616.65,2.027e+1,,2.027e+1,
616.7,3.035e+1,,3.035e+1,
616.75,4.485e+1,,4.485e+1,
616.8,6.545e+1,,6.545e+1,
616.85,9.430e+1,,9.430e+1,
616.9,1.341e+2,,1.341e+2,
616.95,1.884e+2,,1.884e+2,
617,2.613e+2,,2.613e+2,
617.05,3.577e+2,,3.577e+2,
617.1,4.835e+2,,4.835e+2,
617.15,6.454e+2,,6.454e+2,
617.2,8.506e+2,,8.506e+2,
617.25,1.107e+3,,1.107e+3,
617.3,1.422e+3,,1.422e+3,
617.35,1.804e+3,,1.804e+3,
617.4,2.259e+3,,2.259e+3,
617.45,2.794e+3,,2.794e+3,
617.5,3.412e+3,,3.412e+3,
617.55,4.114e+3,,4.114e+3,
617.6,4.898e+3,,4.898e+3,
617.65,5.758e+3,,5.758e+3,
617.7,6.684e+3,,6.684e+3,
617.75,7.660e+3,,7.660e+3,
617.8,8.669e+3,,8.669e+3,
617.85,9.687e+3,,9.687e+3,
617.9,1.069e+4,,1.069e+4,
617.95,1.164e+4,,1.164e+4,
618,1.253e+4,,1.253e+4,
618.05,1.331e+4,,1.331e+4,
618.1,1.396e+4,,1.396e+4,
618.15,1.446e+4,,1.446e+4,
618.2,1.478e+4,,1.478e+4,
618.25,1.493e+4,,1.493e+4,
618.3,1.489e+4,,1.489e+4,
618.35,1.466e+4,,1.466e+4,
618.4,1.425e+4,,1.425e+4,
618.45,1.368e+4,,1.368e+4,
618.5,1.297e+4,,1.297e+4,
618.55,1.214e+4,,1.214e+4,
618.6,1.122e+4,,1.122e+4,
618.65,1.025e+4,,1.025e+4,
618.7,9.242e+3,,9.242e+3,
618.75,8.235e+3,,8.235e+3,
618.8,7.252e+3,,7.252e+3,
618.85,6.316e+3,,6.316e+3,
618.9,5.444e+3,,5.444e+3,
618.95,4.651e+3,,4.651e+3,
619,3.949e+3,,3.949e+3,
619.05,3.342e+3,,3.342e+3,
619.1,2.835e+3,,2.835e+3,
619.15,2.427e+3,,2.427e+3,
619.2,2.118e+3,,2.118e+3,
619.25,1.903e+3,,1.903e+3,
619.3,1.778e+3,,1.778e+3,
619.35,1.736e+3,,1.736e+3,
619.4,1.772e+3,,1.772e+3,
619.45,1.878e+3,,1.878e+3,
619.5,2.046e+3,,2.046e+3,
619.55,2.267e+3,,2.267e+3,
619.6,2.533e+3,,2.533e+3,
619.65,2.832e+3,,2.832e+3,
619.7,3.155e+3,,3.155e+3,
619.75,3.490e+3,,3.490e+3,
619.8,3.824e+3,,3.824e+3,
619.85,4.146e+3,,4.146e+3,
619.9,4.443e+3,,4.443e+3,
619.95,4.704e+3,,4.704e+3,
620,4.918e+3,,4.918e+3,
620.05,5.078e+3,,5.078e+3,
620.1,5.176e+3,,5.176e+3,
620.15,5.209e+3,,5.209e+3,
620.2,5.174e+3,,5.174e+3,
620.25,5.074e+3,,5.074e+3,
620.3,4.912e+3,,4.912e+3,
620.35,4.693e+3,,4.693e+3,
620.4,4.426e+3,,4.426e+3,
620.45,4.121e+3,,4.121e+3,
620.5,3.787e+3,,3.787e+3,
620.55,3.436e+3,,3.436e+3,
620.6,3.077e+3,,3.077e+3,
620.65,2.721e+3,,2.721e+3,
620.7,2.376e+3,,2.376e+3,
620.75,2.049e+3,,2.049e+3,
620.8,1.747e+3,,1.747e+3,
620.85,1.474e+3,,1.474e+3,
620.9,1.234e+3,,1.234e+3,
620.95,1.029e+3,,1.029e+3,
621,8.615e+2,,8.615e+2,
621.05,7.333e+2,,7.333e+2,
621.1,6.469e+2,,6.469e+2,
621.15,6.059e+2,,6.059e+2,
621.2,6.155e+2,,6.155e+2,
621.25,6.833e+2,,6.833e+2,
621.3,8.197e+2,,8.197e+2,
621.35,1.039e+3,,1.039e+3,
621.4,1.359e+3,,1.359e+3,
621.45,1.804e+3,,1.804e+3,
621.5,2.400e+3,,2.400e+3,
621.55,3.181e+3,,3.181e+3,
621.6,4.185e+3,,4.185e+3,
621.65,5.454e+3,,5.454e+3,
621.7,7.038e+3,,7.038e+3,
621.75,8.984e+3,,8.984e+3,
621.8,1.135e+4,,1.135e+4,
621.85,1.418e+4,,1.418e+4,
621.9,1.754e+4,,1.754e+4,
621.95,2.147e+4,,2.147e+4,
622,2.601e+4,,2.601e+4,
622.05,3.122e+4,,3.122e+4,
622.1,3.711e+4,,3.711e+4,
622.15,4.370e+4,,4.370e+4,
622.2,5.101e+4,,5.101e+4,
622.25,5.901e+4,,5.901e+4,
622.3,6.770e+4,,6.770e+4,
622.35,7.701e+4,,7.701e+4,
622.4,8.690e+4,,8.690e+4,
622.45,9.728e+4,,9.728e+4,
622.5,1.080e+5,,1.080e+5,
622.55,1.191e+5,,1.191e+5,
622.6,1.302e+5,,1.302e+5,
622.65,1.412e+5,,1.412e+5,
622.7,1.519e+5,,1.519e+5,
622.75,1.622e+5,,1.622e+5,
622.8,1.717e+5,,1.717e+5,
622.85,1.803e+5,,1.803e+5,
622.9,1.878e+5,,1.878e+5,
622.95,1.939e+5,,1.939e+5,
623,1.986e+5,,1.986e+5,
623.05,2.017e+5,,2.017e+5,
623.1,2.032e+5,,2.032e+5,
623.15,2.032e+5,,2.032e+5,
623.2,2.018e+5,,2.018e+5,
623.25,1.992e+5,,1.992e+5,
623.3,1.957e+5,,1.957e+5,
623.35,1.916e+5,,1.916e+5,
623.4,1.874e+5,,1.874e+5,
623.45,1.834e+5,,1.834e+5,
623.5,1.801e+5,,1.801e+5,
623.55,1.779e+5,,1.779e+5,
623.6,1.771e+5,,1.771e+5,
623.65,1.781e+5,,1.781e+5,
623.7,1.811e+5,,1.811e+5,
623.75,1.860e+5,,1.860e+5,
623.8,1.929e+5,,1.929e+5,
623.85,2.015e+5,,2.015e+5,
623.9,2.116e+5,,2.116e+5,
623.95,2.226e+5,,2.226e+5,
624,2.341e+5,,2.341e+5,
624.05,2.455e+5,,2.455e+5,
624.1,2.561e+5,,2.561e+5,
624.15,2.654e+5,,2.654e+5,
624.2,2.728e+5,,2.728e+5,
624.25,2.778e+5,,2.778e+5,
624.3,2.801e+5,,2.801e+5,
624.35,2.793e+5,,2.793e+5,
624.4,2.754e+5,,2.754e+5,
624.45,2.684e+5,,2.684e+5,
624.5,2.584e+5,,2.584e+5,
624.55,2.458e+5,,2.458e+5,
624.6,2.310e+5,,2.310e+5,
624.65,2.143e+5,,2.143e+5,
624.7,1.964e+5,,1.964e+5,
624.75,1.777e+5,,1.777e+5,
624.8,1.587e+5,,1.587e+5,
624.85,1.400e+5,,1.400e+5,
624.9,1.219e+5,,1.219e+5,
624.95,1.049e+5,,1.049e+5,
625,8.902e+4,,8.902e+4,
625.05,7.461e+4,,7.461e+4,
625.1,6.174e+4,,6.174e+4,
625.15,5.044e+4,,5.044e+4,
625.2,4.068e+4,,4.068e+4,
625.25,3.239e+4,,3.239e+4,
625.3,2.547e+4,,2.547e+4,
625.35,1.977e+4,,1.977e+4,
625.4,1.515e+4,,1.515e+4,
625.45,1.146e+4,,1.146e+4,
625.5,8.557e+3,,8.557e+3,
625.55,6.309e+3,,6.309e+3,
625.6,4.593e+3,,4.593e+3,
625.65,3.301e+3,,3.301e+3,
625.7,2.342e+3,,2.342e+3,
625.75,1.640e+3,,1.640e+3,
625.8,1.134e+3,,1.134e+3,
625.85,7.745e+2,,7.745e+2,
625.9,5.220e+2,,5.220e+2,
625.95,3.474e+2,,3.474e+2,
626,2.282e+2,,2.282e+2,
626.05,1.480e+2,,1.480e+2,
626.1,9.478e+1,,9.478e+1,
626.15,5.992e+1,,5.992e+1,
626.2,3.740e+1,,3.740e+1,
626.25,2.304e+1,,2.304e+1,
626.3,1.402e+1,,1.402e+1,
626.35,8.418e+0,,8.418e+0,
626.4,4.991e+0,,4.991e+0,1.253e-22
626.45,2.921e+0,,2.921e+0,3.229e-22
626.5,1.688e+0,,1.688e+0,8.216e-22
626.55,9.632e-1,,9.632e-1,2.064e-21
626.6,5.425e-1,,5.425e-1,5.122e-21
626.65,3.017e-1,,3.017e-1,1.255e-20
626.7,1.656e-1,,1.656e-1,3.036e-20
626.75,8.977e-2,,8.977e-2,7.253e-20
626.8,4.803e-2,,4.803e-2,1.711e-19
626.85,2.537e-2,,2.537e-2,3.987e-19
626.9,1.323e-2,,1.323e-2,9.171e-19
626.95,6.814e-3,,6.814e-3,2.084e-18
627,3.464e-3,,3.464e-3,4.674e-18
627.05,1.738e-3,,1.738e-3,1.035e-17
627.1,8.613e-4,,8.613e-4,2.265e-17
627.15,4.213e-4,,4.213e-4,4.893e-17
627.2,2.035e-4,,2.035e-4,1.044e-16
627.25,9.700e-5,,9.700e-5,2.199e-16
627.3,4.566e-5,,4.566e-5,4.574e-16
627.35,2.122e-5,,2.122e-5,9.395e-16
627.4,9.733e-6,,9.733e-6,1.906e-15
627.45,4.408e-6,,4.408e-6,3.817e-15
627.5,1.971e-6,,1.971e-6,7.551e-15
627.55,8.702e-7,,8.702e-7,1.475e-14
627.6,3.793e-7,,3.793e-7,2.845e-14
627.65,1.632e-7,,1.632e-7,5.418e-14
627.7,6.932e-8,,6.932e-8,1.019e-13
627.75,2.907e-8,,2.907e-8,1.893e-13
627.8,1.204e-8,,1.204e-8,3.472e-13
627.85,4.921e-9,,4.920e-9,6.288e-13
627.9,1.987e-9,,1.985e-9,1.125e-12
627.95,7.930e-10,,7.910e-10,1.986e-12
628,3.146e-10,,3.111e-10,3.464e-12
628.05,1.268e-10,,1.208e-10,5.966e-12
628.1,5.144e-11,,4.129e-11,1.015e-11
628.15,1.704e-11,,,1.704e-11
628.2,2.826e-11,,,2.826e-11
628.25,4.627e-11,,,4.627e-11
628.3,7.483e-11,,,7.483e-11
628.35,1.195e-10,,,1.195e-10
628.4,1.884e-10,,,1.884e-10
628.45,2.934e-10,,,2.934e-10
628.5,4.512e-10,,,4.512e-10
628.55,6.852e-10,,,6.852e-10
628.6,1.027e-9,,,1.027e-9
628.65,1.521e-9,,,1.521e-9
628.7,2.225e-9,,,2.225e-9
628.75,3.212e-9,,,3.212e-9
628.8,4.580e-9,,,4.580e-9
628.85,6.449e-9,,,6.449e-9
628.9,8.967e-9,,,8.967e-9
628.95,1.231e-8,,,1.231e-8
629,1.669e-8,,,1.669e-8
629.05,2.235e-8,,,2.235e-8
629.1,2.955e-8,,,2.955e-8
629.15,3.858e-8,,,3.858e-8
629.2,4.974e-8,,,4.974e-8
629.25,6.333e-8,,,6.333e-8
629.3,7.961e-8,,,7.961e-8
629.35,9.884e-8,,,9.884e-8
629.4,1.212e-7,,,1.212e-7
629.45,1.467e-7,,,1.467e-7
629.5,1.754e-7,,,1.754e-7
629.55,2.070e-7,,,2.070e-7
629.6,2.413e-7,,,2.413e-7
629.65,2.778e-7,,,2.778e-7
629.7,3.158e-7,,,3.158e-7
629.75,3.545e-7,,1.158e-12,3.545e-7
629.8,3.930e-7,,2.980e-12,3.930e-7
629.85,4.302e-7,,7.576e-12,4.301e-7
629.9,4.650e-7,,1.902e-11,4.650e-7
629.95,4.964e-7,,4.716e-11,4.963e-7
630,5.233e-7,,1.155e-10,5.231e-7
630.05,5.448e-7,,2.793e-10,5.445e-7
630.1,5.604e-7,,6.671e-10,5.597e-7
630.15,5.697e-7,,1.574e-9,5.681e-7
630.2,5.731e-7,,3.666e-9,5.694e-7
630.25,5.720e-7,,8.435e-9,5.636e-7
630.3,5.700e-7,,1.917e-8,5.508e-7
630.35,5.746e-7,,4.302e-8,5.316e-7
630.4,6.020e-7,,9.536e-8,5.067e-7
630.45,6.856e-7,,2.087e-7,4.769e-7
630.5,8.945e-7,,4.513e-7,4.432e-7
630.55,1.370e-6,,9.636e-7,4.067e-7
630.6,2.401e-6,,2.032e-6,3.686e-7
630.65,4.562e-6,,4.232e-6,3.299e-7
630.7,8.997e-6,,8.705e-6,2.915e-7
630.75,1.794e-5,,1.768e-5,2.544e-7
630.8,3.570e-5,,3.548e-5,2.192e-7
630.85,7.049e-5,,7.030e-5,1.866e-7
630.9,1.377e-4,,1.376e-4,1.568e-7
630.95,2.660e-4,,2.659e-4,1.301e-7
631,5.076e-4,,5.075e-4,1.066e-7
631.05,9.569e-4,,9.568e-4,8.627e-8
631.1,1.781e-3,,1.781e-3,6.894e-8
631.15,3.276e-3,,3.276e-3,5.440e-8
631.2,5.949e-3,,5.948e-3,4.239e-8
631.25,1.067e-2,,1.067e-2,3.262e-8
631.3,1.890e-2,,1.890e-2,2.478e-8
631.35,3.306e-2,,3.306e-2,1.859e-8
631.4,5.712e-2,,5.712e-2,1.378e-8
631.45,9.747e-2,,9.747e-2,1.008e-8
631.5,1.643e-1,,1.643e-1,7.284e-9
631.55,2.734e-1,,2.734e-1,5.197e-9
631.6,4.494e-1,,4.494e-1,3.661e-9
631.65,7.295e-1,,7.295e-1,2.547e-9
631.7,1.170e+0,,1.170e+0,1.750e-9
631.75,1.852e+0,,1.852e+0,1.187e-9
631.8,2.897e+0,,2.897e+0,7.955e-10
631.85,4.474e+0,,4.474e+0,5.263e-10
631.9,6.824e+0,,6.824e+0,3.438e-10
631.95,1.028e+1,,1.028e+1,2.218e-10
632,1.530e+1,,1.530e+1,1.413e-10
632.05,2.248e+1,,2.248e+1,8.889e-11
632.1,3.262e+1,,3.262e+1,5.522e-11
632.15,4.676e+1,,4.676e+1,3.387e-11
632.2,6.619e+1,,6.619e+1,2.052e-11
632.25,9.253e+1,,9.253e+1,1.228e-11
632.3,1.278e+2,,1.278e+2,7.251e-12
632.35,1.742e+2,,1.742e+2,4.230e-12
632.4,2.346e+2,,2.346e+2,2.436e-12
632.45,3.121e+2,,3.121e+2,1.386e-12
632.5,4.100e+2,,4.100e+2,7.785e-13
632.55,5.319e+2,,5.319e+2,4.318e-13
632.6,6.815e+2,,6.815e+2,2.365e-13
632.65,8.624e+2,,8.624e+2,1.279e-13
632.7,1.078e+3,,1.078e+3,6.833e-14
632.75,1.330e+3,,1.330e+3,3.604e-14
632.8,1.622e+3,,1.622e+3,1.877e-14
632.85,1.952e+3,,1.952e+3,9.654e-15
632.9,2.321e+3,,2.321e+3,4.903e-15
632.96,2.811e+3,,2.811e+3,2.139e-15
633.01,3.252e+3,,3.252e+3,1.057e-15
633.06,3.715e+3,,3.715e+3,5.155e-16
633.11,4.193e+3,,4.193e+3,2.483e-16
633.16,4.673e+3,,4.673e+3,1.181e-16
633.21,5.143e+3,,5.143e+3,5.549e-17
633.26,5.590e+3,,5.590e+3,2.574e-17
633.31,6.002e+3,,6.002e+3,1.179e-17
633.36,6.364e+3,,6.364e+3,5.334e-18
633.41,6.664e+3,,6.664e+3,2.382e-18
633.46,6.892e+3,,6.892e+3,1.051e-18
633.51,7.039e+3,,7.039e+3,4.578e-19
633.56,7.101e+3,,7.101e+3,1.969e-19
633.61,7.074e+3,,7.074e+3,8.363e-20
633.66,6.961e+3,,6.961e+3,3.508e-20
633.71,6.764e+3,,6.764e+3,1.453e-20
633.76,6.492e+3,,6.492e+3,5.943e-21
633.81,6.153e+3,,6.153e+3,2.400e-21
633.86,5.760e+3,,5.760e+3,9.573e-22
633.91,5.325e+3,,5.325e+3,3.770e-22
633.96,4.863e+3,,4.863e+3,1.466e-22
634.01,4.385e+3,,4.385e+3,
634.06,3.905e+3,,3.905e+3,
634.11,3.435e+3,,3.435e+3,
634.16,2.984e+3,,2.984e+3,
634.21,2.560e+3,,2.560e+3,
634.26,2.169e+3,,2.169e+3,
634.31,1.815e+3,,1.815e+3,
634.36,1.500e+3,,1.500e+3,
634.41,1.225e+3,,1.225e+3,
634.46,9.873e+2,,9.873e+2,
634.51,7.860e+2,,7.860e+2,
634.56,6.181e+2,,6.181e+2,
634.61,4.800e+2,,4.800e+2,
634.66,3.681e+2,,3.681e+2,
634.71,2.788e+2,,2.788e+2,
634.76,2.086e+2,,2.086e+2,
634.81,1.541e+2,,1.541e+2,
634.86,1.125e+2,,1.125e+2,
634.91,8.105e+1,,8.105e+1,
634.96,5.768e+1,,5.768e+1,
635.01,4.055e+1,,4.055e+1,
635.06,2.815e+1,,2.815e+1,
635.11,1.930e+1,,1.930e+1,
635.16,1.307e+1,,1.307e+1,
635.21,8.740e+0,,8.740e+0,
635.26,5.772e+0,,5.772e+0,
635.31,3.765e+0,,3.765e+0,
635.36,2.426e+0,,2.426e+0,
635.41,1.543e+0,,1.543e+0,
635.46,9.699e-1,,9.699e-1,
635.51,6.019e-1,,6.019e-1,
635.56,3.689e-1,,3.689e-1,
635.61,2.233e-1,,2.233e-1,
635.66,1.335e-1,,1.335e-1,
635.71,7.883e-2,,7.883e-2,
635.76,4.597e-2,,4.597e-2,
635.81,2.647e-2,,2.647e-2,
635.86,1.506e-2,,1.506e-2,
635.91,8.458e-3,,8.458e-3,
635.96,4.693e-3,,4.693e-3,
636.01,2.571e-3,,2.571e-3,
636.06,1.391e-3,,1.391e-3,
636.11,7.436e-4,,7.436e-4,
636.16,3.925e-4,,3.925e-4,
636.21,2.046e-4,,2.046e-4,
636.26,1.053e-4,,1.053e-4,
636.31,5.356e-5,,5.356e-5,
636.36,2.690e-5,,2.690e-5,
636.41,1.334e-5,,1.334e-5,
636.46,6.534e-6,,6.534e-6,
636.51,3.161e-6,,3.161e-6,
636.56,1.510e-6,,1.510e-6,
636.61,7.125e-7,,7.125e-7,
636.66,3.320e-7,,3.320e-7,
636.71,1.528e-7,,1.528e-7,
636.76,6.946e-8,,6.946e-8,
636.81,3.118e-8,,3.118e-8,
636.86,1.382e-8,,1.382e-8,
636.91,6.053e-9,,6.053e-9,
636.96,2.618e-9,,2.618e-9,
637.01,1.118e-9,,1.118e-9,
637.06,4.716e-10,,4.716e-10,
637.11,1.965e-10,,1.965e-10,
637.16,8.083e-11,,8.083e-11,
637.21,3.284e-11,,3.284e-11,
637.26,1.318e-11,,1.318e-11,
637.31,5.224e-12,,5.224e-12,
637.36,2.045e-12,,2.045e-12,
677.57,1.514e-12,,1.514e-12,
677.62,3.655e-12,,3.655e-12,
677.67,8.729e-12,,8.729e-12,
677.72,2.062e-11,,2.062e-11,
677.77,4.820e-11,,4.820e-11,
677.82,1.114e-10,,1.114e-10,
677.87,2.549e-10,,2.549e-10,
677.92,5.768e-10,,5.768e-10,
677.97,1.291e-9,,1.291e-9,
678.02,2.860e-9,,2.860e-9,
678.07,6.266e-9,,6.266e-9,
678.12,1.358e-8,,1.358e-8,
678.17,2.913e-8,,2.913e-8,
678.22,6.179e-8,,6.179e-8,
678.27,1.297e-7,,1.297e-7,
678.32,2.693e-7,,2.693e-7,
678.37,5.531e-7,,5.531e-7,
678.42,1.124e-6,,1.124e-6,
678.47,2.260e-6,,2.260e-6,
678.52,4.494e-6,,4.494e-6,
678.57,8.843e-6,,8.843e-6,
678.62,1.721e-5,,1.721e-5,
678.67,3.315e-5,,3.315e-5,
678.72,6.315e-5,,6.315e-5,
678.77,1.190e-4,,1.190e-4,
678.82,2.219e-4,,2.219e-4,
678.87,4.094e-4,,4.094e-4,
678.92,7.471e-4,,7.471e-4,
678.97,1.349e-3,,1.349e-3,
679.02,2.409e-3,,2.409e-3,
679.07,4.257e-3,,4.257e-3,
679.12,7.441e-3,,7.441e-3,
679.17,1.287e-2,,1.287e-2,
679.22,2.202e-2,,2.202e-2,
679.27,3.727e-2,,3.727e-2,
679.32,6.242e-2,,6.242e-2,
679.37,1.034e-1,,1.034e-1,
679.42,1.695e-1,,1.695e-1,
679.47,2.749e-1,,2.749e-1,
679.52,4.410e-1,,4.410e-1,
679.57,7.000e-1,,7.000e-1,
679.62,1.099e+0,,1.099e+0,
679.67,1.708e+0,,1.708e+0,
679.72,2.625e+0,,2.625e+0,
679.77,3.993e+0,,3.993e+0,
679.82,6.008e+0,,6.008e+0,
679.87,8.945e+0,,8.945e+0,
679.92,1.318e+1,,1.318e+1,
679.97,1.921e+1,,1.921e+1,
680.02,2.770e+1,,2.770e+1,
680.07,3.954e+1,,3.954e+1,
680.12,5.583e+1,,5.583e+1,
680.17,7.803e+1,,7.803e+1,
680.22,1.079e+2,,1.079e+2,
680.27,1.477e+2,,1.477e+2,
680.32,2.001e+2,,2.001e+2,
680.37,2.683e+2,,2.683e+2,
680.42,3.561e+2,,3.561e+2,
680.47,4.678e+2,,4.678e+2,
680.52,6.085e+2,,6.085e+2,
680.57,7.837e+2,,7.837e+2,
680.62,9.993e+2,,9.993e+2,
680.67,1.262e+3,,1.262e+3,
680.72,1.579e+3,,1.579e+3,
680.77,1.956e+3,,1.956e+3,
680.82,2.402e+3,,2.402e+3,
680.87,2.922e+3,,2.922e+3,
680.92,3.524e+3,,3.524e+3,
680.97,4.213e+3,,4.213e+3,
681.02,4.995e+3,,4.995e+3,
681.07,5.873e+3,,5.873e+3,
681.12,6.851e+3,,6.851e+3,
681.17,7.931e+3,,7.931e+3,
681.22,9.113e+3,,9.113e+3,
681.27,1.040e+4,,1.040e+4,
681.32,1.178e+4,,1.178e+4,
681.37,1.326e+4,,1.326e+4,
681.42,1.482e+4,,1.482e+4,
681.47,1.647e+4,,1.647e+4,
681.52,1.820e+4,,1.820e+4,
681.57,1.998e+4,,1.998e+4,
681.62,2.181e+4,,2.181e+4,
681.67,2.366e+4,,2.366e+4,
681.72,2.553e+4,,2.553e+4,
681.77,2.738e+4,,2.738e+4,
681.82,2.918e+4,,2.918e+4,
681.87,3.092e+4,,3.092e+4,
681.92,3.255e+4,,3.255e+4,
681.97,3.406e+4,,3.406e+4,
682.02,3.539e+4,,3.539e+4,
682.07,3.654e+4,,3.654e+4,
682.12,3.746e+4,,3.746e+4,
682.17,3.813e+4,,3.813e+4,
682.22,3.855e+4,,3.855e+4,
682.27,3.871e+4,,3.871e+4,
682.32,3.860e+4,,3.860e+4,
682.37,3.824e+4,,3.824e+4,
