Wavelength (nm),Sum,Al I (1.3e-01),Al II (8.7e-01),Al III (2.5e-05)
559.33,1.073e+5,,1.073e+5,
559.38,1.065e+5,,1.065e+5,
559.43,1.040e+5,,1.040e+5,
559.48,9.989e+4,,9.989e+4,
559.53,9.445e+4,,9.445e+4,
559.58,8.790e+4,,8.790e+4,
559.63,8.050e+4,,8.050e+4,
559.68,7.256e+4,,7.256e+4,
559.73,6.436e+4,,6.436e+4,
559.78,5.619e+4,,5.619e+4,
559.83,4.827e+4,,4.827e+4,
559.88,4.082e+4,,4.082e+4,
559.93,3.396e+4,,3.396e+4,
559.98,2.781e+4,,2.781e+4,
560.03,2.242e+4,,2.242e+4,
560.08,1.778e+4,,1.778e+4,
560.13,1.388e+4,,1.388e+4,
560.18,1.067e+4,,1.067e+4,
560.23,8.069e+3,,8.069e+3,
560.28,6.009e+3,,6.009e+3,
560.33,4.409e+3,,4.409e+3,
560.38,3.188e+3,,3.188e+3,
560.43,2.277e+3,,2.277e+3,
560.48,1.609e+3,,1.609e+3,
560.53,1.131e+3,,1.131e+3,
560.58,7.984e+2,,7.984e+2,
560.63,5.734e+2,,5.734e+2,
560.68,4.277e+2,,4.277e+2,
560.73,3.394e+2,,3.394e+2,
560.78,2.918e+2,,2.918e+2,
560.83,2.726e+2,,2.726e+2,
560.88,2.726e+2,,2.726e+2,
560.93,2.852e+2,,2.852e+2,
560.98,3.053e+2,,3.053e+2,
561.03,3.291e+2,,3.291e+2,
561.08,3.537e+2,,3.537e+2,
561.13,3.769e+2,,3.769e+2,
561.18,3.967e+2,,3.967e+2,
561.23,4.118e+2,,4.118e+2,
561.28,4.212e+2,,4.212e+2,
561.33,4.243e+2,,4.243e+2,
561.38,4.208e+2,,4.208e+2,
561.43,4.108e+2,,4.108e+2,
561.48,3.948e+2,,3.948e+2,
561.53,3.735e+2,,3.735e+2,
561.58,3.477e+2,,3.477e+2,
561.63,3.187e+2,,3.187e+2,
561.68,2.874e+2,,2.874e+2,
561.73,2.552e+2,,2.552e+2,
561.78,2.230e+2,,2.230e+2,
561.83,1.918e+2,,1.918e+2,
561.88,1.623e+2,,1.623e+2,
561.93,1.353e+2,,1.353e+2,
561.98,1.109e+2,,1.109e+2,
562.03,8.953e+1,,8.953e+1,
562.08,7.113e+1,,7.113e+1,
562.13,5.562e+1,,5.562e+1,
562.18,4.281e+1,,4.281e+1,
562.23,3.243e+1,,3.243e+1,
562.28,2.418e+1,,2.418e+1,
562.33,1.774e+1,,1.774e+1,
562.38,1.282e+1,,1.282e+1,
562.43,9.112e+0,,9.112e+0,
562.48,6.376e+0,,6.376e+0,
562.53,4.391e+0,,4.391e+0,
562.58,2.977e+0,,2.977e+0,
562.63,1.986e+0,,1.986e+0,
562.68,1.304e+0,,1.304e+0,
562.73,8.430e-1,,8.430e-1,
562.78,5.363e-1,,5.363e-1,
562.83,3.358e-1,,3.358e-1,
562.88,2.070e-1,,2.070e-1,
562.93,1.256e-1,,1.256e-1,
562.98,7.497e-2,,7.497e-2,
563.03,4.406e-2,,4.406e-2,
563.08,2.548e-2,,2.548e-2,
563.13,1.451e-2,,1.451e-2,
563.18,8.129e-3,,8.129e-3,
563.23,4.484e-3,,4.484e-3,
563.28,2.434e-3,,2.434e-3,
563.33,1.300e-3,,1.300e-3,
563.38,6.839e-4,,6.839e-4,
563.43,3.540e-4,,3.540e-4,
563.48,1.803e-4,,1.803e-4,
563.53,9.043e-5,,9.043e-5,
563.58,4.463e-5,,4.463e-5,
563.63,2.168e-5,,2.168e-5,
563.68,1.037e-5,,1.037e-5,
563.73,4.878e-6,,4.878e-6,
563.78,2.259e-6,,2.259e-6,
563.83,1.030e-6,,1.030e-6,
563.88,4.622e-7,,4.622e-7,
563.93,2.041e-7,,2.041e-7,
563.98,8.874e-8,,8.874e-8,
564.03,3.797e-8,,3.797e-8,
564.08,1.599e-8,,1.599e-8,
564.13,6.627e-9,,6.627e-9,
564.18,2.704e-9,,2.704e-9,
564.23,1.086e-9,,1.086e-9,
564.28,4.291e-10,,4.291e-10,
564.33,1.669e-10,,1.669e-10,
564.38,6.391e-11,,6.391e-11,
564.43,2.408e-11,,2.408e-11,
564.48,8.933e-12,,8.933e-12,
564.53,3.261e-12,,3.261e-12,
564.58,1.172e-12,,1.172e-12,
564.63,4.145e-13,,4.145e-13,
564.68,1.443e-13,,1.443e-13,
566.23,1.379e-17,,,1.379e-17
566.28,3.937e-17,,,3.937e-17
566.33,1.107e-16,,,1.107e-16
566.38,3.066e-16,,,3.066e-16
566.43,8.359e-16,,,8.359e-16
566.48,2.244e-15,,,2.244e-15
566.53,5.933e-15,,,5.933e-15
566.58,1.545e-14,,,1.545e-14
566.63,3.960e-14,,,3.960e-14
566.68,9.996e-14,,,9.996e-14
566.73,2.485e-13,,,2.485e-13
566.78,6.083e-13,,,6.083e-13
566.83,1.466e-12,,,1.466e-12
566.88,3.480e-12,,,3.480e-12
566.93,8.133e-12,,,8.133e-12
566.98,1.872e-11,,,1.872e-11
567.03,4.242e-11,,,4.242e-11
567.08,9.467e-11,,,9.467e-11
567.13,2.080e-10,,,2.080e-10
567.18,4.502e-10,,,4.502e-10
567.23,9.593e-10,,,9.593e-10
567.28,2.013e-9,,,2.013e-9
567.33,4.159e-9,,,4.159e-9
567.38,8.462e-9,,,8.462e-9
567.43,1.695e-8,,,1.695e-8
567.48,3.345e-8,,,3.345e-8
567.53,6.497e-8,,,6.497e-8
567.58,1.243e-7,,,1.243e-7
567.63,2.341e-7,,,2.341e-7
567.68,4.343e-7,,,4.343e-7
567.73,7.933e-7,,,7.933e-7
567.78,1.427e-6,,,1.427e-6
567.83,2.527e-6,,,2.527e-6
567.88,4.408e-6,,,4.408e-6
567.93,7.570e-6,,,7.570e-6
567.98,1.280e-5,,,1.280e-5
568.03,2.132e-5,,,2.132e-5
568.08,3.496e-5,,,3.496e-5
568.13,5.645e-5,,,5.645e-5
568.18,8.975e-5,,,8.975e-5
568.23,1.405e-4,,,1.405e-4
568.28,2.167e-4,,,2.167e-4
568.33,3.290e-4,,,3.290e-4
568.38,4.918e-4,,,4.918e-4
568.43,7.240e-4,,,7.240e-4
568.48,1.050e-3,,,1.050e-3
568.53,1.498e-3,,,1.498e-3
568.58,2.106e-3,,,2.106e-3
568.63,2.915e-3,,,2.915e-3
568.68,3.973e-3,,,3.973e-3
568.73,5.333e-3,,,5.333e-3
568.78,7.048e-3,,,7.048e-3
568.83,9.173e-3,,,9.173e-3
568.88,1.176e-2,,,1.176e-2
568.93,1.483e-2,,,1.483e-2
568.98,1.843e-2,,,1.843e-2
569.03,2.256e-2,,,2.256e-2
569.08,2.718e-2,,,2.718e-2
569.13,3.225e-2,,,3.225e-2
569.18,3.768e-2,,,3.768e-2
569.23,4.335e-2,,,4.335e-2
569.28,4.912e-2,,,4.912e-2
569.33,5.479e-2,,,5.479e-2
569.38,6.019e-2,,,6.019e-2
569.43,6.511e-2,,,6.511e-2
569.48,6.936e-2,,,6.936e-2
569.53,7.275e-2,,,7.275e-2
569.58,7.515e-2,,,7.515e-2
569.63,7.643e-2,,,7.643e-2
569.68,7.655e-2,,,7.655e-2
569.73,7.549e-2,,,7.549e-2
569.78,7.332e-2,,,7.332e-2
569.83,7.011e-2,,,7.011e-2
569.88,6.602e-2,,,6.602e-2
569.93,6.122e-2,,,6.122e-2
569.98,5.590e-2,,,5.590e-2
570.03,5.026e-2,,,5.026e-2
570.08,4.450e-2,,,4.450e-2
570.13,3.880e-2,,,3.880e-2
570.18,3.331e-2,,,3.331e-2
570.23,2.816e-2,,,2.816e-2
570.28,2.344e-2,,,2.344e-2
570.33,1.922e-2,,,1.922e-2
570.38,1.551e-2,,,1.551e-2
570.43,1.233e-2,,,1.233e-2
570.48,9.654e-3,,,9.654e-3
570.53,7.443e-3,,,7.443e-3
570.58,5.652e-3,,,5.652e-3
570.63,4.230e-3,,,4.230e-3
570.68,3.122e-3,,,3.122e-3
570.73,2.277e-3,,,2.277e-3
570.78,1.649e-3,,,1.649e-3
570.83,1.196e-3,,,1.196e-3
570.88,8.846e-4,,,8.846e-4
570.93,6.895e-4,,,6.895e-4
570.98,5.923e-4,,,5.923e-4
571.03,5.822e-4,,,5.822e-4
571.08,6.553e-4,,,6.553e-4
571.13,8.146e-4,,,8.146e-4
571.19,1.132e-3,,,1.132e-3
571.24,1.520e-3,,,1.520e-3
571.29,2.039e-3,,,2.039e-3
571.34,2.714e-3,,,2.714e-3
571.39,3.568e-3,,,3.568e-3
571.44,4.628e-3,,,4.628e-3
571.49,5.914e-3,,,5.914e-3
571.54,7.446e-3,,,7.446e-3
571.59,9.233e-3,,,9.233e-3
571.64,1.128e-2,,,1.128e-2
571.69,1.356e-2,,,1.356e-2
571.74,1.607e-2,,,1.607e-2
571.79,1.875e-2,,,1.875e-2
571.84,2.154e-2,,,2.154e-2
571.89,2.438e-2,,,2.438e-2
571.94,2.717e-2,,,2.717e-2
571.99,2.982e-2,,,2.982e-2
572.04,3.224e-2,,,3.224e-2
572.09,3.432e-2,,,3.432e-2
572.14,3.598e-2,,,3.598e-2
572.19,3.715e-2,,,3.715e-2
572.24,3.778e-2,,,3.778e-2
572.29,3.784e-2,,,3.784e-2
572.34,3.732e-2,,,3.732e-2
572.39,3.626e-2,,,3.626e-2
572.44,3.469e-2,,,3.469e-2
572.49,3.268e-2,,,3.268e-2
572.54,3.033e-2,,,3.033e-2
572.59,2.771e-2,,,2.771e-2
572.64,2.494e-2,,,2.494e-2
572.69,2.211e-2,,,2.211e-2
572.74,1.930e-2,,,1.930e-2
572.79,1.659e-2,,,1.659e-2
572.84,1.405e-2,,,1.405e-2
572.89,1.171e-2,,,1.171e-2
572.94,9.621e-3,,,9.621e-3
572.99,7.781e-3,,,7.781e-3
573.04,6.198e-3,,,6.198e-3
573.09,4.862e-3,,,4.862e-3
573.14,3.756e-3,,,3.756e-3
573.19,2.858e-3,,,2.858e-3
573.24,2.142e-3,,,2.142e-3
573.29,1.581e-3,,,1.581e-3
573.34,1.149e-3,,,1.149e-3
573.39,8.223e-4,,,8.223e-4
573.44,5.797e-4,,,5.797e-4
573.49,4.025e-4,,,4.025e-4
573.54,2.752e-4,,,2.752e-4
573.59,1.853e-4,,,1.853e-4
573.64,1.229e-4,,,1.229e-4
573.69,8.027e-5,,,8.027e-5
573.74,5.163e-5,,,5.163e-5
573.79,3.271e-5,,,3.271e-5
573.84,2.041e-5,,,2.041e-5
573.89,1.254e-5,,,1.254e-5
573.94,7.588e-6,,,7.588e-6
573.99,4.522e-6,,,4.522e-6
574.04,2.654e-6,,,2.654e-6
574.09,1.534e-6,,,1.534e-6
574.14,8.735e-7,,,8.735e-7
574.19,4.897e-7,,,4.897e-7
574.24,2.704e-7,,,2.704e-7
574.29,1.470e-7,,,1.470e-7
574.34,7.875e-8,,,7.875e-8
574.39,4.154e-8,,,4.154e-8
574.44,2.158e-8,,,2.158e-8
574.49,1.104e-8,,,1.104e-8
574.54,5.562e-9,,,5.562e-9
574.59,2.760e-9,,,2.760e-9
574.64,1.349e-9,,,1.349e-9
574.69,6.491e-10,,,6.491e-10
574.74,3.077e-10,,,3.077e-10
574.79,1.436e-10,,,1.436e-10
574.84,6.602e-11,,,6.602e-11
574.89,2.989e-11,,,2.989e-11
574.94,1.333e-11,,,1.333e-11
574.99,5.854e-12,,,5.854e-12
575.04,2.532e-12,,,2.532e-12
575.09,1.078e-12,,,1.078e-12
575.14,4.524e-13,,,4.524e-13
575.19,1.869e-13,,,1.869e-13
575.24,7.604e-14,,,7.604e-14
575.29,3.047e-14,,,3.047e-14
575.34,1.203e-14,,,1.203e-14
575.39,4.674e-15,,,4.674e-15
575.44,1.789e-15,,,1.789e-15
575.49,6.744e-16,,,6.744e-16
575.54,2.504e-16,,,2.504e-16
575.59,9.155e-17,,,9.155e-17
575.64,3.297e-17,,,3.297e-17
575.69,1.169e-17,,,1.169e-17
581.84,4.390e-13,,4.390e-13,
581.89,1.225e-12,,1.225e-12,
581.94,3.366e-12,,3.366e-12,
581.99,9.119e-12,,9.119e-12,
582.04,2.435e-11,,2.435e-11,
582.09,6.406e-11,,6.406e-11,
582.14,1.661e-10,,1.661e-10,
582.19,4.245e-10,,4.245e-10,
582.24,1.069e-9,,1.069e-9,
582.29,2.653e-9,,2.653e-9,
582.34,6.490e-9,,6.490e-9,
582.39,1.564e-8,,1.564e-8,
582.44,3.717e-8,,3.717e-8,
582.49,8.702e-8,,8.702e-8,
582.54,2.008e-7,,2.008e-7,
582.59,4.565e-7,,4.565e-7,
582.64,1.023e-6,,1.023e-6,
582.69,2.260e-6,,2.260e-6,
582.74,4.918e-6,,4.918e-6,
582.79,1.055e-5,,1.055e-5,
582.84,2.230e-5,,2.230e-5,
582.89,4.646e-5,,4.646e-5,
582.94,9.538e-5,,9.538e-5,
582.99,1.930e-4,,1.930e-4,
583.04,3.848e-4,,3.848e-4,
583.09,7.563e-4,,7.563e-4,
583.14,1.465e-3,,1.465e-3,
583.19,2.796e-3,,2.796e-3,
583.24,5.259e-3,,5.259e-3,
583.29,9.748e-3,,9.748e-3,
583.34,1.781e-2,,1.781e-2,
583.39,3.207e-2,,3.207e-2,
583.44,5.690e-2,,5.690e-2,
583.49,9.949e-2,,9.949e-2,
583.54,1.715e-1,,1.715e-1,
583.59,2.912e-1,,2.912e-1,
583.64,4.874e-1,,4.874e-1,
583.69,8.040e-1,,8.040e-1,
583.74,1.307e+0,,1.307e+0,
583.79,2.094e+0,,2.094e+0,
583.84,3.306e+0,,3.306e+0,
583.89,5.145e+0,,5.145e+0,
583.94,7.889e+0,,7.889e+0,
583.99,1.192e+1,,1.192e+1,
584.04,1.776e+1,,1.776e+1,
584.09,2.607e+1,,2.607e+1,
584.14,3.771e+1,,3.771e+1,
584.19,5.376e+1,,5.376e+1,
584.24,7.554e+1,,7.554e+1,
584.29,1.046e+2,,1.046e+2,
584.34,1.428e+2,,1.428e+2,
584.39,1.920e+2,,1.920e+2,
584.44,2.546e+2,,2.546e+2,
584.49,3.326e+2,,3.326e+2,
584.54,4.283e+2,,4.283e+2,
584.59,5.436e+2,,5.436e+2,
584.64,6.800e+2,,6.800e+2,
584.69,8.386e+2,,8.386e+2,
584.74,1.019e+3,,1.019e+3,
584.79,1.221e+3,,1.221e+3,
584.84,1.443e+3,,1.443e+3,
584.89,1.681e+3,,1.681e+3,
584.94,1.931e+3,,1.931e+3,
584.99,2.187e+3,,2.187e+3,
585.04,2.444e+3,,2.444e+3,
585.09,2.695e+3,,2.695e+3,
585.14,2.932e+3,,2.932e+3,
585.19,3.150e+3,,3.150e+3,
585.24,3.343e+3,,3.343e+3,
585.29,3.506e+3,,3.506e+3,
585.34,3.636e+3,,3.636e+3,
585.39,3.732e+3,,3.732e+3,
585.44,3.795e+3,,3.795e+3,
585.49,3.826e+3,,3.826e+3,
585.54,3.831e+3,,3.831e+3,
585.59,3.813e+3,,3.813e+3,
585.64,3.778e+3,,3.778e+3,
585.69,3.732e+3,,3.732e+3,
585.74,3.680e+3,,3.680e+3,
585.79,3.628e+3,,3.628e+3,
585.84,3.579e+3,,3.579e+3,
585.89,3.534e+3,,3.534e+3,
585.94,3.496e+3,,3.496e+3,
585.99,3.464e+3,,3.464e+3,
586.04,3.437e+3,,3.437e+3,
586.09,3.413e+3,,3.413e+3,
586.14,3.389e+3,,3.389e+3,
586.19,3.363e+3,,3.363e+3,
586.24,3.332e+3,,3.332e+3,
586.29,3.294e+3,,3.294e+3,
586.34,3.248e+3,,3.248e+3,
586.39,3.192e+3,,3.192e+3,
586.44,3.125e+3,,3.125e+3,
586.49,3.047e+3,,3.047e+3,
586.54,2.957e+3,,2.957e+3,
586.59,2.857e+3,,2.857e+3,
586.64,2.746e+3,,2.746e+3,
586.69,2.624e+3,,2.624e+3,
586.74,2.493e+3,,2.493e+3,
586.79,2.354e+3,,2.354e+3,
586.84,2.206e+3,,2.206e+3,
586.89,2.053e+3,,2.053e+3,
586.94,1.894e+3,,1.894e+3,
586.99,1.732e+3,,1.732e+3,
587.04,1.570e+3,,1.570e+3,
587.09,1.408e+3,,1.408e+3,
587.14,1.250e+3,,1.250e+3,
587.19,1.098e+3,,1.098e+3,
587.24,9.533e+2,,9.533e+2,
587.29,8.179e+2,,8.179e+2,
587.34,6.932e+2,,6.932e+2,
587.39,5.802e+2,,5.802e+2,
587.44,4.795e+2,,4.795e+2,
587.49,3.910e+2,,3.910e+2,
587.54,3.147e+2,,3.147e+2,
587.59,2.499e+2,,2.499e+2,
587.64,1.957e+2,,1.957e+2,
587.69,1.512e+2,,1.512e+2,
587.74,1.152e+2,,1.152e+2,
587.79,8.656e+1,,8.656e+1,
587.84,6.412e+1,,6.412e+1,
587.89,4.684e+1,,4.684e+1,
587.94,3.373e+1,,3.373e+1,
587.99,2.394e+1,,2.394e+1,
588.04,1.676e+1,,1.676e+1,
588.09,1.156e+1,,1.156e+1,
588.14,7.861e+0,,7.861e+0,
588.19,5.269e+0,,5.269e+0,
588.24,3.482e+0,,3.482e+0,
588.29,2.267e+0,,2.267e+0,
588.34,1.455e+0,,1.455e+0,
588.39,9.209e-1,,9.209e-1,
588.44,5.743e-1,,5.743e-1,
588.49,3.530e-1,,3.530e-1,
588.54,2.138e-1,,2.138e-1,
588.59,1.277e-1,,1.277e-1,
588.64,7.515e-2,,7.515e-2,
588.69,4.359e-2,,4.359e-2,
588.74,2.492e-2,,2.492e-2,
588.79,1.404e-2,,1.404e-2,
588.84,7.797e-3,,7.797e-3,
588.89,4.268e-3,,4.268e-3,
588.94,2.302e-3,,2.302e-3,
588.99,1.224e-3,,1.224e-3,
589.04,6.414e-4,,6.414e-4,
589.09,3.313e-4,,3.313e-4,
589.14,1.686e-4,,1.686e-4,
589.19,8.460e-5,,8.460e-5,
589.24,4.183e-5,,4.183e-5,
589.29,2.038e-5,,2.038e-5,
589.34,9.791e-6,,9.791e-6,
589.39,4.635e-6,,4.635e-6,
589.44,2.162e-6,,2.162e-6,
589.49,9.943e-7,,9.943e-7,
589.54,4.506e-7,,4.506e-7,
589.59,2.013e-7,,2.013e-7,
589.64,8.861e-8,,8.861e-8,
589.69,3.845e-8,,3.845e-8,
589.74,1.644e-8,,1.644e-8,
589.79,6.929e-9,,6.929e-9,
589.84,2.878e-9,,2.878e-9,
589.89,1.178e-9,,1.178e-9,
589.94,4.755e-10,,4.755e-10,
589.99,1.891e-10,,1.891e-10,
590.04,7.412e-11,,7.412e-11,
590.09,2.863e-11,,2.863e-11,
590.14,1.090e-11,,1.090e-11,
590.19,4.090e-12,,4.090e-12,
590.24,1.513e-12,,1.513e-12,
590.29,5.514e-13,,5.514e-13,
590.34,1.981e-13,,1.981e-13,
593.59,6.116e-14,,6.116e-14,
593.64,1.671e-13,,1.671e-13,
593.69,4.503e-13,,4.503e-13,
593.74,1.196e-12,,1.196e-12,
593.79,3.134e-12,,3.134e-12,
593.84,8.098e-12,,8.098e-12,
593.89,2.063e-11,,2.063e-11,
593.94,5.182e-11,,5.182e-11,
593.99,1.284e-10,,1.284e-10,
594.04,3.135e-10,,3.135e-10,
594.09,7.551e-10,,7.551e-10,
594.14,1.793e-9,,1.793e-9,
594.19,4.200e-9,,4.200e-9,
594.24,9.700e-9,,9.700e-9,
594.29,2.209e-8,,2.209e-8,
594.34,4.960e-8,,4.960e-8,
594.39,1.098e-7,,1.098e-7,
594.44,2.398e-7,,2.398e-7,
594.49,5.163e-7,,5.163e-7,
594.54,1.096e-6,,1.096e-6,
594.59,2.295e-6,,2.295e-6,
594.64,4.737e-6,,4.737e-6,
594.69,9.643e-6,,9.643e-6,
594.74,1.936e-5,,1.936e-5,
594.79,3.831e-5,,3.831e-5,
594.84,7.477e-5,,7.477e-5,
594.89,1.439e-4,,1.439e-4,
594.94,2.731e-4,,2.731e-4,
594.99,5.111e-4,,5.111e-4,
595.04,9.431e-4,,9.431e-4,
595.09,1.716e-3,,1.716e-3,
595.14,3.079e-3,,3.079e-3,
595.19,5.448e-3,,5.448e-3,
595.24,9.505e-3,,9.505e-3,
595.29,1.635e-2,,1.635e-2,
595.34,2.774e-2,,2.774e-2,
595.39,4.641e-2,,4.641e-2,
595.44,7.655e-2,,7.655e-2,
595.49,1.245e-1,,1.245e-1,
595.54,1.997e-1,,1.997e-1,
595.59,3.159e-1,,3.159e-1,
595.64,4.926e-1,,4.926e-1,
595.69,7.576e-1,,7.576e-1,
595.74,1.149e+0,,1.149e+0,
595.79,1.718e+0,,1.718e+0,
595.84,2.533e+0,,2.533e+0,
595.89,3.683e+0,,3.683e+0,
595.94,5.281e+0,,5.281e+0,
595.99,7.466e+0,,7.466e+0,
596.04,1.041e+1,,1.041e+1,
596.09,1.431e+1,,1.431e+1,
596.14,1.940e+1,,1.940e+1,
596.19,2.593e+1,,2.593e+1,
596.24,3.418e+1,,3.418e+1,
596.29,4.442e+1,,4.442e+1,
596.34,5.693e+1,,5.693e+1,
596.39,7.195e+1,,7.195e+1,
596.44,8.967e+1,,8.967e+1,
596.49,1.102e+2,,1.102e+2,
596.54,1.335e+2,,1.335e+2,
596.59,1.595e+2,,1.595e+2,
596.64,1.880e+2,,1.880e+2,
596.69,2.184e+2,,2.184e+2,
596.74,2.502e+2,,2.502e+2,
596.79,2.827e+2,,2.827e+2,
596.84,3.149e+2,,3.149e+2,
596.89,3.459e+2,,3.459e+2,
596.94,3.747e+2,,3.747e+2,
596.99,4.002e+2,,4.002e+2,
597.04,4.215e+2,,4.215e+2,
597.09,4.378e+2,,4.378e+2,
597.14,4.483e+2,,4.483e+2,
597.19,4.528e+2,,4.528e+2,
597.24,4.509e+2,,4.509e+2,
597.29,4.427e+2,,4.427e+2,
597.34,4.287e+2,,4.287e+2,
597.39,4.093e+2,,4.093e+2,
597.44,3.853e+2,,3.853e+2,
597.49,3.577e+2,,3.577e+2,
597.54,3.275e+2,,3.275e+2,
597.59,2.956e+2,,2.956e+2,
597.64,2.632e+2,,2.632e+2,
597.69,2.310e+2,,2.310e+2,
597.74,1.999e+2,,1.999e+2,
597.79,1.706e+2,,1.706e+2,
597.84,1.436e+2,,1.436e+2,
597.89,1.192e+2,,1.192e+2,
597.94,9.753e+1,,9.753e+1,
597.99,7.870e+1,,7.870e+1,
598.04,6.263e+1,,6.263e+1,
598.09,4.914e+1,,4.914e+1,
598.14,3.802e+1,,3.802e+1,
598.19,2.901e+1,,2.901e+1,
598.24,2.182e+1,,2.182e+1,
598.29,1.619e+1,,1.619e+1,
598.34,1.184e+1,,1.184e+1,
598.39,8.542e+0,,8.542e+0,
598.44,6.077e+0,,6.077e+0,
598.49,4.263e+0,,4.263e+0,
598.54,2.949e+0,,2.949e+0,
598.59,2.014e+0,,2.014e+0,
598.64,1.358e+0,,1.358e+0,
598.69,9.074e-1,,9.074e-1,
598.74,6.049e-1,,6.049e-1,
598.79,4.094e-1,,4.094e-1,
598.84,2.925e-1,,2.925e-1,
598.89,2.360e-1,,2.360e-1,
598.94,2.307e-1,,2.307e-1,
598.99,2.757e-1,,2.757e-1,
599.04,3.776e-1,,3.776e-1,
599.09,5.516e-1,,5.516e-1,
599.14,8.228e-1,,8.228e-1,
599.19,1.227e+0,,1.227e+0,
599.24,1.816e+0,,1.816e+0,
599.29,2.654e+0,,2.654e+0,
599.34,3.831e+0,,3.831e+0,
599.39,5.453e+0,,5.453e+0,
599.44,7.658e+0,,7.658e+0,
599.49,1.061e+1,,1.061e+1,
599.54,1.449e+1,,1.449e+1,
599.59,1.951e+1,,1.951e+1,
599.64,2.593e+1,,2.593e+1,
599.69,3.397e+1,,3.397e+1,
599.74,4.390e+1,,4.390e+1,
599.79,5.595e+1,,5.595e+1,
599.84,7.033e+1,,7.033e+1,
599.89,8.718e+1,,8.718e+1,
599.94,1.066e+2,,1.066e+2,
599.99,1.285e+2,,1.285e+2,
600.04,1.528e+2,,1.528e+2,
600.09,1.792e+2,,1.792e+2,
600.14,2.073e+2,,2.073e+2,
600.19,2.365e+2,,2.365e+2,
600.24,2.660e+2,,2.660e+2,
600.29,2.952e+2,,2.952e+2,
600.34,3.230e+2,,3.230e+2,
600.39,3.486e+2,,3.486e+2,
600.44,3.710e+2,,3.710e+2,
600.49,3.895e+2,,3.895e+2,
600.54,4.032e+2,,4.032e+2,
600.59,4.117e+2,,4.117e+2,
600.64,4.145e+2,,4.145e+2,
600.69,4.117e+2,,4.117e+2,
600.74,4.032e+2,,4.032e+2,
600.79,3.895e+2,,3.895e+2,
600.84,3.710e+2,,3.710e+2,
600.89,3.486e+2,,3.486e+2,
600.94,3.230e+2,,3.230e+2,
600.99,2.952e+2,,2.952e+2,
601.04,2.660e+2,,2.660e+2,
601.09,2.365e+2,,2.365e+2,
601.14,2.073e+2,,2.073e+2,
601.19,1.792e+2,,1.792e+2,
601.24,1.528e+2,,1.528e+2,
601.29,1.285e+2,,1.285e+2,
601.34,1.066e+2,,1.066e+2,
601.39,8.718e+1,,8.718e+1,
601.44,7.033e+1,,7.033e+1,
601.49,5.595e+1,,5.595e+1,
601.54,4.390e+1,,4.390e+1,
601.59,3.397e+1,,3.397e+1,
601.64,2.593e+1,,2.593e+1,
601.69,1.951e+1,,1.951e+1,
601.74,1.449e+1,,1.449e+1,
601.79,1.061e+1,,1.061e+1,
601.84,7.657e+0,,7.657e+0,
601.89,5.453e+0,,5.453e+0,2.255e-22
601.94,3.829e+0,,3.829e+0,6.027e-22
601.99,2.652e+0,,2.652e+0,1.589e-21
602.05,1.676e+0,,1.676e+0,4.997e-21
602.1,1.126e+0,,1.126e+0,1.279e-20
602.15,7.460e-1,,7.460e-1,3.228e-20
602.2,4.875e-1,,4.875e-1,8.037e-20
602.25,3.142e-1,,3.142e-1,1.974e-19
602.3,1.997e-1,,1.997e-1,4.783e-19
602.35,1.252e-1,,1.252e-1,1.143e-18
602.4,7.738e-2,,7.738e-2,2.696e-18
602.45,4.718e-2,,4.718e-2,6.271e-18
602.5,2.837e-2,,2.837e-2,1.439e-17
602.55,1.683e-2,,1.683e-2,3.257e-17
602.6,9.841e-3,,9.841e-3,7.272e-17
602.65,5.676e-3,,5.676e-3,1.602e-16
602.7,3.229e-3,,3.229e-3,3.480e-16
602.75,1.812e-3,,1.812e-3,7.458e-16
602.8,1.003e-3,,1.003e-3,1.577e-15
602.85,5.471e-4,,5.471e-4,3.289e-15
602.9,2.945e-4,,2.945e-4,6.767e-15
602.95,1.563e-4,,1.563e-4,1.373e-14
603,8.182e-5,,8.182e-5,2.749e-14
603.05,4.224e-5,,4.224e-5,5.430e-14
603.1,2.151e-5,,2.151e-5,1.058e-13
603.15,1.080e-5,,1.080e-5,2.033e-13
603.2,5.350e-6,,5.350e-6,3.855e-13
603.25,2.613e-6,,2.613e-6,7.209e-13
603.3,1.259e-6,,1.259e-6,1.330e-12
603.35,5.980e-7,,5.980e-7,2.421e-12
603.4,2.802e-7,,2.802e-7,4.346e-12
603.45,1.295e-7,,1.295e-7,7.697e-12
603.5,5.903e-8,,5.901e-8,1.345e-11
603.55,2.655e-8,,2.652e-8,2.318e-11
603.6,1.180e-8,,1.176e-8,3.941e-11
603.65,5.207e-9,,5.140e-9,6.610e-11
603.7,2.326e-9,,2.216e-9,1.094e-10
603.75,1.121e-9,,9.425e-10,1.785e-10
603.8,6.827e-10,,3.953e-10,2.875e-10
603.85,6.201e-10,,1.635e-10,4.567e-10
603.9,7.824e-10,,6.669e-11,7.157e-10
603.95,1.133e-9,,2.683e-11,1.107e-9
604,1.698e-9,,1.064e-11,1.688e-9
604.05,2.544e-9,,4.165e-12,2.540e-9
604.1,3.772e-9,,1.607e-12,3.770e-9
604.15,5.523e-9,,6.118e-13,5.522e-9
604.2,7.981e-9,,2.297e-13,7.980e-9
604.25,1.138e-8,,8.502e-14,1.138e-8
