Wavelength (nm),Sum,Cu I (2.9e-01),Cu II (7.1e-01)
645.76,8.353e+1,,8.353e+1
645.81,1.004e+2,,1.004e+2
645.86,1.207e+2,,1.207e+2
645.91,1.445e+2,,1.445e+2
645.96,1.716e+2,,1.716e+2
646.01,2.021e+2,,2.021e+2
646.06,2.357e+2,,2.357e+2
646.11,2.721e+2,,2.721e+2
646.16,3.110e+2,,3.110e+2
646.21,3.517e+2,,3.517e+2
646.26,3.937e+2,,3.937e+2
646.31,4.361e+2,,4.361e+2
646.36,4.781e+2,,4.781e+2
646.41,5.189e+2,,5.189e+2
646.46,5.574e+2,,5.574e+2
646.51,5.927e+2,,5.927e+2
646.56,6.240e+2,,6.240e+2
646.61,6.504e+2,,6.504e+2
646.66,6.713e+2,,6.713e+2
646.71,6.859e+2,,6.859e+2
646.76,6.940e+2,,6.940e+2
646.81,6.954e+2,,6.954e+2
646.86,6.900e+2,,6.900e+2
646.91,6.779e+2,,6.779e+2
646.96,6.596e+2,,6.596e+2
647.01,6.355e+2,,6.355e+2
647.06,6.063e+2,,6.063e+2
647.11,5.728e+2,,5.728e+2
647.16,5.359e+2,,5.359e+2
647.21,4.964e+2,,4.964e+2
647.26,4.553e+2,,4.553e+2
647.31,4.134e+2,,4.134e+2
647.36,3.716e+2,,3.716e+2
647.41,3.307e+2,,3.307e+2
647.46,2.913e+2,,2.913e+2
647.51,2.540e+2,,2.540e+2
647.56,2.191e+2,,2.191e+2
647.61,1.871e+2,,1.871e+2
647.66,1.582e+2,,1.582e+2
647.71,1.322e+2,,1.322e+2
647.76,1.094e+2,,1.094e+2
647.81,8.955e+1,,8.955e+1
647.86,7.251e+1,,7.251e+1
647.91,5.808e+1,,5.808e+1
647.96,4.601e+1,,4.601e+1
648.01,3.605e+1,,3.605e+1
648.06,2.794e+1,,2.794e+1
648.11,2.141e+1,,2.141e+1
648.16,1.623e+1,,1.623e+1
648.21,1.216e+1,,1.216e+1
648.26,9.010e+0,,9.010e+0
648.31,6.600e+0,,6.600e+0
648.36,4.780e+0,,4.780e+0
648.41,3.423e+0,,3.423e+0
648.46,2.423e+0,,2.423e+0
648.51,1.696e+0,,1.696e+0
648.56,1.173e+0,,1.173e+0
648.61,8.021e-1,,8.021e-1
648.66,5.421e-1,,5.421e-1
648.71,3.622e-1,,3.622e-1
648.76,2.391e-1,,2.391e-1
648.81,1.561e-1,,1.561e-1
648.86,1.007e-1,,1.007e-1
648.91,6.419e-2,,6.419e-2
648.96,4.044e-2,,4.044e-2
649.01,2.518e-2,,2.518e-2
649.06,1.550e-2,,1.550e-2
649.11,9.427e-3,,9.427e-3
649.16,5.666e-3,,5.666e-3
649.21,3.366e-3,,3.366e-3
649.26,1.976e-3,,1.976e-3
649.31,1.146e-3,,1.146e-3
649.36,6.573e-4,,6.573e-4
649.41,3.726e-4,,3.726e-4
649.46,2.090e-4,,2.090e-4
649.51,1.165e-4,,1.165e-4
649.56,6.543e-5,,6.543e-5
649.61,3.868e-5,,3.868e-5
649.66,2.699e-5,,2.699e-5
649.71,2.619e-5,,2.619e-5
649.76,3.591e-5,,3.591e-5
649.81,5.945e-5,,5.945e-5
649.86,1.047e-4,,1.047e-4
649.91,1.865e-4,,1.865e-4
649.96,3.305e-4,,3.305e-4
650.01,5.799e-4,,5.799e-4
650.06,1.006e-3,,1.006e-3
650.11,1.725e-3,,1.725e-3
650.16,2.923e-3,,2.923e-3
650.21,4.897e-3,,4.897e-3
650.26,8.107e-3,,8.107e-3
650.31,1.327e-2,,1.327e-2
650.36,2.145e-2,,2.145e-2
650.41,3.429e-2,,3.429e-2
650.46,5.417e-2,,5.417e-2
650.51,8.459e-2,,8.459e-2
650.56,1.305e-1,,1.305e-1
650.61,1.991e-1,,1.991e-1
650.66,3.002e-1,,3.002e-1
650.71,4.473e-1,,4.473e-1
650.76,6.588e-1,,6.588e-1
650.81,9.591e-1,,9.591e-1
650.86,1.380e+0,,1.380e+0
650.91,1.963e+0,,1.963e+0
650.96,2.760e+0,,2.760e+0
651.01,3.836e+0,,3.836e+0
651.06,5.270e+0,,5.270e+0
651.11,7.158e+0,,7.158e+0
651.16,9.612e+0,,9.612e+0
651.21,1.276e+1,,1.276e+1
651.26,1.675e+1,,1.675e+1
651.31,2.174e+1,,2.174e+1
651.36,2.790e+1,,2.790e+1
651.41,3.540e+1,,3.540e+1
651.46,4.444e+1,,4.444e+1
651.51,5.517e+1,,5.517e+1
651.56,6.775e+1,,6.775e+1
651.61,8.232e+1,,8.232e+1
651.66,9.897e+1,,9.897e+1
651.71,1.178e+2,,1.178e+2
651.76,1.387e+2,,1.387e+2
651.81,1.617e+2,,1.617e+2
651.86,1.867e+2,,1.867e+2
651.91,2.136e+2,,2.136e+2
651.96,2.420e+2,,2.420e+2
652.01,2.717e+2,,2.717e+2
652.06,3.025e+2,,3.025e+2
652.11,3.339e+2,,3.339e+2
652.16,3.656e+2,,3.656e+2
652.21,3.973e+2,,3.973e+2
652.26,4.284e+2,,4.284e+2
652.31,4.587e+2,,4.587e+2
652.36,4.877e+2,,4.877e+2
652.41,5.150e+2,,5.150e+2
652.46,5.404e+2,,5.404e+2
652.51,5.634e+2,,5.634e+2
652.56,5.837e+2,,5.837e+2
652.61,6.009e+2,,6.009e+2
652.66,6.147e+2,,6.147e+2
652.71,6.249e+2,,6.249e+2
652.76,6.310e+2,,6.310e+2
652.81,6.330e+2,,6.330e+2
652.86,6.305e+2,,6.305e+2
652.91,6.235e+2,,6.235e+2
652.96,6.120e+2,,6.120e+2
653.01,5.960e+2,,5.960e+2
653.06,5.757e+2,,5.757e+2
653.11,5.514e+2,,5.514e+2
653.16,5.236e+2,,5.236e+2
653.21,4.926e+2,,4.926e+2
653.26,4.592e+2,,4.592e+2
653.31,4.240e+2,,4.240e+2
653.36,3.877e+2,,3.877e+2
653.41,3.509e+2,,3.509e+2
653.46,3.144e+2,,3.144e+2
653.51,2.788e+2,,2.788e+2
653.56,2.446e+2,,2.446e+2
653.61,2.123e+2,,2.123e+2
653.66,1.823e+2,,1.823e+2
653.71,1.548e+2,,1.548e+2
653.76,1.301e+2,,1.301e+2
653.81,1.080e+2,,1.080e+2
653.86,8.873e+1,,8.873e+1
653.91,7.207e+1,,7.207e+1
653.96,5.787e+1,,5.787e+1
654.01,4.595e+1,,4.595e+1
654.06,3.606e+1,,3.606e+1
654.11,2.798e+1,,2.798e+1
654.16,2.147e+1,,2.147e+1
654.21,1.628e+1,,1.628e+1
654.26,1.220e+1,,1.220e+1
654.31,9.039e+0,,9.039e+0
654.36,6.620e+0,,6.620e+0
654.41,4.792e+0,,4.792e+0
654.46,3.429e+0,,3.429e+0
654.51,2.425e+0,,2.425e+0
654.56,1.695e+0,,1.695e+0
654.61,1.171e+0,,1.171e+0
654.66,7.999e-1,,7.999e-1
654.71,5.399e-1,,5.399e-1
654.76,3.602e-1,,3.602e-1
654.81,2.375e-1,,2.375e-1
654.86,1.548e-1,,1.548e-1
654.91,9.970e-2,,9.970e-2
654.96,6.347e-2,,6.347e-2
655.01,3.994e-2,,3.994e-2
655.06,2.484e-2,,2.484e-2
655.11,1.527e-2,,1.527e-2
655.16,9.274e-3,,9.274e-3
655.21,5.568e-3,,5.568e-3
655.26,3.304e-3,,3.304e-3
655.31,1.938e-3,,1.938e-3
655.36,1.123e-3,,1.123e-3
655.41,6.437e-4,,6.437e-4
655.46,3.645e-4,,3.645e-4
655.51,2.040e-4,,2.040e-4
655.56,1.128e-4,,1.128e-4
655.61,6.168e-5,,6.168e-5
655.66,3.333e-5,,3.333e-5
655.71,1.780e-5,,1.780e-5
655.76,9.393e-6,,9.393e-6
655.81,4.900e-6,,4.900e-6
655.86,2.526e-6,,2.526e-6
655.91,1.287e-6,,1.287e-6
655.96,6.483e-7,,6.483e-7
656.01,3.227e-7,,3.227e-7
656.06,1.587e-7,,1.587e-7
656.11,7.718e-8,,7.718e-8
656.16,3.709e-8,,3.709e-8
656.21,1.761e-8,,1.761e-8
656.26,8.268e-9,,8.268e-9
656.31,3.836e-9,,3.836e-9
656.36,1.759e-9,,1.759e-9
656.41,7.970e-10,,7.970e-10
656.46,3.570e-10,,3.570e-10
656.51,1.580e-10,,1.580e-10
656.56,6.914e-11,,6.914e-11
656.61,2.990e-11,,2.990e-11
656.66,1.278e-11,,1.278e-11
656.71,5.397e-12,,5.397e-12
656.76,2.253e-12,,2.253e-12
656.81,9.296e-13,,9.296e-13
656.86,3.791e-13,,3.791e-13
656.91,1.528e-13,,1.528e-13
678.22,8.237e-14,,8.237e-14
678.27,1.977e-13,,1.977e-13
678.32,4.692e-13,,4.692e-13
678.37,1.102e-12,,1.102e-12
678.42,2.560e-12,,2.560e-12
678.47,5.886e-12,,5.886e-12
678.52,1.338e-11,,1.338e-11
678.57,3.011e-11,,3.011e-11
678.62,6.702e-11,,6.702e-11
678.67,1.476e-10,,1.476e-10
678.72,3.215e-10,,3.215e-10
678.77,6.930e-10,,6.930e-10
678.82,1.478e-9,,1.478e-9
678.87,3.117e-9,,3.117e-9
678.92,6.504e-9,,6.504e-9
678.97,1.343e-8,,1.343e-8
679.02,2.743e-8,,2.743e-8
679.07,5.542e-8,,5.542e-8
679.12,1.108e-7,,1.108e-7
679.17,2.191e-7,,2.191e-7
679.22,4.288e-7,,4.288e-7
679.27,8.300e-7,,8.300e-7
679.32,1.590e-6,,1.590e-6
679.37,3.012e-6,,3.012e-6
679.42,5.645e-6,,5.645e-6
679.47,1.047e-5,,1.047e-5
679.52,1.920e-5,,1.920e-5
679.57,3.485e-5,,3.485e-5
679.62,6.258e-5,,6.258e-5
679.67,1.112e-4,,1.112e-4
679.72,1.954e-4,,1.954e-4
679.77,3.397e-4,,3.397e-4
679.82,5.842e-4,,5.842e-4
679.87,9.942e-4,,9.942e-4
679.92,1.674e-3,,1.674e-3
679.97,2.788e-3,,2.788e-3
680.02,4.593e-3,,4.593e-3
680.07,7.487e-3,,7.487e-3
680.12,1.207e-2,,1.207e-2
680.17,1.927e-2,,1.927e-2
680.22,3.041e-2,,3.041e-2
680.27,4.749e-2,,4.749e-2
680.32,7.336e-2,,7.336e-2
680.37,1.121e-1,,1.121e-1
680.42,1.695e-1,,1.695e-1
680.47,2.536e-1,,2.536e-1
680.52,3.753e-1,,3.753e-1
680.57,5.496e-1,,5.496e-1
680.62,7.960e-1,,7.960e-1
680.67,1.141e+0,,1.141e+0
680.72,1.617e+0,,1.617e+0
680.77,2.268e+0,,2.268e+0
680.82,3.147e+0,,3.147e+0
680.87,4.321e+0,,4.321e+0
680.92,5.868e+0,,5.868e+0
680.97,7.884e+0,,7.884e+0
681.02,1.048e+1,,1.048e+1
681.07,1.378e+1,,1.378e+1
681.12,1.793e+1,,1.793e+1
681.17,2.308e+1,,2.308e+1
681.22,2.938e+1,,2.938e+1
681.27,3.702e+1,,3.702e+1
681.32,4.613e+1,,4.613e+1
681.37,5.688e+1,,5.688e+1
681.42,6.938e+1,,6.938e+1
681.47,8.373e+1,,8.373e+1
681.52,9.996e+1,,9.996e+1
681.57,1.181e+2,,1.181e+2
681.62,1.380e+2,,1.380e+2
681.67,1.595e+2,,1.595e+2
681.72,1.824e+2,,1.824e+2
681.77,2.064e+2,,2.064e+2
681.82,2.310e+2,,2.310e+2
681.87,2.558e+2,,2.558e+2
681.92,2.803e+2,,2.803e+2
681.97,3.038e+2,,3.038e+2
682.02,3.258e+2,,3.258e+2
682.07,3.456e+2,,3.456e+2
682.12,3.627e+2,,3.627e+2
682.17,3.766e+2,,3.766e+2
682.22,3.868e+2,,3.868e+2
682.27,3.931e+2,,3.931e+2
682.32,3.952e+2,,3.952e+2
682.37,3.931e+2,,3.931e+2
682.42,3.868e+2,,3.868e+2
682.47,3.766e+2,,3.766e+2
682.52,3.627e+2,,3.627e+2
682.57,3.456e+2,,3.456e+2
682.62,3.258e+2,,3.258e+2
682.67,3.038e+2,,3.038e+2
682.72,2.803e+2,,2.803e+2
682.77,2.558e+2,,2.558e+2
682.82,2.310e+2,,2.310e+2
682.87,2.064e+2,,2.064e+2
682.92,1.824e+2,,1.824e+2
682.97,1.595e+2,,1.595e+2
683.02,1.380e+2,,1.380e+2
683.07,1.181e+2,,1.181e+2
683.12,9.996e+1,,9.996e+1
683.17,8.373e+1,,8.373e+1
683.22,6.938e+1,,6.938e+1
683.27,5.688e+1,,5.688e+1
683.32,4.613e+1,,4.613e+1
683.37,3.702e+1,,3.702e+1
683.42,2.938e+1,,2.938e+1
683.47,2.308e+1,,2.308e+1
683.52,1.793e+1,,1.793e+1
683.57,1.378e+1,,1.378e+1
683.62,1.048e+1,,1.048e+1
683.67,7.884e+0,,7.884e+0
683.72,5.868e+0,,5.868e+0
683.77,4.321e+0,,4.321e+0
683.82,3.147e+0,,3.147e+0
683.87,2.268e+0,,2.268e+0
683.92,1.617e+0,,1.617e+0
683.97,1.141e+0,,1.141e+0
684.02,7.960e-1,,7.960e-1
684.07,5.496e-1,,5.496e-1
684.12,3.753e-1,,3.753e-1
684.17,2.536e-1,,2.536e-1
684.22,1.695e-1,,1.695e-1
684.27,1.121e-1,,1.121e-1
684.32,7.336e-2,,7.336e-2
684.37,4.749e-2,,4.749e-2
684.42,3.041e-2,,3.041e-2
684.47,1.927e-2,,1.927e-2
684.52,1.207e-2,,1.207e-2
684.57,7.487e-3,,7.487e-3
684.62,4.593e-3,,4.593e-3
684.67,2.788e-3,,2.788e-3
684.72,1.674e-3,,1.674e-3
684.77,9.942e-4,,9.942e-4
684.82,5.842e-4,,5.842e-4
684.87,3.397e-4,,3.397e-4
684.92,1.954e-4,,1.954e-4
684.97,1.112e-4,,1.112e-4
685.02,6.258e-5,,6.258e-5
685.07,3.485e-5,,3.485e-5
685.12,1.920e-5,,1.920e-5
685.17,1.047e-5,,1.047e-5
685.22,5.645e-6,,5.645e-6
685.27,3.012e-6,,3.012e-6
685.32,1.590e-6,,1.590e-6
685.37,8.300e-7,,8.300e-7
685.42,4.288e-7,,4.288e-7
685.47,2.191e-7,,2.191e-7
685.52,1.108e-7,,1.108e-7
685.57,5.542e-8,,5.542e-8
685.62,2.743e-8,,2.743e-8
685.67,1.343e-8,,1.343e-8
685.72,6.504e-9,,6.504e-9
685.77,3.117e-9,,3.117e-9
685.82,1.478e-9,,1.478e-9
685.87,6.930e-10,,6.930e-10
685.92,3.215e-10,,3.215e-10
685.97,1.476e-10,,1.476e-10
686.02,6.702e-11,,6.702e-11
686.07,3.011e-11,,3.011e-11
686.12,1.338e-11,,1.338e-11
686.17,5.886e-12,,5.886e-12
686.22,2.560e-12,,2.560e-12
686.27,1.102e-12,,1.102e-12
686.32,4.692e-13,,4.692e-13
686.37,1.977e-13,,1.977e-13
686.42,8.237e-14,,8.237e-14
735.54,3.764e-12,,3.764e-12
735.59,8.446e-12,,8.446e-12
735.64,1.878e-11,,1.878e-11
735.69,4.137e-11,,4.137e-11
735.74,9.030e-11,,9.030e-11
735.79,1.953e-10,,1.953e-10
735.84,4.187e-10,,4.187e-10
735.89,8.894e-10,,8.894e-10
735.94,1.872e-9,,1.872e-9
735.99,3.904e-9,,3.904e-9
736.04,8.068e-9,,8.068e-9
736.09,1.652e-8,,1.652e-8
736.14,3.353e-8,,3.353e-8
736.19,6.741e-8,,6.741e-8
736.24,1.343e-7,,1.343e-7
736.29,2.652e-7,,2.652e-7
736.34,5.189e-7,,5.189e-7
736.39,1.006e-6,,1.006e-6
736.44,1.932e-6,,1.932e-6
736.49,3.678e-6,,3.678e-6
736.54,6.939e-6,,6.939e-6
736.59,1.297e-5,,1.297e-5
736.64,2.402e-5,,2.402e-5
736.69,4.409e-5,,4.409e-5
736.74,8.018e-5,,8.018e-5
736.79,1.445e-4,,1.445e-4
736.84,2.580e-4,,2.580e-4
736.89,4.566e-4,,4.566e-4
736.94,8.005e-4,,8.005e-4
736.99,1.391e-3,,1.391e-3
737.04,2.395e-3,,2.395e-3
737.09,4.085e-3,,4.085e-3
737.14,6.906e-3,,6.906e-3
737.19,1.157e-2,,1.157e-2
737.24,1.920e-2,,1.920e-2
737.29,3.159e-2,,3.159e-2
737.34,5.148e-2,,5.148e-2
737.39,8.315e-2,,8.315e-2
737.44,1.331e-1,,1.331e-1
737.49,2.110e-1,,2.110e-1
737.54,3.316e-1,,3.316e-1
737.59,5.164e-1,,5.164e-1
737.64,7.968e-1,,7.968e-1
737.69,1.218e+0,,1.218e+0
737.74,1.846e+0,,1.846e+0
737.79,2.771e+0,,2.771e+0
737.84,4.122e+0,,4.122e+0
737.89,6.077e+0,,6.077e+0
737.94,8.877e+0,,8.877e+0
737.99,1.285e+1,,1.285e+1
738.04,1.843e+1,,1.843e+1
738.09,2.619e+1,,2.619e+1
738.14,3.689e+1,,3.689e+1
738.19,5.148e+1,,5.148e+1
738.24,7.119e+1,,7.119e+1
738.29,9.755e+1,,9.755e+1
738.34,1.325e+2,,1.325e+2
738.39,1.782e+2,,1.782e+2
738.44,2.376e+2,,2.376e+2
738.49,3.139e+2,,3.139e+2
738.54,4.109e+2,,4.109e+2
738.59,5.331e+2,,5.331e+2
738.64,6.853e+2,,6.853e+2
738.69,8.729e+2,,8.729e+2
738.74,1.102e+3,,1.102e+3
738.79,1.378e+3,,1.378e+3
738.84,1.708e+3,,1.708e+3
738.89,2.097e+3,,2.097e+3
738.94,2.552e+3,,2.552e+3
738.99,3.077e+3,,3.077e+3
739.04,3.677e+3,,3.677e+3
739.09,4.354e+3,,4.354e+3
739.14,5.108e+3,,5.108e+3
739.19,5.939e+3,,5.939e+3
739.24,6.842e+3,,6.842e+3
739.29,7.811e+3,,7.811e+3
739.34,8.835e+3,,8.835e+3
739.39,9.903e+3,,9.903e+3
739.44,1.100e+4,,1.100e+4
739.49,1.211e+4,,1.211e+4
739.54,1.320e+4,,1.320e+4
739.59,1.427e+4,,1.427e+4
739.64,1.528e+4,,1.528e+4
739.69,1.622e+4,,1.622e+4
739.74,1.705e+4,,1.705e+4
739.79,1.777e+4,,1.777e+4
739.84,1.834e+4,,1.834e+4
739.89,1.877e+4,,1.877e+4
739.94,1.902e+4,,1.902e+4
739.99,1.911e+4,,1.911e+4
740.04,1.902e+4,,1.902e+4
740.09,1.877e+4,,1.877e+4
740.14,1.834e+4,,1.834e+4
740.19,1.777e+4,,1.777e+4
740.24,1.705e+4,,1.705e+4
740.29,1.622e+4,,1.622e+4
740.34,1.528e+4,,1.528e+4
740.39,1.427e+4,,1.427e+4
740.44,1.320e+4,,1.320e+4
740.49,1.211e+4,,1.211e+4
740.54,1.100e+4,,1.100e+4
740.59,9.903e+3,,9.903e+3
740.64,8.835e+3,,8.835e+3
740.69,7.811e+3,,7.811e+3
740.74,6.842e+3,,6.842e+3
740.79,5.939e+3,,5.939e+3
740.84,5.108e+3,,5.108e+3
740.89,4.354e+3,,4.354e+3
740.94,3.677e+3,,3.677e+3
740.99,3.077e+3,,3.077e+3
741.04,2.552e+3,,2.552e+3
741.09,2.097e+3,,2.097e+3
741.14,1.708e+3,,1.708e+3
741.19,1.378e+3,,1.378e+3
741.24,1.102e+3,,1.102e+3
741.29,8.729e+2,,8.729e+2
741.34,6.853e+2,,6.853e+2
741.39,5.331e+2,,5.331e+2
741.44,4.109e+2,,4.109e+2
741.49,3.139e+2,,3.139e+2
741.54,2.376e+2,,2.376e+2
741.59,1.782e+2,,1.782e+2
741.64,1.325e+2,,1.325e+2
741.69,9.755e+1,,9.755e+1
741.74,7.119e+1,,7.119e+1
741.79,5.148e+1,,5.148e+1
741.84,3.689e+1,,3.689e+1
741.89,2.619e+1,,2.619e+1
741.94,1.843e+1,,1.843e+1
741.99,1.285e+1,,1.285e+1
742.04,8.877e+0,,8.877e+0
742.09,6.077e+0,,6.077e+0
742.14,4.122e+0,,4.122e+0
742.19,2.771e+0,,2.771e+0
742.24,1.846e+0,,1.846e+0
742.29,1.218e+0,,1.218e+0
742.34,7.968e-1,,7.968e-1
742.39,5.164e-1,,5.164e-1
742.44,3.316e-1,,3.316e-1
742.49,2.110e-1,,2.110e-1
742.54,1.331e-1,,1.331e-1
742.59,8.315e-2,,8.315e-2
742.64,5.148e-2,,5.148e-2
742.69,3.159e-2,,3.159e-2
742.74,1.920e-2,,1.920e-2
742.79,1.157e-2,,1.157e-2
742.84,6.906e-3,,6.906e-3
742.89,4.085e-3,,4.085e-3
742.94,2.395e-3,,2.395e-3
742.99,1.391e-3,,1.391e-3
743.04,8.005e-4,,8.005e-4
743.09,4.566e-4,,4.566e-4
743.14,2.580e-4,,2.580e-4
743.19,1.445e-4,,1.445e-4
743.24,8.018e-5,,8.018e-5
743.29,4.409e-5,,4.409e-5
743.34,2.402e-5,,2.402e-5
743.39,1.297e-5,,1.297e-5
743.44,6.939e-6,,6.939e-6
743.49,3.678e-6,,3.678e-6
743.54,1.932e-6,,1.932e-6
743.59,1.006e-6,,1.006e-6
743.64,5.189e-7,,5.189e-7
743.69,2.652e-7,,2.652e-7
743.74,1.343e-7,,1.343e-7
743.79,6.741e-8,,6.741e-8
743.84,3.353e-8,,3.353e-8
743.89,1.652e-8,,1.652e-8
743.94,8.068e-9,,8.068e-9
743.99,3.904e-9,,3.904e-9
744.04,1.872e-9,,1.872e-9
744.09,8.894e-10,,8.894e-10
744.14,4.187e-10,,4.187e-10
744.19,1.953e-10,,1.953e-10
744.24,9.030e-11,,9.030e-11
744.29,4.137e-11,,4.137e-11
744.34,1.878e-11,,1.878e-11
744.39,8.446e-12,,8.446e-12
744.44,3.764e-12,,3.764e-12
753.34,2.943e-12,,2.943e-12
753.39,6.481e-12,,6.481e-12
753.44,1.415e-11,,1.415e-11
753.49,3.062e-11,,3.062e-11
753.54,6.570e-11,,6.570e-11
753.59,1.397e-10,,1.397e-10
753.64,2.947e-10,,2.947e-10
753.69,6.159e-10,,6.159e-10
753.74,1.276e-9,,1.276e-9
753.79,2.622e-9,,2.622e-9
753.84,5.338e-9,,5.338e-9
753.89,1.078e-8,,1.078e-8
753.94,2.157e-8,,2.157e-8
753.99,4.278e-8,,4.278e-8
754.04,8.414e-8,,8.414e-8
754.09,1.640e-7,,1.640e-7
754.14,3.171e-7,,3.171e-7
754.19,6.075e-7,,6.075e-7
754.24,1.154e-6,,1.154e-6
754.29,2.172e-6,,2.172e-6
754.34,4.055e-6,,4.055e-6
754.39,7.504e-6,,7.504e-6
754.44,1.376e-5,,1.376e-5
754.49,2.503e-5,,2.503e-5
754.54,4.512e-5,,4.512e-5
754.59,8.064e-5,,8.064e-5
754.64,1.429e-4,,1.429e-4
754.69,2.509e-4,,2.509e-4
754.74,4.368e-4,,4.368e-4
754.79,7.539e-4,,7.539e-4
754.84,1.290e-3,,1.290e-3
754.89,2.188e-3,,2.188e-3
754.94,3.679e-3,,3.679e-3
754.99,6.132e-3,,6.132e-3
755.04,1.013e-2,,1.013e-2
755.09,1.660e-2,,1.660e-2
755.14,2.696e-2,,2.696e-2
755.19,4.339e-2,,4.339e-2
755.24,6.925e-2,,6.925e-2
755.29,1.096e-1,,1.096e-1
755.34,1.718e-1,,1.718e-1
755.39,2.672e-1,,2.672e-1
755.44,4.118e-1,,4.118e-1
755.49,6.291e-1,,6.291e-1
755.54,9.529e-1,,9.529e-1
755.59,1.431e+0,,1.431e+0
755.64,2.130e+0,,2.130e+0
755.69,3.143e+0,,3.143e+0
755.74,4.598e+0,,4.598e+0
755.79,6.668e+0,,6.668e+0
755.84,9.585e+0,,9.585e+0
755.89,1.366e+1,,1.366e+1
755.94,1.930e+1,,1.930e+1
755.99,2.703e+1,,2.703e+1
756.04,3.753e+1,,3.753e+1
756.09,5.165e+1,,5.165e+1
756.14,7.048e+1,,7.048e+1
756.19,9.533e+1,,9.533e+1
756.24,1.278e+2,,1.278e+2
756.29,1.699e+2,,1.699e+2
756.34,2.239e+2,,2.239e+2
756.39,2.925e+2,,2.925e+2
756.45,3.985e+2,,3.985e+2
756.5,5.107e+2,,5.107e+2
756.55,6.488e+2,,6.488e+2
756.6,8.171e+2,,8.171e+2
756.65,1.020e+3,,1.020e+3
756.7,1.263e+3,,1.263e+3
756.75,1.549e+3,,1.549e+3
756.8,1.884e+3,,1.884e+3
756.85,2.272e+3,,2.272e+3
756.9,2.716e+3,,2.716e+3
756.95,3.219e+3,,3.219e+3
757,3.781e+3,,3.781e+3
757.05,4.403e+3,,4.403e+3
757.1,5.083e+3,,5.083e+3
757.15,5.818e+3,,5.818e+3
757.2,6.600e+3,,6.600e+3
757.25,7.423e+3,,7.423e+3
757.3,8.276e+3,,8.276e+3
757.35,9.148e+3,,9.148e+3
757.4,1.002e+4,,1.002e+4
757.45,1.089e+4,,1.089e+4
757.5,1.172e+4,,1.172e+4
757.55,1.251e+4,,1.251e+4
757.6,1.324e+4,,1.324e+4
757.65,1.389e+4,,1.389e+4
757.7,1.445e+4,,1.445e+4
757.75,1.489e+4,,1.489e+4
757.8,1.522e+4,,1.522e+4
757.85,1.542e+4,,1.542e+4
757.9,1.549e+4,,1.549e+4
757.95,1.542e+4,,1.542e+4
758,1.522e+4,,1.522e+4
758.05,1.489e+4,,1.489e+4
758.1,1.445e+4,,1.445e+4
758.15,1.389e+4,,1.389e+4
758.2,1.324e+4,,1.324e+4
758.25,1.251e+4,,1.251e+4
758.3,1.172e+4,,1.172e+4
758.35,1.089e+4,,1.089e+4
758.4,1.002e+4,,1.002e+4
758.45,9.148e+3,,9.148e+3
758.5,8.276e+3,,8.276e+3
758.55,7.423e+3,,7.423e+3
758.6,6.600e+3,,6.600e+3
758.65,5.818e+3,,5.818e+3
758.7,5.083e+3,,5.083e+3
758.75,4.403e+3,,4.403e+3
758.8,3.781e+3,,3.781e+3
758.85,3.219e+3,,3.219e+3
758.9,2.716e+3,,2.716e+3
758.95,2.272e+3,,2.272e+3
759,1.884e+3,,1.884e+3
759.05,1.549e+3,,1.549e+3
759.1,1.263e+3,,1.263e+3
759.15,1.020e+3,,1.020e+3
759.2,8.171e+2,,8.171e+2
759.25,6.488e+2,,6.488e+2
759.3,5.107e+2,,5.107e+2
759.35,3.985e+2,,3.985e+2
759.4,3.082e+2,,3.082e+2
759.45,2.364e+2,,2.364e+2
759.5,1.797e+2,,1.797e+2
759.55,1.354e+2,,1.354e+2
759.6,1.012e+2,,1.012e+2
759.65,7.492e+1,,7.492e+1
759.7,5.500e+1,,5.500e+1
759.75,4.003e+1,,4.003e+1
759.8,2.888e+1,,2.888e+1
759.85,2.066e+1,,2.066e+1
759.9,1.465e+1,,1.465e+1
759.95,1.030e+1,,1.030e+1
760,7.175e+0,,7.175e+0
760.05,4.956e+0,,4.956e+0
760.1,3.394e+0,,3.394e+0
760.15,2.304e+0,,2.304e+0
760.2,1.550e+0,,1.550e+0
760.25,1.034e+0,,1.034e+0
760.3,6.841e-1,,6.841e-1
760.35,4.485e-1,,4.485e-1
760.4,2.915e-1,,2.915e-1
760.45,1.878e-1,,1.878e-1
760.5,1.200e-1,,1.200e-1
760.55,7.596e-2,,7.596e-2
760.6,4.768e-2,,4.768e-2
760.65,2.967e-2,,2.967e-2
760.7,1.830e-2,,1.830e-2
760.75,1.119e-2,,1.119e-2
760.8,6.785e-3,,6.785e-3
760.85,4.078e-3,,4.078e-3
760.9,2.429e-3,,2.429e-3
760.95,1.435e-3,,1.435e-3
761,8.400e-4,,8.400e-4
761.05,4.875e-4,,4.875e-4
761.1,2.805e-4,,2.805e-4
761.15,1.600e-4,,1.600e-4
761.2,9.049e-5,,9.049e-5
761.25,5.074e-5,,5.074e-5
761.3,2.824e-5,,2.824e-5
761.35,1.564e-5,,1.564e-5
761.4,8.708e-6,,8.708e-6
761.45,5.030e-6,,5.030e-6
761.5,3.300e-6,,3.300e-6
761.55,2.886e-6,,2.886e-6
761.6,3.633e-6,,3.633e-6
761.65,5.806e-6,,5.806e-6
