Wavelength (nm),Sum,Cr I (8.9e-02),Cr II (9.1e-01)
  463.35,1.92E+06,1.92E+06,
  463.4,2.28E+06,2.28E+06,
  463.45,2.78E+06,2.78E+06,
  463.5,3.44E+06,3.44E+06,
  463.55,4.24E+06,4.24E+06,
  463.6,5.19E+06,5.19E+06,
  463.65,6.29E+06,6.29E+06,
  463.7,7.54E+06,7.54E+06,
  463.75,8.96E+06,8.96E+06,
  463.8,1.06E+07,1.06E+07,
  463.85,1.24E+07,1.24E+07,
  463.9,1.45E+07,1.45E+07,
  463.95,1.69E+07,1.69E+07,
  464,1.96E+07,1.96E+07,
  464.05,2.28E+07,2.28E+07,
  464.1,2.65E+07,2.65E+07,
  464.15,3.05E+07,3.05E+07,
  464.2,3.51E+07,3.51E+07,
  464.25,3.99E+07,3.99E+07,
  464.3,4.49E+07,4.49E+07,
  464.35,5.00E+07,5.00E+07,
  464.4,5.49E+07,5.49E+07,
  464.45,5.93E+07,5.93E+07,
  464.5,6.31E+07,6.31E+07,
  464.55,6.61E+07,6.61E+07,
  464.6,6.81E+07,6.81E+07,
  464.65,6.91E+07,6.91E+07,
  464.7,6.91E+07,6.91E+07,
  464.75,6.81E+07,6.81E+07,
  464.8,6.63E+07,6.63E+07,
  464.85,6.40E+07,6.40E+07,
  464.9,6.11E+07,6.11E+07,
  464.95,5.81E+07,5.81E+07,
  465,5.49E+07,5.49E+07,
  465.05,5.16E+07,5.16E+07,
  465.1,4.84E+07,4.84E+07,
  465.15,4.53E+07,4.53E+07,
  465.2,4.21E+07,4.21E+07,
  465.25,3.90E+07,3.90E+07,
  465.3,3.58E+07,3.58E+07,
  465.35,3.26E+07,3.26E+07,
  465.4,2.94E+07,2.94E+07,
  465.45,2.62E+07,2.62E+07,
  465.5,2.31E+07,2.31E+07,
  465.55,2.01E+07,2.01E+07,
  465.6,1.73E+07,1.73E+07,
  465.65,1.48E+07,1.48E+07,
  465.7,1.25E+07,1.25E+07,
  465.75,1.07E+07,1.07E+07,
  465.8,9.20E+06,9.20E+06,
  465.85,8.10E+06,8.10E+06,
  465.9,7.35E+06,7.35E+06,
  465.95,6.95E+06,6.95E+06,
  466,6.84E+06,6.84E+06,
  466.05,6.99E+06,6.99E+06,
  466.1,7.35E+06,7.35E+06,
  466.15,7.86E+06,7.86E+06,
  466.2,8.49E+06,8.49E+06,
  466.25,9.18E+06,9.18E+06,
  466.3,9.90E+06,9.90E+06,
  466.35,1.06E+07,1.06E+07,
  466.4,1.13E+07,1.13E+07,
  466.45,1.19E+07,1.19E+07,
  466.5,1.24E+07,1.24E+07,
  466.55,1.28E+07,1.28E+07,
  466.6,1.31E+07,1.31E+07,
  466.65,1.33E+07,1.33E+07,
  466.7,1.33E+07,1.33E+07,
  466.75,1.32E+07,1.32E+07,
  466.8,1.30E+07,1.30E+07,
  466.85,1.26E+07,1.26E+07,
  466.9,1.20E+07,1.20E+07,
  466.95,1.14E+07,1.14E+07,
  467,1.06E+07,1.06E+07,
  467.05,9.68E+06,9.68E+06,
  467.1,8.73E+06,8.73E+06,
  467.15,7.76E+06,7.76E+06,
  467.2,6.79E+06,6.79E+06,
  467.25,5.86E+06,5.86E+06,
  467.3,5.01E+06,5.01E+06,
  467.35,4.25E+06,4.25E+06,
  467.4,3.62E+06,3.62E+06,
  467.45,3.12E+06,3.12E+06,
  467.5,2.76E+06,2.76E+06,
  467.55,2.54E+06,2.54E+06,
  467.6,2.46E+06,2.46E+06,
  467.65,2.50E+06,2.50E+06,
  467.7,2.64E+06,2.64E+06,
  467.75,2.86E+06,2.86E+06,
  467.8,3.13E+06,3.13E+06,
  467.85,3.43E+06,3.43E+06,
  467.9,3.73E+06,3.73E+06,
  467.95,4.01E+06,4.01E+06,
  468,4.25E+06,4.25E+06,
  468.05,4.44E+06,4.44E+06,
  468.1,4.59E+06,4.59E+06,
  468.15,4.69E+06,4.69E+06,
  468.2,4.77E+06,4.77E+06,
  468.25,4.84E+06,4.84E+06,
  468.3,4.94E+06,4.94E+06,
  468.35,5.09E+06,5.09E+06,
  468.4,5.31E+06,5.31E+06,
  468.45,5.63E+06,5.63E+06,
  468.5,6.06E+06,6.06E+06,
  468.55,6.59E+06,6.59E+06,
  468.6,7.22E+06,7.22E+06,
  468.65,7.92E+06,7.92E+06,
  468.7,8.67E+06,8.67E+06,
  468.75,9.41E+06,9.41E+06,
  468.8,1.01E+07,1.01E+07,
  468.85,1.08E+07,1.08E+07,
  468.9,1.13E+07,1.13E+07,
  468.95,1.17E+07,1.17E+07,
  469,1.20E+07,1.20E+07,
  469.05,1.22E+07,1.22E+07,
  469.1,1.23E+07,1.23E+07,
  469.15,1.23E+07,1.23E+07,
  469.2,1.24E+07,1.24E+07,
  469.25,1.24E+07,1.24E+07,
  469.3,1.26E+07,1.26E+07,
  469.35,1.28E+07,1.28E+07,
  469.4,1.32E+07,1.32E+07,
  469.45,1.36E+07,1.36E+07,
  469.5,1.42E+07,1.42E+07,
  469.55,1.49E+07,1.49E+07,
  469.6,1.55E+07,1.55E+07,
  469.65,1.62E+07,1.62E+07,
  469.7,1.68E+07,1.68E+07,
  469.75,1.72E+07,1.72E+07,
  469.8,1.75E+07,1.75E+07,
  469.85,1.75E+07,1.75E+07,
  469.9,1.74E+07,1.74E+07,
  469.95,1.71E+07,1.71E+07,
  470,1.67E+07,1.67E+07,
  470.05,1.63E+07,1.63E+07,
  470.1,1.59E+07,1.59E+07,
  470.15,1.57E+07,1.57E+07,
  470.2,1.58E+07,1.58E+07,
  470.25,1.62E+07,1.62E+07,
  470.3,1.69E+07,1.69E+07,
  470.35,1.81E+07,1.81E+07,
  470.4,1.96E+07,1.96E+07,
  470.45,2.14E+07,2.14E+07,
  470.5,2.34E+07,2.34E+07,
  470.55,2.55E+07,2.55E+07,
  470.6,2.75E+07,2.75E+07,
  470.65,2.92E+07,2.92E+07,
  470.7,3.06E+07,3.06E+07,
  470.75,3.14E+07,3.14E+07,
  470.8,3.17E+07,3.17E+07,
  470.85,3.14E+07,3.14E+07,
  470.9,3.05E+07,3.05E+07,
  470.95,2.91E+07,2.91E+07,
  471,2.73E+07,2.73E+07,
  471.05,2.53E+07,2.53E+07,
  471.1,2.33E+07,2.33E+07,
  471.15,2.14E+07,2.14E+07,
  471.2,1.98E+07,1.98E+07,
  471.25,1.87E+07,1.87E+07,
  471.3,1.80E+07,1.80E+07,
  471.35,1.80E+07,1.80E+07,
  471.4,1.86E+07,1.86E+07,
  471.45,1.96E+07,1.96E+07,
  471.5,2.12E+07,2.12E+07,
  471.55,2.31E+07,2.31E+07,
  471.6,2.51E+07,2.51E+07,
  471.65,2.72E+07,2.72E+07,
  471.7,2.91E+07,2.91E+07,
  471.75,3.08E+07,3.08E+07,
  471.8,3.21E+07,3.21E+07,
  471.85,3.29E+07,3.29E+07,
  471.9,3.33E+07,3.33E+07,
  471.95,3.32E+07,3.32E+07,
  472,3.27E+07,3.27E+07,
  472.05,3.19E+07,3.19E+07,
  472.1,3.09E+07,3.09E+07,
  472.15,2.97E+07,2.97E+07,
  472.2,2.85E+07,2.85E+07,
  472.25,2.74E+07,2.74E+07,
  472.3,2.64E+07,2.64E+07,
  472.35,2.57E+07,2.57E+07,
  472.4,2.51E+07,2.51E+07,
  472.45,2.49E+07,2.49E+07,
  472.5,2.49E+07,2.49E+07,
  472.55,2.51E+07,2.51E+07,
  472.6,2.55E+07,2.55E+07,
  472.65,2.61E+07,2.61E+07,
  472.7,2.68E+07,2.68E+07,
  472.75,2.75E+07,2.75E+07,
  472.8,2.82E+07,2.82E+07,
  472.85,2.88E+07,2.88E+07,
  472.9,2.93E+07,2.93E+07,
  472.95,2.95E+07,2.95E+07,
  473,2.96E+07,2.96E+07,
  473.05,2.95E+07,2.95E+07,
  473.1,2.93E+07,2.93E+07,
  473.15,2.89E+07,2.89E+07,
  473.2,2.84E+07,2.84E+07,
  473.25,2.78E+07,2.78E+07,
  473.3,2.74E+07,2.74E+07,
  473.35,2.70E+07,2.70E+07,
  473.4,2.67E+07,2.67E+07,
  473.45,2.65E+07,2.65E+07,
  473.5,2.65E+07,2.65E+07,
  473.55,2.64E+07,2.64E+07,
  473.6,2.63E+07,2.63E+07,
  473.65,2.62E+07,2.62E+07,
  473.7,2.58E+07,2.58E+07,
  473.75,2.53E+07,2.53E+07,
  473.8,2.45E+07,2.45E+07,
  473.85,2.34E+07,2.34E+07,
  473.9,2.20E+07,2.20E+07,
  473.95,2.05E+07,2.05E+07,
  474,1.88E+07,1.88E+07,
  474.05,1.70E+07,1.70E+07,
  474.1,1.51E+07,1.51E+07,
  474.15,1.33E+07,1.33E+07,
  474.2,1.16E+07,1.16E+07,
  474.25,1.01E+07,1.01E+07,
  474.3,8.73E+06,8.73E+06,
  474.35,7.62E+06,7.62E+06,
  474.4,6.77E+06,6.77E+06,
  474.45,6.21E+06,6.21E+06,
  474.5,5.97E+06,5.97E+06,
  474.55,6.07E+06,6.07E+06,
  474.6,6.52E+06,6.52E+06,
  474.65,7.34E+06,7.34E+06,
  474.7,8.54E+06,8.54E+06,
  474.75,1.01E+07,1.01E+07,
  474.8,1.21E+07,1.21E+07,
  474.85,1.44E+07,1.44E+07,
  474.9,1.71E+07,1.71E+07,
  474.95,2.00E+07,2.00E+07,
  475,2.31E+07,2.31E+07,
  475.05,2.63E+07,2.63E+07,
  475.1,2.96E+07,2.96E+07,
  475.15,3.29E+07,3.29E+07,
  475.2,3.61E+07,3.61E+07,
  475.25,3.90E+07,3.90E+07,
  475.3,4.15E+07,4.15E+07,
  475.35,4.37E+07,4.37E+07,
  475.4,4.53E+07,4.53E+07,
  475.45,4.63E+07,4.63E+07,
  475.5,4.67E+07,4.67E+07,
  475.55,4.65E+07,4.65E+07,
  475.6,4.55E+07,4.55E+07,
  475.65,4.40E+07,4.40E+07,
  475.7,4.18E+07,4.18E+07,
  475.75,3.92E+07,3.92E+07,
  475.8,3.63E+07,3.63E+07,
  475.85,3.32E+07,3.32E+07,
  475.9,3.00E+07,3.00E+07,
  475.95,2.69E+07,2.69E+07,
  476,2.40E+07,2.40E+07,
  476.05,2.14E+07,2.14E+07,
  476.1,1.91E+07,1.91E+07,
  476.15,1.73E+07,1.73E+07,
  476.2,1.58E+07,1.58E+07,
  476.25,1.47E+07,1.47E+07,
  476.3,1.38E+07,1.38E+07,
  476.35,1.32E+07,1.32E+07,
  476.4,1.28E+07,1.28E+07,
  476.45,1.24E+07,1.24E+07,
  476.5,1.21E+07,1.21E+07,
  476.55,1.17E+07,1.17E+07,
  476.6,1.13E+07,1.13E+07,
  476.65,1.08E+07,1.08E+07,
  476.7,1.02E+07,1.02E+07,
  476.75,9.55E+06,9.55E+06,
  476.8,8.80E+06,8.80E+06,
  476.85,8.00E+06,8.00E+06,
  476.9,7.17E+06,7.17E+06,
  476.95,6.33E+06,6.33E+06,
  477,5.50E+06,5.50E+06,
  477.05,4.70E+06,4.70E+06,
  477.1,3.96E+06,3.96E+06,
  477.15,3.28E+06,3.28E+06,
  477.2,2.66E+06,2.66E+06,
  477.25,2.13E+06,2.13E+06,
  477.3,1.67E+06,1.67E+06,
  477.35,1.29E+06,1.29E+06,
  477.4,9.74E+05,9.74E+05,
  477.45,7.24E+05,7.24E+05,
  477.5,5.28E+05,5.28E+05,
  477.55,3.80E+05,3.80E+05,
  477.6,2.72E+05,2.72E+05,
  477.65,1.96E+05,1.96E+05,
  477.7,1.50E+05,1.50E+05,
  477.75,1.29E+05,1.29E+05,
  477.8,1.33E+05,1.33E+05,
  477.85,1.65E+05,1.65E+05,
  477.9,2.32E+05,2.32E+05,
  477.95,3.41E+05,3.41E+05,
  478,5.08E+05,5.08E+05,
  478.05,7.49E+05,7.49E+05,
  478.1,1.09E+06,1.09E+06,
  478.15,1.55E+06,1.55E+06,
  478.2,2.17E+06,2.17E+06,
  478.25,2.97E+06,2.97E+06,
  478.3,3.98E+06,3.98E+06,
  478.35,5.22E+06,5.22E+06,
  478.4,6.72E+06,6.72E+06,
  478.45,8.46E+06,8.46E+06,
  478.5,1.05E+07,1.05E+07,
  478.56,1.31E+07,1.31E+07,
  478.61,1.55E+07,1.55E+07,
  478.66,1.80E+07,1.80E+07,
  478.71,2.04E+07,2.04E+07,
  478.76,2.28E+07,2.28E+07,
  478.81,2.50E+07,2.50E+07,
  478.86,2.69E+07,2.69E+07,
  478.91,2.84E+07,2.84E+07,
  478.96,2.96E+07,2.96E+07,
  479.01,3.02E+07,3.02E+07,
  479.06,3.04E+07,3.04E+07,
  479.11,3.02E+07,3.02E+07,
  479.16,2.96E+07,2.96E+07,
  479.21,2.86E+07,2.86E+07,
  479.26,2.74E+07,2.74E+07,
  479.31,2.60E+07,2.60E+07,
  479.36,2.46E+07,2.46E+07,
  479.41,2.32E+07,2.32E+07,
  479.46,2.19E+07,2.19E+07,
  479.51,2.08E+07,2.08E+07,
  479.56,1.99E+07,1.99E+07,
  479.61,1.94E+07,1.94E+07,
  479.66,1.91E+07,1.91E+07,
  479.71,1.90E+07,1.90E+07,
  479.76,1.92E+07,1.92E+07,
  479.81,1.95E+07,1.95E+07,
  479.86,1.99E+07,1.99E+07,
  479.91,2.03E+07,2.03E+07,
  479.96,2.06E+07,2.06E+07,
  480.01,2.08E+07,2.08E+07,
  480.06,2.07E+07,2.07E+07,
  480.11,2.03E+07,2.03E+07,
  480.16,1.96E+07,1.96E+07,
  480.21,1.86E+07,1.86E+07,
  480.26,1.73E+07,1.73E+07,
  480.31,1.58E+07,1.58E+07,
  480.36,1.42E+07,1.42E+07,
  480.41,1.25E+07,1.25E+07,
  480.46,1.08E+07,1.08E+07,
  480.51,9.07E+06,9.07E+06,
  480.56,7.50E+06,7.50E+06,
  480.61,6.09E+06,6.09E+06,
  480.66,4.84E+06,4.84E+06,
  480.71,3.80E+06,3.80E+06,
  480.76,2.94E+06,2.94E+06,
  480.81,2.27E+06,2.27E+06,
  480.86,1.78E+06,1.78E+06,
  480.91,1.44E+06,1.44E+06,
  480.96,1.23E+06,1.23E+06,
  481.01,1.15E+06,1.15E+06,
  481.06,1.18E+06,1.18E+06,
  481.11,1.29E+06,1.29E+06,
  481.16,1.48E+06,1.48E+06,
  481.21,1.73E+06,1.73E+06,
  481.26,2.03E+06,2.03E+06,
  481.31,2.37E+06,2.37E+06,
  481.36,2.74E+06,2.74E+06,
  481.41,3.11E+06,3.11E+06,
  481.46,3.49E+06,3.49E+06,
  481.51,3.84E+06,3.84E+06,
  481.56,4.17E+06,4.17E+06,
  481.61,4.45E+06,4.45E+06,
  481.66,4.68E+06,4.68E+06,
  481.71,4.86E+06,4.86E+06,
  481.76,4.96E+06,4.96E+06,
  481.81,5.00E+06,5.00E+06,
  481.86,4.98E+06,4.98E+06,
  481.91,4.90E+06,4.90E+06,
  481.96,4.77E+06,4.77E+06,
  482.01,4.59E+06,4.59E+06,
  482.06,4.38E+06,4.38E+06,
  482.11,4.14E+06,4.14E+06,
  482.16,3.88E+06,3.88E+06,
  482.21,3.62E+06,3.62E+06,
  482.26,3.34E+06,3.34E+06,
  482.31,3.07E+06,3.07E+06,
  482.36,2.80E+06,2.80E+06,
  482.41,2.53E+06,2.53E+06,
  482.46,2.26E+06,2.26E+06,
  482.51,2.01E+06,2.01E+06,
  482.56,1.77E+06,1.77E+06,
  482.61,1.53E+06,1.53E+06,
  482.66,1.32E+06,1.32E+06,
  482.71,1.12E+06,1.12E+06,
  482.76,9.32E+05,9.32E+05,
  482.81,7.69E+05,7.69E+05,
  482.86,6.28E+05,6.28E+05,
  482.91,5.09E+05,5.09E+05,
  482.96,4.12E+05,4.12E+05,
  483.01,3.38E+05,3.38E+05,
  483.06,2.86E+05,2.86E+05,
  483.11,2.55E+05,2.55E+05,
  483.16,2.44E+05,2.44E+05,
  483.21,2.52E+05,2.52E+05,
  483.26,2.77E+05,2.77E+05,
  483.31,3.18E+05,3.18E+05,
  483.36,3.72E+05,3.72E+05,
  483.41,4.38E+05,4.38E+05,
  483.46,5.12E+05,5.12E+05,
  483.51,5.90E+05,5.90E+05,
  483.56,6.69E+05,6.69E+05,
  483.61,7.44E+05,7.44E+05,
  483.66,8.10E+05,8.10E+05,
  483.71,8.65E+05,8.65E+05,
  483.76,9.04E+05,9.04E+05,
  483.81,9.26E+05,9.26E+05,
  483.86,9.28E+05,9.28E+05,
  483.91,9.10E+05,9.10E+05,
  483.96,8.74E+05,8.74E+05,
  484.01,8.21E+05,8.21E+05,
  484.06,7.56E+05,7.56E+05,
  484.11,6.81E+05,6.81E+05,
  484.16,6.00E+05,6.00E+05,
  484.21,5.18E+05,5.18E+05,
  484.26,4.37E+05,4.37E+05,
  484.31,3.62E+05,3.62E+05,
  484.36,2.93E+05,2.93E+05,
  484.41,2.32E+05,2.32E+05,
  484.46,1.80E+05,1.80E+05,
  484.51,1.37E+05,1.37E+05,
  484.56,1.02E+05,1.02E+05,
  484.61,7.38E+04,7.38E+04,
  484.66,5.26E+04,5.26E+04,
  484.71,3.66E+04,3.66E+04,
  484.76,2.50E+04,2.50E+04,
  484.81,1.67E+04,1.67E+04,
  484.86,1.09E+04,1.09E+04,
  484.91,6.98E+03,6.98E+03,
  484.96,4.38E+03,4.38E+03,
  485.01,2.68E+03,2.68E+03,
  485.06,1.61E+03,1.61E+03,
  485.11,9.48E+02,9.48E+02,
  485.16,5.49E+02,5.49E+02,
  485.21,3.18E+02,3.18E+02,
  485.26,1.94E+02,1.94E+02,
  485.31,1.45E+02,1.45E+02,
  485.36,1.60E+02,1.60E+02,
  485.41,2.53E+02,2.53E+02,
  485.46,4.68E+02,4.68E+02,
  485.51,8.99E+02,8.99E+02,
  485.56,1.72E+03,1.72E+03,
  485.61,3.22E+03,3.22E+03,
  485.66,5.91E+03,5.91E+03,
  485.71,1.06E+04,1.06E+04,
  485.76,1.88E+04,1.88E+04,
  485.81,3.24E+04,3.24E+04,
  485.86,5.47E+04,5.47E+04,
  485.91,9.06E+04,9.06E+04,
  485.96,1.47E+05,1.47E+05,
  486.01,2.33E+05,2.33E+05,
  486.06,3.62E+05,3.62E+05,
  486.11,5.50E+05,5.50E+05,
  486.16,8.19E+05,8.19E+05,
  486.21,1.20E+06,1.20E+06,
  486.26,1.71E+06,1.71E+06,
  486.31,2.39E+06,2.39E+06,
  486.36,3.27E+06,3.27E+06,
  486.41,4.38E+06,4.38E+06,
  486.46,5.74E+06,5.74E+06,
  486.51,7.38E+06,7.38E+06,
  486.56,9.29E+06,9.29E+06,
  486.61,1.14E+07,1.14E+07,
  486.66,1.38E+07,1.38E+07,
  486.71,1.63E+07,1.63E+07,
  486.76,1.89E+07,1.89E+07,
  486.81,2.14E+07,2.14E+07,
  486.86,2.37E+07,2.37E+07,
  486.91,2.57E+07,2.57E+07,
  486.96,2.73E+07,2.73E+07,
  487.01,2.84E+07,2.84E+07,
  487.06,2.90E+07,2.90E+07,
  487.11,2.89E+07,2.89E+07,
  487.16,2.83E+07,2.83E+07,
  487.21,2.70E+07,2.70E+07,
  487.26,2.53E+07,2.53E+07,
  487.31,2.32E+07,2.32E+07,
  487.36,2.09E+07,2.09E+07,
  487.41,1.84E+07,1.84E+07,
  487.46,1.59E+07,1.59E+07,
  487.51,1.34E+07,1.34E+07,
  487.56,1.11E+07,1.11E+07,
  487.61,9.11E+06,9.11E+06,
  487.66,7.38E+06,7.38E+06,
  487.71,5.98E+06,5.98E+06,
  487.76,4.93E+06,4.93E+06,
  487.81,4.24E+06,4.24E+06,
  487.86,3.92E+06,3.92E+06,
  487.91,3.96E+06,3.96E+06,
  487.96,4.37E+06,4.37E+06,
  488.01,5.15E+06,5.15E+06,
  488.06,6.31E+06,6.31E+06,
  488.11,7.84E+06,7.84E+06,
  488.16,9.72E+06,9.72E+06,
  488.21,1.19E+07,1.19E+07,
  488.26,1.44E+07,1.44E+07,
  488.31,1.71E+07,1.71E+07,
  488.36,1.99E+07,1.99E+07,
  488.41,2.27E+07,2.27E+07,
  488.46,2.54E+07,2.54E+07,
  488.51,2.77E+07,2.77E+07,
  488.56,2.97E+07,2.97E+07,
  488.61,3.12E+07,3.12E+07,
  488.66,3.20E+07,3.20E+07,
  488.71,3.22E+07,3.22E+07,
  488.76,3.18E+07,3.18E+07,
  488.81,3.07E+07,3.07E+07,
  488.86,2.90E+07,2.90E+07,
  488.91,2.68E+07,2.68E+07,
  488.96,2.43E+07,2.43E+07,
  489.01,2.16E+07,2.16E+07,
  489.06,1.87E+07,1.87E+07,
  489.11,1.60E+07,1.60E+07,
  489.16,1.33E+07,1.33E+07,
  489.21,1.09E+07,1.09E+07,
  489.26,8.68E+06,8.68E+06,
  489.31,6.79E+06,6.79E+06,
  489.36,5.21E+06,5.21E+06,
  489.41,3.91E+06,3.91E+06,
  489.46,2.87E+06,2.87E+06,
  489.51,2.07E+06,2.07E+06,
  489.56,1.46E+06,1.46E+06,
  489.61,1.01E+06,1.01E+06,
  489.66,6.80E+05,6.80E+05,
  489.71,4.50E+05,4.50E+05,
  489.76,2.92E+05,2.92E+05,
  489.81,1.85E+05,1.85E+05,
  489.86,1.15E+05,1.15E+05,
  489.91,7.02E+04,7.02E+04,
  489.96,4.18E+04,4.18E+04,
  490.01,2.44E+04,2.44E+04,
  490.06,1.40E+04,1.40E+04,
  490.11,7.82E+03,7.82E+03,
  490.16,4.29E+03,4.29E+03,
  490.21,2.31E+03,2.31E+03,
  490.26,1.22E+03,1.22E+03,
  490.31,6.35E+02,6.35E+02,
  490.36,3.40E+02,3.40E+02,
  490.41,2.10E+02,2.10E+02,
  490.46,1.89E+02,1.89E+02,
  490.51,2.70E+02,2.70E+02,
  490.56,4.88E+02,4.88E+02,
  490.61,9.36E+02,9.36E+02,
  490.66,1.80E+03,1.80E+03,
  490.71,3.40E+03,3.40E+03,
  490.76,6.29E+03,6.29E+03,
  490.81,1.14E+04,1.14E+04,
  490.86,2.03E+04,2.03E+04,
  490.91,3.54E+04,3.54E+04,
  490.96,6.04E+04,6.04E+04,
  491.01,1.01E+05,1.01E+05,
  491.06,1.65E+05,1.65E+05,
  491.11,2.65E+05,2.65E+05,
  491.16,4.17E+05,4.17E+05,
  491.21,6.42E+05,6.42E+05,
  491.26,9.67E+05,9.67E+05,
  491.31,1.43E+06,1.43E+06,
  491.36,2.07E+06,2.07E+06,
  491.41,2.93E+06,2.93E+06,
  491.46,4.07E+06,4.07E+06,
  491.51,5.53E+06,5.53E+06,
  491.56,7.37E+06,7.37E+06,
  491.61,9.62E+06,9.62E+06,
  491.66,1.23E+07,1.23E+07,
  491.71,1.54E+07,1.54E+07,
  491.76,1.89E+07,1.89E+07,
  491.81,2.27E+07,2.27E+07,
  491.86,2.67E+07,2.67E+07,
  491.91,3.08E+07,3.08E+07,
  491.96,3.48E+07,3.48E+07,
  492.01,3.85E+07,3.85E+07,
  492.06,4.17E+07,4.17E+07,
  492.11,4.43E+07,4.43E+07,
  492.16,4.61E+07,4.61E+07,
  492.21,4.69E+07,4.69E+07,
  492.26,4.68E+07,4.68E+07,
  492.31,4.58E+07,4.58E+07,
  492.36,4.39E+07,4.39E+07,
  492.41,4.11E+07,4.11E+07,
  492.46,3.78E+07,3.78E+07,
  492.51,3.41E+07,3.41E+07,
  492.56,3.01E+07,3.01E+07,
  492.61,2.61E+07,2.61E+07,
  492.66,2.22E+07,2.22E+07,
  492.71,1.85E+07,1.85E+07,
  492.76,1.53E+07,1.53E+07,
  492.81,1.24E+07,1.24E+07,
  492.86,1.01E+07,1.01E+07,
  492.91,8.32E+06,8.32E+06,
  492.96,7.00E+06,7.00E+06,
  493.01,6.15E+06,6.15E+06,
  493.06,5.72E+06,5.72E+06,
  493.11,5.65E+06,5.65E+06,
  493.16,5.89E+06,5.89E+06,
  493.21,6.38E+06,6.38E+06,
  493.26,7.04E+06,7.04E+06,
  493.31,7.82E+06,7.82E+06,
  493.36,8.64E+06,8.64E+06,
  493.41,9.44E+06,9.44E+06,
  493.46,1.02E+07,1.02E+07,
  493.51,1.08E+07,1.08E+07,
  493.56,1.12E+07,1.12E+07,
  493.61,1.14E+07,1.14E+07,
  493.66,1.14E+07,1.14E+07,
  493.71,1.12E+07,1.12E+07,
  493.76,1.08E+07,1.08E+07,
  493.81,1.02E+07,1.02E+07,
  493.86,9.44E+06,9.44E+06,
  493.91,8.63E+06,8.63E+06,
  493.96,7.77E+06,7.77E+06,
  494.01,6.91E+06,6.91E+06,
  494.06,6.07E+06,6.07E+06,
  494.11,5.30E+06,5.30E+06,
  494.16,4.61E+06,4.61E+06,
  494.21,4.02E+06,4.02E+06,
  494.26,3.51E+06,3.51E+06,
  494.31,3.10E+06,3.10E+06,
  494.36,2.77E+06,2.77E+06,
  494.41,2.52E+06,2.52E+06,
  494.46,2.33E+06,2.33E+06,
  494.51,2.20E+06,2.20E+06,
  494.56,2.13E+06,2.13E+06,
  494.61,2.12E+06,2.12E+06,
  494.66,2.17E+06,2.17E+06,
  494.71,2.30E+06,2.30E+06,
  494.76,2.52E+06,2.52E+06,
  494.81,2.83E+06,2.83E+06,
  494.86,3.26E+06,3.26E+06,
  494.91,3.80E+06,3.80E+06,
  494.96,4.46E+06,4.46E+06,
  495.01,5.22E+06,5.22E+06,
  495.06,6.08E+06,6.08E+06,
  495.11,7.00E+06,7.00E+06,
  495.16,7.95E+06,7.95E+06,
  495.21,8.89E+06,8.89E+06,
  495.26,9.77E+06,9.77E+06,
  495.31,1.05E+07,1.05E+07,
  495.36,1.12E+07,1.12E+07,
  495.41,1.16E+07,1.16E+07,
  495.46,1.18E+07,1.18E+07,
  495.51,1.17E+07,1.17E+07,
  495.56,1.15E+07,1.15E+07,
  495.61,1.10E+07,1.10E+07,
  495.66,1.03E+07,1.03E+07,
  495.71,9.49E+06,9.49E+06,
  495.76,8.55E+06,8.55E+06,
  495.81,7.55E+06,7.55E+06,
  495.86,6.53E+06,6.53E+06,
  495.91,5.54E+06,5.54E+06,
  495.96,4.60E+06,4.60E+06,
  496.01,3.75E+06,3.75E+06,
  496.06,2.99E+06,2.99E+06,
  496.11,2.34E+06,2.34E+06,
  496.16,1.79E+06,1.79E+06,
  496.21,1.34E+06,1.34E+06,
  496.26,9.87E+05,9.87E+05,
  496.31,7.11E+05,7.11E+05,
  496.36,5.02E+05,5.02E+05,
  496.41,3.47E+05,3.47E+05,
  496.46,2.35E+05,2.35E+05,
  496.51,1.56E+05,1.56E+05,
  496.56,1.02E+05,1.02E+05,
  496.61,6.48E+04,6.48E+04,
  496.66,4.05E+04,4.05E+04,
  496.71,2.48E+04,2.48E+04,
  496.76,1.49E+04,1.49E+04,
  496.81,8.74E+03,8.74E+03,
  496.86,5.03E+03,5.03E+03,
  496.91,2.84E+03,2.84E+03,
  496.96,1.57E+03,1.57E+03,
  497.01,8.50E+02,8.50E+02,
  497.06,4.51E+02,4.51E+02,
  497.11,2.35E+02,2.35E+02,
  497.16,1.20E+02,1.20E+02,
  497.21,5.97E+01,5.97E+01,
  497.26,2.92E+01,2.92E+01,
  497.31,1.40E+01,1.40E+01,
  497.36,6.58E+00,6.58E+00,
  497.41,3.03E+00,3.03E+00,
  497.46,1.37E+00,1.37E+00,
  497.51,6.04E-01,6.04E-01,
  497.56,2.61E-01,2.61E-01,
  497.61,1.11E-01,1.11E-01,
  497.66,4.61E-02,4.61E-02,
  497.71,1.88E-02,1.88E-02,
  497.76,7.49E-03,7.49E-03,
  497.81,2.93E-03,2.93E-03,
  497.86,1.12E-03,1.12E-03,
  497.91,4.21E-04,4.21E-04,
  497.96,1.55E-04,1.55E-04,
  498.01,5.59E-05,5.59E-05,
  498.06,1.97E-05,1.97E-05,
  498.11,6.83E-06,6.83E-06,
  498.16,2.32E-06,2.32E-06,
  498.21,7.70E-07,7.70E-07,
  498.26,2.51E-07,2.51E-07,
