Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (7.5e-2),Fe II (4.1e-1),Fe III (5.6e-5),Ni I (6.1e-2),Ni II (1.9e-1),Ni III (6.3e-6),Cu I (4.4e-3),Cu II (1.1e-2),Mo I (4.3e-3)
312.04,2.287e+4,3.176e-17,2.273e+4,1.419e+2,6.604e-19,1.144e-25,6.167e-5,,3.587e-27,3.607e-16,6.577e-21,2.154e+0
312.06,2.161e+4,3.143e-17,2.149e+4,1.204e+2,6.542e-19,1.144e-25,2.145e-5,,3.590e-27,3.612e-16,6.569e-21,2.370e+0
312.09,1.908e+4,3.094e-17,1.899e+4,8.848e+1,6.449e-19,1.144e-25,4.138e-6,,3.593e-27,3.619e-16,6.557e-21,3.359e+0
312.11,1.707e+4,3.061e-17,1.700e+4,6.917e+1,6.388e-19,1.143e-25,1.325e-6,,3.596e-27,3.624e-16,6.549e-21,4.449e+0
312.14,1.385e+4,3.012e-17,1.380e+4,4.503e+1,6.295e-19,1.143e-25,2.259e-7,,3.599e-27,3.631e-16,6.537e-21,6.698e+0
312.16,1.173e+4,2.979e-17,1.169e+4,3.258e+1,6.233e-19,1.143e-25,6.663e-8,,3.602e-27,3.636e-16,6.529e-21,8.553e+0
312.19,8.818e+3,2.929e-17,8.787e+3,1.925e+1,6.141e-19,1.142e-25,1.003e-8,,3.605e-27,3.643e-16,6.517e-21,1.170e+1
312.21,7.148e+3,2.897e-17,7.121e+3,1.358e+1,6.079e-19,1.142e-25,2.725e-9,,3.607e-27,3.648e-16,6.509e-21,1.390e+1
312.24,5.116e+3,2.847e-17,5.090e+3,9.223e+0,5.986e-19,1.142e-25,3.626e-10,,3.611e-27,3.655e-16,6.497e-21,1.704e+1
312.26,4.065e+3,2.814e-17,4.038e+3,8.846e+0,5.924e-19,1.141e-25,9.069e-11,,3.613e-27,3.660e-16,6.489e-21,1.884e+1
312.29,2.877e+3,2.765e-17,2.844e+3,1.210e+1,5.832e-19,1.141e-25,1.066e-11,,3.617e-27,3.667e-16,6.477e-21,2.088e+1
312.31,2.290e+3,2.732e-17,2.252e+3,1.713e+1,5.770e-19,1.141e-25,2.455e-12,,3.619e-27,3.672e-16,6.469e-21,2.173e+1
312.34,1.634e+3,2.683e-17,1.582e+3,2.990e+1,5.677e-19,1.140e-25,2.552e-13,,3.623e-27,3.680e-16,6.456e-21,2.224e+1
312.36,1.308e+3,2.650e-17,1.243e+3,4.252e+1,5.616e-19,1.140e-25,5.458e-14,,3.625e-27,3.684e-16,6.448e-21,2.215e+1
312.39,9.386e+2,2.601e-17,8.486e+2,6.840e+1,5.523e-19,1.139e-25,1.098e-14,,3.629e-27,3.692e-16,6.436e-21,2.156e+1
312.41,7.569e+2,2.568e-17,6.457e+2,9.030e+1,5.461e-19,1.139e-25,3.215e-14,,3.631e-27,3.696e-16,6.428e-21,2.096e+1
312.43,6.180e+2,2.535e-17,4.823e+2,1.154e+2,5.400e-19,1.139e-25,1.566e-13,,3.634e-27,3.701e-16,6.420e-21,2.025e+1
312.46,4.776e+2,2.486e-17,3.018e+2,1.569e+2,5.307e-19,1.138e-25,1.653e-12,,3.637e-27,3.709e-16,6.408e-21,1.900e+1
312.48,4.223e+2,2.453e-17,2.195e+2,1.848e+2,5.245e-19,1.138e-25,7.642e-12,,3.640e-27,3.713e-16,6.400e-21,1.803e+1
312.51,3.865e+2,2.404e-17,1.481e+2,2.222e+2,5.153e-19,1.138e-25,7.147e-11,,3.643e-27,3.721e-16,6.388e-21,1.629e+1
312.53,3.905e+2,2.371e-17,1.344e+2,2.411e+2,5.091e-19,1.138e-25,3.046e-10,,3.646e-27,3.725e-16,6.380e-21,1.494e+1
312.56,4.397e+2,2.321e-17,1.707e+2,2.564e+2,4.998e-19,1.137e-25,2.521e-9,,3.649e-27,3.733e-16,6.368e-21,1.263e+1
312.58,5.084e+2,2.289e-17,2.411e+2,2.564e+2,4.937e-19,1.137e-25,9.905e-9,,3.652e-27,3.738e-16,6.360e-21,1.096e+1
312.61,6.893e+2,2.239e-17,4.397e+2,2.411e+2,4.844e-19,1.136e-25,7.256e-8,,3.655e-27,3.745e-16,6.348e-21,8.450e+0
312.63,8.816e+2,2.206e-17,6.526e+2,2.222e+2,4.782e-19,1.136e-25,2.628e-7,,3.657e-27,3.750e-16,6.340e-21,6.858e+0
312.66,1.315e+3,2.157e-17,1.126e+3,1.848e+2,4.690e-19,1.136e-25,1.703e-6,,3.661e-27,3.757e-16,6.328e-21,4.746e+0
312.68,1.720e+3,2.124e-17,1.559e+3,1.569e+2,4.628e-19,1.135e-25,5.686e-6,,3.663e-27,3.762e-16,6.320e-21,3.579e+0
312.71,2.511e+3,2.075e-17,2.394e+3,1.154e+2,4.535e-19,1.135e-25,3.262e-5,,3.667e-27,3.769e-16,6.308e-21,2.232e+0
312.73,3.150e+3,2.042e-17,3.058e+3,9.027e+1,4.473e-19,1.135e-25,1.004e-4,,3.669e-27,3.774e-16,6.300e-21,1.609e+0
312.76,4.215e+3,1.993e-17,4.155e+3,5.874e+1,4.381e-19,1.134e-25,5.097e-4,,3.673e-27,3.781e-16,6.288e-21,1.115e+0
312.78,4.936e+3,1.960e-17,4.893e+3,4.235e+1,4.319e-19,1.134e-25,1.446e-3,,3.675e-27,3.786e-16,6.280e-21,1.157e+0
312.8,5.608e+3,1.927e-17,5.576e+3,2.959e+1,4.257e-19,1.134e-25,3.969e-3,,3.678e-27,3.791e-16,6.272e-21,1.670e+0
312.83,6.402e+3,1.878e-17,6.381e+3,1.636e+1,4.165e-19,1.133e-25,1.698e-2,,3.681e-27,3.798e-16,6.260e-21,4.121e+0
312.85,6.721e+3,1.845e-17,6.702e+3,1.077e+1,4.103e-19,1.133e-25,4.298e-2,,3.684e-27,3.803e-16,6.252e-21,7.958e+0
312.88,6.812e+3,1.796e-17,6.785e+3,6.010e+0,4.010e-19,1.133e-25,1.628e-1,,3.687e-27,3.810e-16,6.240e-21,2.071e+1
312.9,6.609e+3,1.763e-17,6.567e+3,4.736e+0,3.949e-19,1.132e-25,3.797e-1,,3.690e-27,3.815e-16,6.232e-21,3.782e+1
312.93,5.975e+3,1.713e-17,5.881e+3,5.261e+0,3.856e-19,1.132e-25,1.273e+0,,3.693e-27,3.822e-16,6.220e-21,8.790e+1
312.95,5.403e+3,1.681e-17,5.245e+3,7.300e+0,3.794e-19,1.132e-25,2.736e+0,,3.696e-27,3.827e-16,6.212e-21,1.481e+2
312.98,4.481e+3,1.631e-17,4.155e+3,1.352e+1,3.702e-19,1.131e-25,8.116e+0,,3.699e-27,3.834e-16,6.200e-21,3.047e+2
313,3.925e+3,1.598e-17,3.415e+3,2.039e+1,3.640e-19,1.131e-25,1.609e+1,,3.701e-27,3.839e-16,6.192e-21,4.732e+2
313.03,3.333e+3,1.549e-17,2.393e+3,3.604e+1,3.547e-19,1.131e-25,4.223e+1,,3.705e-27,3.846e-16,6.180e-21,8.616e+2
313.05,3.174e+3,1.516e-17,1.813e+3,5.071e+1,3.485e-19,1.130e-25,7.716e+1,,3.707e-27,3.851e-16,6.172e-21,1.233e+3
313.08,3.370e+3,1.467e-17,1.124e+3,7.970e+1,3.393e-19,1.130e-25,1.792e+2,,3.711e-27,3.858e-16,6.160e-21,1.987e+3
313.1,3.811e+3,1.434e-17,7.844e+2,1.035e+2,3.331e-19,1.130e-25,3.019e+2,,3.713e-27,3.863e-16,6.152e-21,2.622e+3
313.13,4.932e+3,1.385e-17,4.302e+2,1.439e+2,3.239e-19,1.129e-25,6.207e+2,,3.717e-27,3.871e-16,6.140e-21,3.738e+3
313.15,5.958e+3,1.352e-17,2.768e+2,1.722e+2,3.177e-19,1.129e-25,9.635e+2,,3.719e-27,3.875e-16,6.132e-21,4.545e+3
313.18,7.834e+3,1.303e-17,1.347e+2,2.120e+2,3.084e-19,1.128e-25,1.753e+3,,3.723e-27,3.883e-16,6.120e-21,5.734e+3
313.2,9.251e+3,1.270e-17,8.056e+1,2.338e+2,3.022e-19,1.128e-25,2.509e+3,,3.725e-27,3.887e-16,6.112e-21,6.428e+3
313.22,1.075e+4,1.237e-17,4.775e+1,2.495e+2,2.961e-19,1.128e-25,3.475e+3,,3.728e-27,3.892e-16,6.104e-21,6.974e+3
313.25,1.303e+4,1.188e-17,2.476e+1,2.589e+2,2.868e-19,1.127e-25,5.329e+3,,3.731e-27,3.900e-16,6.092e-21,7.414e+3
313.27,1.449e+4,1.155e-17,2.176e+1,2.547e+2,2.806e-19,1.127e-25,6.804e+3,,3.734e-27,3.904e-16,6.084e-21,7.414e+3
313.3,1.648e+4,1.106e-17,3.401e+1,2.338e+2,2.714e-19,1.127e-25,9.234e+3,,3.737e-27,3.912e-16,6.072e-21,6.975e+3
313.32,1.757e+4,1.073e-17,5.640e+1,2.120e+2,2.652e-19,1.127e-25,1.087e+4,,3.740e-27,3.916e-16,6.063e-21,6.431e+3
313.35,1.871e+4,1.023e-17,1.243e+2,1.722e+2,2.559e-19,1.126e-25,1.305e+4,,3.743e-27,3.924e-16,6.051e-21,5.356e+3
313.37,1.906e+4,9.905e-18,2.052e+2,1.439e+2,2.498e-19,1.126e-25,1.416e+4,,3.746e-27,3.929e-16,6.043e-21,4.554e+3
313.4,1.893e+4,9.412e-18,4.107e+2,1.035e+2,2.405e-19,1.125e-25,1.505e+4,,3.749e-27,3.936e-16,6.031e-21,3.363e+3
313.42,1.840e+4,9.083e-18,6.268e+2,7.970e+1,2.343e-19,1.125e-25,1.505e+4,,3.751e-27,3.941e-16,6.023e-21,2.641e+3
313.45,1.706e+4,8.590e-18,1.112e+3,5.069e+1,2.251e-19,1.125e-25,1.416e+4,,3.755e-27,3.948e-16,6.011e-21,1.738e+3
313.47,1.592e+4,8.262e-18,1.565e+3,3.599e+1,2.189e-19,1.124e-25,1.305e+4,,3.757e-27,3.953e-16,6.003e-21,1.270e+3
313.5,1.411e+4,7.769e-18,2.457e+3,2.026e+1,2.096e-19,1.124e-25,1.087e+4,,3.761e-27,3.960e-16,5.991e-21,7.607e+2
313.52,1.297e+4,7.440e-18,3.187e+3,1.326e+1,2.034e-19,1.124e-25,9.234e+3,,3.763e-27,3.965e-16,5.983e-21,5.307e+2
313.55,1.155e+4,6.947e-18,4.430e+3,6.603e+0,1.942e-19,1.123e-25,6.804e+3,,3.767e-27,3.972e-16,5.971e-21,3.099e+2
313.57,1.085e+4,6.619e-18,5.298e+3,3.983e+0,1.880e-19,1.123e-25,5.329e+3,,3.769e-27,3.977e-16,5.963e-21,2.222e+2
313.59,1.034e+4,6.290e-18,6.133e+3,2.326e+0,1.818e-19,1.123e-25,4.040e+3,,3.772e-27,3.982e-16,5.955e-21,1.658e+2
313.62,9.814e+3,5.797e-18,7.186e+3,9.760e-1,1.726e-19,1.122e-25,2.509e+3,,3.775e-27,3.989e-16,5.943e-21,1.175e+2
313.64,9.522e+3,5.469e-18,7.669e+3,5.253e-1,1.664e-19,1.122e-25,1.753e+3,,3.778e-27,3.994e-16,5.935e-21,9.884e+1
313.67,8.999e+3,4.976e-18,7.955e+3,1.951e-1,1.571e-19,1.122e-25,9.635e+2,,3.781e-27,4.001e-16,5.923e-21,7.987e+1
313.69,8.517e+3,4.647e-18,7.827e+3,9.676e-2,1.510e-19,1.121e-25,6.207e+2,,3.784e-27,4.006e-16,5.915e-21,6.983e+1
313.72,7.544e+3,4.154e-18,7.186e+3,3.180e-2,1.417e-19,1.121e-25,3.019e+2,,3.787e-27,4.013e-16,5.903e-21,5.607e+1
313.74,6.745e+3,3.825e-18,6.518e+3,1.455e-2,1.355e-19,1.121e-25,1.792e+2,,3.790e-27,4.018e-16,5.895e-21,4.739e+1
313.77,5.410e+3,3.332e-18,5.298e+3,4.292e-3,1.263e-19,1.120e-25,7.716e+1,,3.793e-27,4.025e-16,5.883e-21,3.529e+1
313.79,4.500e+3,1.844e-17,4.430e+3,1.957e-3,1.201e-19,1.120e-25,4.223e+1,,3.796e-27,4.030e-16,5.875e-21,2.810e+1
313.82,3.222e+3,2.260e-16,3.187e+3,1.201e-3,1.108e-19,1.120e-25,1.609e+1,,3.799e-27,4.037e-16,5.863e-21,1.902e+1
313.84,2.479e+3,1.154e-15,2.457e+3,2.047e-3,1.047e-19,1.119e-25,8.116e+0,,3.801e-27,4.042e-16,5.855e-21,1.418e+1
313.87,1.576e+3,1.253e-14,1.565e+3,7.061e-3,9.539e-20,1.119e-25,2.736e+0,,3.805e-27,4.049e-16,5.843e-21,8.712e+0
313.89,1.119e+3,5.899e-14,1.112e+3,1.630e-2,8.921e-20,1.119e-25,1.273e+0,,3.807e-27,4.054e-16,5.835e-21,6.138e+0
313.92,6.308e+2,5.674e-13,6.268e+2,5.419e-2,7.995e-20,1.118e-25,3.797e-1,,3.811e-27,4.062e-16,5.823e-21,3.624e+0
313.94,4.137e+2,2.465e-12,4.107e+2,1.160e-1,7.378e-20,1.118e-25,1.628e-1,,3.813e-27,4.066e-16,5.815e-21,2.701e+0
313.96,2.631e+2,1.037e-11,2.605e+2,2.402e-1,6.760e-20,1.118e-25,6.754e-2,,3.816e-27,4.071e-16,5.807e-21,2.295e+0
313.99,1.271e+2,8.418e-11,1.238e+2,6.742e-1,5.834e-20,1.117e-25,1.698e-2,,3.819e-27,4.078e-16,5.795e-21,2.590e+0
314.01,7.707e+1,3.266e-10,7.237e+1,1.288e+0,5.217e-20,1.117e-25,6.496e-3,,3.822e-27,4.083e-16,5.787e-21,3.402e+0
314.04,3.930e+1,2.350e-9,3.044e+1,3.202e+0,4.290e-20,1.117e-25,1.446e-3,,3.825e-27,4.091e-16,5.775e-21,5.657e+0
314.06,2.999e+1,8.410e-9,1.641e+1,5.642e+0,3.673e-20,1.116e-25,5.097e-4,,3.828e-27,4.095e-16,5.767e-21,7.942e+0
314.09,3.118e+1,5.360e-8,6.110e+0,1.242e+1,2.747e-20,1.116e-25,1.004e-4,,3.831e-27,4.103e-16,5.755e-21,1.265e+1
314.11,3.986e+1,1.770e-7,3.036e+0,2.019e+1,2.129e-20,1.116e-25,3.262e-5,,3.834e-27,4.107e-16,5.747e-21,1.664e+1
314.14,6.401e+1,9.993e-7,1.001e+0,3.936e+1,2.724e-19,1.115e-25,5.686e-6,,3.837e-27,4.115e-16,5.735e-21,2.365e+1
314.16,8.817e+1,3.044e-6,4.585e-1,5.899e+1,1.431e-18,1.115e-25,1.703e-6,,3.840e-27,4.120e-16,5.727e-21,2.872e+1
314.19,1.382e+2,1.523e-5,1.338e-1,1.019e+2,1.622e-17,1.114e-25,2.628e-7,,3.843e-27,4.127e-16,5.715e-21,3.618e+1
314.21,1.814e+2,4.278e-5,5.650e-2,1.408e+2,7.864e-17,1.114e-25,7.256e-8,,3.845e-27,4.132e-16,5.707e-21,4.052e+1
314.24,2.606e+2,1.896e-4,1.459e-2,2.153e+2,7.900e-16,1.114e-25,9.905e-9,,3.849e-27,4.139e-16,5.695e-21,4.521e+1
314.26,3.212e+2,4.915e-4,5.681e-3,2.745e+2,3.533e-15,1.113e-25,2.521e-9,,3.851e-27,4.144e-16,5.687e-21,4.670e+1
314.29,4.180e+2,1.930e-3,1.299e-3,3.719e+2,3.146e-14,1.113e-25,3.046e-10,,3.855e-27,4.151e-16,5.675e-21,4.616e+1
314.31,4.812e+2,4.614e-3,4.662e-4,4.372e+2,1.298e-13,1.113e-25,7.147e-11,,3.857e-27,4.156e-16,5.666e-21,4.400e+1
314.33,5.383e+2,1.068e-2,1.620e-4,4.977e+2,5.186e-13,1.112e-25,1.623e-11,,3.860e-27,4.161e-16,5.658e-21,4.065e+1
314.36,6.029e+2,3.541e-2,3.122e-5,5.688e+2,3.899e-12,1.112e-25,1.653e-12,,3.863e-27,4.168e-16,5.646e-21,3.410e+1
314.38,6.264e+2,7.561e-2,1.000e-5,5.971e+2,1.437e-11,1.112e-25,3.460e-13,,3.866e-27,4.173e-16,5.638e-21,2.931e+1
314.41,6.271e+2,2.221e-1,1.706e-6,6.043e+2,9.575e-11,1.111e-25,3.118e-14,,3.869e-27,4.180e-16,5.626e-21,2.256e+1
314.43,6.044e+2,4.374e-1,5.039e-7,5.851e+2,3.257e-10,1.111e-25,6.017e-15,,3.872e-27,4.185e-16,5.618e-21,1.891e+1
314.46,5.412e+2,1.138e+0,7.608e-8,5.245e+2,1.923e-9,1.111e-25,4.799e-16,,3.875e-27,4.192e-16,5.606e-21,1.554e+1
314.48,4.855e+2,2.068e+0,2.071e-8,4.683e+2,6.034e-9,1.110e-25,4.784e-16,,3.878e-27,4.197e-16,5.598e-21,1.509e+1
314.51,3.943e+2,4.768e+0,2.769e-9,3.719e+2,3.157e-8,1.110e-25,4.763e-16,,3.881e-27,4.204e-16,5.586e-21,1.764e+1
314.53,3.359e+2,7.993e+0,6.950e-10,3.062e+2,9.141e-8,1.110e-25,4.748e-16,,3.884e-27,4.209e-16,5.578e-21,2.171e+1
314.56,2.632e+2,1.633e+1,8.223e-11,2.153e+2,4.239e-7,1.109e-25,4.727e-16,,3.887e-27,4.216e-16,5.566e-21,3.150e+1
314.58,2.292e+2,2.524e+1,1.903e-11,1.635e+2,1.132e-6,1.109e-25,4.712e-16,,3.890e-27,4.221e-16,5.558e-21,4.037e+1
314.61,2.040e+2,4.568e+1,1.993e-12,1.019e+2,4.655e-6,1.109e-25,4.691e-16,,3.893e-27,4.228e-16,5.546e-21,5.643e+1
314.63,2.047e+2,6.516e+1,4.251e-13,7.134e+1,1.147e-5,1.108e-25,4.676e-16,,3.895e-27,4.233e-16,5.538e-21,6.822e+1
314.66,2.295e+2,1.045e+2,3.941e-14,3.936e+1,4.181e-5,1.108e-25,4.655e-16,,3.899e-27,4.240e-16,5.526e-21,8.567e+1
314.68,2.587e+2,1.375e+2,7.751e-15,2.542e+1,9.511e-5,1.108e-25,4.640e-16,,3.901e-27,4.245e-16,5.518e-21,9.586e+1
314.7,2.949e+2,1.751e+2,1.476e-15,1.590e+1,2.096e-4,1.107e-25,4.626e-16,,3.904e-27,4.250e-16,5.510e-21,1.039e+2
314.73,3.548e+2,2.370e+2,1.153e-16,7.399e+0,6.458e-4,1.107e-25,4.604e-16,,3.907e-27,4.257e-16,5.498e-21,1.104e+2
314.75,3.932e+2,2.785e+2,1.153e-16,4.268e+0,1.315e-3,1.107e-25,4.590e-16,,3.910e-27,4.262e-16,5.490e-21,1.104e+2
314.78,4.396e+2,3.340e+2,1.153e-16,1.761e+0,3.601e-3,1.106e-25,4.568e-16,,3.913e-27,4.269e-16,5.478e-21,1.039e+2
314.8,4.588e+2,3.621e+2,1.154e-16,9.393e-1,6.786e-3,1.106e-25,4.554e-16,,3.916e-27,4.274e-16,5.470e-21,9.581e+1
314.83,4.649e+2,3.846e+2,1.154e-16,3.539e-1,1.661e-2,1.106e-25,4.532e-16,,3.919e-27,4.282e-16,5.458e-21,7.989e+1
314.85,4.528e+2,3.846e+2,1.154e-16,1.942e-1,2.912e-2,1.105e-25,4.518e-16,,3.922e-27,4.286e-16,5.450e-21,6.798e+1
314.88,4.125e+2,3.621e+2,1.154e-16,1.341e-1,6.444e-2,1.105e-25,4.496e-16,,3.925e-27,4.294e-16,5.438e-21,5.021e+1
314.9,3.737e+2,3.340e+2,1.154e-16,1.841e-1,1.064e-1,1.105e-25,4.482e-16,,3.928e-27,4.298e-16,5.430e-21,3.941e+1
314.93,3.050e+2,2.785e+2,1.154e-16,4.312e-1,2.186e-1,1.104e-25,4.460e-16,,3.931e-27,4.306e-16,5.418e-21,2.579e+1
314.95,2.568e+2,2.370e+2,1.154e-16,7.848e-1,3.481e-1,1.104e-25,4.446e-16,,3.934e-27,4.311e-16,5.410e-21,1.867e+1
314.98,1.885e+2,1.751e+2,1.154e-16,1.843e+0,6.938e-1,1.103e-25,4.424e-16,,3.937e-27,4.318e-16,5.398e-21,1.083e+1
315,1.489e+2,1.375e+2,1.154e-16,3.133e+0,1.100e+0,1.103e-25,4.410e-16,,3.940e-27,4.323e-16,5.390e-21,7.229e+0
315.03,1.025e+2,9.001e+1,1.155e-16,6.542e+0,2.215e+0,1.103e-25,4.388e-16,,3.943e-27,4.330e-16,5.378e-21,3.715e+0
315.05,8.133e+1,6.522e+1,1.155e-16,1.027e+1,3.549e+0,1.102e-25,4.374e-16,,3.945e-27,4.335e-16,5.370e-21,2.291e+0
315.08,6.522e+1,3.798e+1,1.155e-16,1.900e+1,7.185e+0,1.102e-25,4.352e-16,,3.949e-27,4.342e-16,5.358e-21,1.053e+0
315.1,6.516e+1,2.563e+1,1.155e-16,2.751e+1,1.140e+1,1.102e-25,4.338e-16,,3.951e-27,4.347e-16,5.350e-21,6.164e-1
315.12,7.388e+1,1.707e+1,1.155e-16,3.858e+1,1.786e+1,1.101e-25,4.323e-16,,3.954e-27,4.352e-16,5.342e-21,3.738e-1
315.15,1.043e+2,9.871e+0,1.155e-16,6.032e+1,3.383e+1,1.101e-25,4.302e-16,,3.957e-27,4.359e-16,5.330e-21,2.478e-1
315.17,1.368e+2,8.118e+0,1.155e-16,7.807e+1,5.035e+1,1.101e-25,4.287e-16,,3.960e-27,4.364e-16,5.322e-21,2.826e-1
315.2,2.054e+2,9.581e+0,1.155e-16,1.083e+2,8.703e+1,1.100e-25,4.266e-16,,3.963e-27,4.371e-16,5.310e-21,5.134e-1
315.22,2.649e+2,1.350e+1,1.155e-16,1.295e+2,1.210e+2,1.100e-25,4.251e-16,,3.966e-27,4.376e-16,5.302e-21,8.198e-1
315.25,3.741e+2,2.502e+1,1.156e-16,1.599e+2,1.876e+2,1.100e-25,4.230e-16,,3.969e-27,4.383e-16,5.290e-21,1.614e+0
315.27,4.591e+2,3.755e+1,1.156e-16,1.772e+2,2.419e+2,1.099e-25,4.215e-16,,3.972e-27,4.388e-16,5.282e-21,2.452e+0
315.3,6.007e+2,6.586e+1,1.156e-16,1.964e+2,3.341e+2,1.099e-25,4.194e-16,,3.975e-27,4.395e-16,5.269e-21,4.334e+0
315.32,7.007e+2,9.223e+1,1.156e-16,2.042e+2,3.982e+2,1.099e-25,4.179e-16,,3.978e-27,4.400e-16,5.261e-21,6.100e+0
315.35,8.516e+2,1.440e+2,1.156e-16,2.096e+2,4.883e+2,1.098e-25,4.158e-16,,3.981e-27,4.407e-16,5.249e-21,9.640e+0
315.37,9.479e+2,1.862e+2,1.156e-16,2.114e+2,5.375e+2,1.098e-25,4.143e-16,,3.984e-27,4.412e-16,5.241e-21,1.264e+1
315.4,1.078e+3,2.579e+2,1.156e-16,2.178e+2,5.847e+2,1.098e-25,4.122e-16,,3.987e-27,4.419e-16,5.229e-21,1.818e+1
315.42,1.153e+3,3.077e+2,1.156e-16,2.289e+2,5.940e+2,1.097e-25,4.107e-16,,3.989e-27,4.424e-16,5.221e-21,2.265e+1
315.45,1.245e+3,3.777e+2,1.156e-16,2.634e+2,5.728e+2,1.097e-25,4.086e-16,,3.993e-27,4.431e-16,5.209e-21,3.107e+1
315.47,1.293e+3,4.160e+2,1.156e-16,3.017e+2,5.371e+2,1.097e-25,4.071e-16,,3.995e-27,4.436e-16,5.201e-21,3.855e+1
315.49,1.334e+3,4.436e+2,1.157e-16,3.538e+2,4.877e+2,1.096e-25,4.057e-16,,3.998e-27,4.441e-16,5.193e-21,4.858e+1
315.52,1.386e+3,4.599e+2,1.157e-16,4.568e+2,3.972e+2,1.096e-25,4.035e-16,,4.001e-27,4.448e-16,5.181e-21,7.182e+1
315.54,1.420e+3,4.526e+2,1.157e-16,5.389e+2,3.328e+2,1.096e-25,4.021e-16,,4.004e-27,4.453e-16,5.173e-21,9.606e+1
315.57,1.482e+3,4.160e+2,1.157e-16,6.725e+2,2.403e+2,1.095e-25,3.999e-16,,4.007e-27,4.460e-16,5.161e-21,1.529e+2
315.59,1.534e+3,3.777e+2,1.157e-16,7.612e+2,1.858e+2,1.095e-25,3.985e-16,,4.010e-27,4.465e-16,5.153e-21,2.095e+2
315.62,1.636e+3,3.077e+2,1.157e-16,8.793e+2,1.189e+2,1.095e-25,3.963e-16,,4.013e-27,4.473e-16,5.141e-21,3.301e+2
315.64,1.721e+3,2.579e+2,1.157e-16,9.407e+2,8.483e+1,1.094e-25,3.949e-16,,4.016e-27,4.477e-16,5.133e-21,4.373e+2
315.67,1.868e+3,1.862e+2,1.157e-16,9.965e+2,4.812e+1,1.094e-25,3.927e-16,,4.019e-27,4.485e-16,5.121e-21,6.375e+2
315.69,1.974e+3,1.440e+2,1.157e-16,1.006e+3,3.168e+1,1.094e-25,3.913e-16,,4.022e-27,4.490e-16,5.113e-21,7.922e+2
315.72,2.127e+3,9.219e+1,1.158e-16,9.801e+2,1.593e+1,1.093e-25,3.891e-16,,4.025e-27,4.497e-16,5.101e-21,1.038e+3
315.74,2.210e+3,6.578e+1,1.158e-16,9.379e+2,9.675e+0,1.093e-25,3.877e-16,,4.028e-27,4.502e-16,5.093e-21,1.197e+3
315.77,2.285e+3,3.733e+1,1.158e-16,8.466e+2,4.312e+0,1.092e-25,3.855e-16,,4.031e-27,4.509e-16,5.081e-21,1.397e+3
315.79,2.290e+3,2.458e+1,1.158e-16,7.740e+2,2.417e+0,1.092e-25,3.841e-16,,4.034e-27,4.514e-16,5.073e-21,1.489e+3
315.82,2.216e+3,1.237e+1,1.158e-16,6.607e+2,9.548e-1,1.092e-25,3.819e-16,,4.037e-27,4.521e-16,5.061e-21,1.542e+3
315.84,2.116e+3,7.517e+0,1.158e-16,5.899e+2,4.938e-1,1.091e-25,3.805e-16,,4.039e-27,4.526e-16,5.053e-21,1.518e+3
315.86,1.979e+3,4.431e+0,1.158e-16,5.285e+2,2.473e-1,1.091e-25,3.790e-16,,4.042e-27,4.531e-16,5.045e-21,1.446e+3
315.89,1.731e+3,1.916e+0,1.158e-16,4.619e+2,8.252e-2,1.091e-25,3.769e-16,,4.045e-27,4.538e-16,5.033e-21,1.267e+3
315.91,1.553e+3,1.101e+0,1.158e-16,4.378e+2,3.813e-2,1.091e-25,3.754e-16,,4.048e-27,4.543e-16,5.025e-21,1.114e+3
315.94,1.299e+3,6.253e-1,1.159e-16,4.326e+2,1.128e-2,1.090e-25,3.733e-16,,4.051e-27,4.550e-16,5.013e-21,8.654e+2
315.96,1.151e+3,6.720e-1,1.159e-16,4.475e+2,4.809e-3,1.090e-25,3.718e-16,,4.054e-27,4.555e-16,5.005e-21,7.025e+2
315.99,9.743e+2,1.331e+0,1.159e-16,4.891e+2,1.261e-3,1.089e-25,3.697e-16,,4.057e-27,4.562e-16,4.993e-21,4.838e+2
316.01,8.878e+2,2.354e+0,1.159e-16,5.230e+2,4.961e-4,1.089e-25,3.682e-16,,4.060e-27,4.567e-16,4.985e-21,3.625e+2
316.04,7.974e+2,5.454e+0,1.159e-16,5.706e+2,1.153e-4,1.089e-25,3.661e-16,,4.063e-27,4.574e-16,4.973e-21,2.214e+2
316.06,7.559e+2,9.232e+0,1.159e-16,5.936e+2,4.206e-5,1.088e-25,3.646e-16,,4.066e-27,4.579e-16,4.965e-21,1.531e+2
316.09,7.089e+2,1.917e+1,1.159e-16,6.067e+2,9.788e-6,1.088e-25,3.624e-16,,4.069e-27,4.586e-16,4.953e-21,8.311e+1
316.11,6.820e+2,3.000e+1,1.159e-16,5.987e+2,6.401e-6,1.088e-25,3.610e-16,,4.072e-27,4.591e-16,4.945e-21,5.333e+1
316.14,6.436e+2,5.529e+1,1.159e-16,5.619e+2,1.776e-5,1.087e-25,3.588e-16,,4.075e-27,4.598e-16,4.933e-21,2.637e+1
316.16,6.195e+2,7.986e+1,1.160e-16,5.231e+2,4.797e-5,1.087e-25,3.574e-16,,4.078e-27,4.603e-16,4.925e-21,1.655e+1
