Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (7.5e-2),Fe II (4.1e-1),Fe III (5.6e-5),Ni I (6.1e-2),Ni II (1.9e-1),Ni III (6.3e-6),Cu I (4.4e-3),Cu II (1.1e-2),Mo I (4.3e-3)
489.38,6.295e+2,2.731e-1,,6.292e+2,1.223e-15,5.715e-28,4.137e-6,,8.101e-27,7.886e-17,1.271e-6,8.201e-17
489.4,5.308e+2,1.720e-1,,5.307e+2,3.141e-15,5.712e-28,8.318e-6,,8.103e-27,7.893e-17,2.094e-6,8.167e-17
489.43,4.012e+2,8.386e-2,,4.011e+2,1.261e-14,5.708e-28,2.313e-5,,8.107e-27,7.905e-17,4.320e-6,8.116e-17
489.45,3.275e+2,5.108e-2,,3.274e+2,3.132e-14,5.705e-28,4.498e-5,,8.110e-27,7.913e-17,6.885e-6,8.082e-17
489.48,2.357e+2,2.368e-2,,2.357e+2,1.196e-13,5.701e-28,1.190e-4,,8.114e-27,7.925e-17,1.351e-5,8.031e-17
489.5,1.862e+2,1.395e-2,,1.862e+2,2.875e-13,5.698e-28,2.239e-4,,8.116e-27,7.933e-17,2.083e-5,7.997e-17
489.53,1.276e+2,6.150e-3,,1.276e+2,1.044e-12,5.694e-28,5.634e-4,,8.120e-27,7.945e-17,3.890e-5,7.946e-17
489.55,9.762e+1,3.503e-3,,9.761e+1,2.428e-12,5.692e-28,1.025e-3,,8.122e-27,7.953e-17,5.801e-5,7.912e-17
489.58,6.370e+1,1.469e-3,,6.370e+1,8.393e-12,5.688e-28,2.455e-3,,8.126e-27,7.965e-17,1.030e-4,7.861e-17
489.6,4.715e+1,8.091e-4,,4.714e+1,1.887e-11,5.685e-28,4.321e-3,,8.129e-27,7.973e-17,1.486e-4,7.827e-17
489.63,2.930e+1,3.226e-4,,2.929e+1,6.207e-11,5.681e-28,9.841e-3,,8.133e-27,7.985e-17,2.511e-4,7.776e-17
489.65,2.100e+1,1.719e-4,,2.098e+1,1.350e-10,5.678e-28,1.676e-2,,8.135e-27,7.992e-17,3.503e-4,7.742e-17
489.68,1.244e+1,6.517e-5,,1.241e+1,4.224e-10,5.674e-28,3.631e-2,,8.139e-27,8.004e-17,5.630e-4,7.691e-17
489.7,8.660e+0,3.357e-5,,8.600e+0,8.888e-10,5.672e-28,5.979e-2,,8.141e-27,8.012e-17,7.598e-4,7.657e-17
489.72,5.981e+0,1.707e-5,,5.883e+0,1.846e-9,5.669e-28,9.717e-2,,8.144e-27,8.020e-17,1.012e-3,7.623e-17
489.75,3.445e+0,6.032e-6,,3.247e+0,5.386e-9,5.665e-28,1.964e-1,,8.148e-27,8.032e-17,1.516e-3,7.572e-17
489.77,2.460e+0,2.965e-6,,2.149e+0,1.082e-8,5.662e-28,3.087e-1,,8.150e-27,8.040e-17,1.953e-3,7.538e-17
489.8,1.725e+0,9.966e-7,,1.129e+0,3.003e-8,5.658e-28,5.934e-1,,8.154e-27,8.052e-17,2.784e-3,7.486e-17
489.82,1.629e+0,4.738e-7,,7.232e-1,5.835e-8,5.656e-28,9.022e-1,,8.157e-27,8.060e-17,3.469e-3,7.452e-17
489.85,2.016e+0,1.514e-7,,3.616e-1,1.541e-7,5.652e-28,1.650e+0,,8.160e-27,8.072e-17,4.704e-3,7.401e-17
489.87,2.657e+0,6.962e-8,,2.241e-1,2.897e-7,5.649e-28,2.427e+0,,8.163e-27,8.080e-17,5.669e-3,7.367e-17
489.9,4.336e+0,2.116e-8,,1.066e-1,7.280e-7,5.645e-28,4.222e+0,,8.167e-27,8.091e-17,7.314e-3,7.316e-17
489.92,6.079e+0,9.408e-9,,6.392e-2,1.324e-6,5.642e-28,6.007e+0,,8.169e-27,8.099e-17,8.525e-3,7.282e-17
489.95,9.982e+0,2.720e-9,,2.894e-2,3.165e-6,5.638e-28,9.942e+0,,8.173e-27,8.111e-17,1.046e-2,7.231e-17
489.97,1.371e+1,1.169e-9,,1.679e-2,5.566e-6,5.636e-28,1.368e+1,,8.176e-27,8.119e-17,1.180e-2,7.197e-17
490,2.156e+1,3.215e-10,,7.233e-3,1.266e-5,5.632e-28,2.154e+1,,8.179e-27,8.131e-17,1.378e-2,7.146e-17
490.02,2.870e+1,1.337e-10,,4.058e-3,2.154e-5,5.629e-28,2.868e+1,,8.182e-27,8.139e-17,1.502e-2,7.112e-17
490.05,4.298e+1,3.494e-11,,1.664e-3,4.662e-5,5.625e-28,4.296e+1,,8.186e-27,8.151e-17,1.669e-2,7.061e-17
490.07,5.533e+1,1.405e-11,,9.032e-4,7.672e-5,5.622e-28,5.531e+1,,8.188e-27,8.159e-17,1.762e-2,7.027e-17
490.09,7.030e+1,5.574e-12,,4.838e-4,1.246e-4,5.620e-28,7.028e+1,,8.191e-27,8.167e-17,1.835e-2,6.993e-17
490.12,9.819e+1,1.358e-12,,1.850e-4,2.515e-4,5.616e-28,9.817e+1,,8.194e-27,8.178e-17,1.903e-2,6.942e-17
490.14,1.207e+2,5.211e-13,,9.587e-5,3.951e-4,5.613e-28,1.207e+2,,8.197e-27,8.186e-17,1.919e-2,6.908e-17
490.17,1.604e+2,1.208e-13,,3.488e-5,7.587e-4,5.609e-28,1.603e+2,,8.201e-27,8.198e-17,1.898e-2,6.857e-17
490.19,1.906e+2,4.480e-14,,1.748e-5,1.153e-3,5.606e-28,1.906e+2,,8.203e-27,8.206e-17,1.856e-2,6.823e-17
490.22,2.410e+2,9.874e-15,,6.052e-6,2.106e-3,5.602e-28,2.410e+2,,8.207e-27,8.218e-17,1.755e-2,6.772e-17
490.24,2.771e+2,3.543e-15,,2.934e-6,3.096e-3,5.600e-28,2.771e+2,,8.210e-27,8.226e-17,1.669e-2,6.738e-17
490.27,3.333e+2,7.425e-16,,9.663e-7,5.383e-3,5.596e-28,3.333e+2,,8.213e-27,8.238e-17,1.521e-2,6.687e-17
490.29,3.707e+2,2.576e-16,,4.532e-7,7.654e-3,5.593e-28,3.707e+2,,8.216e-27,8.246e-17,1.417e-2,6.653e-17
490.32,4.242e+2,2.949e-16,,1.420e-7,1.266e-2,5.589e-28,4.242e+2,,8.220e-27,8.258e-17,1.265e-2,6.602e-17
490.34,4.564e+2,3.197e-16,,6.441e-8,1.741e-2,5.586e-28,4.564e+2,,8.222e-27,8.266e-17,1.173e-2,6.568e-17
490.37,4.968e+2,3.569e-16,,1.920e-8,2.740e-2,5.582e-28,4.968e+2,,8.226e-27,8.277e-17,1.061e-2,6.517e-17
490.39,5.170e+2,3.818e-16,,8.423e-9,3.645e-2,5.579e-28,5.170e+2,,8.229e-27,8.285e-17,1.007e-2,6.483e-17
490.42,5.354e+2,4.190e-16,,2.388e-9,5.457e-2,5.575e-28,5.354e+2,,8.232e-27,8.297e-17,9.675e-3,6.432e-17
490.44,5.390e+2,4.438e-16,,1.014e-9,7.024e-2,5.573e-28,5.389e+2,,8.235e-27,8.305e-17,9.718e-3,6.398e-17
490.46,5.355e+2,4.686e-16,,4.254e-10,8.921e-2,5.570e-28,5.354e+2,,8.237e-27,8.313e-17,1.003e-2,6.364e-17
490.49,5.171e+2,5.059e-16,,1.159e-10,1.246e-1,5.566e-28,5.170e+2,,8.241e-27,8.325e-17,1.106e-2,6.313e-17
490.51,4.969e+2,5.307e-16,,5.477e-11,1.530e-1,5.563e-28,4.968e+2,,8.244e-27,8.333e-17,1.215e-2,6.279e-17
490.54,4.566e+2,5.679e-16,,4.789e-11,2.033e-1,5.559e-28,4.564e+2,,8.248e-27,8.345e-17,1.446e-2,6.228e-17
490.56,4.244e+2,5.928e-16,,9.353e-11,2.417e-1,5.557e-28,4.242e+2,,8.250e-27,8.353e-17,1.648e-2,6.194e-17
490.59,3.710e+2,6.300e-16,,3.327e-10,3.055e-1,5.553e-28,3.707e+2,,8.254e-27,8.364e-17,2.035e-2,6.143e-17
490.61,3.337e+2,6.548e-16,,7.839e-10,3.513e-1,5.550e-28,3.333e+2,,8.256e-27,8.372e-17,2.354e-2,6.109e-17
490.64,2.776e+2,6.921e-16,,2.777e-9,4.226e-1,5.546e-28,2.771e+2,,8.260e-27,8.384e-17,2.933e-2,6.058e-17
490.66,2.415e+2,1.965e-15,,6.348e-9,4.703e-1,5.543e-28,2.410e+2,,8.263e-27,8.392e-17,3.391e-2,6.024e-17
490.69,1.912e+2,9.167e-15,,2.141e-8,5.386e-1,5.539e-28,1.906e+2,,8.267e-27,8.404e-17,4.188e-2,5.973e-17
490.71,1.610e+2,2.518e-14,,4.736e-8,5.802e-1,5.537e-28,1.603e+2,,8.269e-27,8.412e-17,4.792e-2,5.939e-17
490.74,1.213e+2,1.118e-13,,1.520e-7,6.334e-1,5.533e-28,1.207e+2,,8.273e-27,8.424e-17,5.797e-2,5.888e-17
490.76,9.890e+1,2.971e-13,,3.254e-7,6.611e-1,5.530e-28,9.817e+1,,8.275e-27,8.432e-17,6.521e-2,5.854e-17
490.79,7.104e+1,1.256e-12,,9.943e-7,6.894e-1,5.526e-28,7.028e+1,,8.279e-27,8.444e-17,7.657e-2,5.803e-17
490.81,5.610e+1,3.228e-12,,2.060e-6,6.990e-1,5.523e-28,5.531e+1,,8.282e-27,8.452e-17,8.424e-2,5.769e-17
490.84,3.846e+1,1.298e-11,,5.990e-6,6.999e-1,5.519e-28,3.767e+1,,8.286e-27,8.463e-17,9.539e-2,5.717e-17
490.86,2.947e+1,3.230e-11,,1.201e-5,6.928e-1,5.517e-28,2.868e+1,,8.288e-27,8.471e-17,1.023e-1,5.683e-17
490.88,2.233e+1,7.929e-11,,2.375e-5,6.810e-1,5.514e-28,2.154e+1,,8.291e-27,8.479e-17,1.085e-1,5.649e-17
490.91,1.446e+1,2.975e-10,,6.448e-5,6.583e-1,5.510e-28,1.368e+1,,8.294e-27,8.491e-17,1.160e-1,5.598e-17
490.93,1.071e+1,7.067e-10,,1.234e-4,6.427e-1,5.507e-28,9.943e+0,,8.297e-27,8.499e-17,1.195e-1,5.564e-17
490.96,6.755e+0,2.524e-9,,3.191e-4,6.245e-1,5.503e-28,6.008e+0,,8.301e-27,8.511e-17,1.223e-1,5.513e-17
490.98,4.966e+0,5.800e-9,,5.912e-4,6.190e-1,5.501e-28,4.224e+0,,8.303e-27,8.519e-17,1.224e-1,5.479e-17
491.01,3.178e+0,1.971e-8,,1.455e-3,6.258e-1,5.497e-28,2.431e+0,,8.307e-27,8.531e-17,1.200e-1,5.428e-17
491.03,2.418e+0,4.383e-8,,2.610e-3,6.427e-1,5.494e-28,1.656e+0,,8.310e-27,8.539e-17,1.167e-1,5.394e-17
491.06,1.722e+0,1.417e-7,,6.118e-3,6.895e-1,5.490e-28,9.164e-1,,8.313e-27,8.550e-17,1.096e-1,5.343e-17
491.08,1.467e+0,3.049e-7,,1.062e-2,7.355e-1,5.487e-28,6.169e-1,,8.316e-27,8.558e-17,1.037e-1,5.309e-17
491.11,1.301e+0,9.386e-7,,2.372e-2,8.253e-1,5.483e-28,3.580e-1,,8.320e-27,8.570e-17,9.361e-2,5.258e-17
491.13,1.299e+0,1.954e-6,,3.988e-2,8.972e-1,5.481e-28,2.758e-1,,8.322e-27,8.578e-17,8.642e-2,5.224e-17
491.16,1.434e+0,5.722e-6,,8.485e-2,1.018e+0,5.477e-28,2.555e-1,,8.326e-27,8.590e-17,7.547e-2,5.173e-17
491.18,1.616e+0,1.152e-5,,1.381e-1,1.103e+0,5.474e-28,3.065e-1,,8.329e-27,8.598e-17,6.833e-2,5.139e-17
491.21,2.063e+0,3.212e-5,,2.802e-1,1.229e+0,5.470e-28,4.960e-1,,8.332e-27,8.610e-17,5.824e-2,5.088e-17
491.23,2.522e+0,6.259e-5,,4.419e-1,1.307e+0,5.467e-28,7.217e-1,,8.335e-27,8.618e-17,5.210e-2,5.054e-17
491.25,3.169e+0,1.203e-4,,6.881e-1,1.376e+0,5.465e-28,1.058e+0,,8.337e-27,8.626e-17,4.651e-2,5.020e-17
491.28,4.660e+0,3.130e-4,,1.306e+0,1.456e+0,5.460e-28,1.859e+0,,8.341e-27,8.638e-17,3.928e-2,4.969e-17
491.3,6.167e+0,5.823e-4,,1.971e+0,1.490e+0,5.458e-28,2.671e+0,,8.344e-27,8.645e-17,3.524e-2,4.935e-17
491.33,9.601e+0,1.441e-3,,3.570e+0,1.507e+0,5.454e-28,4.493e+0,,8.348e-27,8.657e-17,3.033e-2,4.884e-17
491.35,1.300e+1,2.594e-3,,5.223e+0,1.495e+0,5.451e-28,6.254e+0,,8.350e-27,8.665e-17,2.781e-2,4.850e-17
491.38,2.052e+1,6.112e-3,,9.032e+0,1.441e+0,5.447e-28,1.002e+1,,8.354e-27,8.677e-17,2.510e-2,4.799e-17
491.4,2.773e+1,1.064e-2,,1.282e+1,1.384e+0,5.444e-28,1.349e+1,,8.356e-27,8.685e-17,2.398e-2,4.765e-17
491.43,4.306e+1,2.386e-2,,2.118e+1,1.271e+0,5.440e-28,2.057e+1,,8.360e-27,8.697e-17,2.332e-2,4.714e-17
491.45,5.720e+1,4.020e-2,,2.916e+1,1.182e+0,5.438e-28,2.679e+1,,8.363e-27,8.705e-17,2.355e-2,4.680e-17
491.48,8.610e+1,8.577e-2,,4.609e+1,1.033e+0,5.434e-28,3.887e+1,,8.366e-27,8.717e-17,2.493e-2,4.629e-17
491.5,1.117e+2,1.398e-1,,6.162e+1,9.289e-1,5.431e-28,4.900e+1,,8.369e-27,8.725e-17,2.655e-2,4.595e-17
491.53,1.619e+2,2.839e-1,,9.320e+1,7.728e-1,5.427e-28,6.764e+1,,8.373e-27,8.736e-17,3.004e-2,4.544e-17
491.55,2.047e+2,4.478e-1,,1.211e+2,6.723e-1,5.424e-28,8.248e+1,,8.375e-27,8.744e-17,3.306e-2,4.510e-17
491.58,2.852e+2,8.652e-1,,1.754e+2,5.322e-1,5.420e-28,1.084e+2,,8.379e-27,8.756e-17,3.859e-2,4.459e-17
491.6,3.511e+2,1.320e+0,,2.215e+2,4.480e-1,5.418e-28,1.278e+2,,8.382e-27,8.764e-17,4.288e-2,4.425e-17
491.62,4.277e+2,1.988e+0,,2.765e+2,3.721e-1,5.415e-28,1.488e+2,,8.384e-27,8.772e-17,4.758e-2,4.391e-17
491.65,5.641e+2,3.585e+0,,3.778e+2,2.748e-1,5.411e-28,1.824e+2,,8.388e-27,8.784e-17,5.516e-2,4.340e-17
491.67,6.698e+2,5.223e+0,,4.588e+2,2.208e-1,5.408e-28,2.055e+2,,8.391e-27,8.792e-17,6.039e-2,4.306e-17
491.7,8.504e+2,8.962e+0,,6.016e+2,1.551e-1,5.404e-28,2.396e+2,,8.394e-27,8.804e-17,6.815e-2,4.255e-17
491.72,9.850e+2,1.263e+1,,7.110e+2,1.206e-1,5.402e-28,2.612e+2,,8.397e-27,8.812e-17,7.301e-2,4.221e-17
491.75,1.206e+3,2.063e+1,,8.951e+2,8.062e-2,5.398e-28,2.898e+2,,8.401e-27,8.824e-17,7.942e-2,4.170e-17
491.77,1.364e+3,2.814e+1,,1.030e+3,6.063e-2,5.395e-28,3.056e+2,,8.403e-27,8.831e-17,8.286e-2,4.136e-17
491.8,1.612e+3,4.372e+1,,1.245e+3,3.857e-2,5.391e-28,3.227e+2,,8.407e-27,8.843e-17,8.642e-2,4.085e-17
491.82,1.781e+3,5.770e+1,,1.394e+3,2.806e-2,5.388e-28,3.292e+2,,8.409e-27,8.851e-17,8.758e-2,4.051e-17
491.85,2.035e+3,8.533e+1,,1.619e+3,1.698e-2,5.384e-28,3.308e+2,,8.413e-27,8.863e-17,8.733e-2,4.000e-17
491.87,2.200e+3,1.089e+2,,1.765e+3,1.195e-2,5.382e-28,3.265e+2,,8.416e-27,8.871e-17,8.582e-2,3.965e-17
491.9,2.433e+3,1.533e+2,,1.967e+3,6.884e-3,5.378e-28,3.122e+2,,8.420e-27,8.883e-17,8.167e-2,3.914e-17
491.92,2.574e+3,1.894e+2,,2.086e+3,4.687e-3,5.375e-28,2.981e+2,,8.422e-27,8.891e-17,7.776e-2,3.880e-17
491.95,2.757e+3,2.537e+2,,2.232e+3,2.568e-3,5.371e-28,2.713e+2,,8.426e-27,8.903e-17,7.054e-2,3.829e-17
491.97,2.856e+3,3.032e+2,,2.302e+3,1.692e-3,5.368e-28,2.506e+2,,8.428e-27,8.911e-17,6.505e-2,3.795e-17
491.99,2.934e+3,3.576e+2,,2.348e+3,1.100e-3,5.366e-28,2.284e+2,,8.431e-27,8.919e-17,5.922e-2,3.761e-17
492.02,3.009e+3,4.469e+2,,2.368e+3,5.620e-4,5.362e-28,1.939e+2,,8.435e-27,8.930e-17,5.020e-2,3.710e-17
492.04,3.028e+3,5.100e+2,,2.347e+3,3.534e-4,5.359e-28,1.710e+2,,8.437e-27,8.938e-17,4.424e-2,3.676e-17
492.07,3.011e+3,6.066e+2,,2.266e+3,1.719e-4,5.355e-28,1.382e+2,,8.441e-27,8.950e-17,3.574e-2,3.625e-17
492.09,2.970e+3,6.697e+2,,2.182e+3,1.046e-4,5.352e-28,1.179e+2,,8.444e-27,8.958e-17,3.051e-2,3.591e-17
492.12,2.865e+3,7.580e+2,,2.017e+3,4.839e-5,5.348e-28,9.064e+1,,8.447e-27,8.970e-17,2.351e-2,3.540e-17
492.14,2.769e+3,8.097e+2,,1.885e+3,2.847e-5,5.346e-28,7.482e+1,,8.450e-27,8.978e-17,1.948e-2,3.506e-17
492.17,2.592e+3,8.722e+2,,1.665e+3,1.254e-5,5.341e-28,5.474e+1,,8.454e-27,8.990e-17,1.442e-2,3.455e-17
492.19,2.455e+3,9.015e+2,,1.510e+3,7.138e-6,5.339e-28,4.371e+1,,8.456e-27,8.998e-17,1.168e-2,3.421e-17
492.22,2.229e+3,9.241e+2,,1.275e+3,2.991e-6,5.335e-28,3.043e+1,,8.460e-27,9.010e-17,8.489e-3,3.370e-17
492.24,2.069e+3,9.241e+2,,1.121e+3,1.647e-6,5.332e-28,2.351e+1,,8.463e-27,9.017e-17,6.909e-3,3.336e-17
492.27,1.820e+3,9.015e+2,,9.034e+2,6.567e-7,5.328e-28,1.558e+1,,8.466e-27,9.029e-17,5.261e-3,3.285e-17
492.29,1.654e+3,8.722e+2,,7.701e+2,3.499e-7,5.325e-28,1.164e+1,,8.469e-27,9.037e-17,4.583e-3,3.251e-17
492.32,1.409e+3,8.097e+2,,5.921e+2,1.327e-7,5.321e-28,7.341e+0,,8.473e-27,9.049e-17,4.099e-3,3.200e-17
492.34,1.252e+3,7.580e+2,,4.891e+2,6.840e-8,5.319e-28,5.309e+0,,8.475e-27,9.057e-17,4.077e-3,3.166e-17
492.36,1.103e+3,7.002e+2,,3.990e+2,3.479e-8,5.316e-28,3.789e+0,,8.478e-27,9.065e-17,4.258e-3,3.132e-17
492.39,8.958e+2,6.066e+2,,2.870e+2,1.231e-8,5.312e-28,2.228e+0,,8.482e-27,9.077e-17,4.842e-3,3.081e-17
492.41,7.704e+2,5.421e+2,,2.268e+2,6.057e-9,5.309e-28,1.539e+0,,8.484e-27,9.085e-17,5.398e-3,3.047e-17
492.44,6.032e+2,4.469e+2,,1.555e+2,2.039e-9,5.305e-28,8.611e-1,,8.488e-27,9.097e-17,6.416e-3,2.996e-17
492.46,5.060e+2,3.865e+2,,1.189e+2,9.707e-10,5.303e-28,5.752e-1,,8.490e-27,9.105e-17,7.178e-3,2.962e-17
492.49,3.812e+2,3.032e+2,,7.770e+1,3.110e-10,5.299e-28,3.064e-1,,8.494e-27,9.116e-17,8.377e-3,2.911e-17
492.51,3.115e+2,2.537e+2,,5.756e+1,1.432e-10,5.296e-28,1.980e-1,,8.497e-27,9.124e-17,9.177e-3,2.877e-17
492.54,2.253e+2,1.894e+2,,3.582e+1,4.365e-11,5.292e-28,1.003e-1,,8.501e-27,9.136e-17,1.032e-2,2.826e-17
492.56,1.791e+2,1.533e+2,,2.568e+1,1.945e-11,5.289e-28,6.275e-2,,8.503e-27,9.144e-17,1.101e-2,2.792e-17
492.59,1.242e+2,1.089e+2,,1.522e+1,5.640e-12,5.285e-28,3.028e-2,,8.507e-27,9.156e-17,1.191e-2,2.741e-17
492.61,9.592e+1,8.533e+1,,1.056e+1,2.431e-12,5.283e-28,1.835e-2,,8.509e-27,9.164e-17,1.241e-2,2.707e-17
492.64,6.368e+1,5.770e+1,,5.962e+0,6.708e-13,5.279e-28,8.512e-3,,8.513e-27,9.176e-17,1.304e-2,2.656e-17
492.66,4.775e+1,4.372e+1,,4.005e+0,2.796e-13,5.276e-28,5.122e-3,,8.516e-27,9.184e-17,1.341e-2,2.622e-17
492.69,3.030e+1,2.814e+1,,2.152e+0,7.343e-14,5.272e-28,2.651e-3,,8.520e-27,9.196e-17,1.397e-2,2.571e-17
492.71,2.204e+1,2.063e+1,,1.399e+0,2.962e-14,5.269e-28,2.114e-3,,8.522e-27,9.204e-17,1.444e-2,2.537e-17
492.74,1.337e+1,1.263e+1,,7.156e-1,7.400e-15,5.265e-28,2.596e-3,,8.526e-27,9.215e-17,1.543e-2,2.486e-17
492.76,9.433e+0,8.963e+0,,4.502e-1,2.887e-15,5.263e-28,3.887e-3,,8.528e-27,9.223e-17,1.639e-2,2.452e-17
492.78,6.579e+0,6.275e+0,,2.795e-1,1.112e-15,5.260e-28,6.306e-3,,8.531e-27,9.231e-17,1.771e-2,2.418e-17
492.81,3.756e+0,3.588e+0,,1.335e-1,2.591e-16,5.256e-28,1.344e-2,,8.535e-27,9.243e-17,2.052e-2,2.367e-17
492.83,2.559e+0,2.434e+0,,8.018e-2,9.651e-17,5.253e-28,2.212e-2,,8.537e-27,9.251e-17,2.307e-2,2.333e-17
492.86,1.444e+0,1.334e+0,,3.643e-2,2.140e-17,5.249e-28,4.573e-2,,8.541e-27,9.263e-17,2.805e-2,2.282e-17
492.88,1.014e+0,8.870e-1,,2.118e-2,7.712e-18,5.247e-28,7.308e-2,,8.544e-27,9.271e-17,3.221e-2,2.248e-17
492.91,6.858e-1,4.928e-1,,9.161e-3,1.627e-18,5.243e-28,1.441e-1,,8.547e-27,9.283e-17,3.973e-2,2.196e-17
492.93,6.294e-1,3.556e-1,,5.154e-3,1.537e-18,5.240e-28,2.231e-1,,8.550e-27,9.291e-17,4.554e-2,2.162e-17
492.96,7.575e-1,2.806e-1,,2.121e-3,1.402e-18,5.236e-28,4.195e-1,,8.554e-27,9.302e-17,5.526e-2,2.111e-17
492.98,9.952e-1,3.030e-1,,1.155e-3,1.312e-18,5.233e-28,6.289e-1,,8.556e-27,9.310e-17,6.223e-2,2.077e-17
493.01,1.647e+0,4.462e-1,,4.524e-4,1.177e-18,5.229e-28,1.127e+0,,8.560e-27,9.322e-17,7.299e-2,2.026e-17
493.03,2.347e+0,6.298e-1,,2.382e-4,1.087e-18,5.227e-28,1.637e+0,,8.563e-27,9.330e-17,8.008e-2,1.992e-17
493.06,3.977e+0,1.089e+0,,8.882e-5,9.515e-19,5.223e-28,2.799e+0,,8.566e-27,9.342e-17,9.001e-2,1.941e-17
493.08,5.598e+0,1.563e+0,,4.526e-5,8.614e-19,5.220e-28,3.939e+0,,8.569e-27,9.350e-17,9.584e-2,1.907e-17
493.11,9.168e+0,2.640e+0,,1.606e-5,7.263e-19,5.216e-28,6.425e+0,,8.573e-27,9.362e-17,1.029e-1,1.856e-17
493.13,1.256e+1,3.688e+0,,7.918e-6,6.362e-19,5.213e-28,8.766e+0,,8.575e-27,9.370e-17,1.061e-1,1.822e-17
493.15,1.701e+1,5.087e+0,,3.852e-6,5.461e-19,5.210e-28,1.181e+1,,8.578e-27,9.378e-17,1.081e-1,1.788e-17
493.18,2.621e+1,8.041e+0,,1.275e-6,4.110e-19,5.206e-28,1.806e+1,,8.581e-27,9.390e-17,1.085e-1,1.737e-17
493.2,3.445e+1,1.073e+1,,6.004e-7,3.209e-19,5.204e-28,2.361e+1,,8.584e-27,9.397e-17,1.070e-1,1.703e-17
493.23,5.075e+1,1.615e+1,,1.892e-7,1.532e-18,5.200e-28,3.449e+1,,8.588e-27,9.409e-17,1.023e-1,1.652e-17
493.25,6.472e+1,2.087e+1,,8.615e-8,4.275e-18,5.197e-28,4.375e+1,,8.590e-27,9.417e-17,9.773e-2,1.618e-17
493.28,9.111e+1,2.990e+1,,2.583e-8,2.024e-17,5.193e-28,6.112e+1,,8.594e-27,9.429e-17,8.916e-2,1.567e-17
493.3,1.127e+2,3.737e+1,,1.138e-8,5.475e-17,5.190e-28,7.527e+1,,8.597e-27,9.437e-17,8.261e-2,1.533e-17
493.33,1.517e+2,5.097e+1,,3.248e-9,2.377e-16,5.186e-28,1.007e+2,,8.600e-27,9.449e-17,7.210e-2,1.482e-17
493.35,1.821e+2,6.166e+1,,1.385e-9,6.226e-16,5.184e-28,1.204e+2,,8.603e-27,9.457e-17,6.498e-2,1.448e-17
493.38,2.343e+2,8.005e+1,,3.761e-10,2.575e-15,5.180e-28,1.542e+2,,8.607e-27,9.469e-17,5.464e-2,1.397e-17
493.4,2.731e+2,9.371e+1,,1.551e-10,6.528e-15,5.177e-28,1.793e+2,,8.609e-27,9.477e-17,4.823e-2,1.363e-17
493.43,3.361e+2,1.158e+2,,4.009e-11,2.572e-14,5.173e-28,2.202e+2,,8.613e-27,9.488e-17,3.968e-2,1.312e-17
493.45,3.803e+2,1.312e+2,,1.600e-11,6.312e-14,5.170e-28,2.490e+2,,8.616e-27,9.496e-17,3.482e-2,1.278e-17
493.48,4.478e+2,1.544e+2,,3.934e-12,2.369e-13,5.166e-28,2.934e+2,,8.619e-27,9.508e-17,2.886e-2,6.093e-17
493.5,4.921e+2,1.692e+2,,1.519e-12,5.628e-13,5.164e-28,3.228e+2,,8.622e-27,9.516e-17,2.578e-2,1.698e-16
493.52,5.345e+2,1.831e+2,,5.787e-13,1.320e-12,5.161e-28,3.514e+2,,8.624e-27,9.524e-17,2.338e-2,4.671e-16
493.55,5.922e+2,2.010e+2,,1.328e-13,4.628e-12,5.157e-28,3.911e+2,,8.628e-27,9.536e-17,2.089e-2,2.080e-15
493.57,6.249e+2,2.105e+2,,4.896e-14,1.051e-11,5.154e-28,4.144e+2,,8.631e-27,9.544e-17,1.985e-2,5.537e-15
493.6,6.630e+2,2.200e+2,,1.069e-14,3.510e-11,5.150e-28,4.430e+2,,8.635e-27,9.556e-17,1.900e-2,2.347e-14
493.62,6.799e+2,2.230e+2,,3.813e-15,7.718e-11,5.148e-28,4.570e+2,,8.637e-27,9.564e-17,1.876e-2,6.049e-14
493.65,6.911e+2,2.219e+2,,3.601e-15,2.456e-10,5.144e-28,4.692e+2,,8.641e-27,9.576e-17,1.867e-2,2.442e-13
493.67,6.888e+2,2.175e+2,,3.460e-15,5.228e-10,5.141e-28,4.712e+2,,8.643e-27,9.583e-17,1.866e-2,6.090e-13
493.7,6.708e+2,2.061e+2,,3.249e-15,1.585e-9,5.137e-28,4.648e+2,,8.647e-27,9.595e-17,1.856e-2,2.341e-12
493.72,6.498e+2,1.955e+2,,3.108e-15,3.268e-9,5.134e-28,4.543e+2,,8.650e-27,9.603e-17,1.836e-2,5.651e-12
493.75,6.065e+2,1.763e+2,,2.896e-15,9.440e-9,5.130e-28,4.301e+2,,8.654e-27,9.615e-17,1.779e-2,2.068e-11
493.77,5.710e+2,1.619e+2,,2.755e-15,1.884e-8,5.128e-28,4.091e+2,,8.656e-27,9.623e-17,1.720e-2,4.833e-11
493.8,5.106e+2,1.390e+2,,2.544e-15,5.187e-8,5.124e-28,3.716e+2,,8.660e-27,9.635e-17,1.603e-2,1.684e-10
493.82,4.672e+2,1.235e+2,,2.403e-15,1.003e-7,5.121e-28,3.437e+2,,8.662e-27,9.643e-17,1.506e-2,3.809e-10
493.85,4.002e+2,1.010e+2,,2.191e-15,2.630e-7,5.117e-28,2.993e+2,,8.666e-27,9.655e-17,1.341e-2,1.264e-9
