Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.0e-1),Fe III (1.1e-4),Ni I (1.2e-2),Ni II (3.8e-2),Ni III (1.3e-6)
698.57,9.189e-1,4.447e-15,9.189e-1,9.245e-27,1.879e-15,,1.766e-26
698.6,9.916e-1,4.448e-15,9.916e-1,9.241e-27,1.879e-15,,1.782e-26
698.62,1.035e+0,4.449e-15,1.035e+0,9.238e-27,1.879e-15,,1.793e-26
698.65,1.090e+0,4.451e-15,1.090e+0,9.234e-27,1.880e-15,,1.810e-26
698.67,1.119e+0,4.452e-15,1.119e+0,9.231e-27,1.880e-15,,1.821e-26
698.7,1.149e+0,4.454e-15,1.149e+0,9.227e-27,1.880e-15,,1.838e-26
698.72,1.161e+0,4.455e-15,1.161e+0,9.224e-27,1.880e-15,,1.849e-26
698.75,1.163e+0,4.456e-15,1.163e+0,9.220e-27,1.880e-15,,1.866e-26
698.77,1.156e+0,4.457e-15,1.156e+0,9.218e-27,1.880e-15,,1.877e-26
698.79,1.141e+0,4.458e-15,1.141e+0,9.215e-27,1.880e-15,,1.888e-26
698.82,1.105e+0,4.460e-15,1.105e+0,9.211e-27,1.880e-15,,1.905e-26
698.84,1.073e+0,4.461e-15,1.073e+0,9.208e-27,1.881e-15,,1.916e-26
698.87,1.014e+0,4.462e-15,1.014e+0,9.204e-27,1.881e-15,,1.933e-26
698.89,9.684e-1,4.463e-15,9.684e-1,9.201e-27,1.881e-15,,1.944e-26
698.92,8.929e-1,4.465e-15,8.929e-1,9.197e-27,1.881e-15,,1.960e-26
698.94,8.390e-1,4.466e-15,8.390e-1,9.194e-27,1.881e-15,,1.971e-26
698.97,7.549e-1,4.468e-15,7.549e-1,9.190e-27,1.881e-15,,1.988e-26
698.99,6.978e-1,4.469e-15,6.978e-1,9.187e-27,1.881e-15,,1.999e-26
699.02,6.125e-1,4.470e-15,6.125e-1,9.183e-27,1.881e-15,,2.016e-26
699.04,5.570e-1,4.471e-15,5.570e-1,9.180e-27,1.882e-15,,2.027e-26
699.07,4.771e-1,4.473e-15,4.771e-1,9.176e-27,1.882e-15,,2.044e-26
699.09,4.268e-1,4.474e-15,4.268e-1,9.173e-27,1.882e-15,,2.055e-26
699.12,3.567e-1,4.476e-15,3.567e-1,9.169e-27,1.882e-15,,2.072e-26
699.14,3.139e-1,4.477e-15,3.139e-1,9.166e-27,1.882e-15,,2.083e-26
699.17,2.560e-1,4.478e-15,2.560e-1,9.162e-27,1.882e-15,,2.100e-26
699.19,2.216e-1,4.479e-15,2.216e-1,9.159e-27,1.882e-15,,2.111e-26
699.21,1.906e-1,4.480e-15,1.906e-1,9.157e-27,1.882e-15,,2.122e-26
699.24,1.502e-1,4.482e-15,1.502e-1,9.152e-27,1.883e-15,,2.139e-26
699.26,1.271e-1,4.483e-15,1.271e-1,9.150e-27,1.883e-15,,2.150e-26
699.29,9.767e-2,4.484e-15,9.767e-2,9.146e-27,1.883e-15,,2.166e-26
699.31,8.130e-2,4.486e-15,8.130e-2,9.143e-27,1.883e-15,,2.177e-26
699.34,6.098e-2,4.487e-15,6.098e-2,9.139e-27,1.883e-15,,2.194e-26
699.36,4.993e-2,4.488e-15,4.993e-2,9.136e-27,1.883e-15,,2.205e-26
699.39,3.654e-2,4.490e-15,3.654e-2,9.132e-27,1.883e-15,,2.222e-26
699.41,2.944e-2,4.491e-15,2.944e-2,9.129e-27,1.884e-15,,2.233e-26
699.44,2.102e-2,4.492e-15,2.102e-2,9.125e-27,1.884e-15,,2.250e-26
699.46,1.666e-2,4.493e-15,1.666e-2,9.122e-27,1.884e-15,,2.261e-26
699.49,1.161e-2,4.495e-15,1.161e-2,9.118e-27,1.884e-15,,2.278e-26
699.51,9.047e-3,4.496e-15,9.047e-3,9.115e-27,1.884e-15,,2.289e-26
699.54,6.151e-3,4.498e-15,6.151e-3,9.111e-27,1.884e-15,,2.306e-26
699.56,4.717e-3,4.499e-15,4.717e-3,9.108e-27,1.884e-15,,2.317e-26
699.58,3.594e-3,4.500e-15,3.594e-3,9.105e-27,1.884e-15,,2.328e-26
699.61,2.360e-3,4.501e-15,2.360e-3,9.101e-27,1.885e-15,,2.344e-26
699.63,1.769e-3,4.502e-15,1.769e-3,9.099e-27,1.885e-15,,2.356e-26
699.66,1.134e-3,4.504e-15,1.134e-3,9.094e-27,1.885e-15,,2.372e-26
699.68,8.360e-4,4.505e-15,8.360e-4,9.092e-27,1.885e-15,,2.383e-26
699.71,5.228e-4,4.507e-15,5.228e-4,9.087e-27,1.885e-15,,2.400e-26
699.73,3.792e-4,4.508e-15,3.792e-4,9.085e-27,1.885e-15,,2.411e-26
699.76,2.314e-4,4.509e-15,2.314e-4,9.081e-27,1.885e-15,,2.428e-26
699.78,1.651e-4,4.510e-15,1.651e-4,9.078e-27,1.885e-15,,2.439e-26
699.81,9.828e-5,4.512e-15,9.828e-5,9.074e-27,1.886e-15,,2.456e-26
699.83,6.898e-5,4.513e-15,6.898e-5,9.071e-27,1.886e-15,,2.467e-26
699.86,4.007e-5,4.514e-15,4.007e-5,9.067e-27,1.886e-15,,2.484e-26
699.88,2.767e-5,4.515e-15,2.767e-5,9.064e-27,1.886e-15,,2.495e-26
699.91,1.568e-5,4.517e-15,1.568e-5,9.060e-27,1.886e-15,,2.511e-26
699.93,1.065e-5,4.518e-15,1.065e-5,9.057e-27,1.886e-15,,2.523e-26
699.95,7.190e-6,4.519e-15,7.190e-6,9.054e-27,1.886e-15,,2.534e-26
699.98,3.937e-6,4.521e-15,3.937e-6,9.050e-27,1.887e-15,,2.550e-26
700,2.614e-6,4.522e-15,2.614e-6,9.047e-27,1.887e-15,,2.562e-26
700.03,1.397e-6,4.523e-15,1.397e-6,9.043e-27,1.887e-15,,2.578e-26
700.05,9.122e-7,4.524e-15,9.122e-7,9.040e-27,1.887e-15,,2.589e-26
700.08,4.756e-7,4.526e-15,4.756e-7,9.036e-27,1.887e-15,,2.606e-26
700.1,3.056e-7,4.527e-15,3.056e-7,9.033e-27,1.887e-15,,2.617e-26
700.13,1.554e-7,4.529e-15,1.554e-7,9.029e-27,1.887e-15,,2.634e-26
700.15,9.824e-8,4.530e-15,9.824e-8,9.027e-27,1.887e-15,,2.645e-26
700.18,4.876e-8,4.531e-15,4.876e-8,9.022e-27,1.888e-15,,2.662e-26
700.2,3.032e-8,4.532e-15,3.032e-8,9.020e-27,1.888e-15,,2.673e-26
700.23,1.468e-8,4.534e-15,1.468e-8,9.016e-27,1.888e-15,,2.690e-26
700.25,8.982e-9,4.535e-15,8.982e-9,9.013e-27,1.888e-15,,2.701e-26
700.28,4.244e-9,4.536e-15,4.244e-9,9.009e-27,1.888e-15,,2.717e-26
700.3,2.554e-9,4.538e-15,2.554e-9,9.006e-27,1.888e-15,,2.729e-26
700.32,1.527e-9,4.539e-15,1.527e-9,9.003e-27,1.888e-15,,2.740e-26
700.35,6.970e-10,4.540e-15,6.970e-10,8.999e-27,1.889e-15,,2.756e-26
700.37,4.099e-10,4.541e-15,4.099e-10,8.996e-27,1.889e-15,,2.768e-26
700.4,1.826e-10,4.543e-15,1.826e-10,8.992e-27,1.889e-15,,2.784e-26
700.42,1.056e-10,4.544e-15,1.056e-10,8.989e-27,1.889e-15,,2.795e-26
700.45,4.592e-11,4.545e-15,4.592e-11,8.985e-27,1.889e-15,,2.812e-26
700.47,2.613e-11,4.546e-15,2.613e-11,8.982e-27,1.889e-15,,2.823e-26
700.5,1.108e-11,4.548e-15,1.108e-11,8.978e-27,1.889e-15,,2.840e-26
700.52,6.205e-12,4.549e-15,6.205e-12,8.975e-27,1.889e-15,,2.851e-26
700.55,2.568e-12,4.551e-15,2.568e-12,8.971e-27,1.890e-15,,2.868e-26
700.57,1.414e-12,4.552e-15,1.414e-12,8.968e-27,1.890e-15,,2.879e-26
700.6,5.710e-13,4.553e-15,5.710e-13,8.964e-27,1.890e-15,,2.896e-26
700.62,3.094e-13,4.554e-15,3.094e-13,8.962e-27,1.890e-15,,2.907e-26
700.65,1.219e-13,4.556e-15,1.219e-13,8.957e-27,1.890e-15,,2.923e-26
700.67,6.496e-14,4.557e-15,6.496e-14,8.955e-27,1.890e-15,,2.935e-26
700.69,3.440e-14,4.558e-15,3.440e-14,8.952e-27,1.890e-15,,2.946e-26
700.72,1.309e-14,4.560e-15,1.309e-14,8.948e-27,1.890e-15,,2.962e-26
700.74,6.821e-15,4.561e-15,6.821e-15,8.945e-27,1.891e-15,,2.974e-26
700.77,2.533e-15,4.562e-15,2.533e-15,8.941e-27,1.891e-15,,2.990e-26
700.79,1.298e-15,4.563e-15,1.298e-15,8.938e-27,1.891e-15,,3.001e-26
700.82,4.704e-16,4.565e-15,4.704e-16,8.934e-27,1.891e-15,,3.018e-26
700.84,2.372e-16,4.566e-15,2.372e-16,8.931e-27,1.891e-15,,3.029e-26
700.87,8.385e-17,4.567e-15,8.385e-17,8.927e-27,1.891e-15,,3.046e-26
700.89,4.159e-17,4.568e-15,4.159e-17,8.924e-27,1.891e-15,,3.057e-26
700.92,1.435e-17,4.570e-15,1.435e-17,8.920e-27,1.892e-15,,3.074e-26
710,1.940e-15,5.047e-15,3.052e-17,7.664e-27,1.940e-15,,8.128e-26
710.02,3.895e-15,5.048e-15,3.056e-17,7.661e-27,3.895e-15,,8.140e-26
710.05,1.095e-14,5.049e-15,3.061e-17,7.657e-27,1.095e-14,,8.156e-26
710.07,2.164e-14,5.050e-15,3.065e-17,7.654e-27,2.164e-14,,8.167e-26
710.1,5.943e-14,5.052e-15,3.070e-17,7.650e-27,5.943e-14,,8.184e-26
710.12,1.156e-13,5.053e-15,3.073e-17,7.647e-27,1.156e-13,,8.195e-26
710.15,3.101e-13,5.055e-15,3.079e-17,7.643e-27,3.101e-13,,8.212e-26
710.17,5.938e-13,5.056e-15,3.082e-17,7.640e-27,5.938e-13,,8.223e-26
710.19,1.130e-12,5.057e-15,3.086e-17,7.637e-27,1.130e-12,,8.234e-26
710.22,2.932e-12,5.058e-15,3.091e-17,7.633e-27,2.932e-12,,8.251e-26
710.24,5.492e-12,5.059e-15,3.095e-17,7.631e-27,5.492e-12,,8.262e-26
710.27,1.392e-11,5.061e-15,3.100e-17,7.626e-27,1.392e-11,,8.279e-26
710.29,2.566e-11,5.062e-15,3.104e-17,7.624e-27,2.566e-11,,8.290e-26
710.32,6.350e-11,5.064e-15,3.109e-17,7.619e-27,6.350e-11,,8.307e-26
710.34,1.153e-10,5.065e-15,3.113e-17,7.617e-27,1.153e-10,,8.318e-26
710.37,2.785e-10,5.066e-15,3.118e-17,7.613e-27,2.785e-10,,8.334e-26
710.39,4.977e-10,5.067e-15,3.122e-17,7.610e-27,4.977e-10,,8.346e-26
710.42,1.175e-9,5.069e-15,3.127e-17,7.606e-27,1.175e-9,,8.362e-26
710.44,2.066e-9,5.070e-15,3.130e-17,7.603e-27,2.066e-9,,8.373e-26
710.47,4.762e-9,5.071e-15,3.136e-17,7.599e-27,4.762e-9,,8.390e-26
710.49,8.244e-9,5.073e-15,3.139e-17,7.596e-27,8.244e-9,,8.401e-26
710.52,1.856e-8,5.074e-15,3.145e-17,7.592e-27,1.856e-8,,8.418e-26
710.54,3.163e-8,5.075e-15,3.148e-17,7.589e-27,3.163e-8,,8.429e-26
710.56,5.356e-8,5.076e-15,3.152e-17,7.586e-27,5.356e-8,,8.440e-26
710.59,1.166e-7,5.078e-15,3.157e-17,7.582e-27,1.166e-7,,8.457e-26
710.61,1.944e-7,5.079e-15,3.161e-17,7.579e-27,1.944e-7,,8.468e-26
710.64,4.135e-7,5.080e-15,3.166e-17,7.575e-27,4.135e-7,,8.485e-26
710.66,6.785e-7,5.081e-15,3.170e-17,7.572e-27,6.785e-7,,8.496e-26
710.69,1.409e-6,5.083e-15,3.175e-17,7.568e-27,1.409e-6,,8.513e-26
710.71,2.276e-6,5.084e-15,3.179e-17,7.565e-27,2.276e-6,,8.524e-26
710.74,4.618e-6,5.086e-15,3.184e-17,7.561e-27,4.618e-6,,8.540e-26
710.76,7.341e-6,5.087e-15,3.187e-17,7.559e-27,7.341e-6,,8.552e-26
710.79,1.454e-5,5.088e-15,3.193e-17,7.554e-27,1.454e-5,,8.568e-26
710.81,2.276e-5,5.089e-15,3.196e-17,7.552e-27,2.276e-5,,8.579e-26
710.84,4.404e-5,5.091e-15,3.202e-17,7.548e-27,4.404e-5,,8.596e-26
710.86,6.785e-5,5.092e-15,3.205e-17,7.545e-27,6.785e-5,,8.607e-26
710.89,1.282e-4,5.094e-15,3.211e-17,7.541e-27,1.282e-4,,8.624e-26
710.91,1.944e-4,5.095e-15,3.214e-17,7.538e-27,1.944e-4,,8.635e-26
710.94,3.588e-4,5.096e-15,3.219e-17,7.534e-27,3.588e-4,,8.652e-26
710.96,5.355e-4,5.097e-15,3.223e-17,7.531e-27,5.355e-4,,8.663e-26
710.98,7.944e-4,5.098e-15,3.227e-17,7.528e-27,7.944e-4,,8.674e-26
711.01,1.418e-3,5.100e-15,3.232e-17,7.524e-27,1.418e-3,,8.691e-26
711.03,2.071e-3,5.101e-15,3.236e-17,7.521e-27,2.071e-3,,8.702e-26
711.06,3.610e-3,5.102e-15,3.241e-17,7.517e-27,3.610e-3,,8.719e-26
711.08,5.189e-3,5.103e-15,3.244e-17,7.514e-27,5.189e-3,,8.730e-26
711.11,8.836e-3,5.105e-15,3.250e-17,7.510e-27,8.836e-3,,8.746e-26
711.13,1.250e-2,5.106e-15,3.253e-17,7.507e-27,1.250e-2,,8.757e-26
711.16,2.079e-2,5.108e-15,3.259e-17,7.503e-27,2.079e-2,,8.774e-26
711.18,2.895e-2,5.109e-15,3.262e-17,7.500e-27,2.895e-2,,8.785e-26
711.21,4.702e-2,5.110e-15,3.268e-17,7.496e-27,4.702e-2,,8.802e-26
711.23,6.446e-2,5.111e-15,3.271e-17,7.494e-27,6.446e-2,,8.813e-26
711.26,1.022e-1,5.113e-15,9.252e-17,7.489e-27,1.022e-1,,8.830e-26
711.28,1.380e-1,5.114e-15,1.836e-16,7.487e-27,1.380e-1,,8.841e-26
711.31,2.137e-1,5.116e-15,5.071e-16,7.482e-27,2.137e-1,,8.858e-26
711.33,2.839e-1,5.117e-15,9.905e-16,7.480e-27,2.839e-1,,8.869e-26
711.35,3.747e-1,5.118e-15,1.923e-15,7.477e-27,3.747e-1,,8.880e-26
711.38,5.615e-1,5.119e-15,5.139e-15,7.473e-27,5.615e-1,,8.897e-26
711.4,7.295e-1,5.120e-15,9.819e-15,7.470e-27,7.295e-1,,8.908e-26
711.43,1.068e+0,5.122e-15,2.563e-14,7.466e-27,1.068e+0,,8.924e-26
711.45,1.366e+0,5.123e-15,4.821e-14,7.463e-27,1.366e+0,,8.936e-26
711.48,1.952e+0,5.124e-15,1.229e-13,7.459e-27,1.952e+0,,8.952e-26
711.5,2.457e+0,5.126e-15,2.276e-13,7.456e-27,2.457e+0,,8.963e-26
711.53,3.430e+0,5.127e-15,5.668e-13,7.452e-27,3.430e+0,,8.980e-26
711.55,4.251e+0,5.128e-15,1.033e-12,7.449e-27,4.251e+0,,8.991e-26
711.58,5.795e+0,5.130e-15,2.513e-12,7.445e-27,5.795e+0,,9.008e-26
711.6,7.069e+0,5.131e-15,4.509e-12,7.442e-27,7.069e+0,,9.019e-26
711.63,9.411e+0,5.132e-15,1.071e-11,7.438e-27,9.411e+0,,9.036e-26
711.65,1.130e+1,5.133e-15,1.892e-11,7.435e-27,1.130e+1,,9.047e-26
711.68,1.469e+1,5.135e-15,4.389e-11,7.431e-27,1.469e+1,,9.064e-26
711.7,1.737e+1,5.136e-15,7.632e-11,7.429e-27,1.737e+1,,9.075e-26
711.72,2.040e+1,5.137e-15,1.319e-10,7.426e-27,2.040e+1,,9.086e-26
711.75,2.566e+1,5.139e-15,2.961e-10,7.422e-27,2.566e+1,,9.103e-26
711.77,2.967e+1,5.140e-15,5.036e-10,7.419e-27,2.967e+1,,9.114e-26
711.8,3.645e+1,5.141e-15,1.104e-9,7.415e-27,3.645e+1,,9.130e-26
711.82,4.148e+1,5.142e-15,1.849e-9,7.412e-27,4.148e+1,,9.142e-26
711.85,4.977e+1,5.144e-15,3.959e-9,7.408e-27,4.977e+1,,9.158e-26
711.87,5.575e+1,5.145e-15,6.526e-9,7.405e-27,5.575e+1,,9.169e-26
711.9,6.533e+1,5.147e-15,1.365e-8,7.401e-27,6.533e+1,,9.186e-26
711.92,7.204e+1,5.148e-15,2.215e-8,7.398e-27,7.204e+1,,9.197e-26
711.95,8.244e+1,5.149e-15,4.524e-8,7.394e-27,8.244e+1,,9.214e-26
711.97,8.948e+1,5.150e-15,7.227e-8,7.391e-27,8.948e+1,,9.225e-26
712,1.000e+2,5.152e-15,1.442e-7,7.387e-27,1.000e+2,,9.242e-26
712.02,1.069e+2,5.153e-15,2.267e-7,7.384e-27,1.069e+2,,9.253e-26
712.05,1.166e+2,5.154e-15,4.419e-7,7.380e-27,1.166e+2,,9.270e-26
712.07,1.227e+2,5.155e-15,6.840e-7,7.377e-27,1.227e+2,,9.281e-26
712.09,1.282e+2,5.157e-15,1.052e-6,7.375e-27,1.282e+2,,9.292e-26
712.12,1.354e+2,5.158e-15,1.984e-6,7.370e-27,1.354e+2,,9.309e-26
712.14,1.393e+2,5.159e-15,3.004e-6,7.368e-27,1.393e+2,,9.320e-26
712.17,1.436e+2,5.161e-15,5.531e-6,7.363e-27,1.436e+2,,9.336e-26
712.19,1.454e+2,5.162e-15,8.245e-6,7.361e-27,1.454e+2,,9.348e-26
712.22,1.465e+2,5.163e-15,1.483e-5,7.357e-27,1.465e+2,,9.364e-26
712.24,1.460e+2,5.164e-15,2.176e-5,7.354e-27,1.460e+2,,9.375e-26
712.27,1.436e+2,5.166e-15,3.823e-5,7.350e-27,1.436e+2,,9.392e-26
712.29,1.409e+2,5.167e-15,5.522e-5,7.347e-27,1.409e+2,,9.403e-26
712.32,1.354e+2,5.169e-15,9.475e-5,7.343e-27,1.354e+2,,9.420e-26
712.34,1.308e+2,5.170e-15,1.347e-4,7.340e-27,1.308e+2,,9.431e-26
712.37,1.227e+2,5.171e-15,2.258e-4,7.336e-27,1.227e+2,,9.448e-26
712.39,1.166e+2,5.172e-15,3.160e-4,7.333e-27,1.166e+2,,9.459e-26
712.42,1.069e+2,5.174e-15,5.173e-4,7.329e-27,1.069e+2,,9.476e-26
712.44,1.000e+2,5.175e-15,7.128e-4,7.326e-27,1.000e+2,,9.487e-26
712.46,9.301e+1,5.176e-15,9.761e-4,7.323e-27,9.301e+1,,9.498e-26
712.49,8.244e+1,5.178e-15,1.546e-3,7.319e-27,8.244e+1,,9.515e-26
712.51,7.547e+1,5.179e-15,2.084e-3,7.316e-27,7.547e+1,,9.526e-26
712.54,6.533e+1,5.180e-15,3.223e-3,7.312e-27,6.533e+1,,9.542e-26
712.56,5.887e+1,5.181e-15,4.277e-3,7.310e-27,5.887e+1,,9.554e-26
712.59,4.977e+1,5.183e-15,6.461e-3,7.305e-27,4.977e+1,,9.570e-26
712.61,4.415e+1,5.184e-15,8.439e-3,7.303e-27,4.414e+1,,9.581e-26
712.64,3.646e+1,5.185e-15,1.245e-2,7.298e-27,3.645e+1,,9.598e-26
712.66,3.184e+1,5.186e-15,1.601e-2,7.296e-27,3.182e+1,,9.609e-26
712.69,2.568e+1,5.188e-15,2.308e-2,7.292e-27,2.566e+1,,9.626e-26
712.71,2.208e+1,5.189e-15,2.921e-2,7.289e-27,2.206e+1,,9.637e-26
712.74,1.741e+1,5.191e-15,4.111e-2,7.285e-27,1.737e+1,,9.654e-26
712.76,1.475e+1,5.192e-15,5.123e-2,7.282e-27,1.469e+1,,9.665e-26
712.79,1.137e+1,5.193e-15,7.043e-2,7.278e-27,1.130e+1,,9.682e-26
712.81,9.498e+0,5.194e-15,8.640e-2,7.275e-27,9.411e+0,,9.693e-26
712.83,7.894e+0,5.195e-15,1.053e-1,7.272e-27,7.789e+0,,9.704e-26
712.86,5.935e+0,5.197e-15,1.401e-1,7.268e-27,5.795e+0,,9.721e-26
712.88,4.889e+0,5.198e-15,1.681e-1,7.265e-27,4.721e+0,,9.732e-26
712.91,3.648e+0,5.200e-15,2.184e-1,7.261e-27,3.430e+0,,9.748e-26
712.93,3.008e+0,5.201e-15,2.580e-1,7.258e-27,2.750e+0,,9.760e-26
712.96,2.279e+0,5.202e-15,3.273e-1,7.254e-27,1.952e+0,,9.776e-26
712.98,1.921e+0,5.203e-15,3.806e-1,7.251e-27,1.541e+0,,9.787e-26
713.01,1.539e+0,5.205e-15,4.717e-1,7.247e-27,1.068e+0,,9.804e-26
713.03,1.370e+0,5.206e-15,5.400e-1,7.245e-27,8.296e-1,,9.815e-26
713.06,1.215e+0,5.207e-15,6.536e-1,7.240e-27,5.615e-1,,9.832e-26
713.08,1.166e+0,5.208e-15,7.365e-1,7.238e-27,4.294e-1,,9.843e-26
713.11,1.155e+0,5.210e-15,8.707e-1,7.233e-27,2.839e-1,,9.860e-26
713.13,1.180e+0,5.211e-15,9.659e-1,7.231e-27,2.137e-1,,9.871e-26
713.16,1.253e+0,5.213e-15,1.115e+0,7.227e-27,1.380e-1,,9.888e-26
713.18,1.320e+0,5.214e-15,1.218e+0,7.224e-27,1.022e-1,,9.899e-26
713.21,1.438e+0,5.215e-15,1.373e+0,7.220e-27,6.446e-2,,9.915e-26
713.23,1.523e+0,5.216e-15,1.476e+0,7.217e-27,4.702e-2,,9.927e-26
713.25,1.611e+0,5.217e-15,1.577e+0,7.214e-27,3.408e-2,,9.938e-26
713.28,1.742e+0,5.219e-15,1.721e+0,7.210e-27,2.079e-2,,9.954e-26
713.3,1.825e+0,5.220e-15,1.810e+0,7.207e-27,1.483e-2,,9.965e-26
713.33,1.937e+0,5.222e-15,1.929e+0,7.203e-27,8.836e-3,,9.982e-26
713.35,2.003e+0,5.223e-15,1.996e+0,7.200e-27,6.206e-3,,9.993e-26
713.38,2.082e+0,5.224e-15,2.078e+0,7.196e-27,3.610e-3,,1.001e-25
713.4,2.120e+0,5.225e-15,2.118e+0,7.193e-27,2.496e-3,,1.002e-25
713.43,2.154e+0,5.227e-15,2.153e+0,7.189e-27,1.418e-3,,1.004e-25
713.45,2.161e+0,5.228e-15,2.160e+0,7.186e-27,9.652e-4,,1.005e-25
713.48,2.145e+0,5.229e-15,2.144e+0,7.182e-27,5.355e-4,,1.007e-25
713.5,2.118e+0,5.231e-15,2.118e+0,7.179e-27,3.588e-4,,1.008e-25
713.53,2.054e+0,5.232e-15,2.054e+0,7.175e-27,1.944e-4,,1.009e-25
713.55,1.997e+0,5.233e-15,1.996e+0,7.173e-27,1.282e-4,,1.010e-25
713.58,1.891e+0,5.235e-15,1.891e+0,7.168e-27,6.785e-5,,1.012e-25
713.6,1.810e+0,5.236e-15,1.810e+0,7.166e-27,4.404e-5,,1.013e-25
713.62,1.721e+0,5.237e-15,1.721e+0,7.163e-27,2.841e-5,,1.014e-25
713.65,1.577e+0,5.238e-15,1.577e+0,7.159e-27,1.454e-5,,1.016e-25
713.67,1.476e+0,5.239e-15,1.476e+0,7.156e-27,9.235e-6,,1.017e-25
713.7,1.322e+0,5.241e-15,1.322e+0,7.152e-27,4.618e-6,,1.019e-25
713.72,1.218e+0,5.242e-15,1.218e+0,7.149e-27,2.886e-6,,1.020e-25
713.75,1.065e+0,5.244e-15,1.065e+0,7.145e-27,1.409e-6,,1.022e-25
713.77,9.659e-1,5.245e-15,9.659e-1,7.142e-27,8.671e-7,,1.023e-25
713.8,8.247e-1,5.246e-15,8.247e-1,7.138e-27,4.135e-7,,1.024e-25
713.82,7.365e-1,5.247e-15,7.365e-1,7.135e-27,2.504e-7,,1.025e-25
713.85,6.142e-1,5.249e-15,6.142e-1,7.131e-27,1.166e-7,,1.027e-25
713.87,5.400e-1,5.250e-15,5.400e-1,7.128e-27,6.953e-8,,1.028e-25
713.9,4.398e-1,5.252e-15,4.398e-1,7.124e-27,3.163e-8,,1.030e-25
713.92,3.806e-1,5.253e-15,3.806e-1,7.121e-27,1.856e-8,,1.031e-25
713.95,3.028e-1,5.254e-15,3.028e-1,7.117e-27,8.244e-9,,1.033e-25
713.97,2.580e-1,5.255e-15,2.580e-1,7.114e-27,4.762e-9,,1.034e-25
713.99,2.184e-1,5.256e-15,2.184e-1,7.112e-27,2.733e-9,,1.035e-25
714.02,1.681e-1,5.258e-15,1.681e-1,7.108e-27,1.175e-9,,1.037e-25
714.04,1.401e-1,5.259e-15,1.401e-1,7.105e-27,6.637e-10,,1.038e-25
714.07,1.053e-1,5.260e-15,1.053e-1,7.101e-27,2.785e-10,,1.039e-25
714.09,8.640e-2,5.262e-15,8.640e-2,7.098e-27,1.549e-10,,1.041e-25
714.12,6.344e-2,5.263e-15,6.344e-2,7.094e-27,6.350e-11,,1.042e-25
714.14,5.123e-2,5.264e-15,5.123e-2,7.091e-27,3.476e-11,,1.043e-25
714.17,3.674e-2,5.266e-15,3.674e-2,7.087e-27,1.392e-11,,1.045e-25
714.19,2.921e-2,5.267e-15,2.921e-2,7.084e-27,7.500e-12,,1.046e-25
714.22,2.046e-2,5.268e-15,2.046e-2,7.080e-27,2.932e-12,,1.048e-25
714.24,1.601e-2,5.269e-15,1.601e-2,7.077e-27,1.555e-12,,1.049e-25
714.27,1.096e-2,5.271e-15,1.096e-2,7.073e-27,5.938e-13,,1.051e-25
714.29,8.439e-3,5.272e-15,8.439e-3,7.070e-27,3.101e-13,,1.052e-25
714.32,5.639e-3,5.274e-15,5.639e-3,7.066e-27,1.156e-13,,1.053e-25
714.34,4.277e-3,5.275e-15,4.277e-3,7.063e-27,5.943e-14,,1.054e-25
714.36,3.223e-3,5.276e-15,3.223e-3,7.060e-27,3.036e-14,,1.056e-25
714.39,2.084e-3,5.277e-15,2.084e-3,7.056e-27,1.095e-14,,1.057e-25
714.41,1.546e-3,5.278e-15,1.546e-3,7.054e-27,5.506e-15,,1.058e-25
714.44,9.761e-4,5.280e-15,9.761e-4,7.049e-27,1.940e-15,,1.060e-25
714.46,7.128e-4,5.281e-15,7.128e-4,7.047e-27,1.938e-15,,1.061e-25
714.49,4.396e-4,5.283e-15,4.396e-4,7.042e-27,1.935e-15,,1.063e-25
714.51,3.160e-4,5.284e-15,3.160e-4,7.040e-27,1.934e-15,,1.064e-25
714.54,1.904e-4,5.285e-15,1.904e-4,7.036e-27,1.931e-15,,1.066e-25
714.56,1.347e-4,5.286e-15,1.347e-4,7.033e-27,1.929e-15,,1.067e-25
714.59,7.927e-5,5.288e-15,7.927e-5,7.029e-27,1.927e-15,,1.068e-25
714.61,5.522e-5,5.289e-15,5.522e-5,7.026e-27,1.925e-15,,1.069e-25
714.64,3.173e-5,5.290e-15,3.173e-5,7.022e-27,1.923e-15,,1.071e-25
714.66,2.176e-5,5.291e-15,2.176e-5,7.019e-27,1.921e-15,,1.072e-25
714.69,1.221e-5,5.293e-15,1.221e-5,7.015e-27,1.919e-15,,1.074e-25
714.71,8.245e-6,5.294e-15,8.245e-6,7.012e-27,1.917e-15,,1.075e-25
714.73,5.531e-6,5.295e-15,5.531e-6,7.009e-27,1.915e-15,,1.076e-25
714.76,3.004e-6,5.297e-15,3.004e-6,7.005e-27,1.913e-15,,1.078e-25
714.78,1.984e-6,5.298e-15,1.984e-6,7.002e-27,1.911e-15,,1.079e-25
714.81,1.052e-6,5.299e-15,1.052e-6,6.998e-27,1.908e-15,,1.081e-25
714.83,6.840e-7,5.300e-15,6.840e-7,6.995e-27,1.907e-15,,1.082e-25
714.86,3.543e-7,5.302e-15,3.543e-7,6.991e-27,1.904e-15,,1.083e-25
714.88,2.267e-7,5.303e-15,2.267e-7,6.989e-27,1.902e-15,,1.085e-25
714.91,1.147e-7,5.305e-15,1.147e-7,6.984e-27,1.900e-15,,1.086e-25
